parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1010-1013,0303-1010-1013,3,3,1
2,0210-0300-0303-1010,0210-0300-0303-1003-1010,4,5,1
3,0310-1010,0310-1010,2,2,1
4,0303-1010,0303-1010,2,2,1
5,0303-1010-1013,0303-1010-1013,3,3,1
6,0303-1010-1013,0303-1010-1013,3,3,1
7,0303-1010-1013,0303-1010-1013,3,3,1
8,1010,1010,1,1,1
9,0300-0303-1010,0300-0303-1003-1010,3,4,1
10,0010-0210-0300-0302,0010-0210-0300-0302,4,4,1
11,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
12,1010-1013-1303,1010-1013-1303,3,3,1
13,0303-1010-1013,0303-1010-1013,3,3,1
14,0300-0302-1010,0300-0302-1010,3,3,1
15,0303-1010-1013,0303-1010-1013,3,3,1
16,0301-0303-1011,0301-0303-1011,3,3,1
17,1010,1010,1,1,1
18,0303-1010-1013,0303-1010-1013,3,3,1
19,0303,0303,1,1,1
20,0303-1010-1013,0303-1010-1013,3,3,1
21,0300-1010,0300-1010,2,2,1
22,0300-0303-1003-1010,0203-0300-0303-1003-1010,4,5,1
23,0303-1010-1013,0303-1010-1013,3,3,1
24,0303-1003-1010,0303-1003-1010,3,3,1
25,0300-0303-1010-1200,0300-0303-1010-1110-1200,4,5,1
26,0313-1010-1013,0313-1010-1013-1113,3,4,1
27,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
28,1010-1013-1303,1010-1013-1303,3,3,1
29,0002-0010-0302,0002-0010-0302,3,3,1
30,0303-1003-1013,-1,3,2,0
31,0303-1010-1013,0303-1010-1013,3,3,1
32,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
33,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
34,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
35,0303-0311-1003-1011,0303-0311-1003-1011,4,4,1
36,1010-1013-1303,1010-1013-1303,3,3,1
37,0303,0010-0303-0310,1,3,1
38,0303-0310-1010,0303-0310-1010,3,3,1
39,1010,1010,1,1,1
40,0303-1010,0303-1003-1010,2,3,1
41,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
42,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
43,0301-0303-1011,0301-0303-1011,3,3,1
44,0011-0113-0303,0011-0113-0303,3,3,1
45,0313-1010-1013,0313-1010-1013,3,3,1
46,0010,0010,1,1,1
47,1010,1010,1,1,1
48,0310-1010,0310-1010,2,2,1
