Phase,Count,Frequency
0001-0301-0303,7,7e-4
0001-0303,1,1e-4
0002-0010-0300-0302,1,1e-4
0002-0010-0302,1,1e-4
0002-0010-0302-0310,1,1e-4
0010,31,0.0031
0010-0011-0300-0301,2,2e-4
0010-0011-0310-0311,1,1e-4
0010-0012,2,2e-4
0010-0012-0102,1,1e-4
0010-0012-0300-0302,1,1e-4
0010-0012-0302,3,3e-4
0010-0012-0302-0310,1,1e-4
0010-0012-0310-0312,2,2e-4
0010-0012-0312,3,3e-4
0010-0013,1,1e-4
0010-0013-0213-0303,2,2e-4
0010-0013-0300-0303,9,9e-4
0010-0013-0303,46,0.0046
0010-0013-0303-0310,6,6e-4
0010-0013-0310-0313,1,1e-4
0010-0013-0313,3,3e-4
0010-0100-0300-0303,5,5e-4
0010-0103-0300-0303,1,1e-4
0010-0110-0303,1,1e-4
0010-0110-0313,1,1e-4
0010-0112-0310-0312,1,1e-4
0010-0112-0312,1,1e-4
0010-0113-0300-0303,3,3e-4
0010-0113-0303,13,0.0013
0010-0113-0303-0310,1,1e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,5,5e-4
0010-0210,3,3e-4
0010-0210-0300-0303,8,8e-4
0010-0210-0303,11,0.0011
0010-0210-0312,2,2e-4
0010-0210-0313,1,1e-4
0010-0300,35,0.0035
0010-0300-0301,2,2e-4
0010-0300-0302,4,4e-4
0010-0300-0303,130,0.013
0010-0302,1,1e-4
0010-0303,67,0.0067
0010-0303-0310,42,0.0042
0010-0310,17,0.0017
0010-0310-0312,2,2e-4
0010-0310-0313,4,4e-4
0010-0313,5,5e-4
0011-0013-0301-0303,8,8e-4
0011-0013-0303-0311,2,2e-4
0011-0013-0311-0313,1,1e-4
0011-0013-0313,1,1e-4
0011-0101-0301-0303,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0301-0303,7,7e-4
0011-0303,2,2e-4
0011-0303-0311,2,2e-4
0011-0311,2,2e-4
0012-0013-0302-0303,2,2e-4
0012-0302,1,1e-4
0013-0110-0303,1,1e-4
0013-0203-0303,1,1e-4
0013-0303,12,0.0012
0013-0313,2,2e-4
0100-0300-1100,1,1e-4
0101-0301-0303-1001,4,4e-4
0101-0301-0303-1001-1003,1,1e-4
0102-0300-0302-1002-1010,2,2e-4
0103-0303-1003-1010,2,2e-4
0103-1003-1010,1,1e-4
0110,2,2e-4
0110-0111-0300-0301,1,1e-4
0110-0111-0310-0311-1010-1011,3,3e-4
0110-0111-0310-1010,1,1e-4
0110-0112-0302-0310-1010-1012,1,1e-4
0110-0113-0300-0303-1010-1013,1,1e-4
0110-0113-0303-0310-1010-1013,1,1e-4
0110-0210-0300-0303-1010,1,1e-4
0110-0210-0303-1010-1013,1,1e-4
0110-0300-0302-1010,1,1e-4
