parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,92,7.571577,0.307177,10
1,2,01-10,01-10,2,8,2.10588,4.966699,01
2,1,01,01,1,100,-5.672988,5.848465,01
3,2,01-10,01-10,2,64,-0.51157300000000006,6.416709,01
3,2,01-10,01-10,2,36,5.982761,0.586427,10
4,1,01,01,1,100,-3.166129,6.81522,01
5,2,01-10,01-10,2,24,6.454809,1.139905,10
5,2,01-10,01-10,2,76,0.35979,6.630275,01
6,2,01-10,01-10,2,76,1.108898,6.322941,01
6,2,01-10,01-10,2,24,5.202901,1.943908,10
7,1,10,10,1,100,6.751963,-1.655594,10
8,2,01-10,01-10,2,84,6.609115,1.167125,10
8,2,01-10,01-10,2,16,0.737707,6.586742,01
9,1,00,00,1,100,3.04839,3.259313,00
10,1,10,10,1,100,6.689164,2.117388,10
11,1,01,01,1,100,-1.284234,6.568135,01
12,1,10,10,1,100,4.983292,-1.62107,10
13,2,01-10,01-10,2,82,4.969899,-0.764613,10
13,2,01-10,01-10,2,18,-0.409481,5.436817,01
14,2,01-10,01-10,2,99,0.338731,6.026166,01
14,2,01-10,01-10,2,1,6.559454,1.502631,10
15,2,01-10,01-10,2,85,6.14236,0.727568,10
15,2,01-10,01-10,2,15,3.35951,6.64843,01
16,2,01-10,01-10,2,99,7.316996,-1.633537,10
16,2,01-10,01-10,2,1,3.079231,3.951991,01
17,2,01-10,01-10,2,83,-1.095734,6.948664,01
17,2,01-10,01-10,2,17,5.422302,1.094222,10
18,2,01-10,01-10,2,14,5.740764,0.540375,10
18,2,01-10,01-10,2,86,0.230114,6.154472,01
19,1,10,10,1,100,5.609219,0.094548,10
20,1,10,01-10,1,100,6.901894,1.029386,10
21,1,01,01-10,1,100,-0.998409,6.217453,01
22,2,01-10,01-10,2,97,0.154097,7.091562,01
22,2,01-10,01-10,2,3,6.082345,3.686199,10
23,1,01,01,1,100,-1.310657,7.079924,01
24,2,01-10,01-10,2,68,6.861927,1.310739,10
24,2,01-10,01-10,2,32,3.204161,5.21835,01
25,2,01-10,01-10,2,91,0.353385,6.211,01
25,2,01-10,01-10,2,9,6.416064,-0.24163,10
26,2,01-10,01-10,2,51,5.289123,0.506575,10
26,2,01-10,01-10,2,49,0.097516,6.05698,01
27,1,01,01,1,100,0.541538,7.615301,01
28,1,01,01,1,100,-3.218934,7.082766,01
29,1,10,10,1,100,7.346615,-1.504916,10
30,2,01-10,01-10,2,87,1.805854,7.58072,01
30,2,01-10,01-10,2,13,6.462251,2.748631,10
31,2,01-10,01-10,2,51,7.884853,1.22274,10
31,2,01-10,01-10,2,49,2.095326,7.138095,01
32,1,01,01,1,100,-0.464101,5.928681,01
33,2,01-10,01-10,2,36,0.270857,6.514904,01
33,2,01-10,01-10,2,64,6.353306,0.24454,10
34,2,01-10,01-10,2,90,7.033747,-1.549643,10
34,2,01-10,01-10,2,10,2.465045,4.73433,01
35,2,01-10,01-10,2,92,4.459541,0.536102,10
35,2,01-10,01-10,2,8,1.925211,5.25027,01
36,2,01-10,01-10,2,91,-1.288883,7.654347,01
36,2,01-10,01-10,2,9,5.055859,2.252956,10
37,2,01-10,01-10,2,66,-0.282631,6.179916,01
37,2,01-10,01-10,2,34,6.223431,0.653348,10
38,1,01,01,1,100,-2.878494,7.818795,01
39,2,01-10,01-10,2,77,1.559808,6.7214410000000004,01
