parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,98,7.388105,-0.007433,10
1,2,01-10,01-10,2,2,1.955406,5.982253,01
2,2,01-10,01-10,2,84,0.644104,5.50415,01
2,2,01-10,01-10,2,16,4.860643,2.162059,10
3,1,10,01-10,1,100,2.928918,-0.97365,10
4,2,01-10,01-10,2,99,-0.958402,5.328239,01
4,2,01-10,01-10,2,1,4.449097,-0.792994,10
5,2,01-10,01-10,2,79,6.143965,1.035068,10
5,2,01-10,01-10,2,21,-0.315081,7.018129,01
6,2,01-10,01-10,2,93,-0.273832,6.803043,01
6,2,01-10,01-10,2,7,4.672253,1.325181,10
7,2,01-10,01-10,2,15,2.739739,5.628833,01
7,2,01-10,01-10,2,85,6.774479,-0.512754,10
8,2,01-10,01-10,2,30,1.507555,5.788118,01
8,2,01-10,01-10,2,70,6.940254,-0.209266,10
9,2,01-10,01-10,2,93,-0.764815,7.394656,01
9,2,01-10,01-10,2,7,4.784023,3.293315,10
10,2,01-10,01-10,2,87,4.81923,1.885673,10
10,2,01-10,01-10,2,13,-0.756982,7.217272,01
11,2,01-10,01-10,2,56,4.54297,-0.7536,10
11,2,01-10,01-10,2,44,-0.284293,5.388119,01
12,2,01-10,01-10,2,32,-0.314145,4.008889,01
12,2,01-10,01-10,2,68,5.92735,-0.210515,10
13,2,01-10,01-10,2,94,7.421835,-1.923912,10
13,2,01-10,01-10,2,6,1.261958,4.176006,01
14,2,01-10,01-10,2,76,0.992056,6.554782,01
14,2,01-10,01-10,2,24,7.038329,1.221041,10
15,1,01,01,1,100,-0.437676,6.550824,01
16,1,10,10,1,100,7.649342,-1.535988,10
17,1,01,01,1,100,1.22305,6.974279,01
18,2,01-10,01-10,2,99,7.070226,-3.617393,10
18,2,01-10,01-10,2,1,1.260416,2.638826,01
19,2,01-10,01-10,2,12,-0.49323,6.417748,01
19,2,01-10,01-10,2,88,6.100649,-0.167153,10
20,2,01-10,01-10,2,66,1.006559,6.109803,01
20,2,01-10,01-10,2,34,6.709763,0.768888,10
21,2,01-10,01-10,2,82,6.742641,-0.149914,10
21,2,01-10,01-10,2,18,2.458527,6.377044,01
22,1,01,01,1,100,2.626208,6.929816,01
23,1,01,01,1,100,-2.288834,5.650359,01
24,2,01-10,01-10,2,86,0.485736,7.480051,01
24,2,01-10,01-10,2,14,6.408982,1.572391,10
25,2,01-10,01-10,2,48,0.859703,7.195336,01
25,2,01-10,01-10,2,52,6.515051,2.205731,10
26,2,01-10,01-10,2,98,-1.350572,6.432985,01
26,2,01-10,01-10,2,2,5.23095,0.610357,10
27,2,01-10,01-10,2,64,5.879363,0.80926,10
27,2,01-10,01-10,2,36,-0.729849,7.05262,01
28,2,01-10,01-10,2,47,6.642251,-2.378574,10
28,2,01-10,01-10,2,53,0.606212,3.850468,01
29,1,10,10,1,100,7.562823,-2.392545,10
30,1,10,10,1,100,6.798719,-0.355954,10
31,1,10,10,1,100,7.090062,0.872073,10
32,2,01-10,01-10,2,41,7.585111,0.706189,10
32,2,01-10,01-10,2,59,1.977702,5.722063,01
33,2,01-10,01-10,2,99,-1.540055,6.085034,01
33,2,01-10,01-10,2,1,4.133644,1.303041,10
34,2,01-10,01-10,2,91,1.196351,6.526003,01
