0.497,2.511	16.411,2.511	0.045,50.842
16.430,0.863	0.077,42.146
37.206,0.286	0.006,17.006
0.015,58.914	1.501,3.838
119.379,2.380	0.019,66.718	1.316,66.718
62.621,0.419	0.075,25.406
0.073,118.645	6.493,46.412
15.994,1.073	0.008,51.726
48.964,0.288	0.011,12.683
77.284,0.724	0.020,51.106
98.821,1.201	0.115,64.259	2.556,64.259
87.089,2.789	0.053,141.776
0.938,6.586	58.615,6.586	0.014,112.228
0.018,17.291	1.552,1.420
0.048,174.051	4.599,15.036
59.942,0.176	0.235,16.947
110.716,3.885	0.016,62.504
65.236,1.236	0.066,38.871
53.617,8.925	0.072,161.229
197.003,1.831	0.047,51.070
75.387,0.172
0.943,3.036	82.704,3.036	0.042,111.631
199.103,0.855	0.032,37.545	2.552,37.545
86.517,1.210	0.434,76.652
77.048,1.217	0.010,33.153	0.773,33.153
211.948,1.244	0.064,118.793
56.328,1.192	0.007,75.083
50.536,0.184	0.036,14.007
0.130,177.902
57.824,1.199	0.010,32.007
2.718,0.385	164.850,0.385	0.038,29.727
158.476,0.361	0.043,19.909
102.837,3.576	0.046,275.071
51.929,1.337	0.006,118.557	0.525,118.557
173.747,3.256	0.037,141.393	2.869,141.393
168.117,0.478	0.183,15.994
22.158,0.561	0.009,35.232
0.153,101.789	2.292,101.789
0.027,78.415
0.138,30.516	10.316,1.174
42.170,2.501	0.005,144.380
0.005,103.742	0.276,103.742
22.615,0.640	0.085,49.969
105.879,2.264	0.014,192.451
38.456,0.652	0.027,25.192
159.018,1.250	0.171,115.433
34.731,0.231	0.010,7.664
106.573,1.031	0.092,89.653
202.739,2.948	0.540,58.009
281.732,1.766	0.176,96.814	3.278,96.814
77.492,0.366	0.888,26.303
125.067,5.696	0.023,310.985	2.154,310.985
0.117,114.377	10.505,3.528
129.897,1.171	0.043,109.575	2.922,109.575
134.467,3.795	0.089,39.505
509.889,3.426	0.075,294.391
70.123,7.564	0.013,333.009	0.719,333.009
33.450,0.659	0.033,55.629	3.318,55.629
0.022,246.792	1.886,46.831
60.397,2.065	0.040,86.624
268.696,1.037	0.058,45.031
186.785,1.096	0.030,95.998
0.108,280.875	2.631,13.040
10.761,0.892	0.002,67.887
41.102,1.736	0.054,108.357
22.432,1.236	0.004,101.846
424.287,0.376	0.145,22.275
43.835,3.068	0.012,165.676
68.616,1.097	0.067,74.661
44.309,5.735	0.016,112.035
47.732,2.652	0.032,104.981
288.446,0.289	0.555,18.689
0.024,94.772
14.965,1.463	0.003,66.372
31.343,2.052	0.013,113.372
415.310,1.474	0.465,84.884
26.240,0.465	0.004,27.911
0.890,20.960	80.773,0.312
472.999,4.065	0.113,97.174
88.160,1.734	0.015,146.206	1.312,146.206
3.890,1.157	0.001,85.941
140.045,3.059	0.148,259.249
96.624,0.592	0.038,30.482
6.790,3.149	0.005,67.286
133.893,5.361	0.033,464.581	2.643,464.581
106.585,0.970	0.124,9.385
87.649,0.750	0.076,61.854
12.782,0.240	0.014,6.618
205.957,0.263	0.174,25.291
0.036,92.464
0.031,202.739	2.357,70.473
177.493,0.026
0.184,85.438	16.867,24.120
147.467,1.576	0.090,147.783
82.947,3.061	0.640,177.761
93.887,2.912	0.033,143.996
0.013,520.142	1.100,225.744
21.240,0.753	0.004,30.844
226.125,0.513
4.484,9.387	0.003,67.215
21.094,5.722	0.012,165.474
499.936,0.167
142.292,1.468	0.074,88.313
0.075,208.931	4.721,7.008
23.796,2.839	0.005,126.928
0.502,175.865	13.293,6.712
90.782,0.881	0.015,73.937
198.130,2.510
122.367,1.339	0.026,94.160
61.933,1.021	0.012,80.413
0.211,585.962	4.253,36.818
67.524,1.702	0.122,102.626
0.018,416.998
304.624,0.032
3.350,2.903	278.427,2.903	1.144,187.452
0.062,59.166	4.224,57.652
15.051,4.819	0.004,251.468
1.521,1.576	61.897,1.576	0.028,124.201
23.276,9.130	0.048,262.497
101.896,2.031	0.038,39.098
51.379,2.678	0.050,177.798
122.588,0.504	0.108,27.746
24.506,0.751	0.003,51.001
71.871,0.732	0.070,71.709
0.001,178.078
15.803,3.567	0.010,72.871
137.167,0.134
323.147,0.456
72.495,1.501
0.130,317.280	10.541,15.626
130.077,0.792	0.204,47.031
85.861,0.064	0.016,4.524	1.040,4.524
33.646,2.203	0.014,152.524	0.636,152.524
504.976,6.200
0.131,3.748	6.517,0.062
2.373,6.774	35.512,6.774	0.081,136.129
0.689,0.097	68.416,0.097
29.459,0.551	0.009,40.668
112.646,3.056
91.996,1.059	0.073,73.089
64.875,2.177	0.043,107.133
29.168,8.859	0.006,44.271
