75.134,1.790	0.011,36.386	0.962,36.386
112.444,0.378
23.755,1.876	0.012,115.185
1.446,1.732	89.487,1.732	0.016,84.835
4.930,1.131	0.009,84.951
71.385,0.147	0.211,14.399
3.662,2.457	0.020,77.694
0.957,0.148	54.641,0.148
0.024,37.207
3.491,0.467	97.421,0.467	0.111,43.925
89.248,0.880	0.133,69.482
41.182,1.095	0.213,95.698
125.790,1.766	0.214,64.483
10.627,0.492	0.002,43.386
120.131,5.200	0.036,61.686
103.294,1.665	0.126,77.179	1.782,77.179
4.365,1.704	0.005,78.463
4.657,0.984	0.002,72.914
0.013,50.060
89.759,0.415	0.045,32.751
168.436,3.884	0.183,74.523	2.605,74.523
96.094,6.992	0.012,86.434
58.698,3.473	0.066,91.189
143.121,0.070
85.159,0.441	0.012,27.300
63.178,2.429	0.035,95.201
96.500,0.731	0.015,40.121
0.029,152.377
0.159,5.400
81.770,2.039	0.016,167.372
235.810,0.589	0.197,44.264
32.802,1.641
35.922,0.222	0.124,20.877
3.061,4.005	93.020,0.102
50.633,3.008	0.014,7.715
0.087,65.158	2.206,3.167
91.025,0.704	0.060,39.196
74.312,10.897	0.011,91.756
127.437,1.723	0.020,82.229	1.666,82.229
3.585,10.795	0.009,70.641
224.907,0.456	0.114,44.030
94.966,1.113	0.019,81.256
69.496,2.999	0.013,59.214
24.446,1.633	0.009,122.506
142.021,1.181	0.103,26.844
143.853,0.785	0.161,62.892
97.568,0.137
197.310,0.061
359.573,0.820	0.179,77.139
79.559,2.136	0.087,172.124
41.013,1.779	0.087,98.862
73.344,1.087	0.237,64.289
249.123,4.027
2.629,0.049	213.307,0.049
97.096,1.280	0.031,93.434	2.952,93.434
104.320,1.585	0.467,132.272
278.011,1.448	0.049,73.344	3.732,73.344
114.971,0.642	0.149,12.150
275.969,2.969
58.761,6.344	0.015,412.041	1.226,412.041
3.351,0.777	239.369,0.777	0.034,38.322
14.386,1.897	0.005,137.885
358.636,1.889	0.559,36.007
96.940,0.509	0.032,22.099
0.052,51.521
87.986,7.795	0.290,160.887
335.522,0.946	0.093,89.074
109.840,0.289	0.016,19.770
177.611,2.292	0.635,173.963
2.317,0.308	21.235,0.308	0.072,18.501
137.361,1.200
165.623,0.530	0.040,26.613
0.093,143.184	7.147,3.693
70.973,1.356	0.022,79.419	1.125,79.419
206.034,0.536
0.026,168.726	0.517,168.726
2.610,0.761	166.343,0.761	0.039,35.552
0.160,0.972	15.451,0.972	0.003,68.650
213.398,0.568	0.067,44.348
0.271,337.749	26.753,11.001
0.029,77.893
8.504,2.563	0.006,190.929
218.996,2.737	0.051,207.850
21.345,1.230	0.006,28.846
0.802,0.575	64.477,0.575	0.013,22.766
6.298,0.940	0.060,91.210	0.093,91.210
0.651,1.780	48.626,1.780	0.017,104.280
42.107,1.264	0.013,111.954
451.060,1.481	0.440,112.444
124.077,1.140	0.228,113.106
381.806,1.077	0.200,55.899
210.593,1.047	0.533,41.075
