1	2	20.651239	46.420103	0.837994	0.973362	18.422201	29.000000	0.011473	3.131200	29.000000	31.636559	3.592739	36.000000	0.010720
2	2	13.378016	53.627851	0.863014	0.776709	21.049684	30.000000	0.012572	3.803571	33.000000	67.096083	0.618646	34.000000	0.013308
3	2	70.548943	61.895388	0.914750	0.862178	8.588163	35.000000	0.019261	1.502714	36.000000	49.518655	3.073667	30.000000	0.024551
4	1	63.031253	51.344139	0.740465	0.624522	10.937624	36.000000	0.018959	2.010838	35.000000	79.843489	3.938455	34.000000	0.364728
5	2	66.347180	95.196855	0.981880	0.772554	8.789892	36.000000	0.038341	1.089139	33.000000	91.115124	1.875457	32.000000	0.015464
6	2	2.726143	79.346967	0.495887	0.785473	15.893402	32.000000	0.010921	4.332884	31.000000	81.544021	4.533233	36.000000	0.012192
7	1	43.385006	98.719601	0.871638	0.800762	0.994342	34.000000	0.015156	3.805393	28.000000	65.982363	0.386872	36.000000	0.049312
8	2	80.631685	19.673686	0.511523	0.617086	7.630628	36.000000	0.010467	2.160440	32.000000	58.635161	1.738100	31.000000	0.010785
9	2	77.148006	70.299698	0.584377	0.899012	19.897534	27.000000	0.078360	2.888543	33.000000	77.297310	1.957078	33.000000	0.055396
10	3	54.168154	66.794507	0.390873	0.781586	11.913918	29.000000	0.011511	1.147934	30.000000	48.085594	3.540907	32.000000	0.013507
11	3	88.667748	75.576161	0.999656	0.792175	7.409998	27.000000	0.025412	0.106854	32.000000	38.730024	4.647933	36.000000	0.014470
12	2	40.179044	70.030206	0.869332	0.526880	23.752020	27.000000	0.012572	4.156978	30.000000	67.096083	3.803571	30.000000	0.013308
13	2	59.437746	55.757934	0.539915	0.631252	13.618912	27.000000	0.016842	2.382446	33.000000	38.873041	1.039575	28.000000	0.020940
14	3	93.282286	59.907788	0.587957	0.524675	9.947163	34.000000	0.018290	2.325412	27.000000	47.714277	3.746344	33.000000	0.024556
15	2	93.282286	59.907788	0.587957	0.524675	9.947163	34.000000	0.011596	2.325412	27.000000	8.195872	3.746344	35.000000	0.011250
16	2	30.043980	46.531172	0.407738	0.900403	7.600170	31.000000	0.026141	3.076328	32.000000	64.868407	4.227178	30.000000	0.012004
17	2	78.858199	12.817651	0.454630	0.814017	19.427097	29.000000	0.047129	3.236321	36.000000	83.166400	4.239468	36.000000	0.027357
18	2	38.835627	30.910373	0.477095	0.489570	8.929103	31.000000	0.011398	3.806733	35.000000	41.408038	3.347292	35.000000	0.011031
19	2	21.545765	59.437746	0.597799	0.539915	5.264097	27.000000	0.121743	0.396628	32.000000	62.900252	3.033970	30.000000	0.196727
20	3	94.865320	37.269037	0.326603	0.501422	7.531249	32.000000	0.014104	4.348800	30.000000	95.487032	0.350240	36.000000	0.037803
21	2	6.793545	31.000689	0.333028	0.945495	6.763611	31.000000	0.011456	0.714499	32.000000	30.167995	1.518399	35.000000	0.014774
