parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,0.114311,7.728627,01
2,1,01,01,1,100,-3.383909,6.139413,01
3,2,01-10,01-10,2,99,-1.627847,5.806146,01
3,2,01-10,01-10,2,1,4.670083,1.318203,10
4,1,01,01-10,1,100,-1.296067,6.100889,01
5,2,01-10,01-10,2,47,-0.977354,6.228645,01
5,2,01-10,01-10,2,53,4.016179,-0.31114000000000003,10
6,1,01,01,1,100,-0.307889,7.01564,01
7,1,01,01,1,100,-2.215467,7.00311,01
8,1,01,01,1,100,-0.954706,6.824243,01
9,1,10,10,1,100,4.774958,-0.397319,10
10,2,01-10,01-10,2,95,6.653896,0.164166,10
10,2,01-10,01-10,2,5,1.901833,5.383706,01
11,2,01-10,01-10,2,19,5.672459,-0.045968,10
11,2,01-10,01-10,2,81,0.500708,5.901121,01
12,1,10,10,1,100,6.772805,-2.064192,10
13,2,01-10,01-10,2,96,0.919456,7.089113,01
13,2,01-10,01-10,2,4,5.435729,1.414561,10
14,2,01-10,01-10,2,99,-2.3063,6.8674,01
14,2,01-10,01-10,2,1,4.233632,1.014877,10
15,2,01-10,01-10,2,99,4.302135,-1.857751,10
15,2,01-10,01-10,2,1,-1.798215,3.532907,01
16,2,01-10,01-10,2,72,-0.600437,6.026413,01
16,2,01-10,01-10,2,28,5.715315,0.378332,10
17,1,01,01,1,100,-0.638895,7.642085,01
18,2,01-10,01-10,2,89,6.830417,0.264053,10
18,2,01-10,01-10,2,11,0.242182,4.839434,01
19,2,01-10,01-10,2,65,3.014099,5.405838,01
19,2,01-10,01-10,2,35,7.192225,-0.438811,10
20,2,01-10,01-10,2,49,3.211598,6.324961,01
20,2,01-10,01-10,2,51,5.385345,0.924413,10
21,1,01,01,1,100,1.09675,6.991317,01
22,1,01,01,1,100,-2.293295,5.536855,01
23,1,10,10,1,100,6.006295,-2.625712,10
24,1,01,01-10,1,100,-1.165902,5.982699,01
25,1,01,01,1,100,0.304267,6.66534,01
26,2,01-10,01-10,2,23,2.323799,6.502157,01
26,2,01-10,01-10,2,77,8.025685,-0.005482,10
27,2,01-10,01-10,2,88,6.537758,1.321757,10
27,2,01-10,01-10,2,12,0.890313,6.225207,01
28,2,01-10,01-10,2,62,-0.768624,7.51762,01
28,2,01-10,01-10,2,38,5.448278,0.899126,10
29,2,01-10,01-10,2,76,7.547359,0.224316,10
29,2,01-10,01-10,2,24,1.246942,6.841549,01
30,1,11,11,1,100,4.077383,2.943181,11
31,2,01-10,01-10,2,82,7.955033,0.162578,10
31,2,01-10,01-10,2,18,2.844289,4.504977,01
32,2,01-10,01-10,2,93,-0.553593,6.400907,01
32,2,01-10,01-10,2,7,4.340974,0.478022,10
33,1,10,10,1,100,7.585881,0.65226,10
34,2,01-10,01-10,2,96,7.002755,0.729346,10
34,2,01-10,01-10,2,4,1.910618,4.743542,01
35,1,01,01,1,100,0.536202,6.366654,01
36,1,01,01,1,100,1.745123,6.898255,01
37,1,01,01,1,100,-3.320283,6.126455,01
38,2,01-10,01-10,2,87,-2.231039,6.309754,01
38,2,01-10,01-10,2,13,3.438716,0.15537,10
39,2,01-10,01-10,2,19,6.645655,0.441796,10
39,2,01-10,01-10,2,81,0.0674,6.112858,01
40,2,01-10,01-10,2,78,4.769062,1.015699,10
40,2,01-10,01-10,2,22,2.747117,6.503598,01
41,1,10,10,1,100,4.317341,-3.308229,10
42,2,01-10,01-10,2,98,1.888239,6.541524,01
42,2,01-10,01-10,2,2,5.57504,2.319959,10
43,2,01-10,01-10,2,90,0.048369,5.830054,01
43,2,01-10,01-10,2,10,6.538868,1.278681,10
44,2,01-10,01-10,2,48,7.402492,0.510943,10
44,2,01-10,01-10,2,52,2.806863,6.901161,01
45,1,10,10,1,100,6.493476,-2.305685,10
46,1,10,10,1,100,5.667367,0.006423,10
47,1,10,10,1,100,4.865915,-2.816175,10
48,1,01,01,1,100,1.186077,7.156923,01
49,1,10,10,1,100,7.845169,1.135886,10
50,1,11,11,1,100,2.324477,3.799043,11
51,1,01,01,1,100,2.017467,7.06277,01
52,2,01-10,01-10,2,84,-0.490301,6.785378,01
52,2,01-10,01-10,2,16,5.737924,0.491854,10
53,2,01-10,01-10,2,72,2.511022,5.232838,01
53,2,01-10,01-10,2,28,5.508639,0.634735,10
54,2,01-10,01-10,2,98,0.348931,7.314149,01
54,2,01-10,01-10,2,2,5.480142,2.645745,10
55,2,01-10,01-10,2,75,8.131026,0.577919,10
55,2,01-10,01-10,2,25,3.092434,7.005215,01
56,2,01-10,01-10,2,93,2.261951,7.551187,01
56,2,01-10,01-10,2,7,6.28713,2.391349,10
57,2,01-10,01-10,2,63,5.876544,-5.133696,10
57,2,01-10,01-10,2,37,1.487825,0.468178,01
58,2,10-11,10,2,93,7.888835,2.863797,10
58,2,10-11,10,2,7,3.874635,4.917192,11
59,2,01-10,01-10,2,52,7.344387,0.861554,10
59,2,01-10,01-10,2,48,1.706716,5.464399,01
60,2,01-10,01-10,2,39,7.726782,0.523462,10
60,2,01-10,01-10,2,61,1.344577,6.323888,01
61,1,10,10,1,100,6.857148,-4.626433,10
62,2,01-10,01-10,2,85,0.214104,5.86911,01
62,2,01-10,01-10,2,15,6.011514,2.106976,10
63,2,01-10,01-10,2,93,0.829527,8.262228,01
63,2,01-10,01-10,2,7,5.971516,3.049461,10
64,2,01-10,01-10,2,82,1.4589,7.31146,01
64,2,01-10,01-10,2,18,7.401533,1.087528,10
65,2,01-10,01-10,2,95,5.945096,2.103366,10
65,2,01-10,01-10,2,5,0.401153,4.544375,01
66,2,01-10,01-10,2,88,-0.026855,6.675207,01
66,2,01-10,01-10,2,12,6.542818,0.253005,10
67,1,01,01,1,100,-1.731953,6.127437,01
68,2,01-10,01-10,2,68,0.731128,5.960961,01
68,2,01-10,01-10,2,32,6.795309,0.563162,10
69,2,01-10,01-10,2,21,6.825266,1.857436,10
69,2,01-10,01-10,2,79,0.444115,7.720635,01
70,2,01-10,01-10,2,69,0.484048,7.842922,01
70,2,01-10,01-10,2,31,5.578782,1.815011,10
71,2,01-10,01-10,2,84,-0.231435,7.863039,01
71,2,01-10,01-10,2,16,5.555466,1.357126,10
72,1,01,01,1,100,0.217893,7.679984,01
73,2,01-10,01-10,2,39,7.791981,1.683204,10
73,2,01-10,01-10,2,61,2.204451,7.746446,01
74,2,01-10,01-10,2,52,0.86555,6.027072,01
74,2,01-10,01-10,2,48,6.820922,-0.176229,10
75,1,01,01,1,100,-0.0602,7.448166,01
76,2,01-10,01-10,2,76,2.779579,6.687389,01
76,2,01-10,01-10,2,24,5.039677,1.298144,10
77,2,01-10,01-10,2,96,8.818938,0.657729,10
77,2,01-10,01-10,2,4,2.394318,5.3146,01
78,2,01-10,01-10,2,2,4.507006,5.694288,01
78,2,01-10,01-10,2,98,8.079034,2.098372,10
79,2,01-10,01-10,2,82,4.842553,-0.276279,10
79,2,01-10,01-10,2,18,2.916518,5.523485,01
80,2,01-10,01-10,2,92,-0.516468,6.995068,01
80,2,01-10,01-10,2,8,5.747425,0.835438,10
81,2,01-10,01-10,2,66,0.45461,6.80584,01
81,2,01-10,01-10,2,34,5.861919,1.260102,10
82,2,01-10,01-10,2,95,1.279496,6.964914,01
82,2,01-10,01-10,2,5,4.462182,3.006468,10
83,2,01-10,01-10,2,88,0.25188,7.398175,01
83,2,01-10,01-10,2,12,6.65584,0.911885,10
84,2,01-10,01-10,2,85,-0.037843,7.519413,01
84,2,01-10,01-10,2,15,5.520499,1.114653,10
