parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,2.490581,6.919843,01
2,2,01-10,01-10,2,94,6.412596,1.239057,10
2,2,01-10,01-10,2,6,1.452731,6.784694,01
3,1,01,01,1,100,-2.395795,5.986325,01
4,2,01-10,01-10,2,96,-1.978334,6.242205,01
4,2,01-10,01-10,2,4,4.254653,3.545743,10
5,1,10,10,1,100,6.639234,-1.983448,10
6,1,10,10,1,100,6.49412,1.284177,10
7,1,10,10,1,100,5.640466,-1.608245,10
8,2,01-10,01-10,2,70,0.948279,6.392767,01
8,2,01-10,01-10,2,30,6.620646,1.162586,10
9,2,01-10,01-10,2,66,6.444244,-0.85008,10
9,2,01-10,01-10,2,34,-0.091803,5.246587,01
10,2,01-10,01-10,2,71,7.155747,0.21508,10
10,2,01-10,01-10,2,29,0.514716,6.735374,01
11,2,01-10,01-10,2,47,6.875905,1.543632,10
11,2,01-10,01-10,2,53,0.545133,6.115748,01
12,1,01,01,1,100,1.001967,6.352487,01
13,2,01-10,01-10,2,27,4.919059,0.788465,10
13,2,01-10,01-10,2,73,1.385594,6.418525,01
14,2,01-10,01-10,2,82,-0.005945,6.423262,01
14,2,01-10,01-10,2,18,5.493333,0.075177,10
15,1,01,01,1,100,0.878996,7.326855,01
16,2,01-10,01-10,2,99,-0.082397,5.510239,01
16,2,01-10,01-10,2,1,5.735025,-0.634529,10
17,1,01,01,1,100,-2.512339,5.233442,01
18,2,01-10,01-10,2,88,0.241633,7.491531,01
18,2,01-10,01-10,2,12,5.444671,1.12909,10
19,2,01-10,01-10,2,92,-1.076106,6.528028,01
19,2,01-10,01-10,2,8,4.984962,0.509192,10
20,2,01-10,01-10,2,86,-1.106586,6.880887,01
20,2,01-10,01-10,2,14,5.184608,0.911059,10
21,2,01-10,01-10,2,96,-0.174382,7.491531,01
21,2,01-10,01-10,2,4,5.444671,2.306859,10
22,2,01-10,01-10,2,97,-0.047253,7.880224,01
22,2,01-10,01-10,2,3,5.878951,2.804014,10
23,1,10,10,1,100,5.444671,1.083272,10
24,2,01-10,01-10,2,64,-1.26067,6.158079,01
24,2,01-10,01-10,2,36,4.853234,1.635203,10
25,1,10,10,1,100,5.996748,-2.455475,10
26,1,11,11,1,100,2.912977,3.628772,11
27,1,01,01,1,100,-1.434662,7.146345,01
28,1,10,10,1,100,6.5681,-1.610841,10
29,2,01-10,01-10,2,83,2.03053,7.09258,01
29,2,01-10,01-10,2,17,5.151131,0.787049,10
30,2,01-10,01-10,2,52,1.80498,4.774834,01
30,2,01-10,01-10,2,48,5.636966,-1.821592,10
31,2,01-10,01-10,2,4,2.034443,3.565709,01
31,2,01-10,01-10,2,96,7.625716,-2.737551,10
32,2,01-10,01-10,2,6,1.693034,3.268249,01
32,2,01-10,01-10,2,94,7.7721,-2.540502,10
33,2,01-10,01-10,2,67,1.287839,6.828018,01
33,2,01-10,01-10,2,33,7.126266,2.128214,10
34,2,01-10,01-10,2,33,6.811628,1.905564,10
34,2,01-10,01-10,2,67,0.781645,8.010964,01
35,2,01-10,01-10,2,77,6.851902,0.835401,10
35,2,01-10,01-10,2,23,1.563782,5.944191,01
36,2,01-10,01-10,2,59,8.011584,1.93228,10
36,2,01-10,01-10,2,41,1.976215,6.214451,01
37,2,01-10,01-10,2,14,1.678292,5.066241,01
37,2,01-10,01-10,2,86,6.669964,-1.153802,10
38,2,01-10,01-10,2,83,0.137541,7.937647,01
38,2,01-10,01-10,2,17,5.857803,1.585824,10
39,2,01-10,01-10,2,47,7.147504,0.075415,10
39,2,01-10,01-10,2,53,1.982204,6.718808,01
40,2,01-10,01-10,2,89,7.770186,-0.983773,10
40,2,01-10,01-10,2,11,2.233148,5.356773,01
41,2,01-10,01-10,2,94,6.581953,0.068963,10
41,2,01-10,01-10,2,6,1.142896,5.068834,01
42,2,01-10,01-10,2,80,-0.737697,7.737552,01
42,2,01-10,01-10,2,20,5.837329,1.492756,10
43,1,01,01,1,100,-1.320439,7.135601,01
44,2,10-11,10,2,70,1.626699,3.59865,11
44,2,10-11,10,2,30,6.358074,2.374909,10
45,2,01-10,01-10,2,79,8.223822,0.6819,10
45,2,01-10,01-10,2,21,2.558294,6.944887,01
