parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,012-120,012,012-120,2,0.23,-4.414899,0.820854,6.686794,0.23
1,2,012-120,120,012-120,2,0.77,1.477788,6.242442,-4.535894,0.77
2,1,020,020,020,1,1,-0.235288,6.800146,-3.224638,1
3,2,002-200,002,002-200,2,0.13,0.108663,-1.844518,4.330572,0.13
3,2,002-200,200,002-200,2,0.87,6.730559,-1.909915,-0.983302,0.87
4,1,020,020,020,1,1,-0.235288,6.800146,-3.224638,1
5,2,022-202,202,202,2,0.94,0.748159,-4.603754,1.383565,0.94
5,2,022-202,022,202,2,0.06,-4.85878,2.54823,0.878335,0.06
6,2,021-102,021,021-102,2,0.08,-5.019539,4.027485,1.376988,0.08
6,2,021-102,102,021-102,2,0.92,1.403867,-5.467095,6.416613,0.92
7,3,020-200-202,200,020-200,3,0.3,5.978672,-0.794289,1.035112,0.3
7,3,020-200-202,202,020-200,3,0.5,1.664138,-1.704885,4.539513,0.5
7,3,020-200-202,020,020-200,3,0.2,-0.277292,5.472361,-0.361191,0.2
8,2,102-120,102,102-120,2,0.01,1.511838,-2.264483,6.711625,0.01
8,2,102-120,120,102-120,2,0.99,1.437352,3.547432,0.272517,0.99
9,1,210,210,210,1,1,7.065023,0.329915,-5.279412,1
10,1,022,022,022,1,1,-6.612864,4.423709,3.164317,1
11,1,210,210,210,1,1,6.644327,0.163098,-4.6178,1
12,1,021,021,021,1,1,-4.317794,5.861786,0.065396,1
13,1,200,200,200,1,1,6.593291,0.509846,0.313725,1
14,2,012-020,020,012-020,2,0.77,0.688238,6.222885,-1.532691,0.77
14,2,012-020,012,012-020,2,0.23,-1.094178,0.322842,4.681966,0.23
15,2,020-202,202,020-202,2,0.82,1.585813,-4.125837,4.478649,0.82
15,2,020-202,020,020-202,2,0.18,0.176824,6.419234,1.10338,0.18
16,1,202,202,022-202-220,1,1,2.949909,-3.806114,1.487742,1
17,2,120-200,200,022-120-200,2,0.64,6.224742,0.533742,-0.52909,0.64
17,2,120-200,120,022-120-200,2,0.36,-0.165848,6.386905,-0.905494,0.36
18,1,200,200,200,1,1,6.418481,0.416816,-2.111545,1
19,1,020,020,020,1,1,-2.356545,6.096126,0.626392,1
20,3,002-021-200,002,002-200,3,0.79,-1.826807,0.441372,5.270068,0.79
20,3,002-021-200,021,002-200,3,0.15,-2.828431,4.302036,1.062568,0.15
20,3,002-021-200,200,002-200,3,0.06,2.882069,-0.702476,-1.284859,0.06
21,1,012,012,012,1,1,-3.440363,1.308947,5.49743,1
22,2,021-202,021,021,2,0.65,-5.000858,5.31469,1.367075,0.65
22,2,021-202,202,021,2,0.35,1.563635,-2.408371,1.739784,0.35
23,2,020-200,020,020-200,2,0.38,0.690155,6.70774,-1.687862,0.38
23,2,020-200,200,020-200,2,0.62,6.39217,0.053232,-0.522936,0.62
24,1,012,012,012,1,1,-7.640708,0.527611,8.055251,1
25,3,021-201-220,220,021,3,0.22,1.423056,2.870105,-6.040836,0.22
25,3,021-201-220,201,021,3,0.31,3.449948,-0.232808,-1.677617,0.31
25,3,021-201-220,021,021,3,0.47,-5.075076,5.861747,0.591661,0.47
26,1,022,022,022,1,1,-5.562179,3.514761,0.731981,1
27,2,012-020,020,012-020,2,0.21,-0.331308,5.823168,1.048863,0.21
