parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,020-200,020,020-200,2,0.73,-0.55261,5.891395,-3.242258,0.73
1,2,020-200,200,020-200,2,0.27,5.739409,-0.542341,-3.24111,0.27
2,2,012-120,012,012-120,2,0.72,-0.770285,0.721043,0.280465,0.72
2,2,012-120,120,012-120,2,0.28,0.191292,6.068952,-4.716566,0.28
3,2,202-210,202,210,2,0.15,-0.016119,-2.381614,3.097513,0.15
3,2,202-210,210,210,2,0.85,4.680681,1.396863,-0.009649,0.85
4,2,020-210,020,020-210,2,0.26,-1.043796,4.227012,0.872057,0.26
4,2,020-210,210,020-210,2,0.74,5.413642,-0.037703,-4.747395,0.74
5,2,002-120,120,002-120,2,0.14,-0.107834,4.653091,-1.487817,0.14
5,2,002-120,002,002-120,2,0.86,-0.700949,-0.472785,6.0734069999999996,0.86
6,1,022,022,022,1,1,-5.068529,3.174063,1.513068,1
7,1,120,120,120,1,1,0.624511,7.58733,-5.505307,1
8,3,022-202-220,022,022-202-220,3,0.04,-4.038958,2.633761,2.781237,0.04
8,3,022-202-220,220,022-202-220,3,0.84,1.785605,2.903431,-0.646731,0.84
8,3,022-202-220,202,022-202-220,3,0.12,1.346903,-2.774162,2.195549,0.12
9,2,012-120,120,120,2,0.82,0.555802,7.773579,-0.648056,0.82
9,2,012-120,012,120,2,0.18,-0.338126,1.370449,3.873141,0.18
10,1,120,120,102-120,1,1,1.358406,0.815113,-3.694134,1
11,2,002-020,002,002-020,2,0.49,-1.368609,0.174707,6.00488,0.49
11,2,002-020,020,002-020,2,0.51,-1.747779,6.482139,-0.476548,0.51
12,2,012-220,012,012-220,2,0.28,-4.717278,0.886102,5.799806,0.28
12,2,012-220,220,012-220,2,0.72,1.85328,2.404639,-4.128165,0.72
13,2,012-220,012,012-220,2,0.13,-2.58438,0.822451,4.787219,0.13
13,2,012-220,220,012-220,2,0.87,2.963345,1.987456,-5.318237,0.87
14,2,201-220,201,201-220,2,0.2,6.740859,-2.811811,0.951938,0.2
14,2,201-220,220,201-220,2,0.8,3.193646,1.454166,-2.922038,0.8
15,1,022,022,022,1,1,-4.933066,3.125715,1.983229,1
16,2,120-201,201,120-201,2,0.65,6.690477,-1.985988,0.94263,0.65
16,2,120-201,120,120-201,2,0.35,1.052843,7.408877,-4.906419,0.35
17,2,012-201,012,012-201,2,0.12,-1.736927,-0.195309,5.799061,0.12
17,2,012-201,201,012-201,2,0.88,7.067338,-6.815277,0.568004,0.88
18,2,021-210,210,021-210,2,0.29,5.707478,-0.208117,-2.20898,0.29
18,2,021-210,021,021-210,2,0.71,0.265786,6.013911,1.459508,0.71
19,3,022-202-211,022,202-210,3,0.09,-0.228164,4.598819,0.263289,0.09
19,3,022-202-211,202,202-210,3,0.68,3.061322,-4.900069,1.894835,0.68
19,3,022-202-211,211,202-210,3,0.23,2.93166,1.70726,-0.885545,0.23
20,3,012-110-200,110,012-120-200,3,0.04,0.751022,0.750933,-3.516098,0.04
20,3,012-110-200,012,012-120-200,3,0.1,-5.339566,-0.371263,2.467143,0.1
20,3,012-110-200,200,012-120-200,3,0.86,7.352373,-4.861192,-3.523062,0.86
21,1,002,002,002,1,1,-0.955494,-3.154703,6.738858,1
22,1,202,202,202,1,1,4.246248,-7.372975,3.176023,1
23,2,022-202,202,022-202,2,0.5,2.499141,-5.453118,4.370415,0.5
23,2,022-202,022,022-202,2,0.5,-0.728178,0.892476,5.290467,0.5
24,3,022-102-220,102,022-102-220,3,0.17,1.536977,-0.781951,6.853852,0.17
24,3,022-102-220,022,022-102-220,3,0.49,-4.579545,2.388306,2.747141,0.49
24,3,022-102-220,220,022-102-220,3,0.34,2.032345,3.5026,-0.351695,0.34
25,1,002,002,002,1,1,-1.009398,0.421716,8.433281,1
26,1,210,210,102-210,1,1,5.155103,0.824025,-2.476878,1
27,2,202-220,220,202-220,2,0.36,1.992264,2.538779,-2.558131,0.36
27,2,202-220,202,202-220,2,0.64,1.740988,-2.484881,2.684305,0.64
28,2,020-210,020,020-210,2,0.88,-0.565605,7.447928,-0.156145,0.88
28,2,020-210,210,020-210,2,0.12,4.975153,1.76711,-6.640031,0.12
29,2,002-210,210,002-210,2,0.54,6.722785,0.982842,-0.735459,0.54
29,2,002-210,002,002-210,2,0.46,1.163126,0.273488,6.477915,0.46
30,1,200,200,012-200,1,1,6.958086,-1.421462,-0.713373,1
31,1,201,201,201,1,1,8.131844,-11.801915,1.79505,1
32,2,120-201,120,120,2,0.66,0.892746,6.168009,-4.518455,0.66
32,2,120-201,201,120,2,0.34,3.053687,0.507364,1.12545,0.34
33,2,020-210,020,020,2,0.34,1.074466,5.326431,-2.820794,0.34
33,2,020-210,210,020,2,0.66,3.282,0.908701,-1.603778,0.66
34,2,022-220,022,022-102-220,2,0.9,-0.14862,2.652202,5.674281,0.9
34,2,022-220,220,022-102-220,2,0.1,3.7116729999999998,3.024521,-0.247613,0.1
35,1,022,022,022,1,1,-8.535253,1.934269,5.30282,1
36,3,021-102-210,021,021-102-111-210,3,0.05,-3.044318,6.164327,-0.187269,0.05
36,3,021-102-210,102,021-102-111-210,3,0.19,1.003982,-6.281309,5.504147,0.19
36,3,021-102-210,210,021-102-111-210,3,0.76,7.525618,0.032687,-6.829023,0.76
37,1,220,220,220,1,1,7.494419,4.59797,-7.899144,1
38,1,210,210,022-210,1,1,7.276159,1.462444,-5.119824,1
39,2,021-201,201,201,2,0.64,6.281636,-6.787431,1.116072,0.64
39,2,021-201,021,201,2,0.36,0.557131,1.392182,0.194576,0.36
40,2,002-120,120,002-120,2,0.91,0.717114,5.6736510000000004,-0.655788,0.91
40,2,002-120,002,002-120,2,0.09,0.384894,0.381453,5.083844,0.09
41,1,002,002,002,1,1,-0.605242,-1.358529,6.420955,1
42,2,021-201,201,021-201,2,0.92,2.862307,-1.026433,1.745251,0.92
42,2,021-201,021,021-201,2,0.08,-3.042241,4.872881,0.082166,0.08
43,2,012-021,021,012-021,2,0.51,-3.32528,7.42459,0.479709,0.51
43,2,012-021,012,012-021,2,0.49,-3.325297,0.800666,6.000909,0.49
44,3,020-102-200,102,020-102-200,3,0.37,0.615369,-1.831995,5.210782,0.37
44,3,020-102-200,020,020-102-200,3,0.05,0.012187,3.07931,1.252819,0.05
44,3,020-102-200,200,020-102-200,3,0.58,7.104307,-1.756138,0.923727,0.58
45,2,020-200,020,020-200,2,0.84,0.15658,6.707029,-0.301369,0.84
45,2,020-200,200,020-200,2,0.16,5.104612,0.52157,1.17629,0.16
46,1,200,200,200,1,1,6.517453,-2.005742,-2.748225,1
47,2,020-210,210,020-210,2,0.76,6.187238,-0.687492,-6.310174,0.76
47,2,020-210,020,020-210,2,0.24,0.550745,5.800828,0.068689,0.24
48,1,220,220,021-220,1,1,3.36742,3.224015,-5.687068,1
49,3,002-120-200,200,002-120-200,3,0.1,6.318229,-1.144322,0.753815,0.1
49,3,002-120-200,120,002-120-200,3,0.19,0.767377,4.562327,-0.537035,0.19
49,3,002-120-200,002,002-120-200,3,0.71,-0.0848,-1.050488,6.693897,0.71
50,1,220,220,220,1,1,2.783081,2.828978,-4.529815,1
51,2,002-201,201,002-201,2,0.24,5.305353,-6.622951,1.183454,0.24
51,2,002-201,002,002-201,2,0.76,-1.140563,-1.874618,7.805111,0.76
52,1,022,022,022,1,1,-9.356734,5.797914,2.706765,1
53,1,022,022,022,1,1,-5.577008,4.091324,3.971022,1
54,1,201,201,201,1,1,7.657852,-2.761194,0.51061,1
55,2,201-220,201,022-201-220,2,0.29,8.763511,-0.999506,1.541124,0.29
55,2,201-220,220,022-201-220,2,0.71,2.398859,5.1019,-3.968714,0.71
56,3,012-021-102,012,012-021-102,3,0.23,-8.240753,0.725933,5.978258,0.23
56,3,012-021-102,102,012-021-102,3,0.45,-2.772174,-4.017646,5.978258,0.45
56,3,012-021-102,021,012-021-102,3,0.32,-8.24068,6.542906,-0.364851,0.32
57,2,120-201,120,120-201,2,0.01,1.889815,3.794368,-5.384979,0.01
57,2,120-201,201,120-201,2,0.99,7.075321,-9.214509,-0.349938,0.99
58,3,022-202-210,210,022-210,3,0.72,8.361049,0.904969,-3.673331,0.72
58,3,022-202-210,022,022-210,3,0.09,-2.438906,2.046869,2.355748,0.09
58,3,022-202-210,202,022-210,3,0.19,2.084519,-3.812842,3.261158,0.19
59,2,012-220,220,012-220,2,0.37,2.025639,5.079959,-2.240172,0.37
59,2,012-220,012,012-220,2,0.63,-4.020838,0.657389,7.32968,0.63
60,1,220,220,220,1,1,2.394123,1.973788,-6.612243,1
