parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.68,-1.407613,5.396083,0.68
1,2,01-20,20,01-20,2,0.32,5.495381,1.616937,0.32
2,1,01,01,01-20,1,1,-9.662177,7.096101,1
3,1,20,20,20,1,1,5.117836,-0.98054,1
4,1,01,01,01-20,1,1,-7.794716,6.940086,1
5,2,01-20,20,01-20,2,0.305,4.166479,0.701428,0.305
5,2,01-20,01,01-20,2,0.695,-5.372087,6.175083,0.695
6,2,01-20,20,01-20,2,0.091,6.264163,-1.713675,0.091
6,2,01-20,01,01-20,2,0.909,-5.789154,4.169675,0.909
7,2,01-20,20,01-20,2,0.17,5.329703,0.82118,0.17
7,2,01-20,01,01-20,2,0.83,-3.052186,6.812163,0.83
8,2,01-20,01,01-11-20,2,0.028,-0.685066,6.225944,0.028
8,2,01-20,20,01-11-20,2,0.972,6.962061,-0.144259,0.972
9,2,01-20,01,01-20,2,0.969,-7.643917,7.033203,0.969
9,2,01-20,20,01-20,2,0.031,4.268748,1.903462,0.031
10,1,20,20,01-11-20,1,1,6.865575,-0.355768,1
11,2,01-20,20,01-20,2,0.127,3.467587,0.466547,0.127
11,2,01-20,01,01-20,2,0.873,-8.465561,6.2279,0.873
12,1,20,20,01-10-20,1,1,6.961949,0.29466,1
13,2,01-20,01,01-20,2,0.48,-1.451774,5.915025,0.48
13,2,01-20,20,01-20,2,0.52,7.418266,0.709034,0.52
14,1,01,01,01-20,1,1,-4.379541,6.466319,1
15,2,01-20,01,01-20,2,0.783,-5.114196,7.264449,0.783
15,2,01-20,20,01-20,2,0.217,6.659494,2.066884,0.217
16,2,00-20,20,00-20,2,0.99,6.695376,-0.112905,0.99
16,2,00-20,00,00-20,2,0.01,1.409893,5.370919,0.01
17,2,00-20,00,00-20,2,0.769,-1.017594,3.385471,0.769
17,2,00-20,20,00-20,2,0.231,4.987451,-0.080717,0.231
18,2,01-20,01,01-20,2,0.761,-5.002446,6.477917,0.761
18,2,01-20,20,01-20,2,0.239,6.635954,2.329647,0.239
19,2,01-20,01,01-20,2,0.551,-3.477885,6.4672790000000004,0.551
19,2,01-20,20,01-20,2,0.449,7.267497,1.206532,0.449
20,2,01-20,01,01-20,2,0.657,-5.332454,6.765879,0.657
20,2,01-20,20,01-20,2,0.343,5.691448,0.770643,0.343
21,2,01-20,01,01-20,2,0.559,-5.204222,7.16639,0.559
21,2,01-20,20,01-20,2,0.441,5.585834,0.630908,0.441
22,2,01-20,20,01-20,2,0.644,6.649802,2.836509,0.644
22,2,01-20,01,01-20,2,0.356,-1.399364,6.231681,0.356
23,2,01-20,20,01-20,2,0.087,4.728848,0.827842,0.087
23,2,01-20,01,01-20,2,0.913,-7.048487,6.833798,0.913
24,2,01-20,20,01-20,2,0.099,5.134904,2.715606,0.099
24,2,01-20,01,01-20,2,0.901,-5.171584,5.84874,0.901
25,2,01-20,01,01-20,2,0.627,-0.745349,4.848405,0.627
25,2,01-20,20,01-20,2,0.373,6.284897,0.632978,0.373
26,2,01-20,01,01-20,2,0.673,-3.698849,5.045326,0.673
26,2,01-20,20,01-20,2,0.327,5.567593,0.095544,0.327
27,2,01-20,01,01-20,2,0.761,-6.126074,6.260435,0.761
27,2,01-20,20,01-20,2,0.239,5.848702,0.208297,0.239
28,2,01-20,20,01-20,2,0.117,4.821367,0.62303,0.117
28,2,01-20,01,01-20,2,0.883,-7.832821,7.162975,0.883
29,2,01-20,01,01-20,2,0.543,-3.504564,6.902456,0.543
29,2,01-20,20,01-20,2,0.457,6.648881,2.470867,0.457
30,2,01-20,20,01-20,2,0.47,7.216635,-2.296138,0.47
30,2,01-20,01,01-20,2,0.53,-2.809776,3.715601,0.53
31,3,01-10-20,10,01-10-20,3,0.079,0.919448,2.430548,0.079
31,3,01-10-20,20,01-10-20,3,0.428,6.915016,0.599435,0.428
31,3,01-10-20,01,01-10-20,3,0.493,-5.929522,7.208321,0.493
32,2,00-20,00,00-20,2,0.627,-0.105382,4.477513,0.627
32,2,00-20,20,00-20,2,0.373,6.581616,-1.39822,0.373
33,2,01-21,01,01-21,2,0.38,-0.734969,8.397899,0.38
33,2,01-21,21,01-21,2,0.62,4.734035,3.347703,0.62
34,3,01-11-21,11,01,3,0.082,-0.547695,0.579193,0.082
34,3,01-11-21,21,01,3,0.185,5.654196,0.516655,0.185
34,3,01-11-21,01,01,3,0.733,-4.837476,4.981068,0.733
35,2,01-20,01,01-10-20,2,0.308,-4.680999,6.743665,0.308
35,2,01-20,20,01-10-20,2,0.692,6.763744,1.104503,0.692
36,2,01-20,20,01-20,2,0.959,6.246042,-0.341791,0.959
36,2,01-20,01,01-20,2,0.041,-1.133595,5.555651,0.041
37,2,01-20,01,01-20,2,0.83,-4.183517,6.005638,0.83
37,2,01-20,20,01-20,2,0.17,5.855221,0.348623,0.17
38,2,01-20,20,01-20,2,0.031,1.964843,3.813967,0.031
38,2,01-20,01,01-20,2,0.969,-8.962904,6.555105,0.969
39,2,01-21,21,01,2,0.362,6.559905,2.538985,0.362
39,2,01-21,01,01,2,0.638,-4.176292,7.714305,0.638
40,2,01-20,20,01-11-20,2,0.939,7.459886,-0.029904,0.939
40,2,01-20,01,01-11-20,2,0.061,-2.094134,6.453632,0.061
41,2,01-20,20,01-10-20,2,0.506,7.412166,1.223491,0.506
41,2,01-20,01,01-10-20,2,0.494,-4.881772,7.483129,0.494
42,2,01-20,20,01-20,2,0.755,7.483129,1.055905,0.755
42,2,01-20,01,01-20,2,0.245,-1.689323,6.660411,0.245
43,2,01-20,20,01-20,2,0.049,4.637337,1.55395,0.049
43,2,01-20,01,01-20,2,0.951,-6.824306,7.235348,0.951
44,1,20,20,10-20,1,1,7.435371,1.354712,1
45,2,01-20,01,01-11-20,2,0.804,-3.729971,6.796811,0.804
45,2,01-20,20,01-11-20,2,0.196,4.895763,0.398903,0.196
46,2,01-20,20,01-10-20,2,0.545,7.53059,1.153683,0.545
46,2,01-20,01,01-10-20,2,0.455,-2.01794,7.527078,0.455
47,2,01-20,20,01-20,2,0.314,5.052108,1.373297,0.314
47,2,01-20,01,01-20,2,0.686,-6.830526,7.887003,0.686
48,1,01,01,01,1,1,-3.783985,6.59845,1
49,2,01-20,20,01-20,2,0.054,4.917964,3.431726,0.054
