parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,012-020-200,012,020-200,3,0.07,-0.241752,0.201684,2.374541,0.07
1,3,012-020-200,020,020-200,3,0.58,-0.328326,3.222552,-1.061476,0.58
1,3,012-020-200,200,020-200,3,0.35,5.948396,-1.095241,-2.145007,0.35
2,2,020-200,020,020-200,2,0.14,0.14057,4.52915,-0.140776,0.14
2,2,020-200,200,020-200,2,0.86,5.860551,0.452066,-0.244823,0.86
3,1,020,020,002-020-200,1,1,-1.67012,6.348203,-2.216284,1
4,2,002-201,002,002,2,0.85,-1.498635,-3.524216,7.351822,0.85
4,2,002-201,201,002,2,0.15,3.156847,-1.223698,1.630963,0.15
5,3,021-120-210,021,021-120-210,3,0.57,-4.220096,7.184313,2.334702,0.57
5,3,021-120-210,210,021-120-210,3,0.12,5.626165,1.497536,-2.234433,0.12
5,3,021-120-210,120,021-120-210,3,0.31,1.547543,7.214954,-2.552312,0.31
6,2,012-202,202,012,2,0.02,3.327023,-4.892302,2.272793,0.02
6,2,012-202,012,012,2,0.98,-7.704503,-1.059162,7.060759,0.98
7,3,002-020-200,020,002-020-200,3,0.28,1.341303,5.035548,-0.510722,0.28
7,3,002-020-200,002,002-020-200,3,0.33,1.414696,0.404192,5.299586,0.33
7,3,002-020-200,200,002-020-200,3,0.39,7.039324,-0.707421,-1.281597,0.39
8,2,101-200,101,101-200,2,0.03,0.795698,-1.108324,1.84319,0.03
8,2,101-200,200,101-200,2,0.97,5.779694,-1.079912,-2.697023,0.97
9,2,002-021,021,002-021,2,0.42,-2.631164,4.290034,1.334409,0.42
9,2,002-021,002,002-021,2,0.58,-0.378563,-1.72688,6.597573,0.58
10,3,012-021-200,200,-1,3,0.22,5.562472,-0.031232,0.633637,0.22
10,3,012-021-200,021,-1,3,0.26,-1.234301,4.464288,1.679214,0.26
10,3,012-021-200,012,-1,3,0.52,-2.373326,2.337713,6.494889,0.52
11,1,020,020,020,1,1,0.547373,7.725464,-3.4391,1
12,1,002,002,002,1,1,1.192104,-2.954063,7.468557,1
13,2,021-102,102,021-102,2,0.71,1.385227,-5.372241,5.566379,0.71
13,2,021-102,021,021-102,2,0.29,-4.964451,5.837926,1.502077,0.29
14,1,202,202,012-202,1,1,0.243523,-3.822326,6.64255,1
15,2,012-020,020,012-020-102-201,2,0.48,1.24617,7.297447,0.212352,0.48
15,2,012-020,012,012-020-102-201,2,0.52,-2.626804,2.224813,5.554577,0.52
16,2,102-201,102,102-201,2,0.54,2.360619,-5.190725,7.301495,0.54
16,2,102-201,201,102-201,2,0.46,7.032806,-1.638985,2.486383,0.46
17,1,012,012,012,1,1,0.184594,2.350163,5.8501,1
18,1,210,210,210,1,1,6.979191,1.899732,-4.106558,1
19,2,012-220,220,012-220,2,0.88,3.2864,1.795789,-5.030626,0.88
19,2,012-220,012,012-220,2,0.12,-1.007429,0.427499,5.164584,0.12
20,2,102-201,102,102-201,2,0.35,2.428391,-1.506091,6.977264,0.35
20,2,102-201,201,102-201,2,0.65,7.115257,-0.787095,1.568592,0.65
21,2,021-210,021,021-210,2,0.35,1.451118,3.543033,1.663069,0.35
21,2,021-210,210,021-210,2,0.65,7.068721,0.263593,-4.22679,0.65
22,1,021,021,021-201,2,0.75,-0.817461,1.201506,1.036586,1
22,1,021,021,021-201,2,0.25,-1.452518,0.215689,1.610482,1
23,2,022-220,220,102-220,2,0.57,2.967252,4.084044,-2.850224,0.57
23,2,022-220,022,102-220,2,0.43,-3.335748,3.134621,4.500346,0.43
24,2,202-220,202,202-220,2,0.82,4.166269,-2.858593,4.322979,0.82
24,2,202-220,220,202-220,2,0.18,2.507595,2.928927,-0.217646,0.18
25,1,021,021,021-200,1,1,-1.723428,5.23846,1.931958,1
26,2,002-020,002,020-102,2,0.83,1.27785,2.434643,6.614294,0.83
26,2,002-020,020,020-102,2,0.17,1.392154,5.952686,0.365551,0.17
27,3,012-021-200,021,021,3,0.81,-5.849467,6.523676,0.471135,0.81
27,3,012-021-200,012,021,3,0.09,-0.416367,0.950063,4.220565,0.09
27,3,012-021-200,200,021,3,0.1,5.242033,0.418039,-0.823821,0.1
28,2,002-021,021,002-021,2,0.11,-2.56147,4.743736,2.309295,0.11
28,2,002-021,002,002-021,2,0.89,1.122182,-0.965833,8.163019,0.89
29,1,201,201,201,1,1,6.626292,-5.055239,-0.018668,1
30,2,002-020,020,002-020,2,0.27,-2.527256,5.509769,-0.033508,0.27
30,2,002-020,002,002-020,2,0.73,-3.381506,-0.062778,6.284898,0.73
31,2,021-220,021,021-220,2,0.08,-3.273362,5.891368,0.907134,0.08
31,2,021-220,220,021-220,2,0.92,3.636697,3.203371,-5.361234,0.92
32,3,002-020-200,002,002-020-200,3,0.45,0.190245,-0.470641,6.493673,0.45
32,3,002-020-200,020,002-020-200,3,0.19,0.934564,5.685665,0.032782,0.19
32,3,002-020-200,200,002-020-200,3,0.36,6.665658,-0.310539,-0.030471,0.36
33,1,022,022,022-120,1,1,-0.762824,6.692252,-0.375145,1
34,3,012-120-200,120,012-120-200,3,0.25,1.271604,6.49108,-3.184942,0.25
34,3,012-120-200,200,012-120-200,3,0.72,7.377964,0.215938,-0.713614,0.72
34,3,012-120-200,012,012-120-200,3,0.03,0.711981,2.121731,4.996972,0.03
35,1,202,202,202,1,1,2.228301,-6.19542,2.517642,1
36,3,012-021-202,021,012-021-202,3,0.49,-1.787898,7.828288,1.551191,0.49
36,3,012-021-202,012,012-021-202,3,0.23,-1.785885,1.852371,5.841024,0.23
36,3,012-021-202,202,012-021-202,3,0.28,3.890729,-3.456311,3.478499,0.28
37,1,021,021,021,1,1,-0.351366,3.212009,2.192387,1
38,2,021-201,201,021-201,2,0.11,4.981781,-4.34619,1.548684,0.11
38,2,021-201,021,021-201,2,0.89,0.74325,1.959388,2.017921,0.89
