Phase,Count,Frequency
0001-0301-0303,3,3e-4
0002-0010-0210-0302,1,1e-4
0002-0010-0300-0302,3,3e-4
0003-0010-0300-0303,1,1e-4
0010,27,0.0027
0010-0011,5,5e-4
0010-0011-0210-0211,1,1e-4
0010-0011-0300,2,2e-4
0010-0011-0300-0301,4,4e-4
0010-0011-0310-0311,1,1e-4
0010-0012,2,2e-4
0010-0012-0300-0302,2,2e-4
0010-0012-0302,3,3e-4
0010-0012-0312,2,2e-4
0010-0013-0200-0300-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0300-0303,16,0.0016
0010-0013-0303,50,0.005
0010-0013-0303-0310,7,7e-4
0010-0013-0310-0313,1,1e-4
0010-0013-0313,9,9e-4
0010-0100-0300,2,2e-4
0010-0100-0300-0302,1,1e-4
0010-0100-0300-0303,7,7e-4
0010-0110,1,1e-4
0010-0112-0300,1,1e-4
0010-0113-0210-0313,1,1e-4
0010-0113-0300-0303,2,2e-4
0010-0113-0303,9,9e-4
0010-0113-0303-0310,2,2e-4
0010-0113-0313,3,3e-4
0010-0200-0300-0303,3,3e-4
0010-0210,5,5e-4
0010-0210-0300,1,1e-4
0010-0210-0300-0302,1,1e-4
0010-0210-0300-0303,6,6e-4
0010-0210-0303,11,0.0011
0010-0210-0303-0310,1,1e-4
0010-0213-0313,2,2e-4
0010-0300,30,0.003
0010-0300-0301,1,1e-4
0010-0300-0302,2,2e-4
0010-0300-0303,117,0.0117
0010-0300-0303-0310,1,1e-4
0010-0302,1,1e-4
0010-0303,56,0.0056
0010-0303-0310,40,0.004
0010-0310,13,0.0013
0010-0310-0312,2,2e-4
0010-0310-0313,3,3e-4
0010-0313,2,2e-4
0011-0013-0301-0303,6,6e-4
0011-0013-0303,1,1e-4
0011-0013-0303-0311,4,4e-4
0011-0101-0301-0303,1,1e-4
0011-0113-0301-0303,1,1e-4
0011-0301,1,1e-4
0011-0301-0303,9,9e-4
0011-0303-0311,1,1e-4
0012-0110-0212-0300-0302,1,1e-4
0013-0303,14,0.0014
0013-0303-1010-1013,1,1e-4
0101-0301-0303,2,2e-4
0101-0301-0303-1001,6,6e-4
0102-0300-0302-1002-1010,1,1e-4
0102-0302-1002-1010,1,1e-4
0103-0301-0303-1003-1011,1,1e-4
0103-0303-1003,1,1e-4
0110,3,3e-4
0110-0111,1,1e-4
0110-0111-0300-0301-1010-1011,1,1e-4
0110-0111-0310-0311-1010-1011,1,1e-4
0110-0112-0302-0310-1010-1012,1,1e-4
0110-0113-0300-0303-1010-1013,1,1e-4
0110-0113-0303-0310-1010-1013,6,6e-4
0110-0200-0300-0303-1010,2,2e-4
0110-0300,2,2e-4
0110-0300-0302,1,1e-4
0110-0300-0302-1010,2,2e-4
0110-0300-0303,9,9e-4
0110-0300-0303-1010,17,0.0017
0110-0300-0303-1010-1013,4,4e-4
