Phase,Count,Frequency
0001-0301-0303,2,2e-4
0002-0010-0300-0302,1,1e-4
0010,20,0.002
0010-0011-0210-0211,1,1e-4
0010-0011-0210-0300-0301,1,1e-4
0010-0011-0300-0301,2,2e-4
0010-0011-0310-0311,2,2e-4
0010-0011-0311,1,1e-4
0010-0012-0210-0212-0300-0302,1,1e-4
0010-0012-0300-0302,2,2e-4
0010-0012-0310-0312,1,1e-4
0010-0013-0110-0300-0303,1,1e-4
0010-0013-0110-0303,2,2e-4
0010-0013-0200-0300-0303,1,1e-4
0010-0013-0203-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0213,1,1e-4
0010-0013-0300-0303,11,0.0011
0010-0013-0303,49,0.0049
0010-0013-0303-0310,9,9e-4
0010-0013-0313,6,6e-4
0010-0100-0300,3,3e-4
0010-0100-0300-0303,8,8e-4
0010-0102-0302,1,1e-4
0010-0110-0300-0303,1,1e-4
0010-0110-0303,1,1e-4
0010-0113-0210-0303,2,2e-4
0010-0113-0300-0303,1,1e-4
0010-0113-0303,9,9e-4
0010-0113-0303-0310,1,1e-4
0010-0113-0313,3,3e-4
0010-0200,1,1e-4
0010-0200-0300,2,2e-4
0010-0200-0300-0303,5,5e-4
0010-0202-0302,1,1e-4
0010-0203-0303,2,2e-4
0010-0210,4,4e-4
0010-0210-0300,1,1e-4
0010-0210-0300-0303,7,7e-4
0010-0210-0303,8,8e-4
0010-0210-0303-0310,1,1e-4
0010-0210-0310,1,1e-4
0010-0210-0312,2,2e-4
0010-0210-0313,1,1e-4
0010-0300,20,0.002
0010-0300-0302,4,4e-4
0010-0300-0303,109,0.0109
0010-0303,57,0.0057
0010-0303-0310,58,0.0058
0010-0310,11,0.0011
0010-0310-0312,2,2e-4
0010-0310-0313,12,0.0012
0010-0313,1,1e-4
0011-0013-0301-0303,5,5e-4
0011-0013-0303,1,1e-4
0011-0101-0301-0303,1,1e-4
0011-0113-0301-0303,1,1e-4
0011-0113-0311-0313,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0211-0301-0303,1,1e-4
0011-0301,1,1e-4
0011-0301-0303,9,9e-4
0011-0303,1,1e-4
0011-0303-0311,3,3e-4
0011-0311-0313,1,1e-4
0012-0013,1,1e-4
0012-0013-0302-0303,1,1e-4
0012-0302,1,1e-4
0013-0103-0303,1,1e-4
0013-0303,9,9e-4
0013-0313,1,1e-4
0100-0300-0303,1,1e-4
0101-0301-0303,1,1e-4
0101-0301-0303-1001,4,4e-4
0102-0302,1,1e-4
0103-0300-0303-1003-1010,1,1e-4
0103-0303-1003-1010,1,1e-4
0103-0303-1003-1011,1,1e-4
0110,1,1e-4
0110-0111-0310-0311-1010-1011,1,1e-4
0110-0111-1010-1011,1,1e-4
0110-0112-0302-0310,1,1e-4
0110-0112-0302-0310-1010-1012,1,1e-4
0110-0113-0303-0310-1010-1013,1,1e-4
0110-0200-0300-0303-1010,1,1e-4
0110-0210-0300-0303-1010,1,1e-4
0110-0213-0300-0303,1,1e-4
0110-0300,5,5e-4
0110-0300-0302,1,1e-4
0110-0300-0302-1010,1,1e-4
0110-0300-0303,9,9e-4
0110-0300-0303-1003-1010,1,1e-4
0110-0300-0303-1010,24,0.0024
0110-0300-0303-1010-1013,1,1e-4
