parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,012-102-200,012,012-102-200,3,0.04,-4.306199,1.461776,5.658227,0.04
1,3,012-102-200,102,012-102-200,3,0.32,1.075479,-3.560129,5.184176,0.32
1,3,012-102-200,200,012-102-200,3,0.64,6.002072,0.493897,-0.901227,0.64
2,2,002-020,002,002-020,2,0.75,0.627679,-0.448001,6.410716,0.75
2,2,002-020,020,002-020,2,0.25,0.446267,5.583547,-0.196957,0.25
3,2,120-210,210,120-210,2,0.32,5.620516,0.372719,-8.23571,0.32
3,2,120-210,120,120-210,2,0.68,0.922094,6.3003,-8.260672,0.68
4,1,202,202,201,1,1,1.604343,-10.307511,4.999562,1
5,2,002-200,002,002-200,2,0.13,1.424866,-1.670281,1.4151,0.13
5,2,002-200,200,002-200,2,0.87,6.794276,-2.577622,-1.948315,0.87
6,1,202,202,202,1,1,1.806788,-3.169936,3.960172,1
7,2,002-020,020,002-020,2,0.84,0.479009,6.326631,-0.533543,0.84
7,2,002-020,002,002-020,2,0.16,1.471145,1.10639,4.634205,0.16
8,2,012-201,012,012-201,2,0.68,-2.589451,-1.258487,6.757788,0.68
8,2,012-201,201,012-201,2,0.32,5.16843,-4.088175,0.883959,0.32
9,3,002-020-200,002,002-020-200,3,0.16,0.067076,-1.360001,5.781995,0.16
9,3,002-020-200,200,002-020-200,3,0.71,6.327397,-1.387768,0.83995,0.71
9,3,002-020-200,020,002-020-200,3,0.13,0.093639,5.0825379999999996,0.482469,0.13
10,1,021,021,021,1,1,-1.984193,6.816724,-0.754805,1
11,2,102-201,102,102,2,0.92,2.444312,-8.877025,3.676778,0.92
11,2,102-201,201,102,2,0.08,5.156761,-2.695466,-2.189923,0.08
12,1,012,012,012-210,1,1,-1.033834,0.117471,4.867636,1
13,2,002-020,002,002-020-200,2,0.22,-0.51859,0.607177,6.461782,0.22
13,2,002-020,020,002-020-200,2,0.78,-1.649904,7.185266,0.054802,0.78
14,1,020,020,020-200,1,1,-1.417657,6.755897,-3.970682,1
15,2,021-022,022,021,2,0.89,-3.357999,2.697001,4.884652,0.89
15,2,021-022,021,021,2,0.11,-3.353258,4.158157,0.474168,0.11
16,1,102,102,102,1,1,1.483268,-4.285717,5.561005,1
17,3,002-022-200,022,002-200,3,0.46,-3.692739,2.711115,2.632119,0.46
17,3,002-022-200,002,002-200,3,0.45,-0.266619,0.272469,5.971587,0.45
17,3,002-022-200,200,002-200,3,0.09,5.415796,-0.718086,-0.2529,0.09
18,1,002,002,002,1,1,-2.90069,1.235709,6.573094,1
19,1,210,210,012-210,1,1,3.315703,-0.690659,-2.710439,1
20,2,102-200,200,021-102-200,2,0.72,7.531753,-2.93353,0.690796,0.72
20,2,102-200,102,021-102-200,2,0.28,1.329864,-6.856444,6.041609,0.28
21,1,210,210,210,1,1,7.180134,1.099893,-2.429757,1
22,2,022-201,201,022-201,2,0.02,5.917291,-2.07314,1.403973,0.02
22,2,022-201,022,022-201,2,0.98,-1.383482,3.128609,1.689119,0.98
23,1,012,012,012-120,1,1,-3.026411,1.228318,5.729724,1
24,2,002-202,002,002,2,0.39,0.039813,0.069108,6.173035,0.39
24,2,002-202,202,002,2,0.61,4.593713,-4.6245,2.365819,0.61
25,2,002-021,002,002-021,2,0.71,-0.402826,-0.710944,4.587984,0.71
25,2,002-021,021,002-021,2,0.29,-4.409512,5.172686,-0.841703,0.29
26,1,202,202,012-202,1,1,2.557276,-5.844846,5.09959,1
27,2,102-210,102,102-210,2,0.19,1.184949,-3.150023,5.534922,0.19
27,2,102-210,210,102-210,2,0.81,6.077481,0.700791,-0.508671,0.81
28,2,020-201,020,020-201,2,0.2,0.202988,4.753231,-0.890389,0.2
28,2,020-201,201,020-201,2,0.8,6.032926,-6.025575,1.889191,0.8
29,1,202,202,202,1,1,2.715407,-7.784031,6.103694,1
30,2,102-210,102,102-210,2,0.03,0.78373,-4.033536,5.0787,0.03
30,2,102-210,210,102-210,2,0.97,6.359481,1.403552,-7.189405,0.97
31,3,002-020-200,020,002-020-200,3,0.06,-1.588553,2.157338,-0.596283,0.06
31,3,002-020-200,200,002-020-200,3,0.15,4.173769,-4.004457,-0.208327,0.15
31,3,002-020-200,002,002-020-200,3,0.79,-2.093684,-3.658657,5.684939,0.79
32,1,200,200,200,1,1,6.132104,1.547352,-0.115976,1
33,2,021-202,021,021-201,2,0.03,-1.947434,3.505707,0.691898,0.03
33,2,021-202,202,021-201,2,0.97,3.030789,-3.211474,2.697685,0.97
34,2,120-200,200,120-200,2,0.43,5.792826,0.352223,-1.176116,0.43
34,2,120-200,120,120-200,2,0.57,-0.455416,6.787499,-4.686927,0.57
35,2,012-020,020,012-020,2,0.84,1.050142,8.307008,-0.643729,0.84
35,2,012-020,012,012-020,2,0.16,-3.410948,2.052329,5.147438,0.16
36,2,002-020,020,002-020,2,0.9,1.363425,8.341865,-1.994314,0.9
36,2,002-020,002,002-020,2,0.1,-0.814391,2.129063,4.936474,0.1
37,3,020-022-200,200,020-200,3,0.34,5.406412,1.989991,-1.306254,0.34
37,3,020-022-200,022,020-200,3,0.02,0.340308,2.539595,2.880396,0.02
37,3,020-022-200,020,020-200,3,0.64,0.672401,8.348519,0.577365,0.64
38,1,020,020,020,1,1,1.895768,7.618808,0.201222,1
39,2,120-200,200,120-200,2,0.82,8.359636,-0.220125,0.919314,0.82
39,2,120-200,120,120-200,2,0.18,1.894519,4.797868,-2.734396,0.18
40,2,102-200,102,102-200,2,0.19,1.457116,-3.834869,4.952104,0.19
40,2,102-200,200,102-200,2,0.81,7.03632,0.260984,-1.517758,0.81
41,2,020-210,210,020-210,2,0.8,6.392416,-1.047719,-3.908315,0.8
41,2,020-210,020,020-210,2,0.2,-0.267228,5.191231,0.700125,0.2
42,1,102,102,102,1,1,-0.036445,-2.335891,6.164532,1
43,2,021-210,021,021-210,2,0.22,-3.30816,6.19674,1.990135,0.22
43,2,021-210,210,021-210,2,0.78,7.317822,0.501552,-1.570766,0.78
44,2,002-201,201,002-201,2,0.18,5.565697,-4.61976,0.826187,0.18
44,2,002-201,002,002-201,2,0.82,-0.484385,1.690145,6.471094,0.82
45,3,021-202-210,210,021-202-210,3,0.79,8.679973,2.125792,-7.472585,0.79
45,3,021-202-210,202,021-202-210,3,0.11,3.220576,-2.645137,1.359284,0.11
45,3,021-202-210,021,021-202-210,3,0.1,-0.066043,7.207737,-1.231604,0.1
46,1,022,022,022-220,1,1,-3.474064,4.786827,4.408409,1
47,2,002-022,002,002,2,0.68,0.630783,-0.480911,5.974472,0.68
47,2,002-022,022,002,2,0.32,-0.487253,4.287664,0.12889,0.32
48,2,002-201,201,002-201,2,0.91,4.552487,-1.05596,-1.396886,0.91
48,2,002-201,002,002-201,2,0.09,0.003685,0.18664,4.354472,0.09
49,2,020-202,202,020,2,0.16,3.702886,0.554941,0.913777,0.16
49,2,020-202,020,020,2,0.84,-1.84124,4.83905,0.669247,0.84
50,1,021,021,021,1,1,-7.205791,8.832994,1.780912,1
51,1,002,002,002-021,1,1,-2.470858,-1.981229,6.694656,1
52,1,200,200,200,1,1,6.461435,0.030513,-3.638603,1
53,2,022-202,022,022-202,2,0.38,-4.839897,5.983376,3.63774,0.38
53,2,022-202,202,022-202,2,0.62,1.055021,-0.192097,3.381204,0.62
54,1,201,201,201,1,1,9.22365,-5.564684,-0.402816,1
55,1,020,020,020,1,1,-2.263824,8.397422,-3.900386,1
56,2,020-200,020,020-200,2,0.51,0.475534,6.502316,-0.522486,0.51
56,2,020-200,200,020-200,2,0.49,6.442965,0.813283,-0.52758,0.49
57,1,220,220,220,1,1,1.785205,4.51451,0.369875,1
58,3,002-020-201,201,002-020-201,3,0.6,6.453937,-5.713224,1.53747,0.6
58,3,002-020-201,020,002-020-201,3,0.11,0.093317,3.964978,0.831436,0.11
58,3,002-020-201,002,002-020-201,3,0.29,0.731323,-0.82013,7.005142,0.29
59,2,121-202,121,202,2,0.01,1.115193,3.196733,-2.416344,0.01
59,2,121-202,202,202,2,0.99,3.048423,-5.650684,1.57315,0.99
60,1,022,022,022,1,1,-7.851839,6.622257,2.764023,1
61,1,102,102,102,1,1,1.413344,-5.31951,6.724229,1
62,1,202,202,202,1,1,2.601025,0.291719,6.261012,1
63,2,120-210,210,120-210,2,0.61,8.037117,0.370804,-5.118437,0.61
63,2,120-210,120,120-210,2,0.39,1.717565,6.53282,-5.118473,0.39
64,1,022,022,022,1,1,-9.315496,2.33461,4.387883,1
65,2,202-210,210,210,2,0.72,5.754256,0.216149,0.583535,0.72
65,2,202-210,202,210,2,0.28,1.896695,-1.579725,2.370178,0.28
66,1,201,201,201,1,1,6.817747,-3.34422,2.241088,1
67,2,012-200,012,012-200,2,0.94,-1.447496,1.262798,5.820466,0.94
67,2,012-200,200,012-200,2,0.06,3.670118,-1.926798,1.830056,0.06
68,2,102-120,102,102-120,2,0.94,-0.199401,-1.266312,3.357309,0.94
68,2,102-120,120,102-120,2,0.06,0.808295,4.849868,-3.059308,0.06
69,2,021-210,210,021-210,2,0.1,5.649203,-0.709958,-3.967235,0.1
69,2,021-210,021,021-210,2,0.9,-3.434308,5.50027,1.003883,0.9
70,2,202-220,220,012-202,2,0.5,1.850569,5.32242,-2.741792,0.5
70,2,202-220,202,012-202,2,0.5,2.603256,-3.517468,2.806745,0.5
71,1,220,220,220,1,1,5.283184,1.208153,-4.555343,1
72,2,020-220,220,020-201,2,0.32,3.295645,2.737149,-4.868422,0.32
72,2,020-220,020,020-201,2,0.68,-0.38612,8.290812,0.698182,0.68
73,2,020-200,200,020-200,2,0.51,6.204338,1.832559,-1.158264,0.51
73,2,020-200,020,020-200,2,0.49,1.085205,6.385937,-2.369575,0.49
74,2,022-201,022,021-201,2,0.85,-5.26325,2.695116,5.160211,0.85
74,2,022-201,201,021-201,2,0.15,6.440085,-1.069727,0.449391,0.15
75,1,021,021,021,1,1,-2.293661,9.170365,-0.637299,1
76,2,102-210,102,012-102-210,2,0.14,2.349606,-2.282769,5.349163,0.14
76,2,102-210,210,012-102-210,2,0.86,5.047486,1.821113,1.62176,0.86
77,1,102,102,102,1,1,2.219686,-0.240344,3.843595,1
78,1,002,002,002,1,1,-1.62617,0.970901,7.416325,1
79,2,202-220,202,022-202-220,2,0.33,7.64417,0.681689,2.549244,0.33
79,2,202-220,220,022-202-220,2,0.67,2.864977,7.186072,-3.717461,0.67
80,2,012-120,012,012-120,2,0.35,-2.691791,-0.806328,6.806351,0.35
80,2,012-120,120,012-120,2,0.65,1.894576,5.501184,-2.755711,0.65
81,1,200,200,200,1,1,8.00561,0.207989,-2.174878,1
82,2,210-220,210,210,2,0.82,9.104309,2.000806,-3.885534,0.82
82,2,210-220,220,210,2,0.18,3.132052,4.401405,-3.884469,0.18
83,1,120,120,120,1,1,0.21978,7.561027,-7.235748,1
84,3,120-201-210,201,120-201-210,3,0.41,5.89837,-4.216689,0.116365,0.41
84,3,120-201-210,120,120-201-210,3,0.34,1.490873,7.053003,-3.056795,0.34
84,3,120-201-210,210,120-201-210,3,0.25,5.619024,1.529028,-3.367501,0.25
85,2,012-021,012,012-021,2,0.68,-1.109799,1.206148,7.905674,0.68
85,2,012-021,021,012-021,2,0.32,-3.636173,6.162432,1.530451,0.32
86,2,022-220,022,022-220,2,0.19,0.207923,2.934974,3.592805,0.19
86,2,022-220,220,022-220,2,0.81,2.455762,5.838849,-2.194309,0.81
87,1,210,210,210,1,1,9.216282,0.506103,-5.102962,1
88,2,102-200,200,102-200,2,0.68,5.644154,-0.001604,-0.801325,0.68
88,2,102-200,102,102-200,2,0.32,-0.850203,-1.16966,5.36019,0.32
89,1,220,220,220,1,1,3.746166,2.092146,-1.885922,1
90,3,002-020-200,002,-1,3,0.46,1.349441,0.588418,7.175402,0.46
90,3,002-020-200,020,-1,3,0.25,0.871006,6.105802,0.620819,0.25
90,3,002-020-200,200,-1,3,0.29,7.251032,-0.43468,0.621487,0.29
91,2,002-021,021,002-021,2,0.09,-4.38049,4.0314,0.564733,0.09
91,2,002-021,002,002-021,2,0.91,-2.927072,-0.971761,6.712843,0.91
92,1,012,012,012,1,1,-3.748031,2.114917,6.132302,1
93,1,202,202,-1,1,1,1.977319,-5.517578,5.897152,1
94,3,020-102-200,102,102-200,3,0.72,1.836779,-5.289461,6.103514,0.72
94,3,020-102-200,020,102-200,3,0.12,0.202851,4.670975,0.935136,0.12
94,3,020-102-200,200,102-200,3,0.16,6.103232,0.547295,-0.394484,0.16
95,1,022,022,022,1,1,-5.482491,2.780889,2.108375,1
96,3,022-202-210,202,022-202-210,4,0.21,2.612087,-0.949494,5.302929,0.59
96,3,022-202-210,022,022-202-210,4,0.22,-0.484736,5.314589,7.293493,0.22
96,3,022-202-210,210,022-202-210,4,0.19,9.159698,0.762779,0.979378,0.19
96,3,022-202-210,202,022-202-210,4,0.38,5.995889,-0.784905,3.037273,0.59
97,1,021,021,021,1,1,-4.791834,6.39255,-1.026532,1
98,1,020,020,002-020,1,1,0.860651,6.662924,-2.511155,1
99,2,002-021,002,002-021,2,0.68,0.168405,-0.142332,7.316074,0.68
99,2,002-021,021,002-021,2,0.32,-1.325477,4.110088,0.740082,0.32
100,3,002-120-201,201,002-201,3,0.52,6.987794,-4.95733,0.938177,0.52
100,3,002-120-201,002,002-201,3,0.28,1.007229,0.125512,5.695138,0.28
100,3,002-120-201,120,002-201,3,0.2,1.40146,4.646419,-1.186547,0.2
101,3,022-120-220,120,120,3,0.38,1.334804,7.05299,-3.434251,0.38
101,3,022-120-220,220,120,3,0.19,4.433972,2.038607,-3.477155,0.19
101,3,022-120-220,022,120,3,0.43,-4.887449,5.772776,2.778523,0.43
102,1,220,220,120,1,1,2.996933,2.008898,-2.938432,1
103,1,120,120,120,1,1,0.585017,8.701014,-2.696279,1
104,1,201,201,201,1,1,8.386938,-4.875567,1.080394,1
105,3,002-020-202,020,002-020,3,0.16,0.645714,6.260394,0.967693,0.16
105,3,002-020-202,202,002-020,3,0.28,4.431915,-5.101232,2.302424,0.28
105,3,002-020-202,002,002-020,3,0.56,1.427944,0.064209,7.474473,0.56
106,2,021-202,202,021-202,2,0.33,1.168838,-1.890673,5.165867,0.33
106,2,021-202,021,021-202,2,0.67,-4.160604,7.897432,0.736594,0.67
107,3,002-020-200,002,002-020-200,3,0.1,1.356824,-1.561046,5.213229,0.1
107,3,002-020-200,200,002-020-200,3,0.78,7.703979,-1.930149,-1.053661,0.78
107,3,002-020-200,020,002-020-200,3,0.12,2.410131,4.335322,-1.586049,0.12
108,2,120-200,200,120-200,2,0.54,6.122576,1.168147,-1.401652,0.54
108,2,120-200,120,120-200,2,0.46,0.625413,6.365048,-6.728076,0.46
109,3,002-021-220,021,002,3,0.31,1.264871,5.219825,1.537771,0.31
109,3,002-021-220,220,002,3,0.29,4.072146,0.93925,-0.835558,0.29
109,3,002-021-220,002,002,3,0.4,0.560528,0.089205,7.528804,0.4
110,1,102,102,102,1,1,0.904607,-0.3024,6.493303,1
111,1,201,201,201,1,1,5.719402,1.496985,-1.7586,1
112,1,102,102,102,1,1,0.628894,-7.061527,8.625994,1
113,2,021-102,102,021-102,2,0.9,1.066567,-4.776378,5.680779,0.9
113,2,021-102,021,021-102,2,0.1,-5.432409,5.260377,1.171048,0.1
114,3,002-020-200,200,002-020-200,3,0.44,5.384871,0.981529,-1.678064,0.44
114,3,002-020-200,002,002-020-200,3,0.19,-1.227629,1.438956,4.684687,0.19
114,3,002-020-200,020,002-020-200,3,0.37,-0.957607,7.392775,-1.864767,0.37
115,2,002-201,201,002-201,2,0.17,5.671951,-6.697523,1.234216,0.17
115,2,002-201,002,002-201,2,0.83,-0.189774,-2.023677,6.572443,0.83
116,2,012-020,020,012-020,2,0.39,-1.308197,5.602393,-0.501301,0.39
116,2,012-020,012,012-020,2,0.61,-3.511538,0.723912,5.691132,0.61
117,2,022-201,201,022-201,2,0.16,7.105031,-2.146153,-0.013471,0.16
117,2,022-201,022,022-201,2,0.84,0.018513,3.947399,0.677889,0.84
118,3,002-020-200,200,002-020-200,3,0.72,5.808053,-1.039299,1.257016,0.72
118,3,002-020-200,002,002-020-200,3,0.14,-0.110752,-1.052469,4.953657,0.14
118,3,002-020-200,020,002-020-200,3,0.14,-0.365913,5.245666,0.089062,0.14
119,2,022-120,120,022-120,2,0.83,1.88893,6.851424,-2.279941,0.83
119,2,022-120,022,022-120,2,0.17,-2.42975,1.330512,4.491538,0.17
120,2,002-200,200,002-200,2,0.21,6.602799,-0.518644,1.374271,0.21
