0.019,13.016
60.928,1.223	0.320,55.796
49.923,0.763	0.008,75.226
48.771,0.874	0.007,27.003
99.616,0.661
64.087,0.974	0.033,74.513
46.407,10.197	0.021,109.006
101.408,0.797	0.018,64.192
2.561,1.281	66.783,1.281
0.312,53.341
33.793,1.380	0.616,95.265
11.172,1.634	0.028,66.757
2.182,1.869	124.966,1.869	0.100,73.318
0.001,23.288
123.468,0.421	0.240,37.228
138.296,0.506	0.023,49.923
1.016,0.647	60.468,0.647	0.016,56.758
51.863,6.671	0.083,76.912
104.176,1.601	0.106,83.028
150.970,3.245	0.079,29.493
197.012,3.831	0.067,29.729
88.190,4.583	0.204,226.318
124.966,1.280	0.076,73.318	1.660,73.318
27.003,2.894	0.063,142.919
194.546,2.399	0.039,194.590
213.897,2.297	0.096,103.182
88.190,2.559	0.018,226.318
195.101,0.551	0.050,40.545
2.965,3.598	116.300,3.598	0.052,152.283
110.896,0.495	0.066,33.338
88.879,0.115
122.909,1.069
164.217,2.782	0.147,117.074
0.065,219.149	5.661,34.725
182.516,5.785	0.057,179.362
106.467,0.289	0.025,23.328
2.631,3.075	151.556,3.075	0.033,124.641
33.843,2.283	0.084,113.103
86.561,3.223	0.086,51.746
35.589,23.026	0.048,149.380
0.724,21.729	68.539,0.454
148.451,1.918	0.035,39.645
30.176,1.222	0.022,117.875
0.011,73.188
95.265,5.791	0.024,299.623
357.196,0.760	0.260,31.449	7.982,31.449
0.039,110.293
274.421,1.242	0.080,43.379	2.779,43.379
21.322,1.619	0.022,99.102
78.163,1.132	0.049,83.440
1.187,7.425	56.453,7.425	0.025,122.697
1.233,18.616	54.345,0.422
73.313,1.600	0.013,121.103
68.564,1.178	0.029,76.199	2.598,76.199
209.870,1.820	0.253,177.279
112.492,3.299	0.144,68.504
22.083,1.549	0.018,55.582
0.028,111.270
0.045,384.738	2.023,384.738
97.830,1.365	0.398,106.031
52.827,1.846	0.052,86.723
99.816,1.447	0.031,58.950
1.191,24.093	23.810,0.742
69.998,4.418	0.030,248.587
85.764,0.057	0.883,5.303
183.303,3.530	0.171,79.598
203.025,2.552	0.068,104.946
91.716,2.569	0.053,209.498
26.934,1.847	0.003,32.061
3.938,0.298	38.322,0.298
27.697,0.710	0.005,64.208
89.036,9.686	0.046,75.565
101.222,8.690	0.022,136.085
39.505,2.399	0.106,61.553
207.025,3.210	0.145,119.257	7.093,119.257
11.861,3.344	0.008,270.032
9.150,6.340	402.120,6.340	0.187,442.106
17.309,7.111	0.004,475.250
0.004,414.695
37.083,4.057	0.016,178.382
6.523,1.067	429.250,1.067	0.067,81.755
0.278,30.058	17.502,0.657
2.984,27.658	80.321,0.335
106.795,1.970	0.070,25.758	1.997,25.758
61.456,2.923	0.034,196.628
7.403,0.720	405.409,0.720	0.083,55.046
21.690,0.949	0.004,34.148
1.128,4.130	91.542,0.231
102.397,6.152	0.058,500.706
106.544,3.473	0.309,89.582
122.758,1.053	0.204,86.625
93.292,6.392	0.320,106.347
165.202,12.952
0.086,98.100	3.310,98.100
0.162,206.788
261.579,0.406	0.088,37.056
130.112,2.196	0.028,202.900
69.541,0.387
38.258,0.772	0.035,55.039
232.095,0.572	0.920,43.682
82.781,2.094	0.018,66.414
67.596,11.661	0.013,100.978
27.106,2.752	0.007,81.238
77.422,0.738	0.016,43.154
1.674,0.054	110.011,0.054
0.104,12.140	5.668,0.126
0.113,112.158	6.146,112.158
20.134,2.082	0.025,92.667
0.001,88.360
15.065,0.491	0.002,22.097
79.960,16.208	0.135,310.953
0.242,381.117	24.100,11.212
130.125,3.109	0.219,270.594
1.434,0.060	106.676,0.060
27.695,0.453	0.011,37.078
176.921,2.233	1.607,105.572
120.754,17.518	0.151,132.545	5.614,132.545
106.336,1.597	0.084,149.739
160.259,1.085	0.049,105.179
114.705,3.663	0.025,56.712
192.606,2.327	0.029,99.633
94.219,3.898	0.843,136.177	2.005,136.177
2.391,1.546	80.104,1.546	0.032,129.623
92.721,8.446	0.090,64.515
371.729,2.590	0.110,88.082
0.033,638.320
3.012,1.134	75.893,1.134	0.031,81.804
1.996,28.810	72.302,0.553
157.588,0.750
0.816,12.896	40.029,0.134
57.496,10.429	0.009,193.638
