parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,102,102,002-200,1,1,4.381022,2.268392,4.182525,1
2,1,020,020,012-020-200,1,1,3.220985,4.705888,4.009848,1
3,1,120,120,002-020-200,1,1,2.660828,6.592445,1.993441,1
4,1,120,120,020-200,1,1,4.210704,3.752506,0.652157,1
5,1,010,010,002-020,1,1,3.13211,4.36643,3.948724,1
6,1,200,200,002-020-200,1,1,6.724985,1.98283,2.240742,1
7,1,020,020,020-200,1,1,3.517429,5.800687,2.839323,1
8,1,002,002,002-200,1,1,3.47815,0.334406,5.332459,1
9,1,120,120,020-200,1,1,4.362804,5.345189,2.023253,1
10,1,020,020,020-210,1,1,3.162163,6.149433,-0.298321,1
11,1,102,102,102-200,1,1,2.683524,-2.220085,5.890551,1
12,1,020,020,020-200,1,1,3.169884,6.130152,-0.259814,1
13,1,012,012,002-010,1,1,-0.225888,3.287661,5.614066,1
14,1,102,102,002-020-200,1,1,3.656716,2.652235,4.803578,1
15,1,120,120,012-120,1,1,0.769414,5.035926,3.372028,1
16,1,220,220,002-020-200,1,1,5.296673,4.856628,3.265129,1
17,1,200,200,002-020-200,1,1,5.998503,2.756368,2.957912,1
18,1,200,200,002-020-200,1,1,7.243795,3.377963,2.842095,1
19,1,020,020,002-020-110,1,1,3.108756,4.646971,3.364904,1
20,1,202,202,020-200,1,1,5.166221,2.904241,6.12649,1
21,1,210,210,002-020-200,1,1,4.945651,4.719595,3.66442,1
22,1,202,202,002-020-200,1,1,4.164384,1.777636,3.839759,1
23,1,200,200,200,1,1,6.346661,3.650136,3.792587,1
24,1,012,012,002-020,1,1,-1.086461,4.224987,6.510824,1
25,1,020,020,020,1,1,2.942476,7.680463,1.240353,1
26,1,010,010,002-020-200,1,1,4.373666,4.284394,4.113471,1
27,1,002,002,002-021,1,1,-0.016239,3.56351,5.085152,1
28,1,002,002,002-021,1,1,-0.016239,3.56351,5.085152,1
29,1,012,012,002-020,1,1,-0.984924,3.869395,6.660941,1
30,1,102,102,002-020-201,1,1,3.784941,1.845024,6.53649,1
31,1,220,220,120-200,1,1,4.413954,5.538929,0.222913,1
32,1,012,012,200,1,1,2.176476,3.851587,7.658578,1
33,1,021,021,002-020,1,1,2.745812,7.398264,3.106402,1
34,1,021,021,002-020-200,1,1,1.085332,5.756035,3.820789,1
35,1,200,200,002-020-200,1,1,6.336053,3.416563,2.752746,1
36,1,121,121,120,1,1,1.927473,5.213666,2.576229,1
37,1,120,120,120-200,1,1,2.914549,6.54518,1.956619,1
38,1,021,021,002-020-200,1,1,1.752537,7.938778,2.146728,1
39,1,002,002,002-101,1,1,1.536867,0.77013,6.999261,1
40,1,021,021,002-020,1,1,1.351254,6.303474,4.046882,1
41,1,201,201,002-020-200,1,1,4.917143,3.664143,2.993019,1
42,1,202,202,002,1,1,5.541421,1.909691,5.654705,1
43,1,102,102,002-200,1,1,4.904993,2.800694,5.646474,1
44,1,210,210,002-020-200,1,1,4.352619,3.236477,2.539253,1
45,1,021,021,012-020,1,1,-1.551722,8.136453,3.551662,1
46,1,220,220,002-201-220,1,1,5.276763,6.22015,3.484035,1
47,1,002,002,002-020-200,1,1,0.468478,3.698155,7.691468,1
48,1,002,002,002-020,1,1,1.707901,1.56182,6.974409,1
49,1,200,200,002-020-200,1,1,5.380449,2.748748,3.183542,1
50,1,002,002,002-100,1,1,0.854618,0.924259,6.013512,1
51,1,012,012,002-020-200,1,1,2.314695,3.140975,5.773292,1
52,1,200,200,200,1,1,3.379748,2.578296,1.331639,1
53,1,002,002,002-200,1,1,1.175109,2.486007,8.151154,1
54,1,200,200,102-200,1,1,6.325517,3.769846,3.886875,1
55,1,102,102,002-200,1,1,4.412245,0.72088,5.534184,1
56,1,102,102,002,1,1,4.000018,2.085567,6.221556,1
57,1,121,121,012-120-200,1,1,3.033597,6.029333,3.368152,1
58,1,200,200,002-200,1,1,4.959135,0.359728,2.685306,1
59,1,021,021,002-020-200,1,1,2.666846,5.286277,3.396879,1
60,1,021,021,012-020-200,1,1,-0.775143,8.571815,2.835119,1
61,1,022,022,002-020-101,1,1,0.483936,6.559122,3.289883,1
62,1,201,201,002-200,1,1,6.696612,0.531845,4.070341,1
63,1,011,011,020-200,1,1,3.803645,3.571866,2.552305,1
