parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,220,220,020-200,1,1,5.094014,5.615722,-0.545547,1
2,1,002,002,002,1,1,-0.327463,0.320339,7.122397,1
3,1,022,022,002-020,1,1,2.22841,3.617592,5.038598,1
4,1,120,120,020,1,1,4.373665,5.284353,0.652775,1
5,1,002,002,002-020,1,1,1.160263,1.78032,7.928281,1
6,1,020,020,020-200,1,1,3.358172,6.674409,3.384417,1
7,1,002,002,002-020-200,1,1,3.280253,3.295506,5.533679,1
8,1,200,200,102-200,1,1,5.75975,2.466126,2.855476,1
9,1,022,022,002-021,1,1,-0.261217,4.518031,6.289408,1
10,1,002,002,002,1,1,1.770054,0.955292,7.287885,1
11,1,002,002,002-020,1,1,3.08621,2.759304,6.083463,1
12,1,212,212,002-020-201,1,1,3.858046,2.333408,5.39011,1
13,1,220,220,020-200,1,1,5.582885,4.323013,1.897141,1
14,1,122,122,002,1,1,3.213516,5.176716,4.286001,1
15,1,020,020,020-200,1,1,4.507889,5.258261,2.549898,1
16,1,022,022,022-102,1,1,-1.672467,4.790824,6.160569,1
17,1,210,210,002-020-200,1,1,5.962619,3.364325,2.556022,1
18,1,020,020,002-020,1,1,2.771943,5.869702,4.078936,1
19,1,102,102,002-020-200,1,1,4.3204650000000004,2.420107,4.037489,1
20,1,020,020,020,1,1,-1.511605,5.878979,-0.469457,1
21,1,020,020,002-020,1,1,2.74162,5.797048,4.178373,1
22,1,102,102,002-200,1,1,-0.436067,2.026748,6.929479,1
23,1,020,020,002-020,1,1,2.797907,5.821948,4.065667,1
24,1,200,200,200,1,1,5.318925,2.153978,4.361085,1
25,1,200,200,102-200,1,1,5.033808,2.258882,4.373667,1
26,1,210,210,020-200,1,1,6.401652,4.830253,0.020725,1
27,1,220,220,002-020-200,1,1,5.186752,4.326082,3.243116,1
28,1,002,002,-1,1,1,3.620189,0.432705,6.999027,1
29,1,201,201,002-020-200,1,1,7.058386,0.461328,2.276181,1
30,1,002,002,002-020-200,1,1,3.558067,-0.788016,7.22809,1
31,1,022,022,022,1,1,1.797158,7.542587,4.03663,1
32,1,210,210,200,1,1,7.214726,2.680956,0.206289,1
33,1,021,021,020-200,1,1,-0.516885,6.556639,2.848825,1
34,1,102,102,002-200,1,1,3.460618,2.047305,5.787289,1
35,1,012,012,002,1,1,0.460932,3.56697,6.552778,1
36,1,201,201,002-120-201,1,1,6.72655,2.388352,2.0464,1
37,1,002,002,002-100,1,1,-0.115774,-1.478184,6.756735,1
38,1,002,002,002-021,1,1,-0.389246,1.556311,7.372067,1
39,1,021,021,012-020,1,1,0.782103,7.50634,3.307157,1
40,1,102,102,002-020-200,1,1,3.567818,3.376129,5.134038,1
41,1,020,020,002-020-200,1,1,2.580436,7.334839,1.990223,1
42,1,102,102,002-020-201,1,1,2.080178,1.542048,6.259765,1
43,1,120,120,002-120-200,1,1,3.876075,7.862477,1.156979,1
44,1,210,210,002-200,1,1,6.153075,2.720124,1.423618,1
45,1,210,210,120-201,1,1,6.792876,4.745534,2.176602,1
46,1,200,200,120-200,1,1,9.003282,1.95669,0.022871,1
47,1,210,210,102-200,1,1,5.08172,2.619985,3.56295,1
48,1,200,200,001-200,1,1,4.609738,2.541712,2.07084,1
49,1,200,200,200,1,1,7.184647,1.095575,-1.531221,1
50,1,022,022,002-020,1,1,-1.906273,5.90518,5.194733,1
51,1,002,002,002-201,1,1,1.639806,0.725492,8.998156,1
52,1,020,020,002-020,1,1,3.787479,7.246869,3.980291,1
53,1,002,002,002-020-201,1,1,2.007125,1.760587,8.178695,1
54,1,210,210,020-200,1,1,5.96497,3.63177,3.642171,1
55,1,002,002,002-020-200,1,1,3.745824,-0.557604,7.142296,1
56,1,202,202,002-020-200,1,1,5.108904,1.003935,4.630468,1
57,1,210,210,020-210,1,1,8.294505,2.902607,0.255106,1
58,1,020,020,002-020-200,1,1,2.726931,5.816746,3.18925,1
59,1,002,002,002-020,1,1,-1.309813,2.619364,6.749138,1
60,1,120,120,120-200,1,1,2.128986,7.481539,1.016624,1
61,1,202,202,020-200,1,1,5.858507,0.199573,5.053844,1
62,1,102,102,-1,1,1,3.770274,1.253684,7.475809,1
63,1,220,220,120-200,1,1,3.933615,6.543646,0.641135,1
64,1,200,200,020-200,1,1,7.652778,4.704232,-4.30197,1
65,1,002,002,002-020,1,1,0.374177,4.074715,5.767145,1
66,1,012,012,002-020,1,1,0.414213,3.110546,6.068599,1
67,1,210,210,200,1,1,6.391121,1.160393,4.169714,1
68,1,200,200,102-200,1,1,8.429853,-0.726266,3.02606,1
69,1,202,202,002-020-201,1,1,5.003593,1.218958,5.308879,1
