parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,020,020,020-200,1,1,3.341522,6.067197,0.452193,1
2,1,210,210,002-020-200,1,1,6.392581,0.807747,0.675665,1
3,1,002,002,002,1,1,-0.355431,2.001602,6.654593,1
4,1,002,002,002-200,1,1,2.078332,1.482952,6.577945,1
5,1,012,012,002,1,1,-0.176111,2.235566,6.256142,1
6,1,201,201,002-200,1,1,4.632026,2.556856,3.161072,1
7,1,020,020,002-020,1,1,2.005442,5.46121,3.17017,1
8,1,020,020,002-020-200,1,1,4.238675,6.062739,1.30876,1
9,1,201,201,002-201,1,1,6.484032,2.264979,2.128396,1
10,1,021,021,002-020,1,1,-2.228801,5.775885,2.886354,1
11,1,001,001,002-020-201,1,1,3.401099,4.721948,3.574656,1
12,1,002,002,002-020-200,1,1,1.3323989999999999,0.968728,6.744622,1
13,1,002,002,002-020,1,1,2.914629,2.493333,5.639414,1
14,1,102,102,002-020-200,1,1,1.329702,0.237606,6.926708,1
15,1,020,020,002-020-200,1,1,4.743607,5.989653,1.668188,1
16,1,120,120,020-200,1,1,4.382289,7.087498,-0.467858,1
17,1,220,220,-1,1,1,6.112058,5.919491,1.197721,1
18,1,100,100,020-200,1,1,4.802646,3.649468,2.440898,1
19,1,102,102,002-200,1,1,2.998339,1.218974,5.170107,1
20,1,202,202,002-200,1,1,5.042366,1.035615,5.200121,1
21,1,012,012,002-200,1,1,1.84952,3.690831,5.3881,1
22,1,020,020,012-020,1,1,-1.413051,7.509211,1.481831,1
23,1,020,020,002-020-200,1,1,2.17487,6.635748,2.263021,1
24,1,201,201,200,1,1,5.33247,2.424443,3.06096,1
25,1,202,202,002-200,1,1,3.248876,3.792683,5.640281,1
26,1,020,020,020,1,1,2.064947,6.985136,1.153529,1
27,1,200,200,120-200,1,1,6.759435,4.10706,-2.68757,1
28,1,120,120,020-200,1,1,4.94579,5.161765,0.91851,1
29,1,002,002,002,1,1,-0.89113,1.695356,8.137968,1
30,1,112,112,120,1,1,2.492955,4.734003,4.419789,1
31,1,200,200,020-200,1,1,7.977436,2.886825,-3.240104,1
32,1,220,220,200,1,1,5.171097,5.131029,2.072773,1
33,1,020,020,020-200,1,1,4.000581,6.002616,0.970928,1
34,1,221,221,002-200,1,1,5.52188,4.827362,3.250789,1
35,1,200,200,002-120-200,1,1,5.985771,3.874464,2.951877,1
36,1,022,022,002-020-200,1,1,1.669416,5.326779,5.99948,1
37,1,220,220,120-200,1,1,5.052999,7.080907,-0.061192,1
38,1,202,202,002-020-200,1,1,5.216208,0.35848,4.003459,1
39,1,021,021,002-020,1,1,-0.197641,7.937876,2.31099,1
40,1,210,210,020-200,1,1,7.147946,4.097477,0.738164,1
41,1,020,020,020-110,1,1,2.10849,7.203454,1.911918,1
42,1,002,002,002,1,1,2.530946,2.8663,5.851695,1
43,1,102,102,020-102-200,1,1,3.874313,0.868364,6.980286,1
44,1,200,200,002-020-200,1,1,6.449285,1.999101,2.797334,1
45,1,012,012,012-200,1,1,3.729191,4.253825,5.461633,1
46,1,021,021,021,1,1,1.029036,8.163649,3.412886,1
47,1,102,102,002-020-200,1,1,3.575837,-0.392682,7.342105,1
48,1,022,022,002-020-200,1,1,2.382887,5.100478,4.838574,1
49,1,002,002,002-200,1,1,3.528053,-1.734277,7.430617,1
50,1,200,200,-1,1,1,5.579067,4.526319,0.866794,1
51,1,012,012,012-020-200,1,1,3.774152,3.683942,5.827899,1
52,1,020,020,020-200,1,1,0.916698,6.196644,1.043275,1
53,1,002,002,002-200,1,1,3.834864,-0.026626,5.725773,1
54,1,201,201,002-200,1,1,4.467606,1.113213,3.341585,1
55,1,020,020,002-020-200,1,1,3.922002,6.930251,1.815923,1
56,1,210,210,020-200,1,1,6.207651,3.861791,0.746012,1
57,1,020,020,020,1,1,1.46904,5.810105,0.659862,1
58,1,210,210,002-020-200,1,1,7.521545,3.576138,1.478697,1
59,1,121,121,002-020-200,1,1,4.795598,2.947392,3.300074,1
60,1,002,002,002-020-200,1,1,4.016764,2.158194,5.451571,1
61,1,201,201,002-200,1,1,3.847994,1.361373,3.84835,1
62,1,210,210,020-200,1,1,5.671626,4.037221,-2.277067,1
63,1,002,002,002,1,1,0.154742,1.860685,7.174249,1
