1	2	1.383192	47.504551	0.859300	0.958090	1.538030	10.000000	0.010605	2.439232	9.000000	71.345639	4.816015	10.000000	0.043018	1.849625	8.000000	99.321307
2	2	14.249860	66.139174	0.442960	0.555638	3.771520	9.000000	0.014818	4.538716	10.000000	25.577554	5.917611	8.000000	0.012518	1.519347	8.000000	58.641998
3	3	8.022571	14.249860	0.692174	0.442960	3.695989	9.000000	0.029261	3.722874	10.000000	67.485230	4.538716	10.000000	0.039097	5.994935	8.000000	79.887406
4	2	22.613674	64.979983	0.299237	0.148983	5.719853	10.000000	0.025823	4.958513	10.000000	51.120198	3.337870	9.000000	0.019170	3.381486	8.000000	63.598942
5	3	79.887406	58.641998	0.801126	0.987116	1.985551	8.000000	0.063764	6.728746	10.000000	33.059245	2.359611	8.000000	0.027249	7.126845	10.000000	34.435753
6	3	40.905947	25.395252	0.291934	0.683470	1.945269	10.000000	0.074241	5.896054	8.000000	59.869360	4.032438	10.000000	0.016057	1.808152	10.000000	85.597481
7	2	32.420906	68.219300	0.641707	0.524779	4.732138	10.000000	0.029424	5.035763	8.000000	3.636227	1.078577	10.000000	0.020498	3.728601	9.000000	33.056886
8	2	6.280108	52.165088	0.669081	0.844762	1.519347	9.000000	0.012518	0.099423	10.000000	58.641998	2.763920	8.000000	0.012800	1.519347	10.000000	34.175120
9	3	25.577554	79.887406	0.624018	0.801126	7.126845	8.000000	0.012518	3.390330	8.000000	58.641998	6.031715	10.000000	0.012800	6.896046	8.000000	98.582732
10	3	60.808428	46.536535	0.390979	0.854501	6.397498	10.000000	0.025345	4.757550	10.000000	42.357620	0.700074	10.000000	0.064809	2.263175	10.000000	68.389396
11	2	52.222798	79.118370	0.722566	0.516085	0.454699	8.000000	0.012337	6.429411	10.000000	66.139174	2.695969	9.000000	0.159233	3.383144	9.000000	90.096635
12	2	33.986316	3.636227	0.534420	0.391426	1.690380	8.000000	0.021382	6.822139	9.000000	6.280108	1.614286	10.000000	0.011099	4.697852	10.000000	37.773239
13	3	42.133716	38.042249	0.396917	0.604478	0.403127	10.000000	0.087897	1.690681	9.000000	91.815276	4.522775	8.000000	0.023521	3.829727	9.000000	49.929429
14	2	22.467392	35.219555	0.914851	0.880824	4.929618	9.000000	0.022776	1.550460	8.000000	21.801705	1.650614	8.000000	0.012164	6.940245	8.000000	14.579757
15	3	68.219300	60.587765	0.524779	0.685948	5.101564	8.000000	0.019391	1.078577	10.000000	71.258036	3.680509	9.000000	0.057863	5.151664	8.000000	6.391453
16	3	32.613764	69.213623	0.577617	0.512217	5.859897	9.000000	0.124648	3.339507	9.000000	39.881277	2.327824	10.000000	0.124648	5.003883	9.000000	14.249860
17	2	30.736734	45.504729	0.425157	0.373818	0.776931	10.000000	0.024860	2.192327	8.000000	52.913869	2.192327	9.000000	0.013234	3.842317	8.000000	28.378860
18	2	77.985726	62.324494	0.812047	0.903522	3.173999	9.000000	0.011188	4.069122	10.000000	11.169141	0.991661	10.000000	0.100876	4.325884	9.000000	11.671824
19	4	95.600635	22.613674	0.681636	0.299237	0.462506	10.000000	0.030662	0.588039	9.000000	69.213623	3.726992	8.000000	0.018678	5.719853	9.000000	46.343843
20	2	57.017684	57.017684	0.217161	0.634856	3.258695	9.000000	0.020953	6.749612	8.000000	65.454307	5.439239	8.000000	0.014171	6.143222	9.000000	15.105831
21	2	25.577554	79.887406	0.624018	0.801126	7.126845	8.000000	0.030249	1.959941	10.000000	36.698013	6.728746	8.000000	0.029040	5.157997	10.000000	32.930713
22	4	15.430016	68.389396	0.277774	0.533915	5.833412	9.000000	0.053824	1.755425	9.000000	89.700290	3.071511	9.000000	0.019777	0.476682	8.000000	16.379162
23	3	67.485230	34.175120	0.801126	0.987116	1.985551	10.000000	0.027249	6.728746	8.000000	34.435753	5.091468	10.000000	0.030367	1.681097	8.000000	55.853047
24	3	8.022571	14.249860	0.692174	0.442960	3.695989	8.000000	0.029261	3.722874	9.000000	67.485230	4.538716	10.000000	0.039097	5.994935	8.000000	79.887406
25	3	9.101866	34.627127	0.706191	0.262018	0.658671	9.000000	0.072006	2.471484	10.000000	59.834181	4.829985	9.000000	0.022187	5.637979	9.000000	94.584180
26	2	98.582732	27.457953	0.948107	0.739506	1.681097	10.000000	0.030367	7.087621	8.000000	96.437685	5.887869	8.000000	0.017904	1.134377	8.000000	80.550915
27	2	58.398427	45.376329	0.814390	0.503897	2.807884	10.000000	0.014622	0.982798	9.000000	20.555188	5.699894	9.000000	0.048650	3.336338	8.000000	48.730608
