parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-021,002,002,2,0.75,-4.219222,-0.975021,6.432115,0.75
1,2,002-021,021,002,2,0.25,-5.436689,2.54988,0.732241,0.25
2,2,020-022,020,020,2,0.84,0.428955,6.623404,-0.339653,0.84
2,2,020-022,022,020,2,0.16,-5.350968,1.18393,3.956562,0.16
3,1,012,012,012,1,1,-3.895036,0.059161,5.942801,1
4,2,021-102,102,021,2,0.32,0.601684,0.712655,5.457365,0.32
4,2,021-102,021,021,2,0.68,-4.079755,6.562617,1.110182,0.68
5,3,002-120-220,220,002-120,3,0.27,3.100675,2.587096,-7.245156,0.27
5,3,002-120-220,120,002-120,3,0.59,1.853393,3.499161,-2.815214,0.59
5,3,002-120-220,002,002-120,3,0.14,-0.01879,0.699335,3.560624,0.14
6,1,201,201,201,1,1,5.070419,-5.04338,-3.189745,1
7,1,200,200,200,1,1,6.994138,-0.269169,-1.131548,1
8,2,002-200,002,002-200,2,0.1,0.693363,-0.556413,5.266685,0.1
8,2,002-200,200,002-200,2,0.9,6.059126,0.871873,0.549085,0.9
9,1,020,020,-1,1,1,-0.562304,6.619454,-0.738746,1
10,2,020-210,020,020-210,2,0.97,-4.85342,6.59428,-0.925952,0.97
10,2,020-210,210,020-210,2,0.03,1.502275,1.149723,-5.000087,0.03
11,3,012-020-201,012,012-020-201,3,0.71,-1.990327,1.811627,6.97341,0.71
11,3,012-020-201,201,012-020-201,3,0.17,4.923358,-1.839706,1.547752,0.17
11,3,012-020-201,020,012-020-201,3,0.12,-0.998322,4.161618,0.458166,0.12
12,2,012-020,020,020-201,2,0.67,0.898376,6.620233,0.285671,0.67
12,2,012-020,012,020-201,2,0.33,0.430605,0.491065,4.807316,0.33
13,2,012-220,220,012,2,0.21,1.555632,6.371058,-3.566347,0.21
13,2,012-220,012,012,2,0.79,-3.768304,0.867309,6.140246,0.79
14,4,002-201-210-220,220,002-201-210,4,0.29,2.541292,5.799205,-4.487012,0.29
14,4,002-201-210-220,002,002-201-210,4,0.26,0.710635,1.335231,6.326639,0.26
14,4,002-201-210-220,210,002-201-210,4,0.15,6.54681,1.6388,-0.71884,0.15
14,4,002-201-210-220,201,002-201-210,4,0.3,6.534328,-4.242045,1.701923,0.3
15,1,021,021,021,1,1,-6.019677,8.037643,0.759,1
16,2,020-210,210,020-210,2,0.69,5.942519,1.012095,-2.737934,0.69
16,2,020-210,020,020-210,2,0.31,2.021026,5.546028,-0.457628,0.31
17,2,020-200,200,020-200,2,0.53,5.990661,0.183509,-3.020144,0.53
17,2,020-200,020,020-200,2,0.47,0.408526,6.228795,-4.68926,0.47
18,1,021,021,021,1,1,0.348409,2.809357,0.38005,1
19,3,022-102-220,102,022-102-220,3,0.43,0.992027,-1.46899,7.042699,0.43
19,3,022-102-220,220,022-102-220,3,0.49,4.748315,-0.210346,0.677488,0.49
19,3,022-102-220,022,022-102-220,3,0.08,-2.503698,4.257311,2.695474,0.08
20,2,012-020,012,012-020,2,0.04,-6.562441,1.349393,4.470472,0.04
20,2,012-020,020,012-020,2,0.96,-0.172027,7.433885,1.709993,0.96
21,2,020-200,200,020-200,2,0.7,6.734694,-1.137138,-3.380404,0.7
21,2,020-200,020,020-200,2,0.3,0.203309,5.225085,-3.990514,0.3
22,1,200,200,200,1,1,6.220885,-0.489126,1.755241,1
23,2,021-202,021,021-202,2,0.09,-4.004691,5.54939,-0.21871,0.09
23,2,021-202,202,021-202,2,0.91,1.465311,-3.964714,5.16862,0.91
24,2,002-020,020,002-020,2,0.75,1.402672,6.100648,1.259239,0.75
24,2,002-020,002,002-020,2,0.25,1.499666,1.025289,6.119314,0.25
25,1,022,022,022,1,1,-5.82479,2.876422,3.364711,1
26,1,200,200,200,1,1,7.964332,-4.246883,1.010561,1
27,2,002-200,200,002-200,2,0.45,3.965772,-4.135389,0.887741,0.45
27,2,002-200,002,002-200,2,0.55,-2.315877,-4.070686,7.11185,0.55
28,1,202,202,202,1,1,2.837412,-5.039517,2.249777,1
29,1,102,102,102,2,0.25,1.399308,-1.081519,2.000768,1
29,1,102,102,102,2,0.75,0.379107,-0.34162,2.981107,1
30,1,220,220,220,1,1,0.843498,2.820701,-6.437227,1
31,2,002-201,201,002-201,2,0.92,4.767087,-5.479054,-2.013616,0.92
