Phase,Count,Frequency
002,503,0.0503
002-011-200,1,1e-4
002-012,1,1e-4
002-012-021-102,1,1e-4
002-012-021-102-112,1,1e-4
002-012-022-102-112-120-200,1,1e-4
002-012-022-102-120,1,1e-4
002-012-022-102-120-122,1,1e-4
002-012-022-102-122-201,1,1e-4
002-012-102-112-120-200,1,1e-4
002-012-102-112-201-202-211,1,1e-4
002-012-102-201,1,1e-4
002-012-102-202,1,1e-4
002-012-201-220,1,1e-4
002-012-202,1,1e-4
002-012-202-210,2,2e-4
002-012-202-211,1,1e-4
002-020,161,0.0161
002-020-021-101-111-120-121,1,1e-4
002-020-200,179,0.0179
002-020-201,30,0.003
002-020-201-210,2,2e-4
002-020-201-220,2,2e-4
002-020-202,9,9e-4
002-020-210,18,0.0018
002-020-220,3,3e-4
002-021,134,0.0134
002-021-022-220,1,1e-4
002-021-120,2,2e-4
002-021-120-200,2,2e-4
002-021-120-201,1,1e-4
002-021-120-210,1,1e-4
002-021-200,22,0.0022
002-021-200-220,1,1e-4
002-021-201,13,0.0013
002-021-201-220,1,1e-4
002-021-202,2,2e-4
002-021-210,12,0.0012
002-021-211,1,1e-4
002-021-220,10,0.001
002-022,30,0.003
002-022-102-120-121,1,1e-4
002-022-120,1,1e-4
002-022-120-200,1,1e-4
002-022-200,4,4e-4
002-022-201-210,1,1e-4
002-022-220,1,1e-4
002-101,1,1e-4
002-102-120,1,1e-4
002-102-200,1,1e-4
002-120,23,0.0023
002-120-121-201,1,1e-4
002-120-200,21,0.0021
002-120-201,10,0.001
002-120-202,2,2e-4
002-120-202-210,1,1e-4
002-120-210,2,2e-4
002-120-220,2,2e-4
002-121,1,1e-4
002-121-202,1,1e-4
002-200,147,0.0147
002-200-210,1,1e-4
002-200-220,7,7e-4
002-201,146,0.0146
002-201-210,3,3e-4
002-201-210-220,1,1e-4
002-201-220,7,7e-4
002-202,19,0.0019
002-202-210,1,1e-4
002-202-221,1,1e-4
002-210,26,0.0026
002-210-220,1,1e-4
002-211,1,1e-4
002-220,40,0.004
011-021-111-120,1,1e-4
012,245,0.0245
012-020,132,0.0132
012-020-021-102-120-121,1,1e-4
012-020-021-120-202-210,1,1e-4
012-020-022-112-120-122-220,1,1e-4
012-020-102,7,7e-4
012-020-102-111,1,1e-4
012-020-102-200,1,1e-4
012-020-102-210,2,2e-4
012-020-200,25,0.0025
012-020-201,13,0.0013
012-020-201-220,2,2e-4
012-020-202,7,7e-4
012-020-210,13,0.0013
012-021,72,0.0072
012-021-022-121-220-221,1,1e-4
012-021-102,9,9e-4
012-021-102-200,1,1e-4
012-021-102-220,1,1e-4
012-021-112-201-220,1,1e-4
012-021-120,13,0.0013
012-021-120-201,1,1e-4
012-021-120-202,1,1e-4
012-021-200,3,3e-4
012-021-201,5,5e-4
012-021-201-202-211-212,1,1e-4
012-021-201-210,1,1e-4
012-021-201-220,1,1e-4
012-021-202,7,7e-4
012-021-202-212,1,1e-4
012-021-202-220,1,1e-4
012-021-210,5,5e-4
012-021-210-211-220-221,1,1e-4
012-021-211-220,1,1e-4
012-021-220,11,0.0011
012-022,23,0.0023
012-022-102,4,4e-4
012-022-102-112-120-201,1,1e-4
012-022-112-120-121,1,1e-4
012-022-112-122-202,1,1e-4
012-022-112-210,1,1e-4
012-022-120,4,4e-4
012-022-120-202,1,1e-4
012-022-122-210-220,1,1e-4
012-022-200,1,1e-4
012-022-202,10,0.001
012-022-202-212-220,1,1e-4
012-022-202-220,5,5e-4
012-022-220,6,6e-4
012-102,52,0.0052
012-102-112-120-202,2,2e-4
012-102-112-201,1,1e-4
012-102-112-201-202-210,1,1e-4
012-102-112-201-202-211,1,1e-4
012-102-112-202-210-212,1,1e-4
012-102-112-202-211,1,1e-4
012-102-112-220,1,1e-4
012-102-120-201,1,1e-4
012-102-120-201-202-212,1,1e-4
012-102-121,1,1e-4
012-102-200,3,3e-4
012-102-201,11,0.0011
012-102-201-220,1,1e-4
012-102-202,4,4e-4
012-102-202-210,1,1e-4
012-102-202-220,1,1e-4
012-102-210,6,6e-4
012-102-210-211,1,1e-4
012-102-211,1,1e-4
012-102-220,6,6e-4
012-110-112-120,1,1e-4
012-111-120-201,2,2e-4
012-111-120-202,1,1e-4
012-111-202-211,1,1e-4
012-112-120-202-212,1,1e-4
012-112-121,1,1e-4
012-112-121-202-210-211-212,1,1e-4
012-112-201,1,1e-4
012-112-201-211,1,1e-4
012-112-202-211,1,1e-4
012-112-202-212,1,1e-4
012-112-210-211,1,1e-4
012-112-210-212,1,1e-4
012-112-220,1,1e-4
012-120,67,0.0067
012-120-121-220,1,1e-4
012-120-121-220-221,1,1e-4
012-120-200,6,6e-4
012-120-201,8,8e-4
012-120-202,14,0.0014
012-120-202-210,1,1e-4
012-120-210,4,4e-4
012-120-211,1,1e-4
012-121,1,1e-4
012-121-210-220,1,1e-4
012-200,23,0.0023
012-200-202,1,1e-4
012-200-210,1,1e-4
012-200-220,3,3e-4
012-201,77,0.0077
012-201-202,2,2e-4
012-201-210,12,0.0012
012-201-211,1,1e-4
012-201-220,3,3e-4
012-202,86,0.0086
012-202-210,7,7e-4
012-202-210-211,1,1e-4
012-202-210-220,1,1e-4
012-202-212,1,1e-4
012-202-212-220,1,1e-4
012-202-220,20,0.002
012-210,83,0.0083
012-210-211,1,1e-4
012-210-211-220-221,1,1e-4
012-210-220,4,4e-4
012-211,2,2e-4
012-212,1,1e-4
012-220,58,0.0058
012-221,1,1e-4
020,434,0.0434
020-021,1,1e-4
020-021-120-201-220,1,1e-4
020-021-200,1,1e-4
020-021-210-211-220,1,1e-4
020-022,32,0.0032
020-022-102-112,1,1e-4
020-022-102-120,1,1e-4
020-022-102-120-210,1,1e-4
020-022-120-202-212-220,1,1e-4
020-022-200,5,5e-4
020-022-201,1,1e-4
020-022-202,4,4e-4
020-022-210,4,4e-4
020-102,32,0.0032
020-102-111-201-202-211,1,1e-4
020-102-112-201-220,1,1e-4
020-102-200,20,0.002
020-102-201,4,4e-4
020-102-201-210,1,1e-4
020-102-201-220,1,1e-4
020-102-202,2,2e-4
020-102-210,4,4e-4
020-102-220,3,3e-4
020-110,2,2e-4
020-112-202-210-212,1,1e-4
020-112-220,1,1e-4
020-120,1,1e-4
020-200,159,0.0159
020-200-202,6,6e-4
020-201,20,0.002
020-201-202,1,1e-4
020-201-202-210,1,1e-4
020-201-210,6,6e-4
020-201-220,1,1e-4
020-202,32,0.0032
020-202-210,5,5e-4
020-202-220,2,2e-4
020-210,125,0.0125
020-211,1,1e-4
020-220,24,0.0024
021,283,0.0283
021-022,14,0.0014
021-022-102,5,5e-4
021-022-102-112-121-122-202,1,1e-4
021-022-102-112-201,1,1e-4
021-022-102-120-202,1,1e-4
021-022-102-121-122,1,1e-4
021-022-102-201-220,1,1e-4
021-022-102-210-211,1,1e-4
021-022-111-120-211,1,1e-4
021-022-112-120-121-202,1,1e-4
021-022-112-120-201-211-220,1,1e-4
021-022-120,3,3e-4
021-022-120-121,2,2e-4
021-022-120-122-220,1,1e-4
021-022-120-202,1,1e-4
021-022-120-220,1,1e-4
021-022-121-122-201,1,1e-4
021-022-121-201,1,1e-4
