15.020,0.843
91.820,1.110	3.176,89.252
103.435,0.328	1.224,18.172
100.636,0.414	3.204,26.223
23.897,0.598
49.699,2.563	3.463,87.208
0.742,84.676
46.985,0.980	4.958,52.246
85.532,0.959	0.860,90.413
42.561,2.408	0.491,100.969
25.631,19.106	0.274,68.653
124.195,0.994
91.216,0.494	1.166,25.688
100.457,0.401	7.960,24.438
39.648,0.672
23.631,3.443	0.246,108.028
0.048,63.105
135.700,14.511	2.123,143.070
87.457,5.681	1.494,133.983
0.541,129.296
74.210,1.327	1.440,68.234
20.895,1.203	6.332,115.703
142.586,0.204	5.078,19.518
112.186,1.093
49.802,0.279
9.500,32.226
25.400,1.797	0.328,62.959
227.210,8.070	2.874,283.356
101.776,2.218
146.928,0.957	1.753,60.927
176.105,2.642
41.765,5.113	2.027,95.746
242.078,0.528	8.232,24.498
138.948,2.109	4.931,123.657
53.864,5.865	5.504,135.734
20.113,3.415
0.053,170.114
4.283,8.677
138.991,3.053	2.576,143.464
171.005,1.959
9.510,266.531
38.361,1.143	0.515,69.397
122.325,0.734	2.621,63.887
147.313,2.549	1.697,107.687
340.266,1.533	4.582,151.236
125.501,1.544
108.871,3.452	1.656,143.860
233.619,3.035	4.653,160.420
122.797,1.196	1.515,74.835
221.258,5.601
15.339,182.231
130.233,2.094	7.494,162.489
102.637,6.962	1.068,215.384
77.831,1.466	11.860,131.346
309.049,5.616	13.807,424.512
61.818,6.857	28.345,158.712
308.097,0.494
0.023,162.177
2.030,47.358
141.928,1.398	3.803,69.959
20.788,0.617	2.195,39.957
12.869,274.454
55.433,0.327	10.402,6.222
64.112,1.023	1.284,78.270
104.370,2.622	2.714,105.081
175.801,0.999	4.428,67.516
0.681,56.524
49.364,1.562	0.647,75.302
369.841,4.748	5.960,353.490
62.632,1.984	4.196,80.471
194.228,4.066	5.261,335.867
340.696,1.038
311.968,0.842	3.535,71.212
63.533,1.628	0.939,144.241
27.156,1.319	1.397,111.424
561.339,5.033	6.339,67.220
196.904,0.929	5.923,82.224
104.808,8.442	1.902,76.551
0.110,138.545
140.528,1.257	2.226,120.627
61.267,3.872	0.710,98.113
47.947,10.752
61.389,0.532	1.126,17.535
26.134,3.912	0.294,389.323
2.135,121.003
31.113,4.680	0.323,140.711
0.427,400.144
118.691,0.999	1.928,78.779
51.594,0.386
119.404,1.813
63.692,0.720	2.140,68.420
25.913,3.014	0.668,285.689
71.758,5.699	1.354,100.391
67.173,3.316	0.989,74.058
168.277,0.608	8.003,45.276
36.412,2.236	0.520,136.952
89.093,3.866	2.556,238.560
68.113,5.432	1.584,92.907
167.692,2.335	2.206,46.634
129.892,4.054	3.749,207.478
0.265,189.907
182.028,5.827
79.692,1.222	37.457,9.943
26.428,12.518	0.383,83.599
621.061,1.563	9.137,88.575
137.265,3.592
486.298,0.381	8.584,15.023
50.290,0.651	1.033,55.545
156.817,11.680	6.166,176.899
75.566,2.843
229.463,1.772	4.641,39.962
1.945,92.362
178.730,0.129	2.641,8.854
122.916,0.936	1.984,73.561
119.215,6.470	5.472,459.801
102.203,0.224
82.815,1.728	2.429,102.129
597.931,0.548
32.149,1.118	5.854,30.978
129.575,0.876	1.343,80.370
37.370,1.355	0.532,96.744
489.194,1.174	28.584,48.936
82.281,2.207	19.615,102.604
34.843,1.421
95.519,4.192	1.796,250.319
32.612,0.672	0.433,66.153
142.308,2.539	8.852,225.703
100.434,13.473	1.276,94.846
212.172,13.570	2.238,282.552
85.321,0.539	0.998,36.724
49.718,0.165
1.375,34.041
2.543,56.183
22.281,1.420	0.515,121.479
142.346,1.446
59.757,0.996	0.609,60.833
52.270,0.720	1.559,37.918
46.215,7.176	1.148,64.893
78.113,2.768
228.804,0.735	2.673,69.043
577.368,0.673
129.386,1.054	1.395,105.275
146.292,1.024	3.925,29.586
0.082,152.406
14.212,225.565
179.618,0.950	6.348,83.077
90.611,1.257
230.166,1.992	9.331,78.889
1.683,35.004
88.703,0.635	1.131,51.743
202.731,1.685	2.289,89.289
0.937,104.706
61.119,0.168
11.619,101.230
168.254,0.675	2.444,12.385
64.950,3.391	18.551,98.758
95.175,2.724	9.262,127.797
126.124,16.577	3.903,119.809
35.519,2.190	0.358,86.946
45.047,0.234	0.757,19.578
297.017,0.280
98.170,1.331	8.874,130.623
173.762,0.285
0.783,389.886
85.397,2.324	0.941,196.240
80.285,1.420	0.936,130.109
86.459,1.767	1.596,141.165
122.520,1.489	1.589,88.458
3.849,171.017
60.832,1.097	3.588,105.926
19.133,2.549	1.347,109.397
2.900,448.371
115.865,0.505	1.264,38.339
321.531,0.382	6.807,12.895
11.114,457.682
43.747,1.606	0.597,103.942
36.227,1.738	0.380,141.128
94.152,1.345	1.204,90.324
0.310,47.938
580.369,1.005
91.558,0.272	1.422,21.738
428.004,0.905	4.523,75.752
31.413,155.355
1.224,206.760
344.342,5.137	4.261,92.583
184.324,0.882	5.706,41.434
73.104,3.890	2.528,334.263
76.636,6.022	2.109,81.116
30.859,0.421
67.646,5.965	1.102,536.825
11.194,107.055
807.718,4.805
176.282,0.149
48.862,4.752	2.215,229.115
29.425,0.153
42.200,1.752	3.993,97.770
76.248,0.933	21.693,33.877
166.518,2.053	2.180,76.114
88.783,1.174	0.999,62.666
574.474,5.169	9.866,115.317
3.113,438.606
254.442,0.859
89.390,4.499	13.466,288.590
70.690,0.152
218.365,19.726	19.924,216.201
3.022,491.020
87.946,5.286
1.339,52.260
74.703,13.192	1.160,286.556
255.972,1.654	2.961,80.360
170.657,1.002
0.104,84.867
105.786,3.845	1.116,207.494
100.622,2.604	1.023,40.629
20.154,16.041	0.209,229.132
31.604,5.271
185.704,0.156
35.980,2.756	0.885,93.893
