parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,1.36534,5.95551,01
2,1,10,10,1,100,6.317086,1.318809,10
3,1,10,01-10,1,100,5.814133,2.868788,10
4,1,01,01,1,100,-0.10473,5.545671,01
5,1,01,01,1,100,2.263918,6.692776,01
6,1,10,10,1,100,6.625976,1.593769,10
7,1,00,00,1,100,3.803425,0.031633,00
8,2,01-10,01-10,2,93,0.722637,6.297254,01
8,2,01-10,01-10,2,7,4.875315,1.85514,10
9,1,01,01-10,1,100,0.435208,6.834205,01
10,1,01,01,1,100,0.502172,6.53915,01
11,2,01-10,01-10,2,87,-0.403324,6.949637,01
11,2,01-10,01-10,2,13,6.0752,1.367578,10
12,2,01-10,01-10,2,92,0.487846,6.916037,01
12,2,01-10,01-10,2,8,6.495822,1.654234,10
13,2,01-10,01-10,2,85,1.441165,5.791273,01
13,2,01-10,01-10,2,15,6.508,2.817047,10
14,2,01-10,01-10,2,77,6.514162,-0.520598,10
14,2,01-10,01-10,2,23,1.052777,5.462234,01
15,2,01-10,01-10,2,94,7.412886,2.58692,10
15,2,01-10,01-10,2,6,0.890189,5.966759,01
16,2,01-10,01-10,2,92,6.649074,1.571472,10
16,2,01-10,01-10,2,8,4.824298,6.196016,01
17,2,01-10,01-10,2,45,1.166628,7.247851,01
17,2,01-10,01-10,2,55,5.697171,2.914304,10
18,2,01-10,01-10,2,88,6.58746,0.797965,10
18,2,01-10,01-10,2,12,0.382905,6.925414,01
19,2,01-10,01-10,2,83,0.85103,6.573931,01
19,2,01-10,01-10,2,17,6.664,0.666033,10
20,1,10,10,1,100,6.297071,-3.242637,10
21,1,01,01,1,100,-1.943786,4.278577,01
22,1,01,01,1,100,1.204948,8.217217,01
23,2,01-10,01-10,2,82,2.604585,5.388723,01
23,2,01-10,01-10,2,18,5.448233,3.385868,10
24,2,01-10,01-10,2,83,4.584964,0.043315,10
24,2,01-10,01-10,2,17,1.18151,5.918258,01
25,2,01-10,01-10,2,98,8.004966,1.887774,10
25,2,01-10,01-10,2,2,2.556173,7.319974,01
