parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,11,11,1,100,3.908895,3.659993,11
2,2,01-10,01-10,2,18,6.520638,0.779902,10
2,2,01-10,01-10,2,82,1.73913,6.479802,01
3,2,01-10,01-10,2,27,0.352237,4.183642,01
3,2,01-10,01-10,2,73,6.692584,-1.60426,10
4,2,01-10,01-10,2,66,6.653001,-0.773418,10
4,2,01-10,01-10,2,34,2.376707,4.712775,01
5,1,10,10,1,100,4.578722,0.338545,10
6,2,01-10,01-10,2,76,5.635144,1.474508,10
6,2,01-10,01-10,2,24,2.309261,6.445844,01
7,1,01,01,1,100,0.472966,6.403883,01
8,2,01-10,01-10,2,14,3.430114,5.700746,01
8,2,01-10,01-10,2,86,5.554071,2.848595,10
9,2,01-10,01-10,2,82,6.418382,-0.034826,10
9,2,01-10,01-10,2,18,0.885403,6.49843,01
10,1,01,01-10,1,100,0.151591,6.657773,01
11,1,01,01-10,1,100,-1.724416,6.101244,01
12,1,10,10,1,100,6.956457,-0.008154,10
13,2,01-10,01-10,2,84,6.511207,-0.957568,10
13,2,01-10,01-10,2,16,3.213341,4.681194,01
14,2,01-10,01-10,2,93,6.650413,-0.277121,10
14,2,01-10,01-10,2,7,4.194954,4.595267,01
15,1,10,10,1,100,5.309181,1.484161,10
16,2,01-10,01-10,2,57,4.562618,1.912774,10
16,2,01-10,01-10,2,43,-1.622632,6.755258,01
17,1,01,01,1,100,-3.077705,5.979692,01
18,2,01-10,01-10,2,99,1.088605,7.160576,01
18,2,01-10,01-10,2,1,6.554156,3.91117,10
19,1,01,01-10,1,100,0.57879100000000006,7.065892,01
20,1,01,01,1,100,-0.885955,7.014533,01
21,1,01,01-10,1,100,0.529351,6.092427,01
22,1,01,01-10,1,100,2.662588,6.835142,01
23,2,01-10,01-10,2,91,2.345083,4.286732,01
23,2,01-10,01-10,2,9,7.153354,-1.938753,10
24,1,10,10,1,100,6.809751,0.158429,10
25,1,10,10,1,100,5.638146,-1.840725,10
26,1,00,00,1,100,2.278592,5.010022,00
27,1,10,01-10,1,100,4.666766,0.86125,10
28,2,01-10,01-10,2,89,7.82738,3.012598,10
28,2,01-10,01-10,2,11,1.529012,8.136391,01
29,1,10,10,1,100,6.669242,1.149222,10
30,2,01-10,01-10,2,75,7.198963,-0.052802,10
30,2,01-10,01-10,2,25,2.516252,5.928961,01
31,1,10,10,1,100,7.460289,1.401727,10
32,2,01-10,01-10,2,68,5.384233,2.401081,10
32,2,01-10,01-10,2,32,1.278017,6.581118,01
33,1,10,01-10,1,100,7.919328,-0.918633,10
34,2,01-10,01-10,2,57,2.302912,6.945933,01
34,2,01-10,01-10,2,43,7.113664,1.078211,10
35,1,01,01-10,1,100,2.526746,7.084553,01
36,1,00,00,1,100,4.329984,1.328528,00
37,1,01,01,1,100,-4.180415,7.410357,01
38,1,01,01,1,100,2.099565,3.117176,01
39,2,01-10,01-10,2,68,1.383936,7.164544,01
39,2,01-10,01-10,2,32,7.118815,1.647401,10
40,2,10-11,10,2,54,7.408151,1.296452,10
40,2,10-11,10,2,46,5.583953,5.546166,11
41,1,01,01,1,100,3.249379,8.057713,01
42,1,01,01-10,1,100,0.463816,6.116797,01
43,1,10,01-10,1,100,6.93458,-0.350202,10
44,1,01,01-10,1,100,0.763386,6.750703,01
45,2,01-10,01-10,2,38,2.383361,7.240652,01
45,2,01-10,01-10,2,62,8.410512,0.617014,10
46,1,10,10,1,100,6.971546,0.626463,10
47,2,01-10,01-10,2,92,0.732655,7.168525,01
47,2,01-10,01-10,2,8,6.756604,1.846478,10
48,2,01-10,01-10,2,39,7.20762,1.601808,10
48,2,01-10,01-10,2,61,2.218329,7.30872,01
49,2,01-10,01-10,2,99,6.940131,0.258181,10
