Phase,Count,Frequency
002,596,0.0596
002-011,1,1e-4
002-011-020-021-220-221,1,1e-4
002-012-020-102-112,1,1e-4
002-012-020-102-201,1,1e-4
002-012-020-102-201-202-211,1,1e-4
002-012-020-102-202-210-211,1,1e-4
002-012-020-102-210,2,2e-4
002-012-021-102-202,1,1e-4
002-012-022-210-220,1,1e-4
002-012-102-112-120-200,1,1e-4
002-012-102-201,1,1e-4
002-012-202-212,1,1e-4
002-012-210,1,1e-4
002-012-211,1,1e-4
002-020,304,0.0304
002-020-021-022-120-210,1,1e-4
002-020-022-122-200,1,1e-4
002-020-200,327,0.0327
002-020-201,41,0.0041
002-020-201-210,1,1e-4
002-020-202,4,4e-4
002-020-210,33,0.0033
002-020-220,6,6e-4
002-020-220-221,1,1e-4
002-021,189,0.0189
002-021-101-111-201-210,1,1e-4
002-021-120,5,5e-4
002-021-120-121-201,1,1e-4
002-021-120-200,1,1e-4
002-021-120-201,3,3e-4
002-021-121,2,2e-4
002-021-121-201,1,1e-4
002-021-121-201-202,1,1e-4
002-021-200,47,0.0047
002-021-200-201,1,1e-4
002-021-200-201-220,1,1e-4
002-021-201,19,0.0019
002-021-202,1,1e-4
002-021-210,12,0.0012
002-021-211,1,1e-4
002-021-211-220-221,1,1e-4
002-021-220,9,9e-4
002-022,34,0.0034
002-022-102,1,1e-4
002-022-112-202-210-212,1,1e-4
002-022-120,1,1e-4
002-022-200,12,0.0012
002-022-201,1,1e-4
002-022-202,1,1e-4
002-022-210,4,4e-4
002-022-220,2,2e-4
002-101,1,1e-4
002-102,1,1e-4
002-102-120,1,1e-4
002-102-120-202-210,1,1e-4
002-112-200-201-202-210,1,1e-4
002-120,32,0.0032
002-120-121-201-220-221,1,1e-4
002-120-200,38,0.0038
002-120-201,10,0.001
002-120-202,5,5e-4
002-120-210,2,2e-4
002-121,2,2e-4
002-121-200,1,1e-4
002-121-201,2,2e-4
002-121-220-221,1,1e-4
002-200,273,0.0273
002-200-220,12,0.0012
002-201,218,0.0218
002-201-210,2,2e-4
002-201-220,2,2e-4
002-202,33,0.0033
002-202-210,1,1e-4
002-202-220,1,1e-4
002-210,36,0.0036
002-210-211,1,1e-4
002-210-220,1,1e-4
002-220,34,0.0034
011-012-111,1,1e-4
011-200,1,1e-4
012,207,0.0207
012-020,244,0.0244
012-020-022-210,1,1e-4
012-020-102,4,4e-4
012-020-102-111-211-212,1,1e-4
012-020-102-112-210,2,2e-4
012-020-102-200,2,2e-4
012-020-102-201,1,1e-4
012-020-102-211,1,1e-4
012-020-112-200,1,1e-4
012-020-112-202-210-211,1,1e-4
012-020-112-202-212,1,1e-4
012-020-112-220,1,1e-4
012-020-200,36,0.0036
012-020-200-202,1,1e-4
012-020-201,9,9e-4
012-020-201-202-210-211,1,1e-4
012-020-201-210,2,2e-4
012-020-201-210-211,1,1e-4
012-020-202,7,7e-4
012-020-202-210,2,2e-4
012-020-202-210-211,1,1e-4
012-020-210,15,0.0015
012-020-210-211,1,1e-4
012-020-210-212,1,1e-4
012-020-211,3,3e-4
012-021,99,0.0099
012-021-022-102-111-112-120-200,1,1e-4
012-021-022-102-120-121-122,1,1e-4
012-021-022-102-121-122-201,1,1e-4
012-021-102,7,7e-4
012-021-102-111-120,1,1e-4
012-021-102-112,1,1e-4
012-021-112,1,1e-4
012-021-112-201-202-211,1,1e-4
012-021-112-202-211-212,1,1e-4
012-021-112-210,1,1e-4
012-021-112-212,1,1e-4
012-021-120,3,3e-4
012-021-121-200,1,1e-4
012-021-121-201-210,1,1e-4
012-021-200,3,3e-4
012-021-201,6,6e-4
012-021-201-202,1,1e-4
012-021-201-210,1,1e-4
012-021-201-220,1,1e-4
012-021-202,7,7e-4
012-021-202-211-212,1,1e-4
012-021-202-212,2,2e-4
012-021-210,4,4e-4
012-021-220,5,5e-4
012-022,31,0.0031
012-022-102-112-201-202-211,1,1e-4
012-022-102-112-211-212-220,1,1e-4
012-022-102-120-121,1,1e-4
012-022-102-200,1,1e-4
012-022-112-120-210-211,1,1e-4
012-022-112-122-210,1,1e-4
012-022-112-202-211-221,1,1e-4
012-022-112-210-211-220,1,1e-4
012-022-112-211,1,1e-4
012-022-120,3,3e-4
012-022-120-202,1,1e-4
012-022-200,4,4e-4
012-022-202,1,1e-4
012-022-202-212,1,1e-4
012-022-202-220,1,1e-4
012-022-210,5,5e-4
012-102,16,0.0016
012-102-111-112-210,1,1e-4
012-102-112-120-122,1,1e-4
012-102-112-201-202-210,1,1e-4
012-102-112-210,1,1e-4
012-102-120,4,4e-4
012-102-120-210,1,1e-4
012-102-121,2,2e-4
012-102-200,3,3e-4
012-102-201,2,2e-4
012-102-202,1,1e-4
012-102-202-210-211,1,1e-4
012-102-210,2,2e-4
012-102-211,1,1e-4
012-102-220,1,1e-4
012-111,1,1e-4
012-111-120-201,1,1e-4
012-112,2,2e-4
012-112-120,1,1e-4
012-112-120-200,1,1e-4
012-112-122-201-211,1,1e-4
012-112-202-212,1,1e-4
012-112-210,1,1e-4
012-112-212,1,1e-4
012-112-220,1,1e-4
012-120,56,0.0056
012-120-121,1,1e-4
012-120-200,9,9e-4
012-120-201,9,9e-4
012-120-202,6,6e-4
012-120-210,7,7e-4
012-120-212,1,1e-4
012-121,3,3e-4
012-121-201,1,1e-4
012-121-201-202-211,1,1e-4
012-121-202,2,2e-4
012-200,30,0.003
012-200-202,2,2e-4
012-201,68,0.0068
012-201-202,3,3e-4
012-201-210,6,6e-4
012-201-211,1,1e-4
012-201-220,3,3e-4
012-202,27,0.0027
012-202-210,4,4e-4
012-202-210-212,2,2e-4
012-202-211,1,1e-4
012-202-220,7,7e-4
012-210,47,0.0047
012-210-211-220-221,1,1e-4
012-210-220,3,3e-4
012-211,4,4e-4
012-211-220,2,2e-4
012-220,36,0.0036
012-221,1,1e-4
020,595,0.0595
020-021-102-112-120-201,1,1e-4
020-021-102-121-200,1,1e-4
020-021-120-121-200,1,1e-4
020-022,39,0.0039
020-022-102,1,1e-4
020-022-102-120-121-122,1,1e-4
020-022-102-200,1,1e-4
020-022-102-210,1,1e-4
020-022-120-202-220,1,1e-4
020-022-200,20,0.002
020-022-201,3,3e-4
020-022-201-210-211,1,1e-4
020-022-202,3,3e-4
020-022-210,3,3e-4
020-022-220,2,2e-4
020-102,33,0.0033
020-102-112-210,1,1e-4
020-102-200,41,0.0041
020-102-200-210-220,1,1e-4
020-102-201,3,3e-4
020-102-201-210-211,2,2e-4
020-102-202,4,4e-4
020-102-210,11,0.0011
020-102-220,4,4e-4
020-111,1,1e-4
020-111-120-201-210-220,1,1e-4
020-112-202-210-212,1,1e-4
020-200,313,0.0313
020-200-201,2,2e-4
020-200-201-202,1,1e-4
020-200-201-202-210,1,1e-4
020-200-202,11,0.0011
020-201,28,0.0028
020-201-202,2,2e-4
020-201-202-210,1,1e-4
020-201-202-212,1,1e-4
020-201-210,6,6e-4
020-202,33,0.0033
020-202-210,9,9e-4
020-202-212,1,1e-4
020-202-220,5,5e-4
020-202-220-221,1,1e-4
020-210,234,0.0234
020-210-211,1,1e-4
020-211,1,1e-4
020-212,1,1e-4
020-220,41,0.0041
021,256,0.0256
021-022,30,0.003
021-022-102,1,1e-4
021-022-102-200,1,1e-4
021-022-120,6,6e-4
021-022-121,1,1e-4
021-022-121-122-201,1,1e-4
021-022-200,5,5e-4
021-022-201,3,3e-4
021-022-202,2,2e-4
021-022-210,1,1e-4
021-022-220,1,1e-4
021-102,75,0.0075
021-102-112-120,1,1e-4
021-102-120-200,1,1e-4
021-102-200,13,0.0013
021-102-201,6,6e-4
021-102-201-210-211-220,1,1e-4
021-102-201-211,1,1e-4
021-102-210,4,4e-4
021-102-220,3,3e-4
021-102-220-221,1,1e-4
021-102-221,1,1e-4
021-111-112-121-201,1,1e-4
021-112-210,2,2e-4
021-112-220,2,2e-4
021-120,19,0.0019
021-120-121-200,1,1e-4
021-120-200,2,2e-4
021-120-201,2,2e-4
021-120-202,1,1e-4
021-120-210,6,6e-4
021-120-220,2,2e-4
021-121,1,1e-4
021-121-200,1,1e-4
021-121-220,1,1e-4
021-121-221,1,1e-4
021-122,1,1e-4
021-200,21,0.0021
021-200-201-210-211,1,1e-4
021-200-202,4,4e-4
021-200-220,1,1e-4
021-201,46,0.0046
021-201-202,1,1e-4
021-201-202-211-212,1,1e-4
021-201-210,3,3e-4
021-201-211,2,2e-4
021-201-220,3,3e-4
021-201-221,1,1e-4
021-202,54,0.0054
021-202-210,7,7e-4
021-202-211,2,2e-4
021-202-220,5,5e-4
021-202-221,1,1e-4
021-210,79,0.0079
021-210-211,1,1e-4
021-210-211-220-221,1,1e-4
021-210-220,4,4e-4
021-211,5,5e-4
021-212,1,1e-4
021-212-220,1,1e-4
021-220,38,0.0038
021-220-221,1,1e-4
022,397,0.0397
022-102,46,0.0046
022-102-112-121,1,1e-4
022-102-112-121-200,1,1e-4
022-102-112-121-210,1,1e-4
022-102-112-202-212-220,1,1e-4
022-102-120-122,1,1e-4
022-102-120-122-210,1,1e-4
022-102-120-210,2,2e-4
022-102-121-122,1,1e-4
022-102-122,1,1e-4
022-102-200,7,7e-4
022-102-201,4,4e-4
022-102-202,4,4e-4
022-102-210,9,9e-4
022-102-211,2,2e-4
022-102-220,3,3e-4
022-112,2,2e-4
022-112-120-121,1,1e-4
022-112-120-122,1,1e-4
022-112-121-122,1,1e-4
022-112-121-220-221,1,1e-4
022-112-210,2,2e-4
022-120,28,0.0028
022-120-122,2,2e-4
