parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,120-202,120,120-202,2,0.01,0.070222,5.158117,-3.884788,0.01
1,2,120-202,202,120-202,2,0.99,1.322745,-2.380595,1.481992,0.99
2,1,202,202,120-202,1,1,5.363731,-6.251476,0.51877,1
3,3,002-020-200,200,002-020-200,3,0.19,5.32599,-1.027293,-1.058172,0.19
3,3,002-020-200,002,002-020-200,3,0.5,-0.418941,-1.632776,4.442042,0.5
3,3,002-020-200,020,002-020-200,3,0.31,-0.867889,4.5687430000000004,-1.052982,0.31
4,3,020-102-110,102,020-102-210,3,0.06,0.988568,-3.086839,4.370278,0.06
4,3,020-102-110,020,020-102-210,3,0.66,-3.740127,7.068735,-2.124964,0.66
4,3,020-102-110,110,020-102-210,3,0.28,2.479796,2.386288,-2.692418,0.28
5,3,002-020-200,002,002-020-200,3,0.52,1.715984,1.094589,6.992632,0.52
5,3,002-020-200,200,002-020-200,3,0.18,6.451784,0.725029,0.54179600000000006,0.18
5,3,002-020-200,020,002-020-200,3,0.3,2.217985,5.907028,0.715066,0.3
6,2,020-210,210,012-020,2,0.18,3.930095,-0.58595,1.833762,0.18
6,2,020-210,020,012-020,2,0.82,-0.533265,6.309092,-1.078828,0.82
7,1,020,020,020,1,1,-0.158382,6.416427,-0.295697,1
8,2,102-200,102,020-102-200,2,0.55,-0.116581,0.294124,7.475238,0.55
8,2,102-200,200,020-102-200,2,0.45,5.761146,-0.897634,1.177196,0.45
9,2,002-201,201,002-201,2,0.03,4.952247,-2.710542,0.579245,0.03
9,2,002-201,002,002-201,2,0.97,0.486036,1.111581,6.549899,0.97
10,3,012-020-200,012,012-020-200,3,0.12,0.212653,1.081879,5.106889,0.12
10,3,012-020-200,020,012-020-200,3,0.63,0.156003,6.013519,0.413809,0.63
10,3,012-020-200,200,012-020-200,3,0.25,6.108966,-0.202441,-1.226958,0.25
11,3,012-020-200,012,012-020-200,3,0.38,-4.045952,1.98845,6.566599,0.38
11,3,012-020-200,020,012-020-200,3,0.57,-0.95026,6.186627,0.43841,0.57
11,3,012-020-200,200,012-020-200,3,0.05,4.962706,0.228996,0.340559,0.05
12,2,002-200,002,002-020-200,2,0.81,0.162619,-3.093867,5.728261,0.81
12,2,002-200,200,002-020-200,2,0.19,5.820811,-2.13352,-0.418209,0.19
13,1,012,012,012,1,1,-3.26159,0.201293,7.322671,1
14,2,022-202,022,022-202,2,0.84,-1.859547,5.970515,2.488484,0.84
14,2,022-202,202,022-202,2,0.16,3.588188,1.371239,6.727566,0.16
15,3,002-020-200,020,002-020-200,3,0.24,0.639349,6.838128,0.725991,0.24
15,3,002-020-200,200,002-020-200,3,0.2,6.773124,0.817399,1.052823,0.2
15,3,002-020-200,002,002-020-200,3,0.56,0.910049,0.415473,7.190971,0.56
16,2,002-201,002,002-201,2,0.64,-1.098429,0.277273,4.5502,0.64
16,2,002-201,201,002-201,2,0.36,4.45756,-5.343876,-1.710492,0.36
17,3,002-020-200,020,002-020-200,3,0.23,0.656005,6.519403,0.779663,0.23
17,3,002-020-200,002,002-020-200,3,0.34,0.13278,0.254239,6.909506,0.34
17,3,002-020-200,200,002-020-200,3,0.43,6.640729,0.214322,0.89594,0.43
18,2,002-210,210,002,2,0.21,5.864206,-2.361435,-0.436884,0.21
18,2,002-210,002,002,2,0.79,0.93946,-2.671505,5.007509,0.79
19,2,002-200,002,002-200,2,0.83,0.62466,0.446834,7.237988,0.83
19,2,002-200,200,002-200,2,0.17,6.774762,-0.041958,0.778007,0.17
20,3,012-021-201,201,201,3,0.43,4.442511,-3.493973,2.672181,0.43
20,3,012-021-201,012,201,3,0.26,-1.532296,2.643283,4.186248,0.26
20,3,012-021-201,021,201,3,0.31,-0.628218,5.374926,0.109042,0.31
21,3,002-020-200,002,002-020-200,3,0.48,-1.697025,0.517709,6.60535,0.48
21,3,002-020-200,020,002-020-200,3,0.45,-0.301617,6.580277,0.156866,0.45
21,3,002-020-200,200,002-020-200,3,0.07,4.6234,1.509814,0.261949,0.07
22,2,102-200,102,102-200,2,0.71,0.95055,-5.44428,7.060759,0.71
22,2,102-200,200,102-200,2,0.29,6.436534,0.515456,0.756108,0.29
23,2,020-200,020,020-200,2,0.93,-0.861933,5.69303,-2.185049,0.93
23,2,020-200,200,020-200,2,0.07,5.37853,0.93049,-4.06939,0.07
24,2,002-021,021,002-021,2,0.07,-2.316626,3.143252,2.590188,0.07
24,2,002-021,002,002-021,2,0.93,-0.969319,-2.161259,7.804582,0.93
25,3,020-102-200,200,020-102-200,3,0.23,4.997851,0.471579,-0.154949,0.23
25,3,020-102-200,020,020-102-200,3,0.21,-1.541,6.734683,-0.724012,0.21
25,3,020-102-200,102,020-102-200,3,0.56,0.014496,-0.233684,5.807268,0.56
26,2,022-201,022,021-201,2,0.24,-3.435674,3.583099,3.377162,0.24
26,2,022-201,201,021-201,2,0.76,4.165529,-0.712956,1.284151,0.76
27,2,002-020,020,002-020,2,0.67,0.440115,4.925166,2.002164,0.67
27,2,002-020,002,002-020,2,0.33,1.908534,-1.273406,7.415044,0.33
28,2,112-210,112,102-201-210,2,0.1,0.219515,-3.578173,6.071691,0.1
28,2,112-210,210,102-201-210,2,0.9,6.826568,1.637076,-4.843528,0.9
29,1,201,201,201,1,1,7.960027,-3.696621,2.483492,1
30,1,020,020,-1,1,1,0.049064,8.451926,-3.190046,1
31,3,002-020-200,200,002-020-200,3,0.28,6.877511,0.970492,-2.226189,0.28
31,3,002-020-200,002,002-020-200,3,0.14,0.483111,0.941568,4.361121,0.14
31,3,002-020-200,020,002-020-200,3,0.58,0.769108,6.527163,-1.499784,0.58
32,1,020,020,020,1,1,1.170207,8.465859,-3.725585,1
33,3,022-120-201,201,022-120-201,3,0.35,6.793722,-0.347455,1.496498,0.35
33,3,022-120-201,022,022-120-201,3,0.32,-3.052276,3.159349,5.894869,0.32
33,3,022-120-201,120,022-120-201,3,0.33,2.715104,8.064473,-2.149847,0.33
