Phase,Count,Frequency
002,348,0.0348
002-012-020-201,1,1e-4
002-012-021-022-202,1,1e-4
002-012-022-121-201-202-211,1,1e-4
002-012-022-202-210,1,1e-4
002-012-102,1,1e-4
002-012-102-112,1,1e-4
002-012-102-202,1,1e-4
002-012-202,1,1e-4
002-020,76,0.0076
002-020-021-120-211-220,1,1e-4
002-020-021-210,1,1e-4
002-020-021-211-220,1,1e-4
002-020-022-220,1,1e-4
002-020-102,2,2e-4
002-020-200,88,0.0088
002-020-201,13,0.0013
002-020-201-210,1,1e-4
002-020-202,2,2e-4
002-020-210,15,0.0015
002-021,87,0.0087
002-021-022-102-121,1,1e-4
002-021-022-102-200,1,1e-4
002-021-120,4,4e-4
002-021-120-200,1,1e-4
002-021-120-210,2,2e-4
002-021-120-220,1,1e-4
002-021-200,13,0.0013
002-021-200-201-210-220,1,1e-4
002-021-201,2,2e-4
002-021-201-210,1,1e-4
002-021-202,1,1e-4
002-021-210,8,8e-4
002-021-210-211-220,1,1e-4
002-021-220,4,4e-4
002-022,7,7e-4
002-022-102-120,1,1e-4
002-022-102-121-200,1,1e-4
002-022-120,1,1e-4
002-022-210,1,1e-4
002-022-220,1,1e-4
002-102,2,2e-4
002-102-120-200,1,1e-4
002-102-120-200-201-202-220,1,1e-4
002-102-220,1,1e-4
002-110,1,1e-4
002-120,28,0.0028
002-120-200,11,0.0011
002-120-201,7,7e-4
002-120-202,1,1e-4
002-120-210,3,3e-4
002-120-220,1,1e-4
002-200,78,0.0078
002-200-220,1,1e-4
002-201,86,0.0086
002-201-210,9,9e-4
002-201-220,6,6e-4
002-202,12,0.0012
002-210,26,0.0026
002-210-211-220,1,1e-4
002-220,23,0.0023
011-021-110-111,1,1e-4
011-021-120-200,1,1e-4
012,235,0.0235
012-020,79,0.0079
012-020-022-112-202-220,1,1e-4
012-020-102,6,6e-4
012-020-102-120,1,1e-4
012-020-102-200,1,1e-4
012-020-111-210,1,1e-4
012-020-112-202-210,1,1e-4
012-020-200,12,0.0012
012-020-201,7,7e-4
012-020-202,6,6e-4
012-020-210,4,4e-4
012-020-220,1,1e-4
012-021,56,0.0056
012-021-022-102-111-112-120,1,1e-4
012-021-022-102-202-211,1,1e-4
012-021-022-111-121,1,1e-4
012-021-022-112-120-121-201,1,1e-4
012-021-022-112-120-121-202,1,1e-4
012-021-022-112-121,2,2e-4
012-021-022-112-121-202-210,1,1e-4
012-021-022-112-121-220,1,1e-4
012-021-022-112-210,1,1e-4
012-021-022-121,1,1e-4
012-021-022-121-201,1,1e-4
012-021-022-121-201-220-221,1,1e-4
012-021-022-121-220,1,1e-4
012-021-022-202-211-212,1,1e-4
012-021-022-202-220-221,1,1e-4
012-021-022-212-221,1,1e-4
012-021-102,13,0.0013
012-021-102-200,1,1e-4
012-021-102-201,1,1e-4
012-021-102-210,1,1e-4
012-021-111-120-121,1,1e-4
012-021-120,9,9e-4
012-021-120-121-210-220,1,1e-4
012-021-120-202,1,1e-4
012-021-121-202-211-220,1,1e-4
012-021-121-211-220,1,1e-4
012-021-121-220,1,1e-4
012-021-200,2,2e-4
012-021-201,3,3e-4
012-021-202,13,0.0013
012-021-202-211-212-220,1,1e-4
012-021-202-220,3,3e-4
012-021-210,3,3e-4
012-021-210-211-220,1,1e-4
012-021-211-220,1,1e-4
012-021-220,7,7e-4
012-022,8,8e-4
012-022-102,2,2e-4
012-022-102-112,1,1e-4
012-022-102-112-220,1,1e-4
012-022-102-200-201-202-210-220,1,1e-4
012-022-102-201-220,1,1e-4
012-022-112,1,1e-4
012-022-112-120-210,1,1e-4
012-022-112-121-122,1,1e-4
012-022-112-210,1,1e-4
012-022-120,2,2e-4
012-022-121-220,1,1e-4
012-022-122,1,1e-4
012-022-200-210,1,1e-4
012-022-201-202-220,1,1e-4
012-022-201-210-220-221,1,1e-4
012-022-202,2,2e-4
012-022-210,2,2e-4
012-022-210-212,1,1e-4
012-022-220,1,1e-4
012-102,65,0.0065
012-102-112,1,1e-4
012-102-112-200-202-210,2,2e-4
012-102-112-202,1,1e-4
012-102-112-202-210-211,1,1e-4
012-102-112-202-211-212,1,1e-4
012-102-112-202-212-220,1,1e-4
012-102-120,5,5e-4
012-102-200,2,2e-4
012-102-201,11,0.0011
012-102-201-202,1,1e-4
012-102-202,2,2e-4
012-102-202-210,2,2e-4
012-102-202-211,1,1e-4
012-102-202-220,1,1e-4
012-102-210,14,0.0014
012-102-220,7,7e-4
012-111-120,1,1e-4
012-111-120-201,5,5e-4
012-111-201-220,2,2e-4
012-112-120,1,1e-4
012-112-120-202-210-212-220,1,1e-4
012-112-202,1,1e-4
012-112-202-210,2,2e-4
012-120,64,0.0064
012-120-200,6,6e-4
012-120-201,4,4e-4
012-120-201-202-220,1,1e-4
012-120-202,10,0.001
012-120-210,6,6e-4
012-120-211-220,1,1e-4
012-121-201-210-220,1,1e-4
012-200,28,0.0028
012-200-202-210,1,1e-4
012-200-220,1,1e-4
012-201,73,0.0073
012-201-202,2,2e-4
012-201-202-211,2,2e-4
012-201-210,3,3e-4
012-201-220,9,9e-4
012-202,136,0.0136
012-202-210,2,2e-4
012-202-210-211,1,1e-4
012-202-210-220,1,1e-4
012-202-211-220,2,2e-4
012-202-220,28,0.0028
012-210,73,0.0073
012-210-211-220,1,1e-4
012-210-211-220-221,2,2e-4
012-211,1,1e-4
012-211-220,3,3e-4
012-220,62,0.0062
020,385,0.0385
020-021,2,2e-4
020-021-022-102-120,1,1e-4
020-021-022-112-120,1,1e-4
020-021-111-120,1,1e-4
020-021-120-200,2,2e-4
020-021-120-220,2,2e-4
020-021-201-210-211-220,1,1e-4
020-021-202-210-211-220,1,1e-4
020-022,6,6e-4
020-022-102,2,2e-4
020-022-102-120,1,1e-4
020-022-112-120-210,1,1e-4
020-022-112-202-211-220,1,1e-4
020-022-120-202,1,1e-4
020-022-200,3,3e-4
020-022-201,1,1e-4
020-102,20,0.002
020-102-120,1,1e-4
020-102-200,16,0.0016
020-102-201,4,4e-4
020-102-201-210,1,1e-4
020-102-210,3,3e-4
020-112-200-201-210,1,1e-4
020-112-210,1,1e-4
020-120,1,1e-4
020-120-121,1,1e-4
020-200,74,0.0074
020-200-202,1,1e-4
020-200-220,1,1e-4
020-201,23,0.0023
020-201-202,1,1e-4
020-201-210,5,5e-4
020-202,29,0.0029
020-202-210,6,6e-4
020-210,80,0.008
020-220,14,0.0014
021,291,0.0291
021-022,12,0.0012
021-022-102,2,2e-4
021-022-102-112-121,1,1e-4
021-022-102-112-201-220,1,1e-4
021-022-102-120,1,1e-4
021-022-102-202-220,1,1e-4
021-022-112-120-122,1,1e-4
021-022-112-121,2,2e-4
021-022-112-121-122,2,2e-4
021-022-112-121-201,1,1e-4
021-022-112-122-220,1,1e-4
021-022-112-201,1,1e-4
021-022-112-202,1,1e-4
021-022-112-202-211-220,1,1e-4
021-022-120,2,2e-4
021-022-120-210-220-221,1,1e-4
021-022-121,2,2e-4
021-022-121-122-202-210,1,1e-4
021-022-121-211-220-221,1,1e-4
021-022-201,2,2e-4
021-022-201-210,1,1e-4
021-022-202-220,2,2e-4
021-022-212-220-221,1,1e-4
021-022-220,6,6e-4
021-102,68,0.0068
021-102-111-120-121-201,1,1e-4
021-102-111-210,8,8e-4
021-102-111-220,1,1e-4
021-102-112-201-202-211,1,1e-4
021-102-112-202,1,1e-4
021-102-120,4,4e-4
021-102-120-200,1,1e-4
021-102-121,1,1e-4
021-102-200,2,2e-4
021-102-201,5,5e-4
021-102-210,10,0.001
021-102-210-211-220,1,1e-4
021-102-220,11,0.0011
021-111-121-202-210,1,1e-4
021-111-201-202-211,1,1e-4
021-112-201-202-211,2,2e-4
021-112-202-212-220,1,1e-4
021-112-210,1,1e-4
021-112-211-220,1,1e-4
021-120,65,0.0065
021-120-121-200-210-220,1,1e-4
021-120-121-201-211-220,1,1e-4
021-120-121-201-220,1,1e-4
021-120-121-211-220,2,2e-4
021-120-121-220,1,1e-4
021-120-200,3,3e-4
021-120-201,9,9e-4
021-120-201-210-211-220,1,1e-4
021-120-202,9,9e-4
021-120-202-210,2,2e-4
021-120-202-220,1,1e-4
021-120-210,9,9e-4
021-120-211-220,1,1e-4
