parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,021-102,021,021-102,2,0.2,-4.354983,6.545889,0.48312,0.2
1,2,021-102,102,021-102,2,0.8,0.799315,-5.528125,5.988562,0.8
2,2,022-102,022,-1,2,0.85,-5.378001,0.926018,2.488364,0.85
2,2,022-102,102,-1,2,0.15,0.60959,-3.416679,7.283972,0.15
3,1,200,200,200,1,1,6.897268,-3.125558,-1.288026,1
4,3,022-120-210,120,022-120-210,3,0.16,-0.226059,6.21374,-3.359833,0.16
4,3,022-120-210,210,022-120-210,3,0.04,4.455559,0.743107,-3.364439,0.04
4,3,022-120-210,022,022-120-210,3,0.8,-6.105367,1.593586,1.04973,0.8
5,2,012-210,012,012-210,2,0.03,-2.420382,0.130254,3.061793,0.03
5,2,012-210,210,012-210,2,0.97,3.684427,0.170508,-2.961553,0.97
6,2,102-120,102,102-120,2,0.15,0.876455,-4.3314,4.784505,0.15
6,2,102-120,120,102-120,2,0.85,-0.333235,2.0868,-0.871603,0.85
7,1,200,200,200,1,1,7.849079,0.618635,-0.236025,1
8,2,012-021,021,012-021,2,0.49,-3.735984,5.489898,1.47262,0.49
8,2,012-021,012,012-021,2,0.51,-6.194577,0.748319,7.08843,0.51
9,1,120,120,102-120,1,1,0.453196,2.53568,-3.978301,1
10,1,200,200,200,1,1,8.082082,0.508521,-3.604386,1
11,2,120-202,202,120-202,2,0.2,4.246002,-2.977063,1.636664,0.2
11,2,120-202,120,120-202,2,0.8,1.377335,2.150484,-0.385893,0.8
12,1,022,022,022,1,1,-11.673605,5.552886,2.107523,1
13,2,021-202,021,021-202,2,0.88,-4.685742,6.708134,0.771625,0.88
13,2,021-202,202,021-202,2,0.12,1.772682,-1.600427,1.746845,0.12
14,1,102,102,102,1,1,0.935528,-1.235483,0.5691,1
15,1,002,002,002,1,1,-0.936892,0.394246,7.43567,1
16,2,022-210,022,022-210,2,0.72,-6.111656,4.711736,2.050581,0.72
16,2,022-210,210,022-210,2,0.28,5.808028,1.123039,-4.353278,0.28
17,3,002-020-200,020,002-020-200,3,0.2,0.624837,4.918691,0.498399,0.2
17,3,002-020-200,200,002-020-200,3,0.39,6.084394,-0.550185,0.418462,0.39
17,3,002-020-200,002,002-020-200,3,0.41,0.974651,0.192941,6.884336,0.41
18,1,202,202,022-202,1,1,2.970872,-3.382193,4.065025,1
19,1,020,020,020-102,1,1,-1.866109,6.846473,-0.966656,1
20,2,120-220,120,120,2,0.48,0.93024,3.178341,-6.808381,0.48
20,2,120-220,220,120,2,0.52,2.723379,0.514995,-6.808381,0.52
21,1,200,200,200,1,1,6.734594,-1.180817,-1.819262,1
22,2,002-021,021,002-021,2,0.25,-6.106702,5.240416,-0.568722,0.25
22,2,002-021,002,002-021,2,0.75,-0.008883,-0.843121,4.98014,0.75
23,2,102-120,120,102-120,2,0.4,-0.906358,7.08843,-1.89148,0.4
23,2,102-120,102,102-120,2,0.6,0.118739,0.69428,3.262739,0.6
24,2,022-120,022,022-120,2,0.75,-6.254238,4.335089,3.792913,0.75
24,2,022-120,120,022-120,2,0.25,0.314583,6.83776,-2.132204,0.25
25,2,120-210,210,120-210,2,0.07,5.412406,1.375301,-4.318477,0.07
25,2,120-210,120,120-210,2,0.93,-0.215394,7.239165,-4.318477,0.93
26,2,120-200,200,120-200,2,0.64,6.420435,0.854595,-3.380025,0.64
26,2,120-200,120,120-200,2,0.36,1.241244,6.523219,-6.933189,0.36
27,3,020-102-200,020,020-102-200,3,0.19,0.230649,4.840518,0.210727,0.19
27,3,020-102-200,200,020-102-200,3,0.33,6.648849,-0.051088,0.209022,0.33
27,3,020-102-200,102,020-102-200,3,0.48,0.992742,-4.971703,6.597456,0.48
28,1,210,210,210,1,1,7.935153,-0.298567,-9.177806,1
29,1,200,200,200,1,1,7.923814,-2.206443,-0.783214,1
30,2,012-120,012,012-120,2,0.88,-4.100261,1.802273,7.488881,0.88
30,2,012-120,120,012-120,2,0.12,0.31541,7.317227,-2.964329,0.12
31,1,020,020,020,1,1,-0.704218,7.019335,-1.605339,1
32,2,102-210,210,102-210,2,0.35,6.017015,0.481822,-2.938803,0.35
32,2,102-210,102,102-210,2,0.65,0.39798,-5.081004,6.473152,0.65
33,1,210,210,210,1,1,2.80179,-0.946705,-0.100867,1
34,1,020,020,020,1,1,-1.095275,7.083024,-0.253977,1
35,3,022-102-220,022,022-102,3,0.57,-5.638343,1.804924,6.081097,0.57
35,3,022-102-220,220,022-102,3,0.04,1.51375,1.740349,-0.326272,0.04
35,3,022-102-220,102,022-102,3,0.39,-0.569909,-4.8216850000000004,8.054275,0.39
36,1,022,022,022,1,1,-4.559233,2.656849,4.278982,1
37,3,012-021-102,012,012-021-102,3,0.25,-4.99883,0.922666,5.969464,0.25
37,3,012-021-102,102,012-021-102,3,0.61,0.717924,-5.530511,5.969464,0.61
37,3,012-021-102,021,012-021-102,3,0.14,-4.998787,6.544806,0.196826,0.14
38,2,022-220,022,022-220,2,0.13,-2.216835,2.399756,1.746797,0.13
38,2,022-220,220,022-220,2,0.87,3.729708,4.168694,-4.714631,0.87
39,3,002-020-200,020,002-020-200,3,0.2,1.232446,6.347819,-3.037036,0.2
39,3,002-020-200,002,002-020-200,3,0.08,-0.391385,1.698705,3.267972,0.08
39,3,002-020-200,200,002-020-200,3,0.72,6.349856,0.297398,-2.631424,0.72
40,3,012-202-220,220,012-202-220,3,0.2,4.715785,2.082852,-5.50661,0.2
40,3,012-202-220,012,012-202-220,3,0.67,-0.542406,0.87895,6.851912,0.67
40,3,012-202-220,202,012-202-220,3,0.13,1.502899,-1.993069,0.558749,0.13
41,1,002,002,002,1,1,0.294885,0.660953,6.308171,1
42,2,002-022,022,002,2,0.4,-7.589112,3.130818,1.254393,0.4
42,2,002-022,002,002,2,0.6,-1.06857,-0.036623,7.468122,0.6
43,2,120-220,120,120,2,0.45,-0.479673,7.224892,-3.587953,0.45
43,2,120-220,220,120,2,0.55,3.539621,1.827822,-3.587953,0.55
44,2,012-120,012,012-120,2,0.69,-2.291024,-0.175101,7.020891,0.69
44,2,012-120,120,012-120,2,0.31,0.607906,6.238441,-2.540237,0.31
45,2,022-220,220,022-220,2,0.66,3.502922,2.167193,-3.027718,0.66
45,2,022-220,022,022-220,2,0.34,-0.595501,3.1923,3.366355,0.34
46,4,012-111-120-201,120,012-111-120-201,4,0.3,-1.708291,6.765707,-4.610474,0.3
46,4,012-111-120-201,012,012-111-120-201,4,0.39,-6.522631,0.889425,6.852504,0.39
46,4,012-111-120-201,201,012-111-120-201,4,0.1,4.496866,-5.669582,0.470678,0.1
46,4,012-111-120-201,111,012-111-120-201,4,0.21,-1.70829,0.889433,0.484378,0.21
47,2,020-210,020,020-210,2,0.63,-1.040728,6.691763,0.617847,0.63
47,2,020-210,210,020-210,2,0.37,6.210067,0.189671,-2.398729,0.37
48,1,102,102,102,1,1,1.740486,0.617305,3.45588,1
49,1,022,022,022,1,1,-4.828501,1.758053,1.383486,1
50,2,020-200,200,020-200,2,0.36,6.270241,0.188591,-0.383084,0.36
50,2,020-200,020,020-200,2,0.64,0.720435,5.454571,-0.747874,0.64
51,1,022,022,022-120,1,1,-6.224694,1.817717,6.524302,1
52,2,201-220,201,201-220,2,0.66,9.101891,-4.693708,1.226638,0.66
52,2,201-220,220,201-220,2,0.34,5.21232,1.694932,-1.126724,0.34
53,2,022-120,022,022-120,2,0.94,-6.053978,0.911923,3.572837,0.94
