parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303,0000-0100-0303,1,3,1
2,1010,1010,1,1,1
3,0112,0003-0010-0303,1,3,0
4,1010,1010,1,1,1
5,1010,1010,1,1,1
6,1010,0300-1010,1,2,1
7,1013,0203-0303-1003-1010,1,4,0
8,1010,0303-1003-1010,1,3,1
9,0010,0010,1,1,1
10,1010,1010-1011,1,2,1
11,0303,0303-1003,1,2,1
12,1013,0303-1003-1010,1,3,0
13,0012,0010-0103-0303,1,3,0
14,1011,1010-1011,1,2,1
15,1010,1010,1,1,1
16,0303,0300-0303-1003-1010,1,4,1
17,1013,0303-1003-1010,1,3,0
18,0302,0010-0103-0303,1,3,0
19,0302,0303-1003-1010,1,3,0
20,0303,0303-1003-1010,1,3,1
21,0303,0303-1003-1010,1,3,1
22,0303,0000-0200-0303,1,3,1
23,1010,1010-1011,1,2,1
24,0303,0300-0303-1003-1010,1,4,1
25,0302,0303-1003-1010,1,3,0
26,1013,0303-1011-1013,1,3,1
27,1100,0303-1003-1010-1103,1,4,0
28,1010,1010,1,1,1
29,1010,1010,1,1,1
30,0303,0303-1001,1,2,1
31,0301,0300-0301-1010-1011,1,4,1
32,1012,0303-1003-1010,1,3,0
33,1011,0203-0303-1003-1010,1,4,0
34,1010,1010,1,1,1
35,1013,1003-1010,1,2,0
36,1010,1002-1010,1,2,1
37,1003,0303-1003-1010,1,3,1
38,0303,0010-0303,1,2,1
39,0303,0303-1003-1203,1,3,1
40,1003,1003-1010,1,2,1
41,0010,0010,1,1,1
42,1010,1010,1,1,1
43,1011,0303-1003-1010,1,3,0
44,1003,0303-1001-1003,1,3,1
45,0301,0303-1000-1003,1,3,0
46,1011,0303-1003-1010,1,3,0
47,0300,0300-1010-1200,1,3,1
48,0303,0303-1003-1010,1,3,1
49,0303,0003-0303,1,2,1
50,1011,0303-1003-1010,1,3,0
51,0310,0010-0012-0212-0302,1,4,0
52,0303,0000-0100-0303,1,3,1
53,1010,1010,1,1,1
54,0303,0300-0303-1003-1010,1,4,1
55,1011,0303-1003-1010,1,3,0
56,0303,0300-0303-1003-1010,1,4,1
57,0300,0300-0301-1000-1001,1,4,1
58,1000,1000,1,1,1
59,1303,0303-1003-1010,1,3,0
60,0303,0303-1003-1010-1203,1,4,1
61,0303,0103-0303-1003-1010,1,4,1
62,0302,0300-0302-1002-1010,1,4,1
63,1103,1001-1003-1203,1,3,0
64,1010,1010,1,1,1
65,1011,-1,1,2,0
66,0010,0010,1,1,1
67,0300,0002-0010,1,2,0
68,0010,0002-0010,1,2,1
69,1010,1010,1,1,1
70,0303,0003-0010-0303,1,3,1
71,1010,1010,1,1,1
72,1302,0303-1000-1003,1,3,0
73,0303,0303-1003-1010-1103,1,4,1
74,1010,1010,1,1,1
75,1011,0303-1010-1013,1,3,0
76,1302,0303-1000-1003,1,3,0
77,1010,0302-1010-1012,1,3,1
78,0303,0010-0300-0303,1,3,1
79,0300,0010-0300,1,2,1
80,0010,0010,1,1,1
81,1010,0303-1003-1010,1,3,1
82,1012-1302,0301-0303-1003-1011,2,4,0
83,0010,0010-0300,1,2,1
