parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1000,1010,1,1,0
2,0300,0000-0300,1,2,1
3,1010,1010,1,1,1
4,1012,1010-1012,1,2,1
5,0010,0010,1,1,1
6,0303,0103-0300-0303-1003-1010,1,5,1
7,1012,0302-1010-1012,1,3,1
8,1012,1010-1012,1,2,1
9,1012,0302-1010-1012,1,3,1
10,0110,0010-0013-0113-0303,1,4,0
11,1203,0303-1000-1003-1103,1,4,0
12,1003,1003-1010,1,2,1
13,0303,0003-0010-0303,1,3,1
14,0010,0010-0103-0303,1,3,1
15,0302,0203-0303-1003-1010,1,4,0
16,0303,0011-0201-0203-0301-0303,1,5,1
17,0010,0003-0010,1,2,1
18,0010,0010,1,1,1
19,0303,0300-0303-1010-1100,1,4,1
20,1010,1010,1,1,1
21,1013,0303-1003-1010,1,3,0
22,1013,0103-0303-1003-1010,1,4,0
23,1010,1010,1,1,1
24,0303,0010-0103-0303,1,3,1
25,0303,0303-1001-1003,1,3,1
26,1011,0303-1003-1010,1,3,0
27,0303,0300-0303-1003-1010,1,4,1
28,0301,0010-0300-0303,1,3,0
29,0300,0300-0301-1010-1011,1,4,1
30,1013,0301-0303-1003-1011,1,4,0
31,1010,1010,1,1,1
32,0301,0303-1003-1010,1,3,0
33,1013,0303-1010-1013,1,3,1
34,1013,0303-1003-1010,1,3,0
35,0303,0300-0303-1010,1,3,1
36,0312,0010-0303,1,2,0
37,1010,0300-0302-1002-1010,1,4,1
38,1013,0303-1003-1010,1,3,0
39,0010,0010,1,1,1
40,1012,0303-1003-1010,1,3,0
41,0303,0303-1003,1,2,1
42,1003,0301-0303-1001-1003,1,4,1
43,0303,0303-1010-1013,1,3,1
44,1001,1001-1002,1,2,1
45,1300,0303-1000-1003-1103,1,4,0
46,1010,0300-1010,1,2,1
47,0303,0303-1003-1010,1,3,1
48,0013,0010-0203-0303,1,3,0
49,1303,0303-1003-1203,1,3,0
50,1303,1003-1010-1303,1,3,1
51,0300,0010-0300,1,2,1
52,0010,0010-0013-0303,1,3,1
53,0311,0010-0013-0303,1,3,0
54,1013,1003-1103,1,2,0
55,0302,0102-0300-0302-1002-1010,1,5,1
56,0303,0303-1003-1010,1,3,1
57,0303,0303-1003-1010,1,3,1
58,0303,0303-1003-1010,1,3,1
59,1011,0303-1003-1010,1,3,0
60,1011,0203-0303-1003-1010,1,4,0
61,1010,1010,1,1,1
62,1010,0303-1010-1013,1,3,1
63,0303,0203-0303-1003-1010,1,4,1
64,1010,1010,1,1,1
65,0300,0300,1,1,1
66,1010,0303-1003-1010,1,3,1
67,1301,1011,1,1,0
68,1003,0303-1003-1010,1,3,1
69,1010,1010,1,1,1
70,0303,0303-1001-1003,1,3,1
71,0311,0010-0300,1,2,0
72,1013,0303-1003-1010,1,3,0
73,0300,0300-0302-1010-1012,1,4,1
74,1000,0303-1000-1003,1,3,1
75,0010,0010,1,1,1
76,0303,0010-0303,1,2,1
77,0303,0303-1003-1010,1,3,1
78,1010,1010,1,1,1
79,1010,1010,1,1,1
80,1011,1002-1010,1,2,0
81,1010,1010,1,1,1
82,0301,0200-0201-1000-1001,1,4,0
83,1312,0303-1003-1010-1103,1,4,0
84,1011,0303-1003-1010,1,3,0
85,0010,0010,1,1,1
86,0303,0300-0303-1003-1010,1,4,1
87,0301,0303-1003-1010,1,3,0
88,1010,1010,1,1,1
89,0210,1010,1,1,0
90,1010,1010,1,1,1
91,0303,0303-1010-1013,1,3,1
92,1010,1002-1010,1,2,1
93,0203,0303-1003-1010,1,3,0
94,1011,0303-1003-1010,1,3,0
95,0303,0010-0303,1,2,1
96,1010,1010,1,1,1
97,0302,1000-1002,1,2,0
98,0300,0210-0300-0303-1003-1010,1,5,1
99,0303,0303-1003-1010,1,3,1
100,0010,0010,1,1,1
101,0301,0303-1010,1,2,0
102,0303,0303-1003-1010,1,3,1
103,1013,1003-1010,1,2,0
104,1010,1010,1,1,1
105,1010,1003-1010,1,2,1
106,1010,0300-1010,1,2,1
107,1010,0303-1003-1010,1,3,1
108,1010,0303-1010-1013,1,3,1
109,0302,0303-1003-1010-1103,1,4,0
110,1010,1010,1,1,1
111,1012,1002-1010,1,2,0
112,0302,0203-0300-0303-1003-1010,1,5,0
113,0303,0103-0303-1010,1,3,1
114,1003,0303-1003-1010,1,3,1
115,0303,0303-1010-1103,1,3,1
116,0303,0010-0103-0300-0303,1,4,1
117,1010,1010,1,1,1
118,1101,0300-0302-1000-1002-1102,1,5,0
119,1010,1010,1,1,1
120,0301,0303-1003-1010,1,3,0
121,0010,0010-0011,1,2,1
122,0300,0002-0010,1,2,0
123,1010,1010-1011,1,2,1
124,0010,0010,1,1,1
125,1010,1010,1,1,1
126,0300,0010,1,1,0
127,0303,0303-1003-1010,1,3,1
128,0303,0303,1,1,1
129,1011,1010,1,1,0
130,0010,0010,1,1,1
131,1002,0303-1003-1010,1,3,0
132,1011,0303-1003-1010,1,3,0
133,0303,0303-1010-1013,1,3,1
