parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1010,0303-1010,2,2,1
2,0303-1003,0303-1003,2,2,1
3,0300-0303-1010,0200-0300-0303-1010,3,4,1
4,1010,1010,1,1,1
5,1103-1303,1010-1103-1303,2,3,1
6,0302-0303,0302-0303,2,2,1
7,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
8,0303-0310,0303-0310,2,2,1
9,0300-0301-1010-1011-1100,0300-0301-1010-1011-1100-1101,5,6,1
10,0300-0303-1010,0300-0303-1010,3,3,1
11,1010,1010,1,1,1
12,0301-0303-1011,0301-0303-1011,3,3,1
13,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
14,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
15,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
16,1010,1010,1,1,1
17,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
18,0303-1003-1010,0303-1003-1010,3,3,1
19,0300-0303-1010,0300-0303-1010,3,3,1
20,0210-0300-0303-1010,0210-0300-0303-1010,4,4,1
21,0303-1013,0303-1010-1013,2,3,1
22,1010,0313-1010-1013,1,3,1
23,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
24,0311-0313-1011-1013,0311-0313-1011-1013,4,4,1
25,0301-0303-1001,0301-0303-1001,3,3,1
26,0303-1010-1013,0303-1010-1013,3,3,1
27,0011-0013-0311-0313,0011-0013-0311-0313,4,4,1
28,0303-1010-1013,0303-1010-1013,3,3,1
29,0303-1010-1013,0303-1010-1013,3,3,1
30,0301-0303-1003-1011,0301-0303-1001-1003,4,4,0.75
31,0301-0303-1003-1011,0301-0303-1003-1011-1111,4,5,1
32,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
33,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
34,1010-1013-1203-1303,1010-1013-1203-1303,4,4,1
35,0300-0303-0310-1010,0300-0303-1010,4,3,0.75
36,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
37,1010-1300,1010-1300,2,2,1
38,0303-1003-1010,0303-1003-1010,3,3,1
39,0310-0313-1010,0310-0313-1010-1013,3,4,1
40,0303-1010-1013,0303-1010-1013,3,3,1
41,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
42,1010-1103-1303,1010-1103-1303,3,3,1
43,1010-1013-1303,1010-1013-1303,3,3,1
44,1010-1013-1103-1303,1010-1013-1103-1303,4,4,1
45,0010-0300-0303,0010-0300-0303,3,3,1
46,0303-1010,0303-1010,2,2,1
47,0300-1010,0300-1010,2,2,1
48,0303-1010-1013,0303-1010-1013,3,3,1
49,0303,-1,1,2,0
50,1010-1013-1303,1010-1013-1303,3,3,1
51,0010-0013-0303-0310,0010-0013-0303-0310,4,4,1
52,0300-0303-1010,0300-0303-1010,3,3,1
53,1010,1010,1,1,1
54,0303-0310-1010-1013,-1,4,2,0
55,0303-1010,0303-1010,2,2,1
56,0211-0301-0303-1011-1013,0211-0301-0303-1011-1013,5,5,1
57,0210-0303-1010,0210-0303-1010-1013,3,4,1
58,0303,0302-0303-1002-1003,1,4,1
59,0310-0313-1010-1013-1213,0310-0313-1010-1013-1213,5,5,1
60,0300-0303-1010,0300-0303-1010-1110,3,4,1
61,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
62,0303-1010-1013,0303-1010-1013,3,3,1
63,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
64,1010-1300-1303,1010-1300-1303,3,3,1
65,0110-0313-1010,0110-0313-1010,3,3,1
66,0303-1003,0303-1003,2,2,1
67,0300-0303-1010,0300-0303-1010,3,3,1
68,1010-1300-1303,1010-1300-1303,3,3,1
69,0303-1013,0303-1013,2,2,1
70,1010,1010,1,1,1
71,0110-0300-0303-1010,0110-0300-0303-1010,4,4,1
72,0303-0310-1010,0303-0310-1010,3,3,1
73,0300-0303-1010,0300-0303-1003-1010,3,4,1
74,1010-1011,1010-1011,2,2,1
75,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
76,0313-1010-1013-1313,0313-1010-1013-1213,4,4,0.75
77,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
78,0303-1003-1010,0303-1003-1010,3,3,1
79,0300-0303-1010,0300-0303-1010,3,3,1
80,0303-0310-1010,0303-0310-1010,3,3,1
81,0010-0300-0303,0010-0300-0303,3,3,1
82,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
83,1010-1013-1303,1010-1013-1303,3,3,1
84,0210-0303-1010,0210-0303-1010-1013,3,4,1
85,0300-1010,0300-1010,2,2,1
86,0300-1010,0300-1010,2,2,1
87,0300-0303-1010,0300-0303-1010-1110,3,4,1
88,0303-1013,0303-1013,2,2,1
89,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
90,0313-1010-1013,0313-1010-1013,3,3,1
91,0303-1010-1013,0303-1010-1013,3,3,1
92,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
93,0300-0303-1010-1013,0210-0300-0303-1010-1013,4,5,1
94,0303-1010-1013,-1,3,2,0
95,0303-1103,0303-1103,2,2,1
96,0300-0303-1010-1103,0300-0303-1010,4,3,0.75
97,0303-1103,0303-1103,2,2,1
98,1010-1013-1303,1010-1013-1303,3,3,1
99,1010-1103-1303,1010-1103-1303,3,3,1
100,0300-1010,0300-1010,2,2,1
101,1010-1303,1010-1303,2,2,1
102,0110-0310-1010,0110-0310-1010,3,3,1
103,1010-1013-1303,1010-1013-1303,3,3,1
104,0110-0303-1010,0110-0303-1010,3,3,1
105,0312-1010-1012,0312-1010-1012,3,3,1
106,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
107,0310-1010,0310-1010,2,2,1
108,0301-0303-1011,0301-0303-1011,3,3,1
109,0303,0303-1013,1,2,1
110,0303,0303,1,1,1
111,0300-0303-1010,0300-0303-1010,3,3,1
112,0303-1010-1013,0303-1010-1013,3,3,1
113,0303-1013,0303-1013,2,2,1
114,0300-0303-1010-1013,0300-0303-1010-1013-1200,4,5,1
115,0110-0303-1010,0110-0303-1010,3,3,1
116,0303-1010-1013,0303-1010-1013,3,3,1
117,0313-1013,0310-0313-1010-1013,2,4,1
118,0303-0310-1010,0303-0310-1010,3,3,1
119,0300-0303-1010,0300-0303-1003-1010,3,4,1
120,0303-1010-1013,0303-1010-1013,3,3,1
121,0300-0303-1010,0300-0303-1010-1200,3,4,1
122,0010-0300,0010-0300,2,2,1
123,0300-0303-1000-1003,0300-0303-1000-1003,4,4,1
124,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
125,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
126,0303,0303,1,1,1
127,0303-1010-1013,0303-1010-1013,3,3,1
128,0303-0310,0303-0310,2,2,1
129,0300-0303-1010,0300-0303-1010,3,3,1
130,0300-1010,0300-1010,2,2,1
131,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
132,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
133,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
134,0303-1010,0303-1010-1013-1113,2,4,1
135,0300-0303-1010,0300-0303-1003-1010,3,4,1
136,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
137,0303-1010,0303-1010,2,2,1
138,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
139,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
140,0313-1010-1013,0313-1010-1013,3,3,1
141,0300-0303-1010,-1,3,2,0
142,1010-1013-1313,1010-1013-1313,3,3,1
143,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
144,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
145,0303-0310-1010-1013,0113-0303-0310-1010-1013,4,5,1
146,0303-0311,0303-0311,2,2,1
147,1010-1013-1303,1010-1013-1113-1303,3,4,1
148,0300-0303-1010,0300-0303-1010-1200,3,4,1
149,1010,1010,1,1,1
150,1010,1010,1,1,1
151,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
152,0300-0303-1010,0300-0303-1010-1200,3,4,1
153,0303-1010-1013,0303-1010-1013,3,3,1
154,0310-1010,0310-1010,2,2,1
155,0303-1010-1013,0303-1010-1013,3,3,1
156,0303-1010-1013,0303-1010-1013,3,3,1
157,0300-0303-1010,0300-0303-1010,3,3,1
158,1010,1010,1,1,1
159,1010,1010,1,1,1
160,1010,1010,1,1,1
161,1010,1010,1,1,1
162,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
163,0303-1010,0303-1010,2,2,1
164,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
165,0300-0302-1002-1010-1200,0300-0302-1002-1010-1200-1202,5,6,1
166,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
167,0210-1010,0210-1010,2,2,1
168,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
169,0303-1010-1013,0303-1010-1013,3,3,1
170,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
171,0013-0303,0011-0013-0301-0303,2,4,1
172,0303-1010-1013,0303-1010-1013,3,3,1
173,1010-1013,1010-1013,2,2,1
174,0303-1003-1010,0303-1003-1010,3,3,1
175,1010,1003-1010-1303,1,3,1
176,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
177,0303-1010,0303-1010,2,2,1
178,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
179,0313-1010-1113,0313-1010-1113-1213,3,4,1
180,0300-0303-1010,0300-0303-1010,3,3,1
181,0300-0303-1010,0300-0303-1010,3,3,1
182,0303-1013-1103,0303-1013-1103,3,3,1
183,0303-1010-1013,0303-1010-1013,3,3,1
184,1003-1010-1303,1003-1010-1303,3,3,1
185,0010-0300,0010-0013-0110-0300-0303,2,5,1
186,0301-0303-1013-1111,0301-0303-1011-1013-1111-1113,4,6,1
187,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
188,0303-1010-1013,0303-1010-1013,3,3,1
189,1010-1303,1010-1303,2,2,1
190,1010,1010,1,1,1
191,0200-0300-0303-1010-1013,0200-0300-0303-1010-1013-1103,5,6,1
192,0300-1010,0300-1010,2,2,1
193,0303-0310-1010,0303-0310-1010-1013,3,4,1
194,0303,0301-0303-1011,1,3,1
195,0303-1010-1013,0303-1010-1013,3,3,1
196,0310-0313-1010,0310-0313-1010,3,3,1
197,1010,1010,1,1,1
198,0303,0303,1,1,1
199,0303-0310-1010,0303-0310-1010,3,3,1
200,1010,1010-1013-1303,1,3,1
201,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
202,1010-1012-1302,1010-1012-1302,3,3,1
203,0010-0013-0303-0310,0010-0013-0303,4,3,0.75
204,0303-0310-1010,0303-0310-1010-1110,3,4,1
205,0303-1013,0303-1013,2,2,1
206,0010-0300-0303,0010-0300-0303,3,3,1
207,0303-0310-1010,0303-0310-1010,3,3,1
208,0300-1010,0300-1010,2,2,1
209,1010-1013-1303,1010-1013-1303,3,3,1
210,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
211,0300-1010,0300-1010,2,2,1
212,0301-0303-1001-1003,-1,4,2,0
213,0300-0303-1010,0300-0303-1010,3,3,1
214,0313-1011-1013,0313-1011-1013-1113,3,4,1
