parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,102,102,021-102,1,1,1.50167,-1.124707,3.000754,1
2,2,002-022,022,002,2,0.32,-2.240346,4.340548,2.552498,0.32
2,2,002-022,002,002,2,0.68,0.815624,0.675505,6.680758,0.68
3,2,002-020,002,002-020,2,0.12,0.1478,-0.938596,4.372795,0.12
3,2,002-020,020,002-020,2,0.88,-0.284339,5.693161,-1.352978,0.88
4,1,022,022,022,1,1,-1.897706,2.552489,6.622709,1
5,3,021-102-220,220,021-102-220,3,0.58,4.947267,1.909367,-4.088899,0.58
5,3,021-102-220,102,021-102-220,3,0.04,1.005672,-1.278401,4.15039,0.04
5,3,021-102-220,021,021-102-220,3,0.38,-1.738158,6.192713,1.579717,0.38
6,2,012-020,020,012-020,2,0.94,-0.091254,6.420049,-2.733498,0.94
6,2,012-020,012,012-020,2,0.06,-4.122718,0.480016,3.882205,0.06
7,2,020-210,020,020-210,2,0.84,-0.774661,5.787996,-0.823923,0.84
7,2,020-210,210,020-210,2,0.16,4.545972,-0.407792,-5.493521,0.16
8,1,002,002,002,1,1,-4.316821,-1.790878,6.712961,1
9,3,002-020-210,002,002-020,3,0.65,-0.534014,-0.049962,7.247903,0.65
9,3,002-020-210,210,002-020,3,0.1,3.542269,0.844735,0.897814,0.1
9,3,002-020-210,020,002-020,3,0.25,0.535839,5.890907,0.617149,0.25
10,3,012-102-200,102,012-102-200,3,0.83,1.004421,-3.920389,7.037173,0.83
10,3,012-102-200,200,012-102-200,3,0.16,6.33288,1.728499,0.65862,0.16
10,3,012-102-200,012,012-102-200,3,0.01,-1.761838,2.080761,6.128858,0.01
11,3,002-020-201,002,002-020,3,0.56,-1.142763,-2.405622,6.850097,0.56
11,3,002-020-201,020,002-020,3,0.17,-0.860744,4.122561,1.4672,0.17
11,3,002-020-201,201,002-020,3,0.27,3.05098,-2.009967,2.184107,0.27
12,3,102-120-200,120,020-200,3,0.04,0.802655,1.844708,-4.352146,0.04
12,3,102-120-200,102,020-200,3,0.11,0.422196,-4.669754,4.373802,0.11
12,3,102-120-200,200,020-200,3,0.85,6.899382,-3.896701,-0.124288,0.85
13,2,002-021,021,002-021,2,0.57,-5.807061,6.255134,0.55932,0.57
13,2,002-021,002,002-021,2,0.43,-1.141073,-0.081364,6.947989,0.43
14,3,002-020-200,200,002-020-200,3,0.15,6.417719,0.825804,0.693039,0.15
14,3,002-020-200,020,002-020-200,3,0.29,0.260407,6.904171,0.815058,0.29
14,3,002-020-200,002,002-020-200,3,0.56,0.62639,0.977943,7.140174,0.56
15,3,002-020-200,200,002-020-200,3,0.39,7.265411,0.048574,-1.102092,0.39
15,3,002-020-200,002,002-020-200,3,0.08,0.796709,0.765349,4.811138,0.08
15,3,002-020-200,020,002-020-200,3,0.53,1.076713,5.431156,-1.370603,0.53
16,1,022,022,022,1,1,-0.375789,1.901846,1.213571,1
17,2,002-200,200,002-200,2,0.81,5.419951,-2.78316,-1.79088,0.81
17,2,002-200,002,002-200,2,0.19,-0.060911,-4.998428,4.708575,0.19
18,3,002-020-200,020,002-020-200,3,0.29,0.262135,6.155133,0.311807,0.29
18,3,002-020-200,200,002-020-200,3,0.14,6.561622,-0.46406,-0.363477,0.14
18,3,002-020-200,002,002-020-200,3,0.57,0.292944,1.092149,6.246595,0.57
19,1,200,200,200,1,1,7.902404,0.592859,0.302511,1
