parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,11,6.769884,0.348562,10
1,2,01-10,01-10,2,89,0.241441,6.350343,01
2,2,01-10,01-10,2,74,5.936398,2.426624,10
2,2,01-10,01-10,2,26,1.253828,6.856243,01
3,2,01-10,01-10,2,30,0.405732,6.505773,01
3,2,01-10,01-10,2,70,6.022996,2.659115,10
4,1,01,01,1,100,1.748039,5.135517,01
5,2,01-10,01-10,2,57,2.963357,6.834125,01
5,2,01-10,01-10,2,43,5.889698,0.194926,10
6,1,10,10,1,100,4.858833,-3.603737,10
7,2,01-10,01-10,2,65,6.532921,0.012637,10
7,2,01-10,01-10,2,35,3.716863,6.096121,01
8,1,10,10,1,100,7.366452,-3.904982,10
9,1,01,01,1,100,1.237473,6.55478,01
10,1,01,01,1,100,0.642015,6.344993,01
11,2,01-10,01-10,2,83,7.075881,-0.295382,10
11,2,01-10,01-10,2,17,2.445394,6.128459,01
12,1,01,01,1,100,-1.593776,7.352971,01
13,2,01-10,01-10,2,43,5.432466,0.57551,10
13,2,01-10,01-10,2,57,-0.811793,6.823713,01
14,1,10,10,1,100,6.871161,1.763192,10
15,2,01-10,01-10,2,78,0.294483,6.301372,01
15,2,01-10,01-10,2,22,6.115472,2.172083,10
16,1,10,10,1,100,7.314282,-0.352323,10
17,1,01,01,1,100,2.36451,7.003127,01
18,2,01-10,01-10,2,37,-0.084608,7.124931,01
18,2,01-10,01-10,2,63,6.098381,1.195493,10
19,2,01-10,01-10,2,41,0.469437,7.829085,01
19,2,01-10,01-10,2,59,6.93518,2.590351,10
20,2,01-10,01-10,2,79,1.098926,7.427029,01
20,2,01-10,01-10,2,21,6.507758,1.656223,10
21,2,01-10,01-10,2,92,0.335183,7.453435,01
21,2,01-10,01-10,2,8,5.697319,1.645256,10
22,1,01,01,1,100,1.151055,6.787956,01
23,1,01,01,1,100,2.896224,6.638448,01
24,2,01-10,01-10,2,73,7.973206,0.361877,10
24,2,01-10,01-10,2,27,1.631489,6.685186,01
25,2,01-10,01-10,2,83,-0.546792,6.63864,01
25,2,01-10,01-10,2,17,5.793867,2.157048,10
26,1,10,01-10,1,100,8.120629,-2.296626,10
27,1,10,10,1,100,5.769883,-0.649272,10
28,1,10,10,1,100,6.056119,2.567014,10
29,2,01-10,01-10,2,86,6.58351,0.412799,10
29,2,01-10,01-10,2,14,-0.041509,5.710177,01
30,2,01-10,01-10,2,98,-0.165492,8.521382,01
30,2,01-10,01-10,2,2,6.106041,2.291925,10
31,1,10,10,1,100,3.968964,-2.39274,10
32,2,01-10,01-10,2,64,5.291143,0.95932,10
32,2,01-10,01-10,2,36,-0.059865,7.479602,01
33,2,01-10,01-10,2,95,7.955182,-0.282296,10
33,2,01-10,01-10,2,5,4.514286,5.898754,01
34,2,01-10,01-10,2,84,5.381312,-0.191766,10
34,2,01-10,01-10,2,16,0.427447,5.03676,01
35,2,01-10,01-10,2,46,2.419951,6.170047,01
35,2,01-10,01-10,2,54,6.189502,0.123039,10
36,1,01,01,1,100,-0.007516,7.743507,01
37,2,01-11,01,2,66,1.232854,7.059162,01
37,2,01-11,01,2,34,5.280473,4.626498,11
38,2,01-10,01-10,2,91,4.961539,-2.167238,10
38,2,01-10,01-10,2,9,1.389805,3.39656,01
39,2,01-10,01-10,2,67,-0.145369,6.718298,01
39,2,01-10,01-10,2,33,3.965159,0.374486,10
40,2,01-10,01-10,2,56,1.906447,7.083794,01
40,2,01-10,01-10,2,44,6.766637,0.969436,10
41,2,01-10,01-10,2,12,6.531863,0.948154,10
41,2,01-10,01-10,2,88,0.194706,7.407185,01
42,2,01-10,01-10,2,63,1.706072,7.201078,01
42,2,01-10,01-10,2,37,6.590958,2.10782,10
43,1,01,01,1,100,-2.116443,7.361556,01
44,1,10,10,1,100,7.20332,1.652684,10
45,2,01-10,01-10,2,51,5.867081,2.102611,10
45,2,01-10,01-10,2,49,-0.658918,6.854869,01
46,2,01-10,01-10,2,98,4.173697,8.881885,01
46,2,01-10,01-10,2,2,6.90532,2.940119,10
47,2,01-10,01-10,2,97,0.431005,6.202294,01
47,2,01-10,01-10,2,3,4.555554,2.77758,10
48,2,01-10,01-10,2,81,6.945825,1.518994,10
48,2,01-10,01-10,2,19,0.540041,7.158577,01
