parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,10,10,1,100,6.73764,-5.203055,10
2,2,01-10,01-10,2,32,6.637816,0.077402,10
2,2,01-10,01-10,2,68,1.310991,6.455261,01
3,2,01-10,01-10,2,89,1.564446,6.728281,01
3,2,01-10,01-10,2,11,6.586438,0.120891,10
4,1,01,01,1,100,-5.735571,6.014415,01
5,1,10,10,1,100,5.675853,-0.36227,10
6,2,01-10,01-10,2,81,-1.015443,6.339547,01
6,2,01-10,01-10,2,19,5.02384,0.72346,10
7,2,01-10,01-10,2,91,0.023759,7.337522,01
7,2,01-10,01-10,2,9,5.596019,3.389534,10
8,2,01-10,01-10,2,90,0.758404,7.072963,01
8,2,01-10,01-10,2,10,6.640719,1.323349,10
9,1,01,01,1,100,-4.11266,5.560731,01
10,2,01-10,01-10,2,95,-0.559096,6.99147,01
10,2,01-10,01-10,2,5,5.995265,0.412588,10
11,1,10,10,1,100,6.229933,-0.416336,10
12,2,01-10,01-10,2,45,5.765579,0.971298,10
12,2,01-10,01-10,2,55,-0.560085,5.257824,01
13,2,01-10,01-10,2,83,5.440478,-1.331255,10
13,2,01-10,01-10,2,17,1.541886,4.141513,01
14,2,01-10,01-10,2,74,-1.052968,6.971333,01
14,2,01-10,01-10,2,26,5.40186,1.193436,10
15,2,01-10,01-10,2,86,2.445242,6.050919,01
15,2,01-10,01-10,2,14,6.307851,0.629346,10
16,1,01,01,1,100,1.263429,6.702658,01
17,1,10,10,1,100,7.703845,0.315573,10
18,1,10,10,1,100,7.301687,-0.666213,10
19,1,10,10,1,100,7.050823,0.712852,10
20,1,01,01,1,100,1.703411,7.457996,01
21,1,10,10,1,100,7.651428,-0.328489,10
22,1,10,10,1,100,6.73301,1.190021,10
23,1,10,10,1,100,5.946894,0.300953,10
24,2,01-10,01-10,2,96,-0.033467,7.771453,01
24,2,01-10,01-10,2,4,5.987001,2.601507,10
25,1,01,01,1,100,0.585073,6.985008,01
26,2,01-10,01-10,2,76,8.079823,0.676118,10
26,2,01-10,01-10,2,24,2.79379,7.303536,01
27,1,10,10,1,100,7.080227,-0.180127,10
28,1,11,11,1,100,6.809413,2.020854,11
29,2,01-10,01-10,2,64,6.559351,1.008259,10
29,2,01-10,01-10,2,36,1.537359,7.615661,01
30,1,11,11,1,100,0.814087,5.258822,11
31,1,01,01,1,100,0.754997,7.29908,01
32,1,01,01,1,100,2.022313,4.15123,01
33,1,10,10,1,100,8.565885,2.143694,10
34,2,01-10,01-10,2,72,-0.10641,8.310425,01
34,2,01-10,01-10,2,28,6.223098,1.997702,10
35,1,10,10,1,100,7.138171,0.819903,10
36,2,01-10,01-10,2,29,6.482391,2.136845,10
36,2,01-10,01-10,2,71,0.727422,8.305444,01
37,1,10,10,1,100,7.310247,-1.21049,10
38,2,01-10,01-10,2,32,1.004508,7.186591,01
38,2,01-10,01-10,2,68,7.04459,0.79808,10
39,1,01,01,1,100,-2.960803,7.094002,01
40,1,01,01,1,100,1.655627,4.496632,01
41,1,01,01,1,100,-0.88536,4.693054,01
42,1,10,10,1,100,7.239263,2.781371,10
43,2,01-10,01-10,2,57,0.424926,7.347014,01
43,2,01-10,01-10,2,43,6.627675,3.046423,10
44,2,01-10,01-10,2,77,-0.606161,4.706109,01
44,2,01-10,01-10,2,23,5.947635,-0.58258,10
45,2,01-10,01-10,2,64,8.080243,3.845634,10
45,2,01-10,01-10,2,36,2.787893,7.195953,01
46,2,01-10,01-10,2,55,3.167202,6.751133,01
46,2,01-10,01-10,2,45,5.214619,0.523684,10
47,2,01-10,01-10,2,48,1.384409,6.872166,01
47,2,01-10,01-10,2,52,6.766204,0.541977,10
48,2,01-10,01-10,2,49,6.693218,0.311565,10
48,2,01-10,01-10,2,51,2.302129,6.270889,01
49,1,01,01,1,100,-2.331447,6.771745,01
50,2,01-10,01-10,2,93,5.844505,0.025009,10
50,2,01-10,01-10,2,7,0.473113,6.466893,01
51,2,01-10,01-10,2,66,0.926779,4.769281,01
51,2,01-10,01-10,2,34,6.612585,-1.025149,10
52,1,01,01,1,100,-3.34695,6.195738,01
53,2,01-10,01-10,2,58,2.185431,7.514521,01
53,2,01-10,01-10,2,42,6.855275,1.431735,10
54,1,10,10,1,100,7.984856,-2.628337,10
55,1,01,01,1,100,0.781037,5.940261,01
56,1,10,10,1,100,6.331402,2.226333,10
57,1,10,10,1,100,7.077502,0.261363,10
58,2,01-10,01-10,2,80,0.312788,8.535177,01
58,2,01-10,01-10,2,20,6.334108,2.096455,10
59,1,01,01,1,100,-1.892487,6.604128,01
60,2,01-10,01-10,2,3,5.373407,3.342877,10
60,2,01-10,01-10,2,97,1.90736,5.766928,01
61,1,01,01,1,100,0.587902,7.883529,01
62,1,01,01-10,1,100,-1.400614,7.564315,01
63,2,01-10,01-10,2,76,7.571343,0.382169,10
63,2,01-10,01-10,2,24,1.423246,6.77746,01
64,2,01-10,01-10,2,71,1.229858,6.894942,01
64,2,01-10,01-10,2,29,7.308728,0.381276,10
65,2,01-10,01-10,2,43,1.452034,5.192321,01
65,2,01-10,01-10,2,57,7.783363,-1.074313,10
66,2,01-10,01-10,2,92,-0.694779,7.310659,01
66,2,01-10,01-10,2,8,5.401595,1.198785,10
67,2,01-10,01-10,2,99,2.579708,7.888642,01
67,2,01-10,01-10,2,1,5.009395,3.342348,10
68,2,01-10,01-10,2,48,6.519397,1.490003,10
68,2,01-10,01-10,2,52,1.93511,5.241273,01
69,1,10,10,1,100,6.819453,2.179101,10
70,2,01-10,01-10,2,78,6.2246880000000004,0.33243,10
70,2,01-10,01-10,2,22,-0.127763,6.585093,01
71,2,01-10,01-10,2,69,1.236499,6.624709,01
71,2,01-10,01-10,2,31,7.58986,2.460893,10
72,1,01,01,1,100,0.755857,7.783698,01
73,2,01-10,01-10,2,50,0.754692,6.871645,01
73,2,01-10,01-10,2,50,6.600792,2.632686,10
74,2,01-10,01-10,2,8,4.408966,0.44513200000000003,10
74,2,01-10,01-10,2,92,-1.228366,6.312086,01
75,2,01-10,01-10,2,84,0.053247,5.863456,01
75,2,01-10,01-10,2,16,6.067,2.421353,10
76,2,01-10,01-10,2,98,7.877523,-1.884121,10
76,2,01-10,01-10,2,2,2.988854,4.658494,01
77,2,01-10,01-10,2,92,6.08389,1.088567,10
77,2,01-10,01-10,2,8,2.837078,4.247457,01
78,2,01-10,01-10,2,91,-0.525194,7.255879,01
78,2,01-10,01-10,2,9,5.24982,1.160846,10
79,2,01-10,01-10,2,74,6.716218,0.620642,10
79,2,01-10,01-10,2,26,1.635922,5.444453,01
80,1,10,10,1,100,3.069002,-1.214141,10
81,2,01-10,01-10,2,98,1.191763,4.269087,01
81,2,01-10,01-10,2,2,5.79202,-0.761787,10
82,1,01,01,1,100,0.008558,6.392021,01
83,2,01-10,01-10,2,95,7.446661,0.672031,10
83,2,01-10,01-10,2,5,1.047705,7.101215,01
84,1,10,10,1,100,5.151773,-2.189238,10
85,1,01,01,1,100,-3.39831,6.929659,01
86,1,01,01,1,100,-1.609704,5.955218,01
87,1,01,01,1,100,-0.964977,8.652133,01
88,1,01,01,1,100,-0.645115,8.318652,01
89,1,01,01,1,100,-0.189838,7.551454,01
90,2,01-10,01-10,2,77,6.89692,-0.688068,10
90,2,01-10,01-10,2,23,0.773624,5.674339,01
91,1,01,01,1,100,0.042501,6.886819,01
92,2,01-10,01-10,2,91,7.387997,-0.184224,10
92,2,01-10,01-10,2,9,2.37364,5.386117,01
93,2,01-10,01-10,2,45,7.64952,-0.365281,10
93,2,01-10,01-10,2,55,2.850132,6.183368,01
