parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,-0.500939,7.911554,01
2,1,10,01-10,1,100,7.443515,0.405749,10
3,1,01,01,1,100,2.710579,6.086799,01
4,1,01,01-10,1,100,0.718926,5.207532,01
5,1,01,01-10,1,100,1.521382,6.030001,01
6,1,10,01-10,1,100,6.023052,-0.350258,10
7,1,01,01,1,100,-0.087051,6.161027,01
8,1,01,01-10,1,100,1.541814,6.829143,01
9,1,01,01-10,1,100,1.382901,6.416892,01
10,1,01,01-10,1,100,2.905503,4.828657,01
11,1,01,01-10,1,100,1.859449,6.022961,01
12,1,00,00,1,100,5.058178,3.159138,00
13,1,10,10,1,100,7.427133,1.581758,10
14,1,01,01-10,1,100,-0.319169,6.916056,01
15,1,10,01-10,1,100,7.429137,0.939217,10
16,1,10,10,1,100,7.972646,0.605723,10
17,1,10,01-10,1,100,6.384845,4.143516,10
18,1,01,01-10,1,100,1.815468,7.243187,01
19,2,01-10,01-10,2,27,-0.104835,7.627635,01
19,2,01-10,01-10,2,73,5.071519,1.600725,10
20,2,01-10,01-10,2,70,1.10751,7.223287,01
20,2,01-10,01-10,2,30,6.826425,2.544405,10
21,1,01,01,1,100,1.512423,7.430355,01
22,1,01,01-10,1,100,0.878527,6.237996,01
23,1,10,01-10,1,100,8.087867,-0.184715,10
24,1,10,01-10,1,100,6.970386,1.076529,10
25,1,11,11,1,100,5.499062,2.637817,11
26,1,01,01-10,1,100,2.98653,6.978617,01
27,1,10,01-10,1,100,7.421669,2.172316,10
28,1,10,10,1,100,7.420215,-0.865386,10
29,1,01,01,1,100,0.529792,5.401028,01
30,1,10,10,1,100,5.40124,-2.246154,10
31,1,01,01,1,100,2.323448,7.045726,01
32,1,10,01-10,1,100,5.045373,5.265512,10
33,1,10,01-10,1,100,6.787627,2.744906,10
34,1,01,01,1,100,2.443609,7.031703,01
35,1,00,10,1,100,5.326452,5.02845,00
36,1,10,01-10,1,100,6.137193,3.491418,10
37,1,01,01,1,100,2.068404,6.184716,01
38,2,01-10,01-10,2,90,1.8477,6.532814,01
38,2,01-10,01-10,2,10,7.052846,3.552826,10
39,1,10,10,1,100,7.138257,-1.996269,10
40,1,01,01-10,1,100,0.392777,7.123442,01
41,1,01,01,1,100,0.665658,6.331556,01
42,1,10,01-10,1,100,5.35939,0.934153,10
43,1,10,01-10,1,100,7.753827,0.976595,10
44,1,10,01-10,1,100,7.260766,1.048727,10
45,1,10,01-10,1,100,6.11773,3.729139,10
46,1,01,01-10,1,100,4.202366,4.545376,01
47,1,01,01,1,100,-0.816054,8.313377,01
48,1,10,01-10,1,100,8.583797,-0.02337,10
49,2,01-10,01-10,2,42,1.850677,6.8685,01
49,2,01-10,01-10,2,58,6.903023,0.763527,10
50,1,10,01-10,1,100,8.562727,2.550692,10
51,1,10,01-10,1,100,5.857,3.516525,10
52,1,00,00,1,100,1.943575,4.319064,00
53,1,01,01-10,1,100,2.248209,7.463778,01
54,1,01,01,1,100,0.697502,6.646899,01
55,1,10,10,1,100,6.173222,-0.163273,10
56,1,01,01,1,100,3.584322,7.318945,01
57,2,01-10,01-10,2,74,0.02618,6.56473,01
57,2,01-10,01-10,2,26,5.474084,1.645395,10
58,1,01,01,1,100,1.944303,6.600907,01
59,1,10,01-10,1,100,8.469258,1.136315,10
60,1,10,01-10,1,100,7.649365,1.05369,10
61,1,10,01-10,1,100,6.388456,2.867643,10
62,1,01,01-10,1,100,2.285681,6.55066,01
63,2,01-10,01-10,2,82,5.03756,5.338318,01
63,2,01-10,01-10,2,18,6.488853,3.6002,10
64,1,01,01-10,1,100,1.781297,7.741283,01
65,1,01,01-10,1,100,-0.221949,6.545975,01
66,1,10,01-10,1,100,8.802247,2.922226,10
67,1,01,01-10,1,100,2.779635,6.85565,01
68,1,10,10,1,100,7.121509,-1.271502,10
69,1,10,10,1,100,6.188055,-1.96102,10
70,2,01-10,01-10,2,36,2.447291,6.75844,01
70,2,01-10,01-10,2,64,6.333718,3.342489,10
71,1,10,10,1,100,5.980889,0.80429,10
72,1,10,01-10,1,100,6.944355,2.741531,10
73,1,01,01,1,100,1.042249,6.246997,01
74,1,01,01,1,100,2.042034,6.631452,01
75,1,10,10,1,100,5.092372,-2.783125,10
76,1,00,00,1,100,2.941426,3.847706,00
