parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,10,01-10,1,100,6.440641,2.385063,10
2,1,01,01-10,1,100,-0.940737,6.57397,01
3,1,10,10,1,100,6.384549,0.054552,10
4,1,01,01-10,1,100,1.923208,6.246796,01
5,1,00,00,1,100,2.177281,3.716343,00
6,1,01,01,1,100,2.522981,6.452831,01
7,1,10,01-10,1,100,6.726238,3.1888,10
8,1,10,01-10,1,100,6.488011,3.208718,10
9,1,01,01-10,1,100,3.227251,5.981205,01
10,1,01,01,1,100,2.536888,6.743204,01
11,1,00,00,1,100,4.343311,3.431901,00
12,1,10,10,1,100,7.267808,2.129539,10
13,1,10,01-10,1,100,6.574726,3.315096,10
14,1,10,01-10,1,100,6.751516,1.294541,10
15,2,01-10,01-10,2,63,3.188691,5.425338,01
15,2,01-10,01-10,2,37,6.773224,1.980578,10
16,1,01,01-10,1,100,2.056607,6.799493,01
17,1,10,10,1,100,7.109302,0.513469,10
18,1,01,01-10,1,100,-1.085083,6.786699,01
19,1,01,01-10,1,100,-0.56974,6.787496,01
20,1,10,01-10,1,100,6.584064,2.938714,10
21,1,01,01-10,1,100,0.599499,6.777014,01
22,1,01,01-10,1,100,2.19132,6.916763,01
23,1,01,01-10,1,100,-0.390088,7.214846,01
24,1,10,01-10,1,100,7.583089,1.532207,10
25,1,01,01,1,100,-1.828685,7.059465,01
26,1,10,10,1,100,7.033056,1.913622,10
27,2,01-10,01-10,2,44,3.279743,6.546814,01
27,2,01-10,01-10,2,56,6.520313,2.802144,10
28,1,10,01-10,1,100,6.480749,0.768573,10
29,1,10,10,1,100,7.23737,1.939794,10
30,2,01-10,01-10,2,41,6.534582,4.383428,10
30,2,01-10,01-10,2,59,4.802505,6.330675,01
31,1,00,00,1,100,5.174718,1.051983,00
32,2,01-11,01,2,55,5.855227,2.326039,11
32,2,01-11,01,2,45,2.953522,4.726923,01
33,2,01-10,01-10,2,47,7.320601,2.585872,10
33,2,01-10,01-10,2,53,4.014502,6.065751,01
34,1,01,01,1,100,3.500852,6.076183,01
35,1,10,01-10,1,100,7.285683,0.13459,10
36,1,01,01,1,100,1.269413,6.843478,01
37,1,10,10,1,100,6.276695,2.31294,10
38,1,10,10,1,100,6.23061,-4.785066,10
39,1,01,01,1,100,5.511284,6.761409,01
40,1,01,01,1,100,-1.030659,4.87922,01
41,1,01,01,1,100,4.113776,4.655303,01
42,2,01-10,01-10,2,76,6.388053,2.835906,10
42,2,01-10,01-10,2,24,1.573516,7.053227,01
43,1,10,01-10,1,100,6.92621,1.763665,10
44,1,10,10,1,100,6.842878,1.089005,10
45,1,01,01,1,100,-4.80561,4.972094,01
46,1,10,01-10,1,100,6.772838,0.853222,10
47,1,01,01,1,100,2.42172,6.185842,01
48,1,01,01,1,100,1.910474,5.477556,01
49,1,10,01-10,1,100,7.23895,1.771736,10
50,1,01,01-10,1,100,2.155045,6.447675,01
51,1,01,01,1,100,1.592053,6.023079,01
52,1,10,10,1,100,8.077682,-0.347656,10
53,1,01,01-10,1,100,0.840743,7.477091,01
54,1,10,01-10,1,100,6.435807,3.435594,10
55,1,01,01,1,100,0.514696,7.140175,01
56,1,10,10,1,100,6.682953,-0.125401,10
57,1,10,01-10,1,100,6.948932,2.351907,10
58,1,10,01-10,1,100,6.316224,2.025514,10
59,1,01,01,1,100,1.423996,6.967177,01
60,1,01,01-10,1,100,2.124912,7.267173,01
61,2,01-10,01-10,2,84,0.186813,6.508873,01
61,2,01-10,01-10,2,16,4.459419,2.594156,10
62,1,01,01,1,100,-0.523624,6.045773,01
63,1,10,10,1,100,8.302964,-1.579258,10
64,1,01,01-10,1,100,1.470625,3.55129,01
65,1,10,01-10,1,100,5.806855,3.482363,10
66,1,01,01,1,100,3.362627,5.941566,01
67,1,00,00,1,100,3.921967,4.564238,00
68,1,10,10,1,100,6.802051,-3.317865,10
69,1,00,00,1,100,3.454014,4.366101,00
70,1,10,01-10,1,100,6.856928,1.17989,10
71,1,01,01,1,100,-0.703546,7.519877,01
72,1,01,01-10,1,100,4.659361,5.788464,01
73,1,10,01-10,1,100,6.960838,-0.352768,10
74,1,01,01-10,1,100,1.796571,8.068488,01
75,1,10,10,1,100,8.201871,-0.049578,10
76,1,01,01,1,100,1.889168,6.144793,01
77,1,01,01,1,100,-0.431626,6.655688,01
78,2,01-10,01-10,2,27,1.627149,7.542895,01
78,2,01-10,01-10,2,73,7.084695,2.823744,10
79,2,01-10,01-10,2,26,1.82939,7.738996,01
79,2,01-10,01-10,2,74,7.603647,4.294189,10
80,1,01,01,1,100,0.65437,5.845812,01
81,1,01,01,1,100,2.531351,6.839938,01
82,1,01,01-10,1,100,0.127296,8.559984,01
83,1,10,10,1,100,6.534194,-3.596475,10
84,1,01,01,1,100,-0.557372,5.493248,01
85,1,10,01-10,1,100,9.173318,0.962665,10
86,1,01,01,1,100,1.963515,5.267883,01
87,1,10,01-10,1,100,6.018639,4.172013,10
88,2,01-10,01-10,2,24,6.183718,4.381723,10
88,2,01-10,01-10,2,76,3.253954,6.372763,01
89,1,10,01-10,1,100,8.218754,1.180223,10
90,2,01-10,01-10,2,38,1.828828,8.60042,01
90,2,01-10,01-10,2,62,6.617237,3.792354,10
91,1,10,01-10,1,100,5.887011,2.849934,10
92,1,10,01-10,1,100,5.71757,3.247918,10
93,1,10,01-10,1,100,6.933322,0.545459,10
94,1,01,01-10,1,100,1.837536,7.45254,01
95,1,01,01-10,1,100,2.916382,7.450853,01
