parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-1010,-1,2,2,0
2,0300-0303-1010,0300-0303-1003-1010,3,4,1
3,0303-1010-1013,0303-1010-1013,3,3,1
4,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
5,0303-1010-1013,0303-1010-1013,3,3,1
6,0300-1010,0300-1010,2,2,1
7,0303-1003-1010,0303-1003-1010,3,3,1
8,0300-1010,0300-1010,2,2,1
9,0010-0300,0010-0300,2,2,1
10,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
11,1013-1303,1010-1013-1303,2,3,1
12,0303-1010,0303-1003-1010,2,3,1
13,0300-0303-1010,0300-0303-1010,3,3,1
14,0010-0300-0303,0010-0300-0303,3,3,1
15,0300-0303-1010,0300-0303-1003-1010,3,4,1
16,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
17,0303-1010-1013,0300-0303-1010-1013,3,4,1
18,0300-1010,0300-0303-1003-1010,2,4,1
19,0300-1010,0300-0303-1010-1013,2,4,1
20,0303-1010-1013,0303-1010-1013-1113,3,4,1
21,0300-0303-1010,0300-0303-1003-1010,3,4,1
22,0303-1003-1010,0303-1003-1010,3,3,1
23,1010,1010,1,1,1
24,0300-1010,0300-1010,2,2,1
25,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
26,0010-0300-0303,0010-0300-0303,3,3,1
27,1010-1013,0203-0300-0303-1003-1010,2,5,0.5
28,0010-0013-0303,0010-0013-0203-0300-0303,3,5,1
29,1010,1010,1,1,1
30,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
31,1010,1010,1,1,1
32,1010,1010,1,1,1
33,0303-1010-1013,-1,3,2,0
34,0303-1003-1010,0203-0303-1003-1010,3,4,1
35,1010,1010-1011,1,2,1
36,0300-0303-1010-1103,0200-0300-0303-1003-1010,4,5,0.75
37,0010-0300-0303,0010-0300-0303,3,3,1
38,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
39,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
40,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
41,0303-1010-1013,0303-1010-1013,3,3,1
42,0303-1010-1013,0113-0303-1010-1013,3,4,1
43,0300-0302-1010,0300-0302-1002-1010-1200-1202,3,6,1
44,0300-0303-1010,0300-0303-1010,3,3,1
45,1010,0303-1010-1013,1,3,1
46,0300-0302-1010-1012-1200,0300-0302-1010-1012-1200,5,5,1
47,0302-1010-1012,0302-1010-1012,3,3,1
48,0310-1010,0302-0310-1010-1012,2,4,1
49,0303-1010-1013,0303-1010-1013,3,3,1
50,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
51,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
52,0303-1010,0303-1010-1013,2,3,1
53,0300-0303-1010,0113-0300-0303-1010-1013,3,5,1
54,0303-1013,0303-1013,2,2,1
55,0303-1010-1013,0303-1010-1013,3,3,1
56,0110-0303-0310,0010-0303,3,2,0.3333333333333333
57,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
58,0010-0303,0010-0303,2,2,1
59,0300-0303-1010,0300-0303-1010,3,3,1
60,0300-0303-1010-1013,0200-0300-0303-1010-1013,4,5,1
61,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
62,0010-0300-0303,0010-0300-0303,3,3,1
63,0010-0210-0300-0303,0010-0210-0300-0303,4,4,1
64,0303-1010-1013,0303-1010-1013-1113,3,4,1
65,0300-1010,0300-0301-1010-1011,2,4,1
66,1010-1303,1010-1303,2,2,1
67,0300-1010,0300-0303-1010,2,3,1
68,0303-1003,0301-0303-1001-1003,2,4,1
69,0300-1010,0300-0303-1010,2,3,1
70,0300-0303-0310-1003-1010,0300-0303-1003-1010,5,4,0.8
71,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
72,0300-0302-1010,0300-0302-1002-1010,3,4,1
73,0303-1003,0303-1003-1010,2,3,1
74,0303-1010-1013,0303-1010-1013-1113,3,4,1
75,0303,0303,1,1,1
76,0303-1010-1013,0303-1010-1013,3,3,1
77,0303-0310-1010,0303-0310-1010-1013,3,4,1
78,0310,0310-1010,1,2,1
79,0300-0303-1010-1103,0300-0303-1010,4,3,0.75
80,0312-1010-1012,0312-1010-1012,3,3,1
81,0310-1010,0310-0311-1010-1011,2,4,1
82,0303-1010-1013-1113,0303-1010-1013-1113,4,4,1
83,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
84,0303-1010-1013,0303-1010-1013,3,3,1
85,1003-1010-1303,1003-1010-1303,3,3,1
86,0303-1010-1013,0303-1010-1013,3,3,1
87,0303-0310-1010,0303-1010,3,2,0.6666666666666666
88,0303-1010-1013,0303-1010-1013,3,3,1
89,0302-0303-1012-1013,0302-0303-1012-1013,4,4,1
90,0303-1013,0303-1013,2,2,1
91,1010-1013-1303,1010-1013-1303,3,3,1
92,0303-1010,0303-1010,2,2,1
93,0300-1010,0300-1010,2,2,1
94,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
95,0010-0300-0303,0010-0300-0303,3,3,1
96,0303-0310-1010,0303-1010,3,2,0.6666666666666666
97,1010-1300-1303,1010-1300-1303,3,3,1
98,0303-1010-1013-1103,0300-0303-1003-1010,4,4,0.5
99,0300-1010,0300-1010,2,2,1
100,0302-0310-1002-1010,0302-0310-1002-1010,4,4,1
101,0010-0300-0303,0010-0300-0303,3,3,1
102,1010-1011-1301,1010-1011-1300-1301,3,4,1
103,1010,0303-1010-1013,1,3,1
104,0303-1010-1013,0303-1010,3,2,0.6666666666666666
105,0303-1010-1013,0303-0310-1010-1013,3,4,1
106,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
107,0300-0303-1010,0300-0303-1010,3,3,1
108,0300-0303-1003-1010,-1,4,2,0
109,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
110,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
111,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
112,0303,0301-0303-1011-1111,1,4,1
113,0010-0303,0010-0303,2,2,1
114,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
115,0310-1010,1010,2,1,0.5
116,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
117,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
118,0303-1010,0303-0310-1010,2,3,1
119,0300-0303-1010,0300-0303-1010,3,3,1
120,0300-0303-1010,0300-0303-1010,3,3,1
121,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
122,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
123,0010-0300,0010-0300,2,2,1
124,1010,0310-1010,1,2,1
125,0210-0300-1010,0210-0300-0303-1010,3,4,1
126,0010-0300,0010-0300,2,2,1
127,0300-0303-1010,0300-0303-1003-1010,3,4,1
128,0303-1013,0303-1013-1113,2,3,1
129,0300-1010,0300-1010,2,2,1
130,0010-0300,0010-0200-0300,2,3,1
131,0300-1010,0300-1010,2,2,1
132,0210-0300-1010,0113-0210-0300-0303-1010-1013,3,6,1
133,0303-1010-1013,0303-1010-1013,3,3,1
134,0300-1010,0300-1010,2,2,1
135,0300-1010,0300-0301-1010-1011,2,4,1
136,1010,1010,1,1,1
137,1010-1303,1003-1010-1303,2,3,1
138,0300-0303-1010,0300-0303-1010,3,3,1
139,0300-0303-1010,0300-0303-1010,3,3,1
140,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
141,0300-1010,0300-1010,2,2,1
142,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
143,1010,1010,1,1,1
144,0302-1010-1012,0302-1010-1012,3,3,1
145,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
146,0303-1003,0303-1003,2,2,1
