parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1003-1303,1003-1303,2,2,1
2,0300-0303-1010,0300-0303-1010-1200,3,4,1
3,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
4,0303-0310-1010-1103,0303-0310-1010-1103,4,4,1
5,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
6,0313-1010-1013,0303-1010-1013,3,3,0.6666666666666666
7,0313-1010-1013,0313-1010-1013,3,3,1
8,0301-1010-1011,1010-1011,3,2,0.6666666666666666
9,0300-1010,0300-0301-1010-1011,2,4,1
10,0303-1010-1013,0303-1010-1013,3,3,1
11,0300-1010,0300-1010,2,2,1
12,0010-0300-0302,0010-0110-0300-0302,3,4,1
13,0302-0303,0302-0303,2,2,1
14,0300-0301-1010-1011,0300-0302-1002-1010,4,4,0.5
15,0301-0303-1011-1103,0301-0303-1001-1103,4,4,0.75
16,0303-0311-1003-1011,0303-0311-1003-1011,4,4,1
17,0300-0303-1010,0300-0303-1010,3,3,1
18,0303,0303,1,1,1
19,0300-1010,0300-1010,2,2,1
20,1010,1010,1,1,1
21,1010,1010,1,1,1
22,0010-0210-0300,0010-0210-0300,3,3,1
23,0300-0303-1010,0300-0303-1010-1103,3,4,1
24,0303-1003,0303-1003,2,2,1
25,0300-1010,0300-1010,2,2,1
26,0303-0310-1010,0210-0303-1010,3,3,0.6666666666666666
27,0300-0303-1010,0300-0303-1010,3,3,1
28,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
29,0300-1010,0200-0300-1010,2,3,1
30,0303-1003-1010,0303-1003-1010,3,3,1
31,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
32,0010-0300-0303,0010-0100-0300-0303,3,4,1
33,0303-1010-1013,0303-1010-1013,3,3,1
34,0010,0010,1,1,1
35,1010,0300-1010,1,2,1
36,0303-0310-1010-1013,0303-0310-1010,4,3,0.75
37,1010-1011,1010-1011,2,2,1
38,0302-1010-1012,0302-1010-1012,3,3,1
39,1010,1010,1,1,1
40,0301-1010-1011,0300-0301-1010-1011,3,4,1
41,0310-1010-1110,0310-1010,3,2,0.6666666666666666
42,0210-0303-1010,0210-0303-1010,3,3,1
43,0303-0310-1010-1103,0303-0310-1010-1103,4,4,1
44,0010-0300-0303,0010-0100-0300-0303,3,4,1
45,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
46,0303-1013-1203,0303-1013-1203,3,3,1
47,1010,1010,1,1,1
48,1011-1013-1303,1011-1013-1303,3,3,1
49,0303-0311-1011,0303-0311-1011,3,3,1
50,0303-1013,0303-1013,2,2,1
51,0210-0312-1010,0210-0312-1010,3,3,1
52,0303-1010-1013,0303-1010-1013,3,3,1
53,1003-1010-1303,1003-1010-1303,3,3,1
54,0311-1011-1211,0311-1011-1211,3,3,1
55,0303-1003-1010,0303-1003-1010,3,3,1
56,0303-0310,0303-0310,2,2,1
57,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
58,0010-0300-0303,0010-0300-0303,3,3,1
59,0300-0303-1010,0300-0303-1010,3,3,1
60,0113-0303-1013,0113-0303-1010-1013,3,4,1
61,1010-1012,1010-1012,2,2,1
62,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
63,0303,0303,1,1,1
64,0210-0303-1010,0210-0303-1010,3,3,1
65,1010-1013-1303,1010-1013-1303,3,3,1
66,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
67,0303-0310-1010-1013,0113-0303-0310-1010-1013,4,5,1
68,0303-1010-1013-1113,0303-1010-1013-1113,4,4,1
69,1010,1010,1,1,1
70,1010,1010,1,1,1
71,0313,0313,1,1,1
72,1010-1013-1303,1010-1013-1303,3,3,1
73,0010-0303-0310,0010-0303-0310,3,3,1
74,0300-0303-1010,0300-0303-1010,3,3,1
75,0300-0303-1010,0300-0303-1010-1110,3,4,1
76,0311-0313,0311-0313,2,2,1
77,0300-1010,0300-0301-1010-1011,2,4,1
78,0303-1010,0303-1010,2,2,1
79,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
80,0303-1010-1013,0303-1010-1013,3,3,1
81,0303-1010-1013,0303-1010-1013,3,3,1
82,0303-1013,0303-1013,2,2,1
83,0300-1010,0210-0300-1010,2,3,1
84,0010-0300-0303,0010-0300-0303,3,3,1
85,0301-0303-1011-1013-1103,0301-0303-1011-1013-1103,5,5,1
86,0303-1010-1013,0303-1010-1013,3,3,1
87,0310-1010,1010,2,1,0.5
88,0300-0303-1010,0300-0303-1010-1103-1200,3,5,1
89,0310-0312-1010-1012-1112,0310-0312-1010-1012-1112,5,5,1
90,0300-0303-1010,0300-0303-1010,3,3,1
91,0111-0301-1011,0111-0301-0303-1011,3,4,1
92,1010,0302-1010-1012,1,3,1
93,0303,0303-1010,1,2,1
94,0303,0300-0303-1000,1,3,1
95,1010,1010-1013-1303,1,3,1
96,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
97,0311-1010-1011,1010-1011,3,2,0.6666666666666666
98,0113-0303-1013,0113-0303-1013,3,3,1
99,0300-0303-1010,0300-0303-1010,3,3,1
100,0303-1003,0300-0303-1003-1010,2,4,1
101,0301-0303-1011,0301-0303-1011-1111,3,4,1
102,1010,0303-1010-1013,1,3,1
103,0313-1010-1013,0313-1010-1013,3,3,1
104,0303-0310-1010,0303-0310-1010,3,3,1
105,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
106,0303-1010,0303-1010,2,2,1
107,0303-1013,0303-0311-1011-1013,2,4,1
108,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
109,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
110,0300-1010,0300-1010,2,2,1
111,0300-1010,0300-1010,2,2,1
112,0010,0010,1,1,1
113,0300-0303-1010-1013,0210-0300-0303-1010-1013,4,5,1
