parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1003,0303-1003,2,2,1
2,0301-1011,0301-0303-1003-1011,2,4,1
3,0300-0303-1010,0300-0303-1010,3,3,1
4,0303-1013,0303-1013-1113,2,3,1
5,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
6,0300-1010,0300-0302-1010-1012,2,4,1
7,0300-1010-1200,0300-1010-1200,3,3,1
8,0300-0303-1010-1103,0300-0303-1010-1013-1103,4,5,1
9,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
10,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
11,0211-0301-0303-1003-1011,0301-0303-1003-1011,5,4,0.8
12,1010,1010,1,1,1
13,0301-0303,0301-0303-1011,2,3,1
14,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
15,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
16,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
17,0300-1010-1200,0300-1010-1200,3,3,1
18,0303-1010-1013-1103,0203-0303-1010-1013-1103,4,5,1
19,0303-1003-1010,0303-1003-1010,3,3,1
20,0303-1003-1010,0303-1003-1010,3,3,1
21,0300-0303-1010,0300-0303-1010,3,3,1
22,0300-0303-1010,0300-0303-1010,3,3,1
23,0303,0303-0310-1003-1010,1,4,1
24,0300-0303-1010,0110-0300-0303-1010,3,4,1
25,0303,-1,1,2,0
26,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
27,1010,1010-1303,1,2,1
28,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
29,0303-1013,0303-1013,2,2,1
30,0300-1010,0300-1010,2,2,1
31,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
32,0302-1012,0302-1012,2,2,1
33,0300-1010,0300-0303-1010-1103,2,4,1
34,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
35,1010,1010,1,1,1
36,0303,0303,1,1,1
37,0300-0303-1010,0300-0303-1010,3,3,1
38,0300-0303-1010,0300-0303-1010,3,3,1
39,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
40,0300-0303-1010,0300-0303-1010,3,3,1
41,0300-1010,0300-0303-1003-1010,2,4,1
42,0303-1003,0303-0310-1003-1010,2,4,1
43,0300-0303-1010,0300-0303-1010,3,3,1
44,0300-0303,0300-0303,2,2,1
45,1010-1013-1303,1010-1013-1303,3,3,1
46,0112-0302,0112-0302,2,2,1
47,0303-1010-1013,0303-1010-1013,3,3,1
48,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
49,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
50,0010-0300-0303,0010-0300-0303,3,3,1
51,0300-1010,0300-0301-1010-1011,2,4,1
52,0303-0310-1010,0303-0310-1010,3,3,1
53,0010-0303,0010-0113-0303,2,3,1
54,0300-1010,0300-1010,2,2,1
55,0301-0303-1001,0301-0303-1001,3,3,1
56,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
57,1010-1013-1303,1003-1010-1303,3,3,0.6666666666666666
58,0303-1013,0303-1013,2,2,1
59,0301-0303-1001,0301-0303-1001,3,3,1
60,0310-1010,0303-0310-1010,2,3,1
61,0303-1003,0300-0303-1003-1010,2,4,1
62,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
63,0300-1010,0300-1010,2,2,1
64,1010,1010-1011,1,2,1
65,0113-0313-1010,0303-1010,3,2,0.3333333333333333
66,0300-1010,0300-1010,2,2,1
67,0303,0303-1103,1,2,1
68,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
69,0303-1010-1013,0303-1010-1013-1203,3,4,1
70,1010,0302-1010-1012,1,3,1
71,1010-1013-1313,1010-1013,3,2,0.6666666666666666
72,0303-0310-1010-1103,0303-0310-1010-1103,4,4,1
73,0313-1010-1013,0313-1010-1013,3,3,1
74,0301-0303-1011,0301-0303-1001,3,3,0.6666666666666666
75,0300-0303-1010,0300-0303-1010,3,3,1
76,0303-1010-1013,0303-1010-1013,3,3,1
77,0303,0300-0303-1010,1,3,1
78,0300-0303-1010,0300-0303-1003-1010,3,4,1
79,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
80,1011-1013-1313,1011-1013,3,2,0.6666666666666666
81,0310-1010,0310-1010,2,2,1
82,0110-0300-0303-1010,0110-0300-0303-1010,4,4,1
83,0303-0311-1011-1013,0303-0311-1011-1013-1103,4,5,1
84,0300-0303-1010,0300-0303-1010,3,3,1
85,1010,1010,1,1,1
86,0300-0303-1010,0300-0303-1010,3,3,1
87,1010-1013-1300-1303,1010-1013-1300-1303,4,4,1
88,0300-0303-1010,0300-0303-1010-1100,3,4,1
89,0303-1010-1013,0303-1010-1013-1103,3,4,1
90,0300-1010,0300-0301-1010-1011,2,4,1
91,0303-1010-1013,0303-1010-1013,3,3,1
