14.643,1.722	0.014,109.202
48.600,1.239	0.015,50.154
24.345,0.676
49.778,0.729	0.119,54.538
2.363,8.328	47.454,8.328	0.378,52.021
16.659,1.092	0.154,54.022
0.387,6.669	19.693,6.669	0.005,53.256
15.778,3.140	0.016,56.813
18.579,1.349	0.007,53.307
105.311,2.031	0.072,60.745
0.036,132.067
113.767,0.649	0.024,57.779	1.295,57.779
2.568,0.694	106.691,0.694	0.029,51.089
108.886,1.005	0.072,85.895
79.301,2.493	0.016,80.281
1.105,0.672	59.283,0.672	0.012,27.689
37.784,2.656	0.022,144.842
45.928,1.928	0.078,111.235
1.114,2.148	79.530,2.148	0.017,112.858
99.072,7.059	0.035,89.481	2.025,89.481
147.011,9.821	0.084,148.619
0.007,231.693
143.695,1.801	2.314,163.187
167.710,0.136
198.182,1.628	0.492,29.457
62.156,3.268	0.054,82.238
196.171,1.629	0.024,127.918
54.017,2.139	0.039,185.997	3.415,185.997
142.080,1.356
182.672,1.717	0.087,103.929
11.679,1.991	0.006,155.031
69.137,2.243	0.060,56.452	1.855,56.452
38.909,2.478	0.064,193.593
43.381,0.085	0.116,6.423
92.274,1.587
0.848,72.857	14.134,20.355
1.166,0.281	96.489,0.281	0.016,27.643
159.473,7.593	0.031,318.280
63.371,2.673	0.015,211.180
102.588,0.271	0.012,8.215	1.091,8.215
98.495,0.903	0.020,82.702
0.059,66.422
67.530,2.233	0.021,156.322
277.461,2.455	1.704,39.534
0.531,0.519	46.861,0.519	0.034,40.062
6.657,3.190	0.006,132.675
58.414,3.014	0.072,204.082
101.119,1.586	0.024,139.917	1.074,139.917
132.715,2.932	0.064,233.601
211.201,0.825	0.056,29.843
21.890,5.613	0.005,237.184
0.242,89.224	8.932,11.779
217.047,0.940	0.044,86.990
0.001,71.933
1.454,8.714	120.366,0.153
0.019,165.153
0.174,123.649	8.819,4.407
0.406,116.742	5.346,43.860
92.529,2.761	1.241,270.007
0.121,114.727	0.814,114.727
76.689,0.982	0.011,73.851
225.122,3.149	0.031,213.260
1.709,0.210	70.407,0.210
162.948,0.649	0.034,41.628
1.355,1.898	41.134,1.898	0.046,101.766
90.437,1.899	0.040,97.916
37.708,2.213	0.029,135.137
0.009,131.041
514.768,1.136	0.618,60.825
65.066,2.245	0.018,113.514
87.932,1.000	0.094,75.045
260.418,1.085	0.124,86.437
0.836,1.429	47.755,1.429	0.011,104.164
55.166,6.461	0.062,427.569	2.877,427.569
0.021,59.504
91.673,1.641	0.195,163.773
0.801,1.490	63.979,1.490	0.014,90.027
167.085,1.965	0.074,57.322	2.547,57.322
254.230,0.435	0.038,36.893
55.597,3.268	0.134,203.997
125.497,0.169	0.251,14.343
108.759,0.518	0.044,25.327	1.717,25.327
75.344,3.061	0.021,98.747
168.660,11.797	0.027,142.202	1.938,142.202
162.562,6.961	0.081,552.612
0.045,185.015	2.361,185.015
179.755,0.391	0.034,35.922	2.328,35.922
0.028,427.591
103.996,1.085	0.037,87.368	2.519,87.368
37.321,3.823	0.021,68.878
106.697,0.318	0.022,30.825	1.300,30.825
71.999,0.850	0.014,62.860	1.103,62.860
94.415,2.608	0.367,131.528
0.075,179.581	4.502,5.156
0.013,406.076
20.608,3.770	0.018,64.684
36.592,7.401	0.120,168.325	1.948,168.325
108.695,0.214	0.103,18.495	1.994,18.495
40.993,0.896	0.016,78.294
0.054,344.310	4.425,5.472
164.152,0.283
270.057,0.181	0.122,9.186
99.171,1.732	0.050,148.228
59.396,1.951	0.044,192.962
1.900,5.747	91.954,0.135
0.854,1.279	76.477,0.019
0.017,212.924
12.510,0.838	0.001,19.340
128.366,0.647	0.019,61.658	1.925,61.658
124.967,1.842	0.179,91.261
177.101,0.507	0.613,14.221
0.942,4.462	72.656,4.462	0.030,222.006
0.110,309.945
0.004,128.021
1.221,7.307	90.752,0.369
147.911,1.585	0.019,132.920
0.807,4.997	55.206,4.997	0.025,399.775
0.501,164.823	9.193,38.748
95.004,2.235	0.044,187.150
48.574,0.466	0.034,16.247
132.873,5.140	0.048,349.897
166.838,0.302	0.022,29.737
56.245,5.197	0.038,69.973
5.584,3.512	0.007,279.273
133.286,1.822	0.080,131.363	2.117,131.363
2.476,0.089	55.076,0.089
86.733,1.678	0.060,147.781	1.938,147.781
290.513,0.631	0.088,42.821
31.814,1.989	0.019,105.447
0.102,179.672	5.144,1.829
112.328,6.076	0.105,135.266
33.611,3.303	0.010,62.022
25.814,0.661	0.008,16.644	0.743,16.644
94.197,8.249	0.132,122.910
38.406,4.616	0.116,198.807
0.004,59.249
95.841,1.015	0.011,92.458
34.827,1.901	0.018,162.252
36.141,4.339	0.022,112.914
21.411,0.942	0.004,22.204
0.011,53.577
63.330,1.613	0.090,103.893
0.503,92.539	2.037,92.539
9.611,0.552	0.004,47.195
0.006,156.354
0.068,90.465	6.588,14.703
232.401,2.312	0.210,100.755
67.180,1.596	0.021,151.173
0.478,8.734	31.503,8.734
122.666,0.398	0.029,27.760
1.392,0.105	26.678,0.105	0.033,5.904
9.977,0.647	0.005,41.810
0.033,165.014	2.295,7.422
81.301,5.718	0.010,389.465
52.764,1.934	0.018,58.710
0.050,99.388	4.497,78.720
379.103,1.061	0.625,37.617
358.616,1.262	0.066,72.787
73.074,2.621	0.014,154.563	0.851,154.563
179.616,1.094
37.761,0.288	0.138,21.297
105.237,2.212	0.305,121.923
368.080,2.061	0.210,121.251
139.129,2.754	0.045,97.474
385.028,0.454
322.789,1.798	0.054,82.228
0.021,112.993	1.413,112.993
0.044,140.289
72.289,2.205	0.014,140.594
199.999,1.235	0.033,63.967
82.196,1.931	0.012,130.503
3.479,1.865	304.313,1.865	0.062,134.561
138.024,1.064	0.095,82.193
169.964,0.921
63.168,3.757	0.030,233.260
0.016,137.964	1.424,137.964
144.813,9.528	0.062,139.550
106.684,1.110	0.090,58.709
177.120,3.760	0.261,261.155	1.778,261.155
27.262,1.788	0.005,136.830
2.096,2.247	113.950,2.247	0.041,119.846
0.010,411.612
50.759,2.835	0.209,114.758
90.263,3.267	0.035,319.472
146.714,0.390	0.513,37.222
104.224,15.573	0.042,344.893
90.252,1.430	0.037,44.270
31.655,4.047	0.040,166.249	3.643,166.249
0.073,474.930	4.658,88.242
169.885,1.392	1.812,132.172
98.520,1.686	0.016,88.971	1.210,88.971
415.402,0.690	0.286,59.012
4.206,13.466	0.001,195.792
0.019,134.137
335.142,1.000	0.052,66.067
81.354,0.487	0.049,32.430
3.401,2.532	283.400,2.532	0.038,93.604
126.186,0.866	0.026,74.096
2.242,0.773	40.125,0.773	0.023,38.156
559.926,4.794	1.322,127.016
7.899,2.277	0.001,172.127
8.539,1.550	0.001,94.568
53.526,0.705	0.032,37.112
73.436,7.450	0.014,202.359
513.278,1.484	0.112,131.197
115.607,0.518	0.019,45.221
19.184,2.973	0.031,168.747
0.198,2.820	9.782,0.037
100.268,2.668	0.016,86.834	1.233,86.834
254.072,0.992	0.241,70.981
0.030,119.218
21.445,1.213	0.064,101.624	1.182,101.624
39.217,0.748	0.012,66.771
178.168,1.580	0.095,68.564
39.093,0.707	0.834,69.176
0.070,335.561
0.151,193.515	4.723,26.645
0.034,129.244
284.477,6.103	1.795,474.034
0.093,42.812	8.450,3.234
33.319,0.568	0.019,43.212
57.353,5.398	0.007,47.555
49.235,1.667	0.023,94.343
75.034,4.184	0.023,255.175
101.006,4.511	0.267,179.886
120.130,1.275	0.018,127.375
0.281,146.235	11.747,5.890
52.507,12.412	0.172,57.169
0.578,591.395	24.259,27.127
53.944,0.428	0.019,22.142
92.769,0.801	0.046,49.782
0.020,240.106
80.927,2.630	0.016,111.691	1.419,111.691
57.151,2.459	0.015,61.289	0.654,61.289
332.887,1.264	0.109,50.889
3.083,1.012	299.068,1.012
303.335,2.263	0.276,187.861
1.058,112.802	7.944,2.890
284.539,0.193
5.381,0.912	0.032,40.820
6.638,39.806
66.359,0.305	0.434,19.685
161.287,0.346	0.124,30.953
0.820,9.340	54.750,0.199
65.244,3.318	0.082,116.946
89.549,1.154	0.026,49.557
151.652,0.968	0.059,93.764
35.734,0.624	0.023,31.814
57.068,2.029	0.029,103.580
0.002,186.548
12.386,0.541	0.012,37.816
168.492,3.234	0.092,39.866
18.888,2.852	0.006,227.889
0.824,0.868	64.578,0.868	0.014,77.001
0.829,1.085	63.589,1.085	0.009,95.343
9.921,2.043	0.001,137.016
44.603,1.285	0.037,80.212
1.322,0.060	128.016,0.060
101.900,0.703	0.134,57.801
26.029,0.947	0.016,54.799	1.300,54.799
46.751,1.824	0.041,50.990	2.799,50.990
30.325,3.139	0.053,125.525
33.735,0.135	0.058,8.641
0.031,134.136	1.932,4.046
182.870,0.408	0.269,35.518
208.675,2.053	0.093,89.408
0.139,42.569	10.198,2.169
2.898,3.263	237.807,3.263	0.093,219.977
98.669,5.143	0.029,402.733
8.361,1.327	0.001,51.047
204.735,0.743
124.665,0.107
329.424,4.004	0.545,272.960
0.186,89.120	6.639,4.760
51.041,3.618	0.049,125.014
525.084,1.214	0.165,40.054
