1	2	245	5.005830	1.825141
1	2	755	-7.331486	5.132922
2	2	913	6.635329	-0.940667
2	2	87	-4.102404	5.622679
3	2	405	5.787741	0.334645
3	2	595	-5.373279	6.869090
4	2	955	-9.273958	6.608849
4	2	45	3.269987	2.473533
5	2	352	-5.165102	6.932458
5	2	648	-0.095711	5.632698
6	2	302	6.002067	2.359508
6	2	698	-5.177584	6.967531
7	2	466	-3.815318	6.590977
7	2	534	6.925410	0.143693
8	2	279	4.973432	0.593909
8	2	721	-7.117028	6.784697
9	2	886	0.663924	6.717807
9	2	114	-3.839136	6.717849
10	3	630	-0.763287	-2.314559
10	3	274	5.157420	-2.314573
10	3	96	-6.805517	3.606133
11	2	810	-6.725803	6.305668
11	2	190	5.145598	-0.166058
12	3	550	-4.970354	6.528151
12	3	360	6.827580	0.186771
12	3	90	1.514454	0.186773
13	3	661	6.978173	1.391683
13	3	333	0.830104	5.605727
13	3	6	-3.070963	5.914193
14	2	713	7.074740	1.703595
14	2	287	-4.689009	7.077601
15	2	570	7.675809	-1.162030
15	2	430	-2.676552	4.200032
16	2	637	-5.029773	6.514506
16	2	363	7.113274	0.366899
17	1	1000	-7.863002	7.062803
18	1	1000	6.267706	-1.853029
19	2	504	-3.379805	7.553197
19	2	496	6.221949	1.223466
20	2	729	1.073402	6.522646
20	2	271	-2.300027	6.522692
21	1	1000	5.663267	-2.129379
22	3	879	7.496126	-1.333532
22	3	92	-3.441665	4.247896
22	3	29	1.115770	4.247896
23	1	1000	-6.260054	7.321937
24	3	335	-4.007943	6.587316
24	3	406	7.226385	0.604044
24	3	259	1.975332	5.074630
25	3	329	0.663303	7.845403
25	3	343	6.138544	2.128344
25	3	328	-5.444257	7.845403
26	2	938	-9.918445	6.970139
26	2	62	3.187574	0.394120
27	1	1000	5.370302	-2.015912
28	1	1000	-6.290037	5.011455
29	2	729	2.491848	4.194815
29	2	271	-3.495631	6.078882
30	3	428	-4.771611	4.487535
30	3	405	6.590405	-1.010551
30	3	167	1.211519	-1.010551
31	3	214	-2.796570	8.320466
31	3	737	5.211896	1.858281
31	3	49	-0.917830	1.858281
32	1	1000	7.176919	-0.442114
33	2	873	8.165808	1.264594
33	2	127	-2.185604	7.637514
34	3	401	6.175512	-2.058864
34	3	565	1.060326	-2.058804
34	3	34	-4.346273	4.485193
35	2	722	7.282796	0.448982
35	2	278	-2.827485	6.514979
36	2	763	-6.434963	5.307962
36	2	237	5.357469	-0.302493
37	1	1000	6.926892	-0.073998
38	2	728	-4.681288	6.581034
38	2	272	6.154730	1.539710
39	2	675	-5.645508	6.704908
39	2	325	5.894320	2.931821
40	2	337	5.189503	0.738761
40	2	663	-6.275292	6.713088
41	3	919	7.547844	0.922989
41	3	62	-2.223614	5.119329
41	3	19	1.181059	5.119329
42	2	948	7.142754	-0.639818
42	2	52	-3.990878	5.416233
43	2	660	8.357093	0.814976
43	2	340	-2.334885	6.942319
44	2	71	2.170687	2.098667
44	2	929	-10.458190	6.037589
45	2	749	-8.504714	4.325848
45	2	251	4.641817	-1.393928
46	1	1000	6.390912	2.650980
47	2	508	4.833555	4.763483
47	2	492	-1.728792	7.282627
48	2	989	8.541858	-0.501857
48	2	11	-3.935364	4.489589
49	2	306	-1.038779	7.063382
49	2	694	5.102996	1.142016
50	1	1000	8.408800	-0.450801
51	2	484	-4.414668	6.451510
51	2	516	8.178146	0.776209
52	2	897	7.265179	0.023455
52	2	103	-1.461932	6.235455
53	2	497	6.079321	-2.359953
53	2	503	0.166184	3.339004
54	2	581	0.689365	8.653215
54	2	419	-5.059467	8.653215
55	2	315	4.727039	3.589070
55	2	685	-4.738528	6.072079
56	3	740	-5.759310	8.049106
56	3	131	4.512437	3.232148
56	3	129	-0.099028	3.232148
57	2	592	-4.268299	5.872752
57	2	408	7.420193	0.274975
58	2	694	7.695587	-0.420411
58	2	306	-1.463638	5.384852
59	3	442	-3.630525	5.100285
59	3	528	6.626629	-0.632365
59	3	30	1.740684	5.100175
60	2	657	8.662250	-0.457044
60	2	343	-2.733068	5.565047
61	2	993	-10.052325	5.838033
61	2	7	2.205829	3.185617
62	2	727	-3.983296	7.906894
62	2	273	7.569412	2.349852
63	3	264	-3.632918	5.261087
63	3	171	0.348869	-0.786245
63	3	565	6.304442	-0.786245
64	2	403	6.717430	-4.633827
64	2	597	0.924478	-4.631701
65	2	685	1.092571	5.157420
65	2	315	-3.429835	5.157420
66	2	701	6.487309	-0.009484
66	2	299	-2.734167	6.466091
67	2	359	-2.935203	8.313138
67	2	641	7.944885	2.536053
68	2	526	-5.382151	5.700567
68	2	474	6.495698	-0.461110
69	2	369	-4.101506	5.720410
69	2	631	7.159108	1.382906
70	2	730	6.865165	0.872515
70	2	270	-2.984138	7.365966
71	3	819	7.561685	-1.108986
71	3	59	1.042374	5.349867
71	3	122	-4.740215	5.349867
72	2	355	5.457380	1.572486
72	2	645	-6.911364	6.151456
73	2	623	6.675444	1.427294
73	2	377	-3.155661	7.190225
74	3	625	7.668620	1.564939
74	3	115	-2.212990	6.994244
74	3	260	1.241008	6.994244
75	2	844	7.038488	1.442823
75	2	156	-4.169271	7.406257
76	3	283	0.950769	6.547933
76	3	353	-4.153627	6.547933
76	3	364	7.031860	2.990987
77	2	536	-3.599793	6.525391
77	2	464	6.189661	0.465288
78	2	364	6.193995	2.186284
78	2	636	-5.495793	6.391295
79	2	515	-4.465415	5.821369
79	2	485	7.871318	-0.761242
80	2	454	-4.660273	8.733620
80	2	546	1.809900	5.872768
81	2	994	-8.036208	6.542036
81	2	6	2.261753	2.489449
82	3	265	5.975067	1.975241
82	3	277	1.422686	7.370784
82	3	458	-4.854226	7.370784
83	1	1000	-3.704444	7.240468
84	2	787	7.592994	-1.024141
84	2	213	-1.223561	5.552039
85	2	601	6.640714	1.319184
85	2	399	-4.338664	7.255774
86	3	502	-4.793311	7.163039
86	3	357	7.821926	2.372071
86	3	141	1.548400	7.163039
87	2	632	-3.970346	6.968750
87	2	368	5.674685	0.620734
88	2	441	2.251148	4.002075
88	2	559	-4.076641	8.670843
89	2	725	4.918723	2.651318
89	2	275	-1.402084	9.149279
90	2	417	-5.221149	7.583649
90	2	583	0.643340	7.583649
91	1	1000	7.293282	-0.542801
92	2	768	4.949236	3.352622
92	2	232	-1.511020	7.347721
93	3	577	7.714797	0.972709
93	3	255	-3.407306	6.372049
93	3	168	1.645432	6.371780
94	1	1000	8.396404	-0.017816
95	2	610	-4.647189	4.728923
95	2	390	5.776335	0.361894
96	2	916	1.813348	5.412126
96	2	84	-2.820064	5.546335
97	3	231	2.101183	6.836437
97	3	521	7.595911	1.736506
97	3	248	-3.230179	6.976875
98	2	781	-7.434131	5.273947
98	2	219	4.442057	0.123149
99	2	926	6.451866	-0.707248
99	2	74	0.977819	5.430920
100	2	905	-6.889757	6.520999
100	2	95	5.281722	0.231899
101	2	655	-5.165826	5.908997
101	2	345	6.745578	0.702572
102	2	538	6.829220	1.179432
102	2	462	-4.322853	5.891243
103	3	449	7.976793	2.310119
103	3	428	-4.182004	8.382975
103	3	123	2.151425	7.517844
104	2	848	-6.985594	6.576416
104	2	152	5.471183	0.279221
105	3	535	1.300462	-3.535742
105	3	428	6.903013	-3.535885
105	3	37	-3.062047	1.848458
106	2	750	-5.249074	6.210721
106	2	250	6.146006	0.167847
107	2	877	0.217397	6.495599
107	2	123	-5.488894	6.495599
108	3	963	7.860307	-1.727331
108	3	21	-2.125266	4.870817
108	3	16	1.575702	4.870793
109	3	114	2.140503	5.570160
109	3	344	-3.912140	7.104815
109	3	542	7.925486	3.356206
110	1	1000	-3.488457	6.553737
111	2	481	-3.103933	6.973585
111	2	519	8.056578	1.181190
112	2	71	4.038683	2.845216
112	2	929	-5.119373	8.489959
113	2	631	7.542260	1.084484
113	2	369	-2.747847	5.717688
114	2	803	-4.496199	6.587416
114	2	197	6.665239	0.183799
115	2	909	-5.604420	6.375545
115	2	91	3.608226	-0.141484
116	2	422	2.195006	4.090368
116	2	578	-4.067042	7.233750
117	2	744	8.598152	2.039945
117	2	256	-3.016116	4.621932
118	1	1000	-3.215843	8.566076
119	2	869	7.763251	0.290356
119	2	131	-1.409255	6.714557
120	3	199	4.835303	1.148269
120	3	204	0.665269	1.148269
120	3	597	-5.887690	6.586391
121	2	485	6.905929	2.026680
121	2	515	-4.936107	8.275386
122	1	1000	8.856202	0.794513
123	2	891	-8.258512	6.719255
123	2	109	4.144517	0.981118
124	2	540	2.281210	2.522350
124	2	460	-3.692771	8.384578
125	1	1000	7.043158	-1.042532
126	1	1000	-8.188716	7.156711
127	2	995	6.692422	-2.924862
127	2	5	-2.172559	2.727139
128	2	185	-1.566398	6.398894
128	2	815	7.551230	0.682940
129	2	847	6.703805	-0.318061
129	2	153	-2.816170	5.985786
130	2	289	-1.643401	7.156423
130	2	711	8.174999	1.109684
131	3	144	-6.361218	3.891672
131	3	518	6.178094	-0.774928
131	3	338	-0.163370	-0.774928
132	2	672	7.256859	-0.506920
132	2	328	-5.172322	6.090257
133	2	558	2.163921	1.317626
133	2	442	-1.661176	3.364341
134	2	987	-6.995034	6.832093
134	2	13	5.362066	0.579522
135	2	297	6.931006	2.772456
135	2	703	-3.371171	7.973643
136	2	233	4.361613	-2.164415
136	2	767	-4.950314	3.730371
137	2	418	7.390155	3.266588
137	2	582	-4.744970	6.713105
138	2	811	-4.891376	7.332557
138	2	189	4.895247	1.121457
139	2	976	2.008831	2.085521
139	2	24	-2.748964	2.085521
140	2	69	-3.103163	6.718564
140	2	931	5.440116	1.024441
141	2	212	-2.484959	7.132531
141	2	788	9.569376	2.491640
142	2	850	-8.460512	7.240310
142	2	150	4.447187	2.233685
143	2	549	-4.321844	6.221787
143	2	451	6.938543	2.670301
144	1	1000	-6.094650	6.909042
145	1	1000	6.632461	-1.839956
146	2	428	-2.674100	7.024198
146	2	572	6.595999	3.394806
147	2	567	-2.916100	4.958915
147	2	433	5.765631	0.018986
148	2	548	-4.397043	5.696071
148	2	452	4.292616	-0.376463
149	2	239	-4.801159	9.113440
149	2	761	1.596113	3.772157
150	2	536	6.822303	-1.202334
150	2	464	-4.436750	5.265838
151	2	359	-1.221450	7.039430
151	2	641	7.363422	0.459770
152	3	437	-5.568190	6.495895
152	3	429	5.875538	0.055147
152	3	134	-0.627440	0.075695
153	2	524	4.412899	0.434063
153	2	476	-3.705573	6.343905
154	2	159	-0.361123	8.745546
154	2	841	7.578535	2.689815
155	2	913	8.638071	0.926289
155	2	87	-3.149126	7.153893
156	1	1000	-6.303616	6.932930
157	1	1000	-9.456811	6.161929
158	2	890	6.313017	-2.443367
158	2	110	-5.795323	3.985988
159	2	647	0.871582	4.372783
159	2	353	-4.523741	8.034990
160	2	510	2.084790	3.350253
160	2	490	-4.198378	7.443534
161	2	334	5.909303	0.476431
161	2	666	-4.454522	6.939116
162	2	852	4.819032	3.492535
162	2	148	-0.751076	7.349337
163	3	593	7.189060	-0.055627
163	3	338	-3.343487	6.495201
163	3	69	1.630150	6.493387
164	2	499	8.085904	2.671853
164	2	501	-3.508183	6.752189
165	1	1000	-1.110654	7.735660
166	2	931	6.827699	-1.096801
166	2	69	-2.735989	5.361314
167	3	223	5.019773	0.135949
167	3	486	-6.925916	6.772932
167	3	291	-1.190724	0.136259
168	1	1000	-6.460224	6.068863
169	2	357	-5.075152	7.610751
169	2	643	1.473172	7.610749
170	2	545	-4.126585	5.031483
170	2	455	6.971868	0.620363
171	2	679	2.695597	2.656786
171	2	321	-1.159944	6.907130
172	1	1000	-6.812257	6.912627
173	2	655	-4.703366	6.654203
173	2	345	6.258625	0.667857
174	2	582	-4.430730	6.581186
174	2	418	6.852063	0.462828
175	2	890	-5.313023	6.974184
175	2	110	4.909166	0.776194
