76.289,3.435
41.901,1.397	0.039,36.228
81.310,1.278
0.809,10.185	64.180,10.185	0.012,125.750
26.755,2.368	0.010,80.997
59.451,0.279	0.162,26.352
1.470,0.866	108.316,0.866	0.090,23.020
0.211,111.667
15.107,4.305	0.011,114.456
0.158,97.938	4.662,1.392
85.147,0.965
14.673,0.829	0.043,61.625
0.287,4.022	25.409,4.022	0.004,143.993
106.776,2.046	0.017,153.985
77.429,0.482	0.387,32.112
114.456,0.998	0.048,86.703	1.266,86.703
18.438,13.817	0.216,95.871
187.357,1.737	0.031,133.132	2.506,133.132
19.038,10.982	0.003,201.189
4.101,1.262	101.721,1.262	0.075,98.341
38.688,0.798	0.016,38.094
0.218,114.293	11.921,5.013
10.010,2.846	0.010,152.024
65.501,2.179	0.037,36.110
45.193,1.027	0.019,49.029
68.793,6.194	0.013,179.974	0.748,179.974
156.374,5.456	0.151,152.894
83.516,4.050	0.035,281.132	2.435,281.132
14.962,3.711	0.008,215.521
0.000,77.143
45.619,1.442	0.011,127.868
26.755,7.949	0.187,186.849
166.623,3.038	0.137,246.758
2.708,2.158	31.264,2.158	0.432,57.005
2.999,1.910
12.877,9.117	0.072,65.374
516.244,0.796	0.100,58.187
191.389,9.571	0.240,328.933
75.832,0.402	0.096,36.130
2.120,2.636	173.543,2.636	0.034,51.909
134.911,1.868
36.457,0.657	0.007,50.918
0.034,105.413
42.602,0.396	0.030,30.612	1.146,30.612
153.299,3.146	1.117,174.677
174.249,0.692
286.350,11.352	0.157,23.574
0.077,239.801	3.236,23.188
24.116,0.765	0.008,29.951
108.954,4.256	0.046,27.189
0.124,109.652	3.136,2.100
0.623,2.665	21.784,2.665	0.147,78.389
1.166,0.991	103.095,0.991	0.015,69.238
57.571,0.946	0.023,28.996
0.372,266.514	0.782,266.514
247.508,1.302	0.240,76.593
2.344,0.692	174.249,0.692	0.027,46.472
24.061,9.559	0.004,327.853
0.004,230.786
62.242,1.523	0.017,102.027
6.349,10.750
2.423,4.920	173.858,4.920	0.107,77.573
96.387,3.828	0.028,179.665
100.925,1.475	0.074,48.664
0.054,74.285	4.381,69.208
0.077,308.159	1.644,308.159
90.432,7.004	0.037,109.897
481.181,1.151
29.162,1.987	0.018,100.596
81.376,0.416	0.105,14.283
0.028,303.342
0.004,98.772
318.936,0.041
1.482,1.402	4.676,1.402
231.155,0.780
0.133,216.063	11.409,24.112
3.473,0.860	45.266,0.860	0.068,40.091
186.903,1.449
248.672,1.457	0.074,66.973
30.547,1.363
145.765,1.048	0.222,77.465
0.028,286.794
0.563,183.137	5.509,1.846
147.634,1.944	0.532,90.425
0.051,129.818	1.375,129.818
154.767,0.578	1.636,25.475
58.723,2.276	0.107,17.342
60.827,0.510	0.027,42.366	2.194,42.366
203.077,2.288	0.208,77.231
18.144,2.855	0.038,98.375
0.030,167.229
165.041,3.756
299.487,0.399	0.097,19.039
117.556,1.199	0.165,64.994
48.579,0.764	0.017,76.133
174.582,1.762	0.036,107.478
491.595,0.645	0.117,22.919
115.193,17.515	0.056,153.178
37.899,1.242	0.027,78.674
0.077,440.074	2.895,440.074
111.178,0.097	0.534,7.215
167.868,2.206	0.052,81.481	2.086,81.481
0.018,532.465
31.849,7.679	0.046,497.820
237.661,1.741	0.076,90.121
125.044,0.367	0.014,31.566
0.054,113.044	0.829,113.044
69.516,0.258
0.035,515.992
205.235,1.106	0.055,49.877
460.490,0.430	0.237,29.339
1.221,0.866	98.506,0.866	0.119,72.964
9.081,2.778	0.001,63.180
0.090,437.927	7.664,74.857
83.680,2.829	0.030,229.792
14.028,3.757	0.006,54.232
2.214,2.056	157.871,2.056	0.023,195.890
0.597,0.660	53.341,0.660	0.020,61.801
45.609,0.634	0.010,62.620
0.015,757.827
89.605,1.016	0.041,98.433
101.352,1.268	0.025,72.027
191.985,0.504	0.041,40.227
67.074,4.347	0.089,217.594
60.635,1.532	0.504,152.680
9.062,0.466	0.008,43.966
865.835,1.599
95.403,1.490	0.052,112.945	3.187,112.945
27.891,0.697	0.012,69.436
308.600,0.986	0.301,87.932
139.940,1.966	1.556,127.753
42.861,1.528	0.010,116.410
143.521,0.755
588.379,2.244	0.151,75.287
239.858,1.437
2.279,21.767	32.717,21.767
