parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-200,002,002-020-200,2,0.15,1.473494,-0.060844,6.581667,0.15
1,2,002-200,200,002-020-200,2,0.85,6.852872,-0.0755,0.606773,0.85
2,1,102,102,102-200,1,1,0.449824,1.451704,6.660062,1
3,2,020-210,020,020-210,2,0.65,0.669244,6.575016,0.157166,0.65
3,2,020-210,210,020-210,2,0.35,6.61423,0.530085,-0.493236,0.35
4,1,210,210,002-020-200,1,1,5.41607,3.902204,2.54938,1
5,2,012-200,200,020-200,2,0.72,7.019902,-0.354734,2.5887540000000002,0.72
5,2,012-200,012,020-200,2,0.28,2.426521,2.459248,6.732527,0.28
6,1,200,200,002-020-200,1,1,7.812672,-0.192697,1.680088,1
7,1,201,201,020-200,1,1,6.056464,0.197354,4.143423,1
8,3,002-020-200,020,002-020-200,3,0.72,0.401314,6.355278,1.635888,0.72
8,3,002-020-200,002,002-020-200,3,0.13,-0.141472,2.663712,5.968887,0.13
8,3,002-020-200,200,002-020-200,3,0.15,6.502066,1.360566,-0.218592,0.15
9,1,022,022,002-020-200,1,1,-1.354707,5.161243,4.525209,1
10,1,002,002,002-020-200,1,1,1.549713,-1.371965,7.356634,1
11,1,200,200,200,1,1,6.287115,-3.481338,-0.519159,1
12,3,002-020-200,200,002-020-200,3,0.19,6.502066,1.360566,-0.218592,0.19
12,3,002-020-200,002,002-020-200,3,0.18,-0.141472,2.663712,5.968887,0.18
12,3,002-020-200,020,002-020-200,3,0.63,0.401314,6.355278,1.635888,0.63
13,1,200,200,200,1,1,6.445064,1.395954,0.794709,1
14,1,002,002,002,1,1,-2.491108,0.209025,7.089629,1
15,1,200,200,200,1,1,6.467001,-0.944795,-0.470318,1
16,1,220,220,120,1,1,4.920041,5.528687,-3.78538,1
17,1,002,002,002-020-200,1,1,0.259184,2.413259,6.495633,1
18,1,002,002,002-020,1,1,0.662435,-1.904908,8.072776,1
19,2,201-210,201,201-210,2,0.43,7.125251,-2.70965,1.161568,0.43
19,2,201-210,210,201-210,2,0.57,6.948704,2.041777,-3.598451,0.57
20,2,002-020,020,002-020-200,2,0.52,2.390053,6.465426,1.907802,0.52
20,2,002-020,002,002-020-200,2,0.48,0.454982,1.841946,6.022219,0.48
21,1,020,020,002-020,1,1,1.048446,5.943536,0.965695,1
22,2,012-020,012,002-020-200,2,0.6,-0.919842,1.78013,5.412758,0.6
22,2,012-020,020,002-020-200,2,0.4,0.895941,5.276716,1.320452,0.4
23,1,021,021,002-020-200,1,1,-1.229571,6.229523,1.412464,1
24,2,002-020,002,002-020,2,0.85,-2.974544,0.934252,6.999285,0.85
24,2,002-020,020,002-020,2,0.15,-2.254981,6.74033,1.04918,0.15
25,1,102,102,102,1,1,3.781379,-0.739884,6.056165,1
26,1,020,020,020,1,1,0.736318,7.482679,-0.984972,1
27,1,020,020,002-020-200,1,1,3.071676,6.405624,2.596026,1
28,1,020,020,020,1,1,1.329396,7.301016,-2.64801,1
29,2,002-200,200,002-020-200,2,0.12,6.290451,1.149637,2.330833,0.12
29,2,002-200,002,002-020-200,2,0.88,0.869076,0.643829,7.722573,0.88
30,1,220,220,220,1,1,6.484448,2.153995,-2.630119,1
31,1,020,020,012-020,1,1,-1.493872,6.721903,-0.710761,1
32,1,020,020,020,1,1,1.746046,8.793699,-2.23683,1
33,1,020,020,020-210,1,1,-0.342539,6.950082,1.040804,1
34,1,002,002,002-020-201,1,1,-2.789264,-1.262307,7.796953,1
35,2,020-201,020,200,2,0.15,0.946548,6.232662,2.413436,0.15
35,2,020-201,201,200,2,0.85,5.473697,1.000863,4.270517,0.85
36,1,202,202,200,1,1,6.06745,-2.779225,1.64395,1
37,1,020,020,020,1,1,0.221031,8.984546,-1.554995,1
38,1,002,002,002-020,1,1,0.493095,1.425358,5.287786,1
39,1,121,121,020-201,1,1,4.127723,4.81442,1.962814,1
40,1,200,200,002-200,1,1,6.612696,3.26855,0.054138,1
41,1,120,120,021-120,1,1,2.517046,9.139854,-1.164775,1
42,1,020,020,012-020,1,1,0.031517,7.944576,0.34142,1
43,1,020,020,021-200,1,1,0.645995,6.597862,1.25545,1
44,1,200,200,002-020-200,1,1,8.586498,1.225636,1.013821,1
45,1,002,002,002-201,1,1,-0.171791,0.772044,7.240701,1
46,1,200,200,020-200,1,1,6.545289,0.862846,-1.137096,1
47,1,200,200,002-200,1,1,7.916543,-0.913301,0.849957,1
48,1,120,120,002-120-200,1,1,3.933672,6.56683,0.879689,1
49,1,002,002,002-201,1,1,-1.154357,-0.039077,7.777802,1
50,1,022,022,022,1,1,-3.681241,6.768514,3.341497,1
51,1,200,200,002-200,1,1,8.055178,0.702793,1.407336,1
52,1,020,020,020,1,1,2.086748,6.974074,-0.320841,1
53,1,120,120,002-020-200,1,1,3.900684,4.946121,-0.198985,1
54,1,020,020,002-020,1,1,0.870922,8.283,3.039029,1
55,1,002,002,002-021,1,1,-0.095316,1.146667,8.883534,1
56,1,202,202,021,1,1,3.742799,1.666344,5.504405,1
57,1,002,002,002-020-200,1,1,0.736018,2.292408,5.23214,1
58,1,020,020,-1,1,1,3.130999,6.996297,-0.911661,1
59,2,022-200,200,020-200,2,0.21,7.538292,-0.036241,1.140909,0.21
59,2,022-200,022,020-200,2,0.79,-1.434449,5.549734,5.312023,0.79
60,1,102,102,002-201,1,1,3.477418,-1.609022,7.851892,1
61,1,200,200,002-020-200,1,1,6.900769,1.230807,1.19018,1
62,1,201,201,201,1,1,8.140825,-2.048538,1.797051,1
63,1,002,002,002-200,1,1,2.164752,-1.910609,8.585874,1
64,1,002,002,002-201,1,1,-1.15151,0.906535,8.208463,1
65,1,002,002,002,1,1,-1.415183,-1.116852,9.076952,1
66,1,002,002,002-200,1,1,0.746772,-2.944344,8.390953,1
67,1,200,200,200,1,1,6.758829,1.036357,0.904684,1
68,1,200,200,020-200,1,1,5.487547,2.988598,2.095205,1
69,1,021,021,002-020-200,1,1,2.185862,3.85736,4.020173,1
70,1,020,020,012-020,1,1,2.355077,5.603784,2.957608,1
71,1,202,202,002-200,1,1,4.429455,0.561683,5.618751,1
72,1,200,200,200,1,1,9.02041,1.356802,0.316567,1
73,2,012-020,020,012-020,2,0.84,2.12965,6.053149,-1.369388,0.84
73,2,012-020,012,012-020,2,0.16,-0.192719,0.281144,4.887464,0.16
74,1,002,002,002,1,1,2.228048,1.775403,8.170191,1
75,1,200,200,002-020-200,1,1,7.106987,0.866732,-1.770406,1
76,1,002,002,002,1,1,1.952249,-2.096265,5.929625,1
77,1,002,002,002,1,1,-0.767342,-1.6961,8.532186,1
78,1,002,002,002,1,1,-0.563014,0.184068,6.930921,1
79,2,002-020,002,002-020,2,0.74,-1.990301,2.132295,6.648468,0.74
79,2,002-020,020,002-020,2,0.26,-0.859445,6.981921,2.344376,0.26
80,1,002,002,002-020,1,1,-0.190573,2.798907,5.116483,1
81,1,200,200,102-200,1,1,7.89179,2.012768,2.205928,1
82,2,002-020,020,002-020,2,0.25,-0.562853,4.699181,-0.119395,0.25
82,2,002-020,002,002-020,2,0.75,-1.520467,-0.719886,6.367885,0.75
83,1,200,200,020-200,1,1,6.059758,0.802831,-0.833242,1
84,1,200,200,200,1,1,8.063095,2.413841,-3.091321,1
85,2,102-210,210,102-200,2,0.2,6.496018,2.194203,2.302057,0.2
85,2,102-210,102,102-200,2,0.8,2.557799,-0.66523,8.162084,0.8
86,1,210,210,020-210,1,1,8.702089,1.341825,-3.83663,1
87,2,002-201,002,002-201,2,0.53,2.058004,1.751399,7.441295,0.53
87,2,002-201,201,002-201,2,0.47,7.455798,-2.543148,3.202319,0.47
88,1,201,201,002-200,1,1,6.471206,0.793485,2.570587,1
89,2,012-020,020,002-020-201,2,0.13,1.130072,5.558954,0.889862,0.13
89,2,012-020,012,002-020-201,2,0.87,-0.596136,2.150976,6.586012,0.87
90,1,020,020,012-020,1,1,1.230632,6.677714,-0.514673,1
91,4,002-210-220-221,221,002-200,7,0.01,3.969972,3.328155,3.248515,0.03
91,4,002-210-220-221,221,002-200,7,0.02,4.439638,3.030721,3.060607,0.03
91,4,002-210-220-221,220,002-200,7,0.01,4.215038,3.988336,2.220325,0.03
91,4,002-210-220-221,220,002-200,7,0.01,4.699071,3.052244,2.804689,0.03
91,4,002-210-220-221,220,002-200,7,0.01,4.894352,3.619457,1.61254,0.03
91,4,002-210-220-221,210,002-200,7,0.75,7.97815,1.611238,-0.566283,0.75
91,4,002-210-220-221,002,002-200,7,0.19,2.980074,-0.28582,7.126058,0.19
92,2,012-020,012,012-020,2,0.34,-1.247988,1.697822,6.670977,0.34
92,2,012-020,020,012-020,2,0.66,-0.234093,6.390734,0.264293,0.66
93,1,202,202,112-202,1,1,7.138803,-0.737823,1.640844,1
94,1,012,012,002,1,1,-1.211669,1.607612,8.844703,1
95,1,202,202,002-020-200,1,1,5.054134,-1.26933,5.550322,1
96,1,012,012,102-200,1,1,-1.924795,0.558299,6.366478,1
97,1,200,200,002-020-200,1,1,8.133188,0.793222,3.43315,1
98,1,201,201,002-200,1,1,6.751133,-4.166524,3.519195,1
99,1,200,200,101-200,1,1,7.607173,0.251291,-1.442687,1
100,2,120-210,210,020-210,2,0.82,6.3815,2.330228,-2.374013,0.82
100,2,120-210,120,020-210,2,0.18,3.895153,7.085724,-1.218248,0.18
101,1,021,021,012-021,1,1,-5.675463,7.761812,3.790526,1
102,2,002-200,002,002-200,2,0.26,0.385558,-1.625926,6.039408,0.26
102,2,002-200,200,002-200,2,0.74,6.238158,-1.442763,0.654834,0.74
103,2,002-020,020,002-020-200,2,0.27,0.438081,6.937591,0.868404,0.27
103,2,002-020,002,002-020-200,2,0.73,0.938567,1.211172,6.015756,0.73
104,1,200,200,002-020-200,1,1,7.464446,-2.168129,2.808914,1
105,2,120-200,200,020-200,2,0.38,6.627,1.066678,-3.779438,0.38
105,2,120-200,120,020-200,2,0.62,1.897484,4.955844,-1.878382,0.62
106,1,012,012,020,1,1,-0.717568,2.455833,5.904381,1
107,1,201,201,002-020-201,1,1,4.780784,-0.868696,3.495769,1
108,1,002,002,002-020,1,1,0.556294,0.972846,9.258318,1
109,1,210,210,002-020-210,1,1,7.047193,2.718386,0.051282,1
110,1,120,120,020-210,1,1,2.15975,6.817424,-1.59004,1
111,1,200,200,020-200,1,1,6.603925,1.854252,2.151896,1
112,2,120-202,120,002-200,2,0.66,3.654783,6.765345,-0.356102,0.66
112,2,120-202,202,002-200,2,0.34,4.842842,1.721258,4.166669,0.34
113,1,002,002,002-201,1,1,3.095618,-0.72601,7.708418,1
114,1,200,200,020-200,1,1,7.567604,2.005155,-0.902303,1
115,1,020,020,020,1,1,1.056163,8.309118,0.59269,1
116,1,120,120,020-210,1,1,1.853936,6.563593,-0.471761,1
117,1,102,102,002-020-200,1,1,1.669474,-0.951134,7.330789,1
118,1,020,020,002-020,1,1,-2.422182,7.627751,2.795585,1
119,2,002-020,020,002-020,2,0.71,2.196562,5.828397,2.270967,0.71
119,2,002-020,002,002-020,2,0.29,1.308903,2.380548,7.953497,0.29
120,1,020,020,020,1,1,-2.405758,7.977403,1.631485,1
121,1,102,102,002,1,1,2.552009,-2.121933,7.122098,1
122,1,201,201,200,1,1,6.88599,-1.710145,3.796633,1
123,1,201,201,020-200,1,1,6.391659,2.303131,2.831823,1
124,1,200,200,200,1,1,5.6364,-1.352414,0.049242,1
125,1,002,002,002-021-120,1,1,0.904205,1.484543,7.21428,1
126,1,102,102,002-020-201,1,1,2.329988,0.105859,6.04573,1
127,1,201,201,102-201,1,1,8.831727,-4.701108,2.557758,1
128,1,112,112,020,1,1,2.057216,3.278053,4.537291,1
129,1,020,020,020,1,1,-2.816426,7.902689,0.059758,1
130,1,021,021,002-020-200,1,1,-0.566299,5.237834,3.005527,1
131,1,022,022,012-021,1,1,-3.424305,4.403038,6.256846,1
132,1,002,002,-2,1,1,1.999166,0.752794,7.204599,1
133,2,002-201,201,002-020-200,2,0.71,6.400686,0.054133,2.968607,0.71
133,2,002-201,002,002-020-200,2,0.29,0.654564,0.230126,6.620596,0.29
134,1,020,020,002-020-210,1,1,2.359751,7.330195,0.893706,1
135,1,202,202,020-200,1,1,4.716562,-1.447045,5.990705,1
136,1,200,200,002-020-200,1,1,5.089171,-0.501753,2.118797,1
137,1,201,201,002-200,1,1,6.429762,-1.547083,2.753737,1
138,1,002,002,002-021-120,1,1,1.454315,0.613533,7.843012,1
