parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,020,020,002-020-210,1,1,1.1059890000000001,6.537646,-1.934199,1
2,1,102,102,021-102-200,1,1,1.019272,-1.571505,6.117194,1
3,2,012-021,021,002-021,2,0.64,-5.878013,6.493866,2.208399,0.64
3,2,012-021,012,002-021,2,0.36,-4.129631,1.956529,6.830375,0.36
4,1,002,002,002-200,1,1,1.859199,1.269667,6.239442,1
5,1,200,200,002-200,1,1,7.451559,-1.730775,-1.457498,1
6,1,020,020,002-020-200,1,1,0.47024,7.247767,-0.12859400000000001,1
7,2,012-120,120,012-120,2,0.72,3.767104,7.128576,-0.947869,0.72
7,2,012-120,012,012-120,2,0.28,-1.417869,3.525505,7.186799,0.28
8,1,002,002,002-020,1,1,-0.011191,1.441523,6.285588,1
9,1,200,200,020-200,1,1,8.203329,0.325442,-0.650889,1
10,1,020,020,020-200,1,1,0.042448,5.733685,1.494619,1
11,1,020,020,020-200,1,1,1.443564,6.748606,3.601632,1
12,1,002,002,002-020,1,1,-1.01144,-0.213984,6.032607,1
13,1,002,002,002-201,1,1,1.487615,0.290735,6.764483,1
14,1,220,220,020-200,1,1,5.127736,4.145331,-1.828446,1
15,1,021,021,021,1,1,-0.299913,5.666685,1.626382,1
16,1,012,012,002-020-200,1,1,-2.512023,2.453073,6.532356,1
17,1,200,200,002-200,1,1,6.929353,-0.36884,3.27189,1
18,1,022,022,002-020,1,1,-0.413331,3.552516,4.578149,1
19,2,002-200,002,002-020-200,2,0.38,2.425192,1.84298,5.297626,0.38
19,2,002-200,200,002-020-200,2,0.62,5.858423,-0.334031,3.193039,0.62
20,1,200,200,002-020-200,1,1,5.728147,1.959468,-0.76134,1
21,1,002,002,002-021,1,1,-3.900401,0.774953,8.087673,1
22,1,202,202,002-020-201,1,1,6.823855,-0.10724,4.00475,1
23,1,020,020,012-020,1,1,-1.382682,7.520379,0.022501,1
24,1,200,200,020-200,1,1,7.250695,-1.275937,-3.924054,1
25,1,120,120,020,1,1,2.326789,8.734667,0.129594,1
26,1,200,200,002-020-200,1,1,5.440662,3.841251,-0.561672,1
27,1,102,102,002-020-200,1,1,3.451907,1.52397,4.793835,1
28,2,102-201,102,002-020-201,2,0.61,2.679698,2.508703,6.684106,0.61
28,2,102-201,201,002-020-201,2,0.39,6.428915,1.843055,4.062379,0.39
29,1,202,202,102,1,1,5.981999,-4.019458,4.214812,1
30,1,002,002,002-201,1,1,0.159084,0.541688,6.829245,1
31,1,200,200,002-020-200,1,1,7.039047,-1.212346,2.92018,1
32,1,102,102,020-102-201,1,1,2.105913,1.7548,5.203892,1
33,1,201,201,002-020-200,1,1,5.715183,1.099396,2.687023,1
34,1,020,020,002-020-200,1,1,-0.435689,6.333163,1.874802,1
35,2,002-020,020,002-020-210,2,0.17,0.615523,5.077701,0.176069,0.17
35,2,002-020,002,002-020-210,2,0.83,1.938607,-1.447669,6.318785,0.83
36,1,102,102,102-200,1,1,0.426229,0.180158,7.707207,1
37,1,002,002,002-200,1,1,0.104794,0.444785,7.78501,1
38,2,020-210,020,002-020-200,2,0.67,2.826996,6.651515,-1.157916,0.67
38,2,020-210,210,002-020-200,2,0.33,5.373667,1.992436,-0.734578,0.33
39,1,002,002,002,1,1,3.209851,-1.73899,7.185975,1
40,1,002,002,002-200,1,1,0.356206,0.444095,7.783455,1
41,1,200,200,200,1,1,7.944395,1.869675,-1.12058,1
42,1,021,021,002-021,1,1,0.169527,7.924389,0.977393,1
43,1,200,200,002-020-200,1,1,6.425656,3.289734,-0.571628,1
44,2,002-020,002,002-020-200,2,0.44,1.303489,0.044082,7.256598,0.44
44,2,002-020,020,002-020-200,2,0.56,0.587383,5.204936,2.601313,0.56
45,1,012,012,012-201,1,1,2.0622220000000002,2.485352,7.564874,1
46,1,002,002,002-020-200,1,1,-0.250039,1.586478,6.864955,1
47,1,002,002,002-020-200,1,1,2.203333,-2.024304,7.357436,1
48,2,012-210,012,002-200,2,0.51,1.452897,2.062599,7.451385,0.51
48,2,012-210,210,002-200,2,0.49,4.77452,3.906026,2.939334,0.49
49,2,020-210,210,020-210,2,0.65,7.479221,1.781439,-1.216891,0.65
49,2,020-210,020,020-210,2,0.35,2.339555,7.094039,0.220089,0.35
50,1,200,200,020-200,1,1,5.719079,1.06951,2.242871,1
51,1,022,022,022,1,1,-3.272011,2.23645,5.333897,1
52,1,200,200,200,1,1,7.705157,1.367208,1.264041,1
53,1,200,200,002-200,1,1,7.166665,-3.123451,1.387378,1
54,1,012,012,012-020,1,1,-0.441373,2.253188,3.113988,1
55,1,102,102,002,1,1,2.95613,-2.968893,6.698985,1
56,1,020,020,020,1,1,1.346645,6.439535,0.370215,1
57,1,200,200,-1,1,1,6.171382,-1.086812,2.230588,1
58,1,022,022,002-021,1,1,-1.968224,4.509886,5.456665,1
59,1,202,202,202,1,1,4.662238,-1.093373,4.610216,1
60,1,200,200,120-200,1,1,6.233194,-0.625612,0.87124,1
61,1,200,200,002-020-200,1,1,7.040763,-1.119013,0.364639,1
62,1,202,202,202,1,1,7.28886,-2.217884,3.441738,1
63,1,020,020,002-020-200,1,1,0.977482,7.167877,1.732662,1
64,1,202,202,002-200,1,1,6.666264,1.444169,3.832791,1
65,1,020,020,002-020,1,1,1.010091,7.186269,1.39822,1
66,1,012,012,012-201,1,1,-3.010543,2.241104,7.580007,1
67,1,002,002,002-020-201,1,1,3.305933,0.931194,7.638108,1
68,2,112-120,112,120,2,0.08,0.237914,3.06913,5.409876,0.08
68,2,112-120,120,120,2,0.92,3.446698,5.802087,1.293592,0.92
69,1,201,201,120-201,1,1,6.23151,-4.662198,2.661773,1
70,1,202,202,020-200,1,1,2.955799,0.545786,5.270509,1
71,2,020-200,200,020-200,2,0.8,6.069189,3.455457,0.807818,0.8
71,2,020-200,020,020-200,2,0.2,2.750895,5.732324,-0.809766,0.2
72,1,020,020,002-020-200,1,1,3.797054,5.143081,0.916468,1
73,2,002-020,020,002-020-200,2,0.89,-0.216661,6.242117,1.396585,0.89
73,2,002-020,002,002-020-200,2,0.11,3.095866,1.81619,5.496883,0.11
74,1,020,020,020-200,1,1,2.527437,6.522527,-2.689204,1
75,1,210,210,002-020-210,1,1,8.420315,0.173474,-0.782584,1
76,1,022,022,021,1,1,1.198472,5.913372,2.556607,1
77,2,002-201,002,201,2,0.19,2.885044,2.041238,7.929234,0.19
77,2,002-201,201,201,2,0.81,8.404474,1.575003,2.376766,0.81
78,1,002,002,002-020-200,1,1,1.629199,2.905628,5.898204,1
79,2,002-020,002,002-020,2,0.12,0.88064,2.848159,3.314073,0.12
79,2,002-020,020,002-020,2,0.88,0.158469,7.274385,-0.852573,0.88
80,1,020,020,020-210,1,1,0.382437,6.916893,-0.806354,1
81,2,020-200,200,002-020-200,2,0.4,7.119312,0.413117,0.007147,0.4
81,2,020-200,020,002-020-200,2,0.6,2.400914,6.31284,1.299708,0.6
82,1,210,210,200,1,1,7.489699,1.125647,-1.718127,1
83,3,002-021-200,200,002-020-200,3,0.13,6.458396,0.996,1.440327,0.13
83,3,002-021-200,021,002-020-200,3,0.66,1.230903,6.072271,2.265316,0.66
83,3,002-021-200,002,002-020-200,3,0.21,0.751742,2.436731,7.333742,0.21
84,1,020,020,002-020-200,1,1,-1.392681,8.52916,-0.952802,1
85,1,202,202,002-020-200,1,1,4.082406,0.126881,5.715129,1
86,1,020,020,020-210,1,1,1.092104,8.893767,-1.309593,1
87,1,012,012,012,1,1,-3.02309,2.742082,7.129266,1
88,1,020,020,020,1,1,-0.263837,9.599949,1.491345,1
89,1,211,211,002-020-200,1,1,6.466451,2.604786,3.591762,1
90,1,002,002,020-200,1,1,1.518552,1.939419,6.753113,1
91,1,021,021,020,1,1,-2.606475,6.823115,2.659016,1
92,2,020-200,200,002-020-200,2,0.19,5.733844,0.76918,0.470563,0.19
92,2,020-200,020,002-020-200,2,0.81,0.961806,4.600018,2.442298,0.81
93,1,120,120,120,1,1,1.681629,5.616592,0.023816,1
94,1,202,202,002,1,1,3.376265,-0.246528,4.006991,1
95,1,210,210,102-210,1,1,6.431509,1.266073,1.295986,1
96,1,211,211,002-020-200,1,1,5.406392,2.731239,1.933481,1
97,1,200,200,020-200,1,1,8.61683,-0.355945,2.018038,1
98,1,020,020,002-020,1,1,-0.732786,6.399962,0.157355,1
99,1,200,200,002-200,1,1,7.877963,-3.197968,2.378097,1
100,1,102,102,021-102-200,1,1,1.629089,-4.691156,7.070608,1
101,1,201,201,002-200,1,1,5.713068,-0.456331,3.74798,1
102,2,020-200,020,020-200,2,0.92,0.927902,7.80333,-1.861404,0.92
102,2,020-200,200,020-200,2,0.08,6.716431,1.919644,-1.301921,0.08
103,1,020,020,002-020-200,1,1,0.366677,6.053782,1.526263,1
104,1,102,102,002-020,1,1,3.415169,1.065509,5.664162,1
105,1,020,020,020-200,1,1,2.823553,6.712935,-2.423732,1
106,1,200,200,020-200,1,1,8.74404,-2.042188,-1.771464,1
107,1,201,201,002-200,1,1,6.873213,1.017719,1.932105,1
108,1,022,022,002-200,1,1,-0.685852,6.139519,3.492063,1
109,1,022,022,002-020-200,1,1,-2.341325,4.861918,5.885045,1
110,1,020,020,012-020,1,1,-0.301939,7.42611,1.411946,1
111,1,021,021,002-201-210,1,1,0.603189,5.235656,2.731741,1
112,3,020-102-201,020,002-020-200,3,0.11,0.115375,7.013353,0.408693,0.11
112,3,020-102-201,102,002-020-200,3,0.82,2.71076,-0.408451,6.174547,0.82
112,3,020-102-201,201,002-020-200,3,0.07,4.445317,0.555783,3.022423,0.07
113,2,002-020,020,002-020,2,0.69,1.346471,5.988619,1.157775,0.69
113,2,002-020,002,002-020,2,0.31,2.289032,1.526512,4.854996,0.31
114,1,202,202,-2,1,1,4.524553,-1.247481,7.544053,1
115,1,200,200,120-200,1,1,8.436831,0.065186,-2.61279,1
116,2,020-200,200,002-020-200,2,0.03,5.24397,1.072751,-1.183806,0.03
116,2,020-200,020,002-020-200,2,0.97,0.406891,6.097408,0.379455,0.97
117,2,102-200,102,102-200,2,0.33,3.223055,-1.174481,6.873103,0.33
117,2,102-200,200,102-200,2,0.67,6.058171,-3.088585,3.989533,0.67
118,1,021,021,002-200,1,1,3.798173,4.682583,2.458509,1
119,1,101,101,002-020-201,1,1,2.648213,-0.228974,2.888653,1
120,1,112,112,020-102-200,1,1,2.979619,1.9086,4.560845,1
121,1,220,220,210,1,1,4.885933,6.117044,-4.650601,1
122,1,200,200,002-120-200,1,1,6.914651,2.29478,-0.148575,1
123,2,120-200,200,120-200,2,0.18,6.17411,1.27214,-0.596545,0.18
123,2,120-200,120,120-200,2,0.82,0.360813,6.862437,0.809163,0.82
124,1,200,200,002-200,1,1,8.14199,1.51059,1.024294,1
125,2,020-202,020,002-020-200,2,0.64,0.593626,6.841072,2.031715,0.64
125,2,020-202,202,002-020-200,2,0.36,3.996149,1.525878,6.706773,0.36
126,1,002,002,002-200,1,1,1.942896,2.442075,7.336313,1
127,1,200,200,002-120-200,1,1,6.555563,-0.126403,0.528935,1
128,2,012-210,012,002-210,2,0.9,1.487558,2.083861,6.167366,0.9
128,2,012-210,210,002-210,2,0.1,6.199516,3.074231,1.572669,0.1
129,1,002,002,002-021,1,1,1.459061,-0.086848,6.604073,1
130,1,020,020,002-020,1,1,0.424308,5.365979,0.332678,1
131,2,102-200,102,-1,2,0.76,2.224141,-1.481173,4.993485,0.76
131,2,102-200,200,-1,2,0.24,6.808784,0.877564,0.518914,0.24
132,3,020-102-200,200,002-020-200,3,0.48,6.673135,1.297514,1.514699,0.48
132,3,020-102-200,102,002-020-200,3,0.03,3.837135,0.103608,5.097971,0.03
132,3,020-102-200,020,002-020-200,3,0.49,1.101917,6.08851,3.282394,0.49
133,1,021,021,021-200,1,1,0.944863,6.943805,0.573395,1
134,1,201,201,002-201,1,1,7.260851,-0.97655,1.351614,1
135,1,200,200,002-200,1,1,7.965545,1.824097,1.109868,1
136,1,200,200,002-200,1,1,6.967451,0.586179,0.511464,1
137,1,102,102,002-020,1,1,4.156506,1.569989,6.23844,1
138,1,020,020,002-020,1,1,0.078736,7.661659,1.491592,1
139,1,200,200,002-200,1,1,7.761776,-1.17437,0.158796,1
140,1,022,022,002-020-200,1,1,-3.197475,5.09541,5.518942,1
141,2,012-120,012,012-120-200,2,0.04,-1.230539,2.08478,7.240371,0.04
141,2,012-120,120,012-120-200,2,0.96,1.376457,7.041455,1.110079,0.96
142,1,002,002,002-021-200,1,1,1.269064,-0.853236,6.686971,1
