parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,020,020,002-020,1,1,0.230495,5.991039,-2.479254,1
2,1,002,002,002-201,1,1,0.420511,-1.630065,5.796907,1
3,1,021,021,002-021,1,1,-0.279718,6.146506,1.368853,1
4,2,102-200,200,002-020-200,2,0.21,6.532879,0.931317,1.742568,0.21
4,2,102-200,102,002-020-200,2,0.79,1.284716,2.141926,6.223723,0.79
5,1,200,200,002-200,1,1,6.277024,-1.468855,-0.256415,1
6,1,200,200,200,1,1,6.922927,1.481543,-0.778601,1
7,1,002,002,002-201,1,1,1.456104,1.097309,6.947227,1
8,2,002-020,020,002-020-200,2,0.76,-0.108936,5.90991,2.308286,0.76
8,2,002-020,002,002-020-200,2,0.24,1.015258,1.481071,6.231869,0.24
9,1,020,020,020,1,1,-2.382168,4.729917,2.383867,1
10,1,102,102,102,1,1,3.258538,-2.850039,6.934295,1
11,2,020-210,210,020-210,2,0.28,6.696465,3.306815,-3.293119,0.28
11,2,020-210,020,020-210,2,0.72,1.295741,6.588742,-0.493927,0.72
12,1,002,002,002-020,1,1,0.641877,0.560951,5.304079,1
13,1,200,200,120-200,1,1,7.902744,0.158861,-0.753266,1
14,1,200,200,002-200,1,1,6.554209,1.074996,2.433218,1
15,2,012-020,012,012-020,2,0.79,-7.271833,2.544228,5.580736,0.79
15,2,012-020,020,012-020,2,0.21,-2.292554,6.260005,0.036504,0.21
16,1,101,101,002-020,1,1,2.920328,3.121368,2.04256,1
17,2,002-201,201,002-200,2,0.58,7.777736,1.224494,0.010241,0.58
17,2,002-201,002,002-200,2,0.42,2.431106,0.842644,6.468521,0.42
18,1,020,020,020-200,1,1,1.37857,5.02826,2.018677,1
19,1,201,201,120-201,1,1,7.159685,-2.739359,2.357011,1
20,2,002-020,002,002-020,2,0.68,-0.946492,1.258168,6.340492,0.68
20,2,002-020,020,002-020,2,0.32,1.209914,7.27529,0.264882,0.32
21,1,102,102,002-200,1,1,4.227669,-1.42682,5.570512,1
22,1,021,021,002-021-210,1,1,1.320496,8.293116,1.792249,1
23,2,002-200,002,002-020-200,2,0.17,1.306736,0.375468,6.103999,0.17
23,2,002-200,200,002-020-200,2,0.83,7.096988,-1.375881,0.56053,0.83
24,1,120,120,012-021-120-200,1,1,4.460987,7.651943,-5.686799,1
25,1,021,021,002-020,1,1,-1.476147,4.509696,2.873926,1
26,1,020,020,020-210,1,1,2.291257,6.536913,0.372396,1
27,1,002,002,002-020-200,1,1,2.456562,1.509996,6.32545,1
28,1,200,200,002-020-200,1,1,6.954734,-1.801489,0.145007,1
29,1,020,020,012-020,1,1,-0.7584,6.786534,-0.461428,1
30,1,200,200,002-020-200,1,1,6.136435,3.12182,2.662273,1
31,1,020,020,020-200,1,1,0.657713,7.064145,1.750565,1
32,2,020-210,020,002-020-210,2,0.16,1.825481,6.961787,1.119253,0.16
32,2,020-210,210,002-020-210,2,0.84,7.701056,3.480371,-0.464409,0.84
33,1,020,020,020-200,1,1,1.057729,7.35434,2.185499,1
34,1,201,201,002-120-200,1,1,5.971526,-2.527768,0.551483,1
35,1,200,200,200,1,1,7.326169,0.861241,0.308564,1
36,1,002,002,002-020-200,1,1,0.292513,3.257458,5.698561,1
37,2,002-020,020,002-020-200,2,0.18,0.862814,7.033267,0.294007,0.18
37,2,002-020,002,002-020-200,2,0.82,0.088492,0.726558,5.781065,0.82
38,3,002-021-201,201,002-201,3,0.5,4.668226,1.910368,1.721845,0.5
38,3,002-021-201,002,002-201,3,0.25,-0.971429,1.89794,6.965218,0.25
38,3,002-021-201,021,002-201,3,0.25,2.45437,6.213813,0.306798,0.25
39,1,002,002,002-120,1,1,-1.284518,1.928361,7.47269,1
40,1,012,012,002-020-200,1,1,4.172289,3.910426,5.279348,1
41,1,020,020,002-020,1,1,-0.37487,6.796541,3.856193,1
42,2,020-200,200,020-200,2,0.53,8.490663,1.244979,-1.05867,0.53
42,2,020-200,020,020-200,2,0.47,1.757445,7.488358,0.999983,0.47
43,1,022,022,-1,1,1,-0.553851,6.944951,4.173643,1
44,1,021,021,021-210,1,1,1.512279,4.851672,3.418595,1
45,1,020,020,002-020-200,1,1,0.421615,7.804835,-1.904967,1
46,1,002,002,002-020-200,1,1,0.846221,-1.771842,6.308158,1
47,2,200-221,221,002-200,2,0.02,3.934705,5.375133,2.302694,0.02
47,2,200-221,200,002-200,2,0.98,6.364978,2.691093,0.83378,0.98
48,1,220,220,102-120,1,1,4.710527,4.160346,1.264427,1
49,1,022,022,022,1,1,0.546347,4.614271,4.794447,1
50,1,020,020,002-020-200,1,1,3.286324,6.454793,1.673208,1
51,1,200,200,022-102-200,1,1,7.044624,0.192271,-0.021175,1
52,2,002-020,020,002-020,2,0.4,0.070589,7.371749,1.805048,0.4
52,2,002-020,002,002-020,2,0.6,0.809094,3.044539,6.202469,0.6
53,1,020,020,002-020-200,1,1,1.966126,7.408612,0.409792,1
54,1,022,022,-1,1,1,-2.885561,5.64073,5.529483,1
55,1,020,020,002-020-200,1,1,1.740396,6.623059,1.318416,1
56,1,020,020,020-200,1,1,-1.155243,7.743778,1.459072,1
57,1,200,200,120-200,1,1,6.918871,0.802102,0.443174,1
58,1,201,201,201,1,1,7.524433,-6.570352,2.53526,1
59,1,200,200,002-020-200,1,1,7.103025,1.473705,1.713797,1
60,1,012,012,012-020,1,1,1.246466,2.156622,5.718285,1
61,1,002,002,002,1,1,0.349101,0.505478,9.054626,1
62,2,020-210,210,020-210,2,0.65,7.376559,0.658002,1.430738,0.65
62,2,020-210,020,020-210,2,0.35,0.913484,6.678462,2.003719,0.35
63,1,020,020,002-020,1,1,3.169411,5.798082,2.580945,1
64,1,200,200,200,1,1,7.248487,0.878174,0.724322,1
65,1,002,002,002-020-200,1,1,0.702463,3.623684,6.089282,1
66,1,200,200,120-200,1,1,8.500734,2.651555,1.339088,1
67,1,200,200,002-020-200,1,1,7.732373,2.780627,-0.320256,1
68,1,021,021,012-021,1,1,-3.277687,8.416176,3.022359,1
69,1,102,102,002-201,1,1,4.025111,-1.1675,6.18366,1
70,2,020-200,200,002-020-200,2,0.23,5.701957,2.538456,-0.370583,0.23
70,2,020-200,020,002-020-200,2,0.77,-0.579423,7.580673,2.03781,0.77
71,1,020,020,002-020-200,1,1,1.378697,6.554779,2.106439,1
72,1,202,202,002-020-200,1,1,4.220726,-1.293487,5.531781,1
73,1,120,120,002-020-200,1,1,1.989242,6.107147,1.774199,1
74,1,020,020,002-020-200,1,1,0.955421,7.150333,0.40301,1
75,1,002,002,002-020,1,1,1.661128,0.019326,7.962636,1
76,1,020,020,020-200,1,1,1.68641,8.419888,0.537809,1
77,1,120,120,120-200,1,1,4.341931,4.98523,-1.973845,1
78,1,002,002,002-200,1,1,0.496178,-4.947707,7.107077,1
79,1,002,002,002-020-200,1,1,1.834397,-0.221826,5.764597,1
80,1,201,201,200,1,1,5.677298,0.200618,3.651255,1
81,1,002,002,002-021,1,1,1.56134,1.021623,6.960313,1
82,2,020-200,020,020-102,2,0.72,1.966967,7.083183,0.289255,0.72
82,2,020-200,200,020-102,2,0.28,6.654173,3.659112,1.967188,0.28
83,2,002-201,201,002-201,2,0.74,7.839949,-4.231043,3.734856,0.74
83,2,002-201,002,002-201,2,0.26,1.848176,1.929305,7.5653,0.26
84,2,002-211,002,002-020-200,2,0.92,3.048319,-0.107992,6.247217,0.92
84,2,002-211,211,002-020-200,2,0.08,4.65078,3.655567,3.415329,0.08
85,1,020,020,002-020-200,1,1,0.77605,6.997439,1.371317,1
86,2,002-120,120,002,2,0.32,0.836885,5.885366,1.423832,0.32
86,2,002-120,002,002,2,0.68,-2.207797,-0.404389,6.890578,0.68
87,1,020,020,002-020,1,1,0.618894,5.66233,1.101926,1
88,1,210,210,210,1,1,6.616279,4.163182,-0.550714,1
89,1,012,012,002-020,1,1,-1.583441,3.122389,6.078374,1
90,2,102-200,200,020-102-200,2,0.41,6.177286,2.89339,-0.631832,0.41
90,2,102-200,102,020-102-200,2,0.59,2.664126,-1.144365,5.416983,0.59
91,1,020,020,002-020-200,1,1,2.708372,6.291291,-0.587803,1
92,1,020,020,002-020,1,1,-2.480827,6.784589,1.21793,1
93,2,120-201,120,120-201,2,0.19,3.787386,7.178988,-3.173607,0.19
93,2,120-201,201,120-201,2,0.81,9.058206,0.05924,1.490495,0.81
94,1,202,202,002-200,1,1,5.537911,-3.108143,4.121895,1
95,1,012,012,012,1,1,-3.073816,3.153967,7.018269,1
96,1,021,021,020,1,1,0.331982,7.06995,2.71775,1
97,2,012-020,020,012-020,2,0.5,1.874274,6.405271,1.465088,0.5
97,2,012-020,012,012-020,2,0.5,-1.971202,1.722986,7.532927,0.5
98,2,012-022,012,012,2,0.56,-0.783306,2.778907,7.824185,0.56
98,2,012-022,022,012,2,0.44,-0.803734,7.606747,4.004849,0.44
99,1,102,102,102-200,1,1,2.061457,1.970532,6.532817,1
100,2,012-200,012,002-200,2,0.59,1.036531,2.149228,4.616176,0.59
100,2,012-200,200,002-200,2,0.41,7.983752,0.326301,0.409564,0.41
101,1,102,102,021-102,1,1,1.62884,-1.101246,7.634937,1
102,1,200,200,200,1,1,7.483429,-1.971342,3.067003,1
103,1,200,200,020-200,1,1,7.010335,-1.145075,-0.724479,1
104,1,200,200,120-200,1,1,5.728644,3.621413,-4.388489,1
105,1,212,212,012-102-210,1,1,6.649677,2.609274,3.853218,1
106,1,200,200,002-020-200,1,1,7.661346,3.593662,-1.248376,1
107,1,002,002,002,1,1,-0.191808,-0.059558,8.954736,1
108,1,002,002,002-021-200,1,1,1.921577,-1.218702,8.592396,1
109,2,002-120,120,002-020,2,0.54,3.113524,5.849479,1.61982,0.54
109,2,002-120,002,002-020,2,0.46,-0.347247,1.989199,8.444296,0.46
110,1,020,020,020-210,1,1,1.817318,7.869877,-0.006507,1
111,1,002,002,002-020-200,1,1,1.085224,0.252935,6.828165,1
112,1,002,002,002,1,1,2.104865,0.02561,6.640814,1
113,1,200,200,020-200,1,1,6.740743,2.420541,-2.526218,1
114,1,202,202,021,1,1,5.14371,3.64141,4.376581,1
115,1,220,220,002-020-200,1,1,5.286807,5.227469,0.260539,1
116,2,020-200,200,020-200,2,0.91,5.842852,1.302528,-4.025219,0.91
116,2,020-200,020,020-200,2,0.09,-0.121626,6.504833,-4.81135,0.09
117,1,012,012,002-010,1,1,-4.214193,1.990693,5.060981,1
118,1,200,200,200,1,1,8.038551,0.219038,-0.482772,1
119,1,021,021,002-021,1,1,-6.314719,5.936555,3.00073,1
120,1,002,002,002,1,1,-0.214529,-0.124139,7.4945,1
121,2,002-021,021,002-021,2,0.43,-8.360592,7.977411,2.478305,0.43
121,2,002-021,002,002-021,2,0.57,-3.086538,2.451884,7.482639,0.57
122,1,002,002,002,1,1,0.585772,0.602798,8.00743,1
123,1,202,202,200,1,1,6.236425,-1.648648,4.758734,1
124,1,200,200,200,1,1,7.812177,3.35488,-1.145581,1
125,1,220,220,002-020-200,1,1,6.002613,4.173352,-1.249674,1
126,2,021-210,021,002-020-200,2,0.65,-0.231555,5.895569,3.260542,0.65
126,2,021-210,210,002-020-200,2,0.35,4.645216,3.661041,-1.314152,0.35
127,2,102-200,102,020-102-200,2,0.79,3.857537,0.610869,7.461094,0.79
127,2,102-200,200,020-102-200,2,0.21,7.100568,0.558278,2.036948,0.21
128,1,020,020,002-020-210,1,1,-1.647123,6.315849,-1.412295,1
129,1,022,022,002-021-120-200,1,1,-2.185456,3.612875,6.164112,1
130,1,102,102,020-102-200,1,1,1.991514,-2.561577,6.214987,1
131,1,210,210,120-200,1,1,7.397157,3.055708,-4.640876,1
132,1,120,120,020-210,1,1,3.940906,8.144364,-3.814455,1
133,1,022,022,021-201,1,1,-0.648367,6.213063,4.646659,1
134,1,002,002,002,1,1,-1.063891,3.797167,5.952339,1
135,1,200,200,020-200,1,1,6.465868,1.600127,2.019469,1
136,2,021-210,021,020-210,2,0.52,1.64653,5.993919,1.165977,0.52
136,2,021-210,210,020-210,2,0.48,5.351798,1.878148,-0.225154,0.48
137,1,210,210,102-210,1,1,5.557582,1.151965,-0.632955,1
138,1,200,200,002-020-200,1,1,7.190443,0.879214,1.811806,1
139,1,002,002,002-020,1,1,-1.181645,0.583687,7.691604,1
140,1,210,210,002-020-200,1,1,5.421454,4.180781,-0.35647,1
141,1,020,020,020-210,1,1,1.770202,6.10095,1.190855,1
142,1,210,210,210,1,1,6.249243,3.698686,-3.552898,1
143,1,120,120,020-200,1,1,2.132485,6.903776,0.261943,1
144,1,012,012,012,1,1,2.750344,0.846716,7.18635,1
145,1,210,210,020-210,1,1,6.864924,1.505921,-2.099657,1
146,1,021,021,021-210,1,1,-5.016794,7.414872,2.554228,1
147,1,102,102,002-020-200,1,1,4.181526,-2.253372,5.550301,1
148,1,200,200,002-200,1,1,6.808126,1.446011,2.640675,1
149,1,220,220,210,1,1,4.881378,4.624191,-5.008328,1
150,2,120-200,200,002-120-200,2,0.82,7.269615,0.489761,2.933712,0.82
150,2,120-200,120,002-120-200,2,0.18,3.528099,5.309083,0.468237,0.18
151,1,002,002,002-201,1,1,0.974802,1.692886,5.363895,1
152,2,012-020,020,002-020,2,0.32,-0.70849,6.199886,0.309039,0.32
152,2,012-020,012,002-020,2,0.68,-3.769805,3.830992,4.983078,0.68
153,1,120,120,120,1,1,0.874781,6.287414,-2.541584,1
154,1,022,022,022-200,1,1,0.70056,4.891071,5.729804,1
155,1,211,211,102-120,1,1,5.760593,3.126522,2.232141,1
156,2,012-200,200,012-200,2,0.65,6.577941,-0.085702,2.034178,0.65
156,2,012-200,012,012-200,2,0.35,-0.422931,2.488346,6.945415,0.35
157,1,020,020,002-020-200,1,1,-2.54266,6.68772,1.867369,1
158,1,200,200,102-200,1,1,7.042143,-0.575015,3.138741,1
159,1,111,111,002-020-200,1,1,3.516346,2.013046,2.970679,1
160,1,201,201,012-201,1,1,6.472557,-0.899015,2.748881,1
161,1,002,002,002-020-201,1,1,1.786833,1.852436,7.996238,1
162,1,002,002,002-201,1,1,0.720832,-1.744983,9.40255,1
163,1,020,020,020,1,1,-0.37197,8.869924,1.576855,1
164,1,002,002,002-200,1,1,-0.476539,1.780055,6.583956,1
165,1,201,201,200,1,1,6.560974,1.775242,3.99239,1
166,1,200,200,102-200,1,1,8.067232,-0.606308,-1.064995,1
167,1,201,201,002-020-200,1,1,5.555259,2.474185,3.203226,1
168,1,002,002,002-021,1,1,1.95613,0.505776,6.80085,1
169,1,200,200,120-200,1,1,6.262933,0.33612,1.776992,1
