1	3	49.787059	27.833496	0.968982	0.773379	23.644517	35.000000	0.067984	2.010467	40.000000	39.514776	1.012582	40.000000	0.098980
2	2	83.610396	64.039081	0.882312	0.753009	6.230740	34.000000	0.109387	0.639216	39.000000	99.900264	2.192067	34.000000	0.020988
3	2	23.120400	64.843124	0.596539	0.889974	22.962879	33.000000	0.010032	3.708835	33.000000	40.320275	4.441691	33.000000	0.011370
4	1	37.510950	2.323707	0.819134	0.783102	0.916328	32.000000	0.107167	3.608263	40.000000	5.452994	0.183063	39.000000	0.034613
5	3	40.535069	45.843229	0.741418	0.741418	6.993606	35.000000	0.023672	1.646687	33.000000	51.548128	0.601151	32.000000	0.025175
6	2	49.981586	38.830647	0.619369	0.758551	3.460900	41.000000	0.020311	1.467898	37.000000	22.459001	2.949128	37.000000	0.018421
7	2	42.420166	21.360080	0.463670	0.798832	3.491098	35.000000	0.032502	1.872802	40.000000	30.767496	0.479194	32.000000	0.331209
8	1	80.104790	2.323707	0.819134	0.783102	0.916328	34.000000	0.331209	0.442623	36.000000	63.842629	0.258861	34.000000	0.023621
9	2	96.187177	55.085785	0.514606	0.668478	16.860196	39.000000	0.012143	3.040537	39.000000	43.526649	2.284215	35.000000	0.020021
10	2	95.077330	62.673646	0.591546	0.517632	11.135353	38.000000	0.018997	2.783268	37.000000	15.047118	2.333307	37.000000	0.014017
11	2	9.331246	5.452994	0.353552	0.503628	7.299727	36.000000	0.011316	0.143543	35.000000	76.538446	3.025522	34.000000	0.015004
12	1	57.559221	82.771773	0.389681	0.897957	14.706173	36.000000	0.014329	3.555104	37.000000	42.819464	1.024750	39.000000	0.421195
13	2	92.080384	29.098865	0.511679	0.562385	6.834793	32.000000	0.030826	0.170685	40.000000	74.315922	3.145799	38.000000	0.060452
14	2	6.116988	90.007807	0.602198	0.956546	22.869929	32.000000	0.026847	2.753256	37.000000	74.643758	1.370402	38.000000	0.011864
15	2	40.320275	87.953748	0.880146	0.453202	20.593097	38.000000	0.011720	1.888793	40.000000	37.177714	4.253651	36.000000	0.026138
16	2	76.832493	70.017245	0.899568	0.431412	8.690139	35.000000	0.017113	3.598931	37.000000	56.726589	1.458052	33.000000	0.020273
17	2	91.654053	44.921382	0.377760	0.654633	4.487608	35.000000	0.042399	2.580181	36.000000	25.993475	1.924816	32.000000	0.076722
18	2	9.331246	5.452994	0.353552	0.503628	7.299727	36.000000	0.037492	0.143543	34.000000	9.484451	3.025522	37.000000	0.054843
19	2	7.194881	1.778653	0.328062	0.995691	14.392524	40.000000	0.025573	1.170977	34.000000	33.939068	1.775296	37.000000	0.024162
20	1	50.165371	85.321739	0.866561	0.428888	9.076334	41.000000	0.013898	3.729932	34.000000	45.280644	3.914531	33.000000	0.084254
21	2	42.335034	39.601268	0.358671	0.605318	20.961868	32.000000	0.010860	3.627084	33.000000	29.098865	3.158575	34.000000	0.040293
22	1	18.486645	75.712949	0.328087	0.362152	5.091536	39.000000	0.024388	2.359530	36.000000	77.871529	1.319311	33.000000	0.067984
23	1	47.289231	38.948456	0.406484	0.560014	4.694778	33.000000	0.202707	4.098826	33.000000	18.111429	1.216789	41.000000	0.010493
24	2	42.335034	39.601268	0.985005	0.315073	20.961868	34.000000	0.037492	3.627084	37.000000	24.818282	3.158575	32.000000	0.010860
25	3	59.533904	18.486645	0.779209	0.328087	6.378976	34.000000	0.046605	2.186883	34.000000	49.787059	1.414229	36.000000	0.020086
26	2	88.510443	71.954814	0.502551	0.270733	19.969763	33.000000	0.033516	3.103414	39.000000	21.457143	2.821363	34.000000	0.035928
27	3	35.688814	69.456984	0.961907	0.337171	11.786680	32.000000	0.011176	1.848684	36.000000	40.821599	0.120407	36.000000	0.012919
28	2	41.782951	39.664556	0.837486	0.428669	4.536889	36.000000	0.011561	3.313908	39.000000	11.766185	1.658121	35.000000	0.016949
