Phase,Count,Frequency
0000,1,1e-4
0000-0300-0303,2,2e-4
0000-0303,1,1e-4
0001-0301-0303,2,2e-4
0003-0010-0300-0303,1,1e-4
0003-0010-0303,3,3e-4
0003-0012-0303,1,1e-4
0003-0303,2,2e-4
0010,168,0.0168
0010-0011,11,0.0011
0010-0011-0300-0301,6,6e-4
0010-0011-0301,3,3e-4
0010-0011-0311,1,1e-4
0010-0012,4,4e-4
0010-0012-0112,1,1e-4
0010-0012-0212-0302,1,1e-4
0010-0012-0300-0302,7,7e-4
0010-0012-0300-0302-0310,1,1e-4
0010-0012-0302,9,9e-4
0010-0012-0312,2,2e-4
0010-0013,5,5e-4
0010-0013-0200-0303,1,1e-4
0010-0013-0210-0300-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0213,1,1e-4
0010-0013-0213-0303,1,1e-4
0010-0013-0300-0303,26,0.0026
0010-0013-0303,72,0.0072
0010-0013-0303-0310,4,4e-4
0010-0013-0313,11,0.0011
0010-0100-0300,3,3e-4
0010-0100-0300-0303,3,3e-4
0010-0101-0300-0301,1,1e-4
0010-0103-0300-0303,1,1e-4
0010-0110,1,1e-4
0010-0110-0300,4,4e-4
0010-0110-0300-0303,5,5e-4
0010-0110-0302-0310,1,1e-4
0010-0110-0303,6,6e-4
0010-0110-0312,2,2e-4
0010-0111-0310-0311,1,1e-4
0010-0113-0210-0303,1,1e-4
0010-0113-0300-0303,1,1e-4
0010-0113-0303,5,5e-4
0010-0113-0303-0310,1,1e-4
0010-0200,2,2e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,2,2e-4
0010-0200-0303,1,1e-4
0010-0203-0303,1,1e-4
0010-0210,4,4e-4
0010-0210-0300,4,4e-4
0010-0210-0300-0301,1,1e-4
0010-0210-0300-0303,3,3e-4
0010-0210-0303,6,6e-4
0010-0210-0303-0310,2,2e-4
0010-0210-0313,1,1e-4
0010-0213,1,1e-4
0010-0300,123,0.0123
0010-0300-0302,11,0.0011
0010-0300-0303,192,0.0192
0010-0300-0303-0310,3,3e-4
0010-0300-0310,1,1e-4
0010-0302,1,1e-4
0010-0303,144,0.0144
0010-0303-0310,21,0.0021
0010-0310,22,0.0022
0010-0310-0312,1,1e-4
0010-0310-0313,2,2e-4
0010-0311,1,1e-4
0010-0312,2,2e-4
0010-0313,8,8e-4
0011,3,3e-4
0011-0013-0301,1,1e-4
0011-0013-0301-0303,5,5e-4
0011-0013-0303,2,2e-4
0011-0013-0303-0311,2,2e-4
0011-0111-0301-0303,1,1e-4
0011-0211,1,1e-4
0011-0301,6,6e-4
0011-0301-0303,13,0.0013
0011-0303,4,4e-4
0011-0303-0311,6,6e-4
0011-0311,1,1e-4
0012,1,1e-4
0012-0013-0312-0313,1,1e-4
0012-0302,1,1e-4
0012-0302-0303,1,1e-4
0012-0312,2,2e-4
0013,1,1e-4
0013-0303,51,0.0051
0100-0300-0303-1000-1003,1,1e-4
0101-0301-1001,1,1e-4
0103-0303-1003,1,1e-4
0103-0303-1003-1010,1,1e-4
0110,4,4e-4
0110-0111-0310-0311,1,1e-4
0110-0210-0302,1,1e-4
0110-0300,4,4e-4
0110-0300-0302,1,1e-4
0110-0300-0303,4,4e-4
0110-0300-0303-1010,3,3e-4
0110-0300-1010,4,4e-4
0110-0302-0310,1,1e-4
0110-0303-0310,3,3e-4
0110-0303-0310-1010,3,3e-4
0110-0303-1010,2,2e-4
0110-0310-0313-1010-1013,1,1e-4
0110-0310-1010,3,3e-4
0110-0312,1,1e-4
0111-0113-0303-0311-1011,1,1e-4
0111-0113-0303-0311-1011-1013,1,1e-4
0111-0300-0301-1010,1,1e-4
0111-0300-0301-1010-1011,1,1e-4
0111-0301-0303-1011,1,1e-4
0111-0303-0311,3,3e-4
0112-0113-0302-0303-1012-1013,1,1e-4
0112-0300-0302-1010-1012,1,1e-4
0112-0302-1010-1012,1,1e-4
0113-0300-0303-1010-1013,3,3e-4
0113-0303,5,5e-4
0113-0303-0310-1010,1,1e-4
0113-0303-0313-1013,1,1e-4
0113-0303-1010,1,1e-4
0113-0303-1010-1013,15,0.0015
0113-0303-1013,4,4e-4
0113-0313-1010,1,1e-4
0113-0313-1010-1013,2,2e-4
0200-0300-0303-1010,2,2e-4
0200-0300-1010,2,2e-4
0200-0303-1000,1,1e-4
0203-0303-1003-1010,1,1e-4
0203-0303-1013,1,1e-4
0210-0300,1,1e-4
0210-0300-0301-1010-1011,1,1e-4
0210-0300-0303-1010,5,5e-4
0210-0300-0303-1010-1013,3,3e-4
0210-0300-1010,12,0.0012
0210-0302-0310-1010-1012,1,1e-4
0210-0303-0310-1010-1013,1,1e-4
