parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1013,0300-0303-1003-1010,2,4,0.5
2,0303,0010-0300-0303,1,3,1
3,0303,0300-0303-1010,1,3,1
4,0300-1010,0300-1010,2,2,1
5,0303-1010,0303-1003-1010,2,3,1
6,0303-1003,0303-1003-1010,2,3,1
7,0010-0300,0010-0300,2,2,1
8,0302-1102,0300-0302-1000-1002,2,4,0.5
9,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
10,0303-1010-1013,0303-1010-1013,3,3,1
11,0303-1010-1103,0303-1010-1103,3,3,1
12,0010,0010,1,1,1
13,0010-0303,0010-0303,2,2,1
14,0310-1010,0302-0310-1010-1012,2,4,1
15,0300-0303-1010,0300-0303-1003-1010,3,4,1
16,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
17,0313-1010-1013,0113-0210-0303-1010-1013,3,5,0.6666666666666666
18,0210-0310-1010,0303-1010-1013,3,3,0.3333333333333333
19,0303-1013,0300-0303-1003-1010,2,4,0.5
20,0010,0010,1,1,1
21,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
22,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
23,1010,1010,1,1,1
24,0303-1010,0303-1003-1010,2,3,1
25,0001-0301-0303,0101-0301-0303,3,3,0.6666666666666666
26,0300-1010,0300-1010,2,2,1
27,1003-1010-1300-1303,1003-1010-1300-1303,4,4,1
28,0303-1010,0303-1010,2,2,1
29,1010,1010-1012,1,2,1
30,1010,1010,1,1,1
31,0300-0303-1010,0300-0303-1010,3,3,1
32,0300-0303-1010,0300-0303-1010-1013,3,4,1
33,1010,0300-0301-1010-1011,1,4,1
34,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
35,0303-1003,0303-1003-1010,2,3,1
36,0303-1013,0303-0311-1011-1013,2,4,1
37,0303-1003,0300-0303-1003-1010,2,4,1
38,0303-1010-1013,0303-1010-1013,3,3,1
39,0300-1010,0210-0300-1010,2,3,1
40,0303-1003-1010,0303-1003-1010,3,3,1
41,0010-0303,0010-0203-0303,2,3,1
42,0303,0300-0303-1010-1013,1,4,1
43,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
44,0010,0010-0303,1,2,1
45,0300-0303-1010,0300-0303-1003-1010,3,4,1
46,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
47,0010,0010,1,1,1
48,1011,0311-1011,1,2,1
49,0303-1010-1013,0300-0303-1010-1013-1113,3,5,1
50,0300-1010,0300-1010,2,2,1
51,0303-1010-1103,0303-1010-1103,3,3,1
52,1010-1103-1303,1010-1103-1303,3,3,1
53,0303-1010-1013,0203-0303-1010-1013,3,4,1
54,1010,1010,1,1,1
55,0303-1013,0303-1010-1013-1103,2,4,1
56,0303-1010,0303-1010,2,2,1
57,1010,0300-1010,1,2,1
58,0303-1010,0303-1003-1010,2,3,1
59,1010,1010,1,1,1
60,1010,0300-1010,1,2,1
61,0303,0303,1,1,1
62,0300-0303-1000,0300-0303-1000-1003-1100,3,5,1
63,0303-1011-1013,0303-1011-1013,3,3,1
64,0303-1010,0303-1010,2,2,1
65,0303-1003-1010,0300-0303-1003-1010,3,4,1
66,0300-1010,0300-1010,2,2,1
67,0303-1003,0303-1003,2,2,1
68,0300-0303-1010-1103,0300-0303-1010,4,3,0.75
69,0010,0010-0012-0302,1,3,1
70,0303,0303,1,1,1
71,0010-0300-0303,0010-0300-0303,3,3,1
72,0300-1010,0300-0303-1003-1010,2,4,1
73,0301-1010-1011,0300-0301-1010-1011,3,4,1
74,0310-1010,0310-1010,2,2,1
75,0303-1003,0302-0303-1002-1003,2,4,1
76,0010,0010-0013-0303,1,3,1
77,1010-1200-1300-1303,1010-1203-1300-1303,4,4,0.75
78,0300-0303-1010,0300-0303-1010,3,3,1
79,0300-0303-1010,0300-0303-1010,3,3,1
80,0303,0303,1,1,1
81,0303,0303-1003,1,2,1
82,0300-0303-1010-1100,0300-0303-1010-1100,4,4,1
83,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
84,0300-1010,0300-1010,2,2,1
85,0303-1010,0303-1010-1013,2,3,1
86,0300-1010,0300-0303-1003-1010,2,4,1
87,0300-1010,0300-0303-1003-1010,2,4,1
88,0300-1010,0300-0303-1010-1013-1113,2,5,1
89,1010,0303-1010-1013,1,3,1
90,0300-0303-1010,0300-0303-1010,3,3,1
91,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
92,0010-0300-0303,0003-0010-0303,3,3,0.6666666666666666
93,1010,0303-1010-1013,1,3,1
94,0303-1003,-1,2,2,0
95,0300-0303-1010,0300-0303-1010,3,3,1
96,0303-1003,0301-0303-1003-1011,2,4,1
97,0303-1010,0300-0303-1010,2,3,1
98,0303-1010-1013,0303-1010-1013,3,3,1
99,0300-1010,0300-1010,2,2,1
100,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
101,0010-0303-0310,0010-0013-0303,3,3,0.6666666666666666
102,1010-1013-1303,1010-1013-1303,3,3,1
103,0302-0303-1003-1012,0302-0303-1002-1003,4,4,0.75
104,0300-0303-1010,0300-0303-1010,3,3,1
105,0303-1010-1013,0303-1010-1013,3,3,1
106,1010,1010,1,1,1
107,0303-1010,0300-0303-1010,2,3,1
108,0303-1013,0303-1010-1013-1113,2,4,1
109,0300-1010,0300-1010,2,2,1
110,0303,0303-1003,1,2,1
111,0010,0010,1,1,1
112,1010,0300-0303-1003-1010,1,4,1
113,0010-0013-0303,0010-0013-0303,3,3,1
114,1010,1010,1,1,1
115,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
116,0010-0011-0300-0301,0010-0011-0110-0111-0300-0301,4,6,1
117,1010-1012,1010-1012,2,2,1
118,0010,0010-0013-0303,1,3,1
119,0010-0303,0010-0303,2,2,1
120,0010-0300,0010-0300,2,2,1
121,0010-0013-0303,0010-0013-0303,3,3,1
122,0010-0300-0303,0010-0300-0303,3,3,1
