parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0313-1010-1013,0113-0303-1010-1013,3,4,0.6666666666666666
2,0303,0303-1003,1,2,1
3,0010-0013-0303-0310,0010-0013-0303,4,3,0.75
4,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
5,1010,1010,1,1,1
6,0313-1010-1013,0113-0303-1010-1013,3,4,0.6666666666666666
7,0010-0013-0303,0010-0013-0303,3,3,1
8,1010,1010,1,1,1
9,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
10,0210-0300-0303-1010,0210-0300-0303-1010,4,4,1
11,0010-0300-0303,0010-0300-0303,3,3,1
12,0300-1010,0300-0302-1002-1010,2,4,1
13,0300-0303-1010,0300-0303-1010,3,3,1
14,1010,1010,1,1,1
15,0303,0300-0303-1010,1,3,1
16,0303,0300-0303-1010,1,3,1
17,0011-0013-0303-0311,0011-0013-0303-0311,4,4,1
18,0010-0300-0303,0010-0300-0303,3,3,1
19,0303-1010-1013,0213-0303-1010-1013,3,4,1
20,0300-0303-1010,0300-0303-1010,3,3,1
21,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
22,0303-0310-1110-1113,0303-0310-1010-1013-1110-1113,4,6,1
23,0303-1013,0303-1010-1013,2,3,1
24,0302-0310-1110,0302-0310-1110-1112,3,4,1
25,0303-1003-1010,0303-1003-1010,3,3,1
26,0303,0302-0303-1002-1003,1,4,1
27,0302-1010-1012,0300-0302-1010-1012,3,4,1
28,0302-0310-1010-1012,0302-1002-1010,4,3,0.5
29,0303-1010,0300-0303-1003-1010,2,4,1
30,0303-1013,0300-0303-1010-1013,2,4,1
31,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
32,0303-1003,0303-1003,2,2,1
33,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
34,0303-1010-1013,0303-1010-1013,3,3,1
35,0303-1013,0300-0303-1003-1010,2,4,0.5
36,0300-1010,0300-0303-1003-1010,2,4,1
37,1010,1010,1,1,1
38,0010-0300-0303,0010-0300-0303,3,3,1
39,1010-1013-1303,1010-1013-1303,3,3,1
40,0300-1010,0300-1010,2,2,1
41,0303-1010-1013,0303-1010-1013,3,3,1
42,0303,0100-0300-0303-1000,1,4,1
43,0303-1003,0303-1003-1010,2,3,1
44,0303-1003,0300-0303-1003-1010,2,4,1
45,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
46,1010,1010,1,1,1
47,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
48,0303-1010-1013,0303-1010-1013,3,3,1
49,0300-0303-1010,0300-0303-1010-1200,3,4,1
50,0303-1010-1013,0303-1010-1013,3,3,1
51,0300-0303-1010,0300-0303-1003-1010,3,4,1
52,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
53,1010,1003-1010-1303,1,3,1
54,0010-0310,0010,2,1,0.5
55,1011-1301,1001,2,1,0
56,0303-1010,0300-0303-1010,2,3,1
57,0303,0010-0300-0303,1,3,1
58,0303,0300-0303-1003-1010,1,4,1
59,0303,0010-0303,1,2,1
60,0010-0303,0010-0013-0300-0303,2,4,1
61,0300-0303-1010,0300-0303-1010-1103,3,4,1
62,0303-1013,0303-1013,2,2,1
63,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
64,0303-1013,0303-1013,2,2,1
65,0303,0010-0303,1,2,1
66,0010,0010-0300-0303,1,3,1
67,0303-1013,0303-1013,2,2,1
68,0303,0303,1,1,1
69,1010-1013-1303,1010-1013-1303,3,3,1
70,0300-1010,0300-1010,2,2,1
71,1010,1010,1,1,1
72,0302-1012,0300-0302-1010-1012,2,4,1
73,0303-0310-1010,0303-1010,3,2,0.6666666666666666
74,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
75,0303-1010-1013,0303-1010-1013,3,3,1
76,0212-1010-1012,0212-1010-1012,3,3,1
77,1010,1010,1,1,1
78,0010-0013-0303,0010-0013-0300-0303,3,4,1
79,0010-0013-0303,0010-0013-0303,3,3,1
80,0303-1010,0303-1010,2,2,1
81,0300-0303-1010-1013-1103,0300-0303-1010-1013-1103,5,5,1
82,0303-1010-1013,0203-0303-1010-1013,3,4,1
83,1303,1003-1303,1,2,1
84,1010-1300-1303,1003-1010-1303,3,3,0.6666666666666666
85,0303,0303,1,1,1
86,1011-1301,1011-1012-1301-1302,2,4,1
87,1003,1003-1011-1301-1303,1,4,1
88,0010-0110-0300,0010-0110-0300-0303,3,4,1
89,0303-1003-1010,0303-1003-1010,3,3,1
90,0300-0303-1010,0300-0303-1010-1013-1113,3,5,1
91,0303-1003-1103,0303-1003-1203,3,3,0.6666666666666666
92,0303,0010-0303,1,2,1
93,1010-1013,0303-1010-1013,2,3,1
94,1010,0312-1010-1012,1,3,1
95,1010,0303-1010-1013-1103,1,4,1
96,0302-0303-1012-1013,0302-0303-1012-1013,4,4,1
97,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
98,0303-1013,0303-1010-1013,2,3,1
99,1010,0300-1010,1,2,1
100,0303-1003-1010,0303-1003-1010,3,3,1
101,1010,0300-0303-1003-1010,1,4,1
102,1010,1010-1013-1303,1,3,1
103,0010-0303-0310,0010-0303,3,2,0.6666666666666666
