Phase,Count,Frequency
0001-0301-0303,1,1e-4
0010,25,0.0025
0010-0011,3,3e-4
0010-0011-0300-0301,3,3e-4
0010-0011-0300-0301-0310-0311,1,1e-4
0010-0011-0310-0311,2,2e-4
0010-0012-0300-0302,3,3e-4
0010-0012-0302,2,2e-4
0010-0012-0312,5,5e-4
0010-0013,2,2e-4
0010-0013-0210-0300-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0300-0303,10,0.001
0010-0013-0303,47,0.0047
0010-0013-0303-0310,5,5e-4
0010-0013-0313,5,5e-4
0010-0100-0300,4,4e-4
0010-0100-0300-0303,5,5e-4
0010-0103,1,1e-4
0010-0103-0303,1,1e-4
0010-0110-0303-0310,1,1e-4
0010-0112-0300-0302,1,1e-4
0010-0112-0312,1,1e-4
0010-0113-0300-0303,3,3e-4
0010-0113-0303,11,0.0011
0010-0113-0303-0310,1,1e-4
0010-0113-0310-0313,1,1e-4
0010-0113-0313,2,2e-4
0010-0200,1,1e-4
0010-0200-0300,2,2e-4
0010-0200-0300-0303,2,2e-4
0010-0210,5,5e-4
0010-0210-0300-0303,9,9e-4
0010-0210-0303,12,0.0012
0010-0210-0312,1,1e-4
0010-0213-0310-0313,1,1e-4
0010-0300,29,0.0029
0010-0300-0302,7,7e-4
0010-0300-0303,118,0.0118
0010-0300-0303-0310,3,3e-4
0010-0302,1,1e-4
0010-0303,69,0.0069
0010-0303-0310,47,0.0047
0010-0310,17,0.0017
0010-0310-0312,2,2e-4
0010-0310-0313,5,5e-4
0010-0312,1,1e-4
0010-0313,7,7e-4
0011-0013-0211-0303,1,1e-4
0011-0013-0301-0303,6,6e-4
0011-0013-0303,2,2e-4
0011-0013-0303-0311,3,3e-4
0011-0013-0313,1,1e-4
0011-0111-0301-0303,1,1e-4
0011-0211-0301-0303,1,1e-4
0011-0301-0303,10,0.001
0011-0303-0311,1,1e-4
0011-0311,1,1e-4
0011-0313,1,1e-4
0012-0013-0302-0303,1,1e-4
0013-0110-0303,1,1e-4
0013-0303,15,0.0015
0101-0301-0303-1001,3,3e-4
0101-0301-0303-1001-1003,1,1e-4
0102-0300-0302-1002-1010,1,1e-4
0103-0300-0303-1003-1010,3,3e-4
0103-0301-0303-1003-1011,1,1e-4
0103-0303-1003-1010,4,4e-4
0110,3,3e-4
0110-0111-1010-1011,2,2e-4
0110-0112-0210-0212-0302-1010-1012,1,1e-4
0110-0112-0302-0310-1010,1,1e-4
0110-0113-0303-0310,1,1e-4
0110-0300,2,2e-4
0110-0300-0302-1010,1,1e-4
0110-0300-0303,7,7e-4
0110-0300-0303-0310-1010,1,1e-4
0110-0300-0303-1010,17,0.0017
0110-0300-0303-1010-1013,2,2e-4
0110-0300-1010,10,0.001
0110-0302-0310-1010-1012,1,1e-4
0110-0303,4,4e-4
0110-0303-0310,10,0.001
0110-0303-0310-1010,16,0.0016
0110-0303-0310-1010-1013,8,8e-4
0110-0303-1010,3,3e-4
0110-0310,3,3e-4
0110-0310-0312-1010-1012,2,2e-4
0110-0310-1010,9,9e-4
0110-0313,1,1e-4
0110-1010,1,1e-4
0111-0113-0301-0303,1,1e-4
0111-0113-0301-0303-1011-1013,2,2e-4
0111-0113-0303-0311,1,1e-4
0111-0113-0303-0311-1011-1013,2,2e-4
0111-0301-0303,2,2e-4
0111-0301-0303-1003-1011,1,1e-4
0111-0301-0303-1011,5,5e-4
0111-0301-0303-1011-1013,2,2e-4
0111-0303-0311-1003-1011,1,1e-4
0111-0303-0311-1011,1,1e-4
0111-0303-0311-1011-1013,2,2e-4
0112-0113-0302-0303-1012-1013,2,2e-4
0112-0300-0302-1010-1012,3,3e-4
0112-0302-1012,1,1e-4
0112-0312-1010-1012,4,4e-4
0113-0210-0300-0303-1010,1,1e-4
0113-0210-0303-1010-1013,1,1e-4
0113-0300-0303-0310-1010-1013,1,1e-4
0113-0300-0303-1010,1,1e-4
0113-0300-0303-1010-1013,15,0.0015
0113-0301-0303-1011-1013,13,0.0013
0113-0302-0303-1012-1013,1,1e-4
0113-0303,5,5e-4
0113-0303-0310-1010,2,2e-4
0113-0303-0310-1010-1013,9,9e-4
0113-0303-0311-1011-1013,1,1e-4
0113-0303-1010,3,3e-4
0113-0303-1010-1013,66,0.0066
0113-0303-1013,21,0.0021
0113-0310-0313-1010-1013,1,1e-4
0113-0310-1010-1013,1,1e-4
0113-0313-1010-1013,7,7e-4
0113-0313-1011-1013,1,1e-4
0200-0201-0300-0301-1010-1011,1,1e-4
0200-0202-0300-0302-1002-1010,1,1e-4
0200-0300-0303-1003-1010,2,2e-4
0200-0300-0303-1010,15,0.0015
0200-0300-0303-1010-1013,5,5e-4
0200-0300-0303-1010-1013-1103,2,2e-4
0200-0300-0303-1010-1103,1,1e-4
0200-0300-0303-1100,1,1e-4
0200-0300-1010,8,8e-4
0201-0301-0303-1001,1,1e-4
0201-0301-0303-1011,2,2e-4
0201-0303-1001-1003,1,1e-4
0202-0302-1010-1012,1,1e-4
0203-0303-1003,2,2e-4
0203-0303-1003-1010,1,1e-4
0203-0303-1010,1,1e-4
0203-0303-1010-1013,1,1e-4
0203-1010-1013,1,1e-4
0210,2,2e-4
0210-0211-0300-0301-1010-1011,2,2e-4
0210-0211-1010-1011,3,3e-4
0210-0300-0301-1010-1111,1,1e-4
0210-0300-0302-1002-1010,1,1e-4
0210-0300-0302-1010,1,1e-4
0210-0300-0302-1010-1012,2,2e-4
0210-0300-0303-1003-1010,5,5e-4
0210-0300-0303-1010,29,0.0029
0210-0300-0303-1010-1013,14,0.0014
0210-0300-1010,13,0.0013
0210-0300-1010-1013,1,1e-4
0210-0302-0310-1010-1012,1,1e-4
0210-0302-1010-1012,2,2e-4
0210-0303,1,1e-4
0210-0303-0310,2,2e-4
0210-0303-0310-1003-1010,1,1e-4
0210-0303-0310-1010,8,8e-4
0210-0303-0310-1010-1013,3,3e-4
0210-0303-1003-1010,2,2e-4
0210-0303-1010,22,0.0022
0210-0303-1010-1013,45,0.0045
0210-0303-1010-1113,1,1e-4
0210-0310-0312-1010-1012,2,2e-4
0210-0310-1010,3,3e-4
0210-0312-1010-1012,7,7e-4
0210-0313-1010,1,1e-4
0210-0313-1010-1013,7,7e-4
0210-1010,18,0.0018
0211-0301-0303-1011-1013,4,4e-4
0211-0303-0311-1011-1013,1,1e-4
0211-0303-0311-1011-1013-1103,1,1e-4
0211-0303-0311-1011-1113,1,1e-4
0211-0313-1011,1,1e-4
0212-0310-0312-1010-1012,1,1e-4
0212-0312-1010-1012,2,2e-4
0212-1010-1012,1,1e-4
0213-0303-1010-1013,4,4e-4
0213-0303-1013,2,2e-4
0213-0313-1010-1013,3,3e-4
0300,1,1e-4
0300-0301-1010-1011,41,0.0041
0300-0301-1010-1011-1111,1,1e-4
