1.678,94.614
87.076,1.377	0.990,70.566
13.320,211.716
51.720,1.724	0.802,87.220
73.820,0.945
5.207,75.137
57.210,1.808	0.933,122.800
89.215,0.967	1.506,51.720
105.423,2.341	1.305,120.279
62.518,0.873	1.866,80.652
0.315,41.819
45.646,16.648	0.570,112.160
0.069,126.559
26.407,4.090	0.383,23.820
0.059,81.123
324.710,2.717
0.889,74.172
61.671,1.120	0.960,97.253
64.379,2.810	3.354,99.287
0.200,114.118
65.219,1.901
1.997,102.107
32.082,0.760
33.508,6.392	0.526,133.418
198.976,1.651	3.915,106.507
78.561,0.179
77.087,34.546	1.954,243.392
96.782,3.597	1.038,291.852
34.083,1.372	0.342,81.811
89.571,24.475
80.683,7.016	1.216,267.763
43.259,12.288	0.926,230.734
11.463,2.997	0.149,105.458
46.441,1.455	0.637,93.982
53.492,8.713	0.781,165.153
1.784,127.332
246.006,1.690	11.321,56.604
219.336,3.982	7.571,132.926
152.268,3.173	4.904,179.465
22.845,1.400	1.025,117.643
322.751,5.057	11.009,164.560
1.411,86.891
163.644,4.766	5.705,49.697
108.781,0.846	2.143,45.283
73.097,2.018	1.616,101.666
74.989,0.533
112.639,1.034	2.279,55.768
4.647,18.025
182.863,0.372
99.594,4.300	3.013,92.528
39.556,1.763	0.412,63.989
168.945,1.077
113.733,3.943	1.252,135.655
1.165,464.972
183.169,1.667
122.800,4.226	1.570,340.663
128.700,0.105
82.206,1.193	1.724,108.292
73.646,1.144	0.747,112.685
50.846,0.350	1.783,30.921
31.388,2.828	0.348,75.551
23.107,2.178	0.330,103.494
36.432,11.025	0.945,267.347
122.097,11.298
149.134,2.290	2.233,56.648
181.203,0.865	3.311,29.333
51.136,3.864	1.562,134.664
329.192,1.866
0.248,16.347
32.710,1.957	0.568,190.587
0.572,345.185
151.128,3.794	2.353,183.565
74.486,13.127	0.880,76.983
77.601,3.835
181.370,0.809
330.869,4.172	5.870,118.064
108.872,0.434	2.102,41.790
140.569,1.315	2.897,101.729
110.616,3.721	3.186,244.259
91.678,2.540	1.137,122.750
61.461,0.395	1.513,36.842
77.727,1.281
177.350,0.511
0.302,97.189
0.619,114.335
207.279,1.872
83.908,4.948	1.124,376.021
65.209,3.243	1.811,202.365
51.156,1.155	1.138,28.603
109.213,2.641	2.925,48.628
262.691,4.962
193.314,1.275	3.149,42.146
104.975,1.989	10.501,97.028
71.856,1.068	0.820,83.931
110.183,0.427
337.486,3.371	7.828,45.643
51.307,0.597
175.674,0.901	2.243,73.403
4.759,109.022
140.960,0.174
165.079,3.416	1.742,81.417
9.888,537.679
3.175,807.706
323.831,0.308
195.828,0.730
113.608,1.293	1.786,112.546
0.540,567.872
145.919,3.318	2.381,229.977
136.159,7.323	5.176,244.977
510.222,0.205	9.543,13.241
198.664,0.310
218.856,2.736
128.028,2.170	1.553,105.613
215.674,3.449	3.188,98.451
0.220,126.916
63.895,0.068
97.319,1.244	2.194,120.717
125.762,5.609	2.152,360.989
56.570,1.927	0.746,130.097
0.517,657.656
0.043,87.333
39.923,2.982	0.658,220.083
186.190,29.993	3.054,370.164
58.869,1.816	2.120,115.877
107.087,1.919	1.921,132.561
199.044,19.361	2.075,103.696
56.882,2.275	0.737,199.222
111.482,20.054	1.510,627.461
47.438,8.801
117.455,1.962	4.480,90.828
144.029,0.850
365.950,1.409	4.278,123.613
44.532,0.678	12.402,55.449
0.432,25.045
74.906,2.813	1.132,144.953
282.316,1.314	6.755,95.841
93.944,1.037	16.673,57.459
126.109,3.347	9.983,161.655
340.473,3.850	14.476,62.058
100.866,2.075	3.359,137.982
108.893,1.307	1.213,83.871
277.984,5.540	3.342,479.440
0.085,650.863
92.063,1.282	2.428,85.411
55.188,2.780	3.080,130.680
24.259,4.656	0.277,68.753
170.450,3.728	1.882,215.573
41.415,1.991	1.160,169.426
64.845,0.382
162.245,1.214	2.384,90.091
116.334,5.481	1.755,232.422
215.938,2.551	11.255,124.637
0.218,58.992
37.221,0.387	0.550,28.249
54.058,0.544	6.125,49.180
82.618,2.703	0.838,93.022
86.772,1.466	2.088,76.593
