parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,021-220,021,021-220,2,0.76,-1.499325,7.32354,1.081388,0.76
1,2,021-220,220,021-220,2,0.24,4.624546,3.149606,-4.424765,0.24
2,2,020-210,020,020-210,2,0.94,-2.834999,5.273572,-0.748607,0.94
2,2,020-210,210,020-210,2,0.06,3.802119,-1.188417,-5.438658,0.06
3,2,002-021,002,002-021,2,0.67,-0.226286,0.203492,5.477127,0.67
3,2,002-021,021,002-021,2,0.33,-6.545801,6.514622,-0.618872,0.33
4,2,002-201,201,002-201,2,0.75,4.5456,-6.516411,-0.588977,0.75
4,2,002-201,002,002-201,2,0.25,-2.085048,0.085346,6.029483,0.25
5,1,020,020,020,1,1,-1.86821,4.759178,0.015997,1
6,2,102-202,102,102,2,0.94,0.219317,-5.729647,7.318564,0.94
6,2,102-202,202,102,2,0.06,1.428636,-5.616017,2.015566,0.06
7,2,012-210,012,012-210,2,0.14,-3.646856,0.410508,4.14495,0.14
7,2,012-210,210,012-210,2,0.86,2.482544,0.589222,-1.361204,0.86
8,1,201,201,201,1,1,2.275339,-0.972933,0.027217,1
9,2,012-020,012,012-020,2,0.03,-6.081568,1.380411,2.242258,0.03
9,2,012-020,020,012-020,2,0.97,-1.038468,7.430322,-3.104451,0.97
10,2,120-200,120,120-200,2,0.08,0.929236,3.709459,-7.946242,0.08
10,2,120-200,200,120-200,2,0.92,7.554087,-2.164643,-1.333221,0.92
11,2,102-220,220,220,2,0.39,1.246157,5.015422,-5.049365,0.39
11,2,102-220,102,220,2,0.61,0.810652,1.489673,1.795718,0.61
12,1,202,202,202,1,1,2.300956,-8.244176,3.59224,1
13,1,022,022,022,1,1,-5.958389,0.234593,1.089022,1
14,2,020-201,201,020-201,2,0.46,5.977466,-4.221694,1.022328,0.46
14,2,020-201,020,020-201,2,0.54,0.008815,6.313226,-2.044112,0.54
15,2,012-210,210,012-210,2,0.16,6.725657,-0.22637,-1.167582,0.16
15,2,012-210,012,012-210,2,0.84,0.367743,0.428445,5.434747,0.84
16,2,020-202,020,020-202,2,0.24,-0.044155,4.257512,0.107015,0.24
16,2,020-202,202,020-202,2,0.76,4.491761,-2.834346,2.755186,0.76
17,3,022-202-220,022,022-202-220,3,0.2,-0.970233,2.959502,1.536779,0.2
17,3,022-202-220,202,022-202-220,3,0.56,5.65462,-3.070279,3.309652,0.56
17,3,022-202-220,220,022-202-220,3,0.24,1.247162,1.890254,-3.167519,0.24
18,1,220,220,220,1,1,4.478881,1.867732,-5.451359,1
19,2,002-021,002,002-021,2,0.52,-0.732163,-0.193265,6.518996,0.52
19,2,002-021,021,002-021,2,0.48,-6.451031,6.271622,0.68759,0.48
20,1,102,102,120,1,1,-0.896443,-4.470351,5.445583,1
21,2,012-020,012,012-020,2,0.44,-7.230169,0.119292,6.143636,0.44
21,2,012-020,020,012-020,2,0.56,-2.244385,6.642027,1.41548,0.56
22,1,220,220,220,1,1,6.502139,3.577844,-6.952304,1
23,2,022-220,022,022-220,2,0.44,-3.325735,1.486416,3.936805,0.44
23,2,022-220,220,022-220,2,0.56,2.496886,1.511049,-1.935038,0.56
24,2,012-220,220,012-220,2,0.73,1.903907,2.843634,-2.70098,0.73
24,2,012-220,012,012-220,2,0.27,-1.698318,0.863818,7.041288,0.27
25,1,201,201,201,1,1,6.40739,1.310369,0.962025,1
26,1,002,002,002,1,1,-4.17907,0.317222,6.363575,1
27,2,120-210,120,120-210,2,0.13,1.614753,6.729987,-2.133147,0.13
27,2,120-210,210,120-210,2,0.87,7.233438,0.121689,-6.246262,0.87
28,1,120,120,120,1,1,1.088152,6.897913,-5.160945,1
29,3,022-201-220,201,022-201-220,3,0.28,8.167241,-2.521966,-0.65313,0.28
29,3,022-201-220,220,022-201-220,3,0.64,4.224138,3.774071,-3.714017,0.64
29,3,022-201-220,022,022-201-220,3,0.08,0.152672,0.514562,2.686975,0.08
30,2,022-210,210,022-210,2,0.89,7.696347,0.627053,-3.425524,0.89
30,2,022-210,022,022-210,2,0.11,-2.115658,4.046667,2.281721,0.11
31,3,022-202-220,220,022-202-220,3,0.54,3.602032,2.790345,-2.981298,0.54
