parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,86,1.247739,6.053028,01
1,2,01-10,01-10,2,14,7.039973,2.327365,10
2,2,01-10,01-10,2,98,0.382981,7.65337,01
2,2,01-10,01-10,2,2,6.136423,1.346297,10
3,1,01,01,1,100,-3.363788,5.517865,01
4,1,10,10,1,100,6.558038,-2.459969,10
5,1,01,01,1,100,-0.535043,6.543615,01
6,1,10,01-10,1,100,5.615396,-2.968011,10
7,2,01-10,01-10,2,68,0.889706,6.800203,01
7,2,01-10,01-10,2,32,6.513503,1.60582,10
8,1,01,01,1,100,-1.421377,5.586567,01
9,2,01-10,01-10,2,28,5.209101,-0.196987,10
9,2,01-10,01-10,2,72,-0.94396,6.242987,01
10,1,01,01,1,100,-1.159775,5.380126,01
11,2,01-10,01-10,2,78,0.370929,5.579796,01
11,2,01-10,01-10,2,22,6.578619,-0.130207,10
12,1,10,10,1,100,8.415576,-0.933602,10
13,1,01,01-10,1,100,0.157077,6.418426,01
14,2,01-10,01-10,2,72,6.963591,1.158743,10
14,2,01-10,01-10,2,28,1.781624,6.34068,01
15,1,10,01-10,1,100,6.187929,0.070023,10
16,2,01-10,01-10,2,53,5.890403,1.973591,10
16,2,01-10,01-10,2,47,-0.105976,6.980699,01
17,2,01-10,01-10,2,49,0.282075,6.512332,01
17,2,01-10,01-10,2,51,6.426392,0.781828,10
18,2,01-10,01-10,2,16,1.933966,5.040966,01
18,2,01-10,01-10,2,84,6.462356,3.104309,10
19,1,10,10,1,100,4.505319,-2.031647,10
20,1,01,01,1,100,-1.243755,4.153858,01
21,1,10,10,1,100,6.995981,-2.300794,10
22,2,01-10,01-10,2,20,0.626832,4.846464,01
22,2,01-10,01-10,2,80,6.112664,2.323457,10
23,2,01-10,01-10,2,94,0.148318,4.973406,01
23,2,01-10,01-10,2,6,4.577751,1.641131,10
24,1,01,01,1,100,0.44475,7.238847,01
25,2,01-10,01-10,2,44,1.414388,6.116171,01
25,2,01-10,01-10,2,56,7.031027,2.254155,10
26,2,01-10,01-10,2,69,6.613085,0.180046,10
26,2,01-10,01-10,2,31,0.294204,5.482477,01
27,1,01,01,1,100,-3.374095,4.035812,01
28,2,01-10,01-10,2,87,5.967516,2.018143,10
28,2,01-10,01-10,2,13,1.84817,6.808117,01
29,2,01-10,01-10,2,74,0.875535,5.302441,01
29,2,01-10,01-10,2,26,5.815784,0.069862,10
30,1,01,01,1,100,-0.092394,5.259266,01
31,2,01-10,01-10,2,18,6.368579,2.2755,10
31,2,01-10,01-10,2,82,0.170495,7.145179,01
32,2,01-10,01-10,2,76,5.769335,1.303615,10
32,2,01-10,01-10,2,24,2.592016,5.156117,01
33,1,10,10,1,100,8.155838,0.931982,10
34,1,01,01,1,100,-0.008497,6.91759,01
35,1,01,01-10,1,100,-0.526336,7.590261,01
36,2,01-10,01-10,2,48,7.757144,0.231247,10
36,2,01-10,01-10,2,52,1.17084,5.79252,01
37,2,01-10,01-10,2,77,2.225074,7.76961,01
37,2,01-10,01-10,2,23,7.445198,3.832632,10
38,2,01-11,01,2,84,3.26996,4.479882,11
38,2,01-11,01,2,16,0.058724,6.700081,01
39,2,01-10,01-10,2,58,6.053528,3.699357,10
39,2,01-10,01-10,2,42,0.479357,5.356622,01
40,1,10,10,1,100,6.51624,-1.734485,10
41,1,01,01,1,100,3.066783,5.185981,01
42,2,01-10,01-10,2,34,6.863031,2.960676,10
42,2,01-10,01-10,2,66,1.236874,7.561725,01
43,1,01,01,1,100,-1.272092,9.909505,01
44,2,01-10,01-10,2,35,0.426705,6.817389,01
