90.894,13.398	0.938,99.250
43.643,7.935	0.818,77.174
0.211,32.544
3.818,12.813	0.046,76.159
47.594,2.913
122.870,1.372	4.404,82.998
0.127,44.669
1.656,144.247
32.273,11.769
0.887,98.278
68.939,1.915	1.027,96.918
22.142,0.327	0.284,23.004
25.399,21.877
23.228,7.189	11.550,65.831
89.593,2.509	0.930,100.773
90.790,1.642	3.786,149.025
0.148,86.016
0.216,149.379
202.256,2.655
141.915,0.863	2.697,41.658
38.699,2.860	2.749,210.898
59.710,0.274	0.898,22.009
208.908,0.133
214.132,8.928	9.521,114.487
75.487,0.365
39.275,1.805	0.782,63.621
1.868,302.068
2.720,54.494
139.199,0.070	1.542,6.922
141.915,1.332	10.244,41.658
3.089,153.768
29.869,3.370	0.660,50.986
91.413,0.297
144.829,1.574	7.880,97.246
13.348,6.510	0.170,149.056
57.186,1.227	0.819,62.478
53.432,1.329	3.099,84.133
175.655,1.706
243.081,2.219
0.996,88.822
4.799,302.068
74.610,2.733	2.177,74.070
258.385,0.699	3.948,65.990
143.077,1.412
109.693,1.239
60.953,10.462	6.499,835.424
135.675,0.481
88.076,2.544	2.435,130.712
186.792,3.058	4.494,105.231
252.014,0.403	5.731,20.471
0.150,13.897
124.982,0.966
108.738,1.676	1.281,102.246
0.390,61.249
41.442,0.412	2.439,29.401
33.887,0.323	1.137,29.163
95.455,2.725	1.499,126.101
88.481,0.697	0.924,47.242
110.849,2.131	1.140,99.259
273.393,1.560	4.621,84.759
62.945,1.964	4.543,61.449
74.723,1.978	0.798,100.094
472.355,7.788	6.243,276.061
22.747,0.115
63.833,0.198
105.019,0.300
134.738,1.434	1.784,75.487
113.552,10.008	2.374,34.014
364.616,1.205
135.061,4.218	6.873,260.870
133.258,1.344	5.146,79.143
0.172,52.049
152.572,0.866	1.991,84.368
86.024,0.277
217.592,0.432	2.729,39.005
90.453,1.419	7.007,84.870
49.214,0.531	0.500,32.582
362.563,1.017
70.869,0.398	1.678,33.402
39.747,1.268	0.752,33.910
0.217,124.917
254.588,5.047	14.197,125.159
119.791,1.264	1.741,29.972
0.082,74.802
132.345,0.777	1.976,41.855
86.348,1.429	3.112,106.741
17.780,3.198	2.072,134.759
41.062,3.849	0.567,114.512
0.397,221.920
0.965,513.548
103.720,0.303
211.195,0.766	6.029,69.844
15.664,3.500	0.233,165.363
106.096,2.465	2.783,124.261
91.283,0.249
97.019,1.046	1.653,94.701
297.798,0.667
185.260,1.922	4.949,159.506
74.497,8.444	1.038,566.783
68.830,0.773	0.874,66.214
2.211,298.040
306.705,0.631
132.875,2.013	2.177,64.504
70.051,0.337	0.922,27.817
0.362,159.108
220.437,0.516	3.121,34.034
176.187,2.098	2.188,182.049
43.059,1.324	0.604,99.635
1.626,194.784
114.776,17.349	3.058,173.923
426.009,11.466	8.743,252.932
91.565,0.730	2.416,21.050
106.530,1.865	1.499,107.360
38.842,0.227	0.639,20.898
236.526,0.039
382.174,1.214	7.487,84.479
26.074,1.397	0.537,108.103
119.167,7.343	1.487,150.538
59.155,2.178
37.984,22.289	1.059,313.826
0.807,282.141
43.397,9.655	17.812,138.173
0.501,147.819
43.127,0.728
43.509,1.933	2.347,157.752
4.647,6.206	0.048,195.206
553.569,1.320
204.518,7.324	4.172,93.241
2.420,248.158
49.544,0.396
102.637,0.584	2.679,37.215
0.290,105.710
226.485,2.017	2.717,147.845
66.553,0.389	2.057,35.717
1.050,542.622
4.200,258.271
99.729,4.145	2.988,157.549
143.578,10.177	5.620,210.971
28.609,0.507	0.287,41.914
22.158,22.753
35.179,1.669
1.976,139.143
103.650,0.899
318.308,6.820	8.264,423.913
103.948,0.387	1.605,15.362
36.445,2.795	0.636,154.057
55.604,6.142	0.892,111.390
82.161,2.792	3.840,124.974
78.029,2.940	2.284,122.070
37.823,9.586	0.449,160.703
279.109,0.257
83.898,3.097	0.911,71.352
103.065,0.065
201.053,5.939	4.360,83.898
48.158,0.493
126.847,5.780	1.405,231.608
95.308,1.305
62.305,1.505	1.161,112.667
144.690,3.690	1.588,253.012
44.081,10.851	2.215,297.382
249.546,3.151	4.967,151.493
21.880,0.618	2.427,42.365
3.592,2.503
103.271,0.347	1.163,34.060
152.539,7.169	2.257,74.202
417.917,1.006	4.538,58.669
2.087,123.688
152.513,2.105
88.460,5.021	1.009,41.559
226.122,1.524	2.719,68.849
11.301,706.704
130.959,5.781	10.415,129.912
97.804,6.433	1.160,125.374
0.244,67.908
60.624,25.308	4.876,545.101
25.208,0.470	0.419,30.124
171.074,2.042	3.697,134.454
91.327,0.685	3.725,45.770
0.168,60.138
4.568,201.405
44.518,1.569	1.547,118.130
0.146,40.504
1.243,264.702
36.260,6.105	0.495,164.586
98.930,2.076	1.627,77.087
269.957,1.102	4.118,62.501
121.781,0.531	1.987,47.605
126.880,0.548	2.165,52.957
57.193,2.350	0.587,202.163
0.401,82.699
526.580,0.484
115.470,0.940	1.182,75.123
94.013,2.963	2.119,77.922
174.245,0.775
10.555,644.840
175.374,0.517
0.272,88.049
57.698,5.522	0.591,75.881
92.640,3.424	3.166,132.239
199.813,0.149
199.813,0.149
535.334,4.347	9.095,110.384
38.090,3.485	3.093,320.352
432.438,0.547	9.288,49.445
146.856,7.027	2.753,220.891
73.927,0.067
81.590,10.428	1.066,25.508
0.860,175.114
65.169,1.298	0.792,87.467
115.211,1.375	1.188,33.252
98.137,1.990	1.355,79.799
125.960,0.509	1.622,20.287
1.124,176.393
356.985,2.466
