Phase,Count,Frequency
0002,1,1e-4
0002-2002-2020,1,1e-4
0002-2020,4,4e-4
0012-0021-0202-2020,6,6e-4
0012-0202,7,7e-4
0012-0202-1012-2020,1,1e-4
0012-0202-1201-2011,1,1e-4
0012-0202-1201-2011-2020,2,2e-4
0012-0202-2011-2020,6,6e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2020,64,0.0064
0012-0202-2020-2100,1,1e-4
0012-2020,4,4e-4
0020,1,1e-4
0020-0202,1,1e-4
0021-0102-2020,1,1e-4
0021-0112-0202-2020,1,1e-4
0021-0202-0211,1,1e-4
0021-0202-0211-1210-2020,1,1e-4
0021-0202-0211-2020,5,5e-4
0021-0202-0211-2020-2210,2,2e-4
0021-0202-0221-2020,1,1e-4
0021-0202-2020,63,0.0063
0021-0202-2020-2200,1,1e-4
0021-0211-2020,1,1e-4
0021-2020,4,4e-4
0022,1,1e-4
0022-0112-2020,1,1e-4
0022-0202,19,0.0019
0022-0202-1210-2020,2,2e-4
0022-0202-2020,128,0.0128
0022-0202-2020-2100,1,1e-4
0022-0202-2020-2102,1,1e-4
0022-0202-2021,7,7e-4
0022-0202-2022,1,1e-4
0022-0212,2,2e-4
0022-0212-2020,5,5e-4
0022-1020,1,1e-4
0022-2020,21,0.0021
0022-2021,1,1e-4
0102,1,1e-4
0102-1002-2020,1,1e-4
0102-2001-2020,1,1e-4
0102-2002-2020,1,1e-4
0102-2020,3,3e-4
0112-0120-0202,1,1e-4
0112-0120-0202-1012-2020,1,1e-4
0112-0120-0202-2012-2020,1,1e-4
0112-0120-0202-2020,6,6e-4
0112-0121-0202-1012-1021-2020,1,1e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2020,8,8e-4
0112-0202,5,5e-4
0112-0202-1012,3,3e-4
0112-0202-1012-2011-2020,2,2e-4
0112-0202-1012-2020,7,7e-4
0112-0202-1022-2020,1,1e-4
0112-0202-1120,2,2e-4
0112-0202-1120-2012-2020,2,2e-4
0112-0202-1120-2020,8,8e-4
0112-0202-2011-2020,3,3e-4
0112-0202-2011-2020-2201,1,1e-4
0112-0202-2012-2020,18,0.0018
0112-0202-2012-2021,2,2e-4
0112-0202-2020,30,0.003
0112-0202-2120,4,4e-4
0112-2012-2020,1,1e-4
0112-2020,10,0.001
0112-2021,2,2e-4
0120-0122-0202-2020,1,1e-4
0120-0202,2,2e-4
0120-0202-0210,1,1e-4
0120-0202-0210-2020,6,6e-4
0120-0202-2020,61,0.0061
0120-2020,8,8e-4
0121-0122-0202-2020,1,1e-4
0121-0202,6,6e-4
0121-0202-0211-1021-2020,1,1e-4
0121-0202-0211-2020,7,7e-4
0121-0202-0211-2020-2210,1,1e-4
0121-0202-1021,1,1e-4
0121-0202-1021-2020,8,8e-4
0121-0202-1120-2020,12,0.0012
0121-0202-2002-2020,1,1e-4
0121-0202-2020,71,0.0071
0121-0202-2021,2,2e-4
0121-0202-2120,2,2e-4
0121-2020,11,0.0011
0122,1,1e-4
0122-0202,11,0.0011
0122-0202-1022,2,2e-4
0122-0202-1022-2020,21,0.0021
0122-0202-1120-1200-2020,1,1e-4
0122-0202-1120-1201-2020,1,1e-4
0122-0202-1120-1210-2020,1,1e-4
0122-0202-1120-2020,17,0.0017
0122-0202-1121-2020,1,1e-4
0122-0202-1121-2021,1,1e-4
0122-0202-2020,125,0.0125
0122-0202-2020-2021,1,1e-4
0122-0202-2020-2200,1,1e-4
0122-0202-2020-2201,1,1e-4
0122-0202-2021,10,0.001
0122-0202-2022,2,2e-4
0122-0202-2120,1,1e-4
0122-0212-2020,15,0.0015
0122-0212-2020-2210,1,1e-4
0122-0212-2021,2,2e-4
0122-0222-2020,1,1e-4
0122-1120-2020,2,2e-4
0122-1121-2021,1,1e-4
0122-2020,18,0.0018
0122-2021,1,1e-4
0122-2022,1,1e-4
0200-2020,1,1e-4
0201-2020,4,4e-4
0201-2020-2200,1,1e-4
0202,634,0.0634
0202-0210,10,0.001
0202-0210-0220-2020,1,1e-4
0202-0210-1020,1,1e-4
0202-0210-1102-2020-2110,1,1e-4
0202-0210-2020,58,0.0058
0202-0210-2020-2101-2110,2,2e-4
0202-0210-2020-2110,5,5e-4
0202-0210-2020-2210,2,2e-4
0202-0210-2110,2,2e-4
0202-0211,7,7e-4
0202-0211-0221-2020-2210,1,1e-4
0202-0211-1020,1,1e-4
0202-0211-1021-1102-1111-2020-2110,1,1e-4
0202-0211-1021-1102-2020,1,1e-4
0202-0211-1021-2020,5,5e-4
0202-0211-1021-2020-2210,3,3e-4
0202-0211-1210-2020,4,4e-4
0202-0211-1210-2120,1,1e-4
0202-0211-2020,38,0.0038
0202-0211-2020-2102-2110,1,1e-4
0202-0211-2020-2110,3,3e-4
0202-0211-2020-2210,11,0.0011
0202-0211-2021,1,1e-4
0202-0211-2110,1,1e-4
0202-0211-2120,1,1e-4
0202-0211-2210,3,3e-4
0202-0212-0220-2020,1,1e-4
0202-0212-1021,1,1e-4
0202-0212-1022-2020,1,1e-4
0202-0212-2020,1,1e-4
0202-0212-2210,1,1e-4
0202-0220,22,0.0022
0202-0220-1020,1,1e-4
0202-0220-1102-2020,1,1e-4
0202-0220-2020,138,0.0138
0202-0220-2020-2101,1,1e-4
0202-0220-2120,4,4e-4
0202-0221,19,0.0019
0202-0221-1021,1,1e-4
0202-0221-1021-2020,17,0.0017
0202-0221-1220,2,2e-4
0202-0221-1220-2020,19,0.0019
0202-0221-1220-2120,1,1e-4
0202-0221-2002-2020-2021,1,1e-4
0202-0221-2020,121,0.0121
0202-0221-2020-2102,1,1e-4
0202-0221-2021,1,1e-4
0202-0221-2021-2102,1,1e-4
0202-0221-2120,11,0.0011
0202-0221-2220,3,3e-4
0202-0222-1022-2020,1,1e-4
0202-0222-2020,3,3e-4
0202-1002,2,2e-4
0202-1002-1021-2020,1,1e-4
0202-1002-2001-2020,10,0.001
0202-1002-2002-2020,1,1e-4
0202-1002-2020,82,0.0082
0202-1011,1,1e-4
0202-1012,9,9e-4
0202-1012-1021,1,1e-4
0202-1012-1021-2020,5,5e-4
0202-1012-1102,2,2e-4
0202-1012-1102-2020,12,0.0012
0202-1012-2011,1,1e-4
0202-1012-2011-2020,4,4e-4
0202-1012-2012-2020,1,1e-4
0202-1012-2020,75,0.0075
0202-1020,5,5e-4
0202-1021,5,5e-4
0202-1021-1102-2020,7,7e-4
0202-1021-2020,40,0.004
0202-1021-2020-2200,1,1e-4
0202-1022,15,0.0015
0202-1022-1102-2020,11,0.0011
0202-1022-1102-2020-2101,4,4e-4
0202-1022-1102-2020-2110,1,1e-4
0202-1022-1102-2021,1,1e-4
0202-1022-1112-2020,1,1e-4
0202-1022-2020,130,0.013
0202-1022-2020-2200,1,1e-4
0202-1022-2020-2201,1,1e-4
0202-1022-2020-2210,3,3e-4
0202-1022-2021,4,4e-4
0202-1102,12,0.0012
0202-1102-2020,42,0.0042
0202-1102-2020-2100,10,0.001
0202-1102-2020-2101,5,5e-4
0202-1102-2020-2110,6,6e-4
0202-1102-2110,1,1e-4
0202-1102-2120,1,1e-4
0202-1111-2020,2,2e-4
0202-1112-2020,1,1e-4
0202-1120,9,9e-4
0202-1120-1200-2020,7,7e-4
0202-1120-1201-2020,5,5e-4
0202-1120-1210,1,1e-4
0202-1120-1210-2020,5,5e-4
0202-1120-2002-2020,1,1e-4
0202-1120-2020,27,0.0027
0202-1121,1,1e-4
0202-1121-2020,1,1e-4
0202-1200,7,7e-4
0202-1200-2020,61,0.0061
0202-1200-2020-2100,8,8e-4
0202-1201,2,2e-4
0202-1201-1210,1,1e-4
0202-1201-1210-2020,11,0.0011
0202-1201-1210-2220,1,1e-4
0202-1201-1220,2,2e-4
0202-1201-1220-2011-2020,3,3e-4
0202-1201-1220-2020,14,0.0014
0202-1201-1220-2020-2101,2,2e-4
0202-1201-2001-2020,7,7e-4
0202-1201-2011-2020,3,3e-4
