Phase,Count,Frequency
0000-0300-0303,1,1e-4
0000-0303,1,1e-4
0001-0101-0303,1,1e-4
0001-0301,1,1e-4
0001-0301-0303,1,1e-4
0002-0010-0300-0302,1,1e-4
0002-0302,1,1e-4
0003-0010-0303,1,1e-4
0003-0303,1,1e-4
0010,84,0.0084
0010-0011,2,2e-4
0010-0011-0110-0310-0311,1,1e-4
0010-0011-0210-0300-0301,1,1e-4
0010-0011-0300-0301,5,5e-4
0010-0011-0310-0311,1,1e-4
0010-0011-0311,1,1e-4
0010-0012,1,1e-4
0010-0012-0102-0302,1,1e-4
0010-0012-0210-0212-0302,1,1e-4
0010-0012-0300-0302,4,4e-4
0010-0012-0302,2,2e-4
0010-0012-0302-0310,1,1e-4
0010-0012-0312,7,7e-4
0010-0013,1,1e-4
0010-0013-0300-0303,19,0.0019
0010-0013-0303,64,0.0064
0010-0013-0303-0310,2,2e-4
0010-0013-0313,9,9e-4
0010-0100-0300,5,5e-4
0010-0100-0300-0303,2,2e-4
0010-0103-0300-0303,1,1e-4
0010-0103-0303,2,2e-4
0010-0110,2,2e-4
0010-0110-0300,2,2e-4
0010-0110-0300-0303,3,3e-4
0010-0110-0303,3,3e-4
0010-0110-0303-0310,3,3e-4
0010-0110-0313,1,1e-4
0010-0112-0302,1,1e-4
0010-0113-0300-0303,3,3e-4
0010-0113-0303,6,6e-4
0010-0113-0303-0310,1,1e-4
0010-0113-0313,4,4e-4
0010-0200-0303,1,1e-4
0010-0210,4,4e-4
0010-0210-0300,1,1e-4
0010-0210-0300-0303,3,3e-4
0010-0210-0303,6,6e-4
0010-0210-0310,1,1e-4
0010-0210-0312,1,1e-4
0010-0300,67,0.0067
0010-0300-0302,8,8e-4
0010-0300-0303,193,0.0193
0010-0302-0310,4,4e-4
0010-0303,111,0.0111
0010-0303-0310,35,0.0035
0010-0310,23,0.0023
0010-0310-0313,3,3e-4
0010-0312,3,3e-4
0010-0313,2,2e-4
0011-0013-0211-0313,1,1e-4
0011-0013-0301-0303,3,3e-4
0011-0013-0303-0311,2,2e-4
0011-0013-0311-0313,1,1e-4
0011-0113-0311-0313,1,1e-4
0011-0301,5,5e-4
0011-0301-0303,12,0.0012
0011-0303-0311,5,5e-4
0012-0013-0302-0303,2,2e-4
0012-0312,1,1e-4
0013-0103-0303,1,1e-4
0013-0303,23,0.0023
0013-0313,3,3e-4
0100-0300-0302,1,1e-4
0100-0300-0303,1,1e-4
0101-0301-0303-1001,3,3e-4
0101-0301-1001,1,1e-4
0103-0301-0303-1003-1011,1,1e-4
0103-0303-1003,2,2e-4
0103-0303-1003-1010,1,1e-4
0103-0303-1010,1,1e-4
0110-0113-0300-0303-1010-1013,1,1e-4
0110-0113-0303-0310-1010-1013,2,2e-4
0110-0210-0300-0303-1010,1,1e-4
0110-0210-0303-0310-1010,1,1e-4
0110-0300,4,4e-4
0110-0300-0301-1010-1011,1,1e-4
0110-0300-0303,4,4e-4
0110-0300-0303-1003-1010,1,1e-4
0110-0300-0303-1010,13,0.0013
0110-0300-0303-1010-1013,1,1e-4
0110-0300-1010,3,3e-4
0110-0302-0310-1010-1012,1,1e-4
0110-0303,6,6e-4
0110-0303-0310,6,6e-4
0110-0303-0310-1010,6,6e-4
0110-0303-0310-1010-1013,1,1e-4
0110-0303-1010,7,7e-4
0110-0310,2,2e-4
0110-0310-0312-1010-1012,1,1e-4
0110-0310-0313,1,1e-4
0110-0310-0313-1010,3,3e-4
0110-0310-1010,2,2e-4
0110-0312,1,1e-4
0110-0313,2,2e-4
0110-1010,1,1e-4
0111-0113-0301-0303,2,2e-4
0111-0113-0303-0311-1011-1013,1,1e-4
0111-0300-0301-1010-1011,1,1e-4
0111-0301-0303,1,1e-4
0111-0301-0303-1011,1,1e-4
0111-0301-1011,3,3e-4
0111-0303-0311-1011,1,1e-4
0111-0303-0311-1011-1013,1,1e-4
0111-0311-1010,1,1e-4
0112-0300-0302-1010,1,1e-4
0112-0302-0303,1,1e-4
0112-0312-1010-1012,5,5e-4
0113-0210-0300-0303-1010-1013,1,1e-4
0113-0210-0303-0310-1010,1,1e-4
0113-0300-0303-1010-1013,8,8e-4
0113-0301-0303-1011-1013,1,1e-4
0113-0303,4,4e-4
0113-0303-0310-1010,2,2e-4
0113-0303-0310-1010-1013,4,4e-4
0113-0303-1010,3,3e-4
0113-0303-1010-1013,22,0.0022
0113-0303-1013,20,0.002
0113-0310-0313-1010-1013,1,1e-4
0113-0313,1,1e-4
0113-0313-1010,1,1e-4
0113-0313-1010-1013,5,5e-4
0113-0313-1011-1013,1,1e-4
0113-0313-1013,1,1e-4
0113-1010-1013,1,1e-4
0200-0300-0303-1003-1010,2,2e-4
0200-0300-0303-1010,3,3e-4
0200-0300-1010,1,1e-4
0200-1000,1,1e-4
0201-0300-0301-1010-1011,1,1e-4
0201-0301-1010-1011,1,1e-4
0202-0302-1012,1,1e-4
0210-0211-1010-1011,1,1e-4
0210-0300-0302-1002-1010,1,1e-4
0210-0300-0303,1,1e-4
0210-0300-0303-1003-1010,5,5e-4
0210-0300-0303-1010,24,0.0024
0210-0300-0303-1010-1013,6,6e-4
0210-0300-0303-1010-1110,1,1e-4
0210-0300-1010,11,0.0011
0210-0302-1010-1012,1,1e-4
0210-0303,1,1e-4
0210-0303-0310-1010,3,3e-4
0210-0303-0310-1010-1013,1,1e-4
0210-0303-1010,18,0.0018
0210-0303-1010-1013,9,9e-4
0210-0310-1010,3,3e-4
0210-0312-1010-1012,1,1e-4
0210-0313-1010,1,1e-4
0210-0313-1010-1013,3,3e-4
0210-1010,13,0.0013
0211-0300-0301-1010-1011,1,1e-4
0211-0301-0303-1003-1011,1,1e-4
0211-0301-0303-1011-1013,1,1e-4
0211-0303-0311-1011-1013,1,1e-4
0212-0300-0302-1010-1012,1,1e-4
0212-0312-1010-1012,1,1e-4
0213-0303-1010-1013,2,2e-4
0300,11,0.0011
0300-0301,3,3e-4
0300-0301-0311-1010-1011,1,1e-4
0300-0301-1010,1,1e-4
0300-0301-1010-1011,52,0.0052
0300-0301-1010-1011-1100,1,1e-4
0300-0301-1010-1011-1200-1201,1,1e-4
0300-0302,2,2e-4
0300-0302-1000-1002,2,2e-4
0300-0302-1002-1010,26,0.0026
0300-0302-1010,11,0.0011
0300-0302-1010-1012,68,0.0068
0300-0302-1010-1012-1102,1,1e-4
0300-0302-1010-1012-1200,1,1e-4
0300-0302-1010-1012-1202,1,1e-4
0300-0302-1010-1012-1212,1,1e-4
0300-0302-1010-1102,1,1e-4
0300-0302-1010-1112,2,2e-4
0300-0302-1010-1200,1,1e-4
0300-0303,41,0.0041
0300-0303-0310,1,1e-4
0300-0303-0310-1003-1010,3,3e-4
0300-0303-0310-1010,9,9e-4
0300-0303-0310-1010-1013,3,3e-4
0300-0303-0310-1110,1,1e-4
0300-0303-1000,14,0.0014
0300-0303-1000-1003,7,7e-4
0300-0303-1000-1103,1,1e-4
0300-0303-1000-1200,1,1e-4
0300-0303-1003-1010,511,0.0511
0300-0303-1003-1010-1200,3,3e-4
0300-0303-1003-1010-1203,1,1e-4
0300-0303-1010,811,0.0811
0300-0303-1010-1013,402,0.0402
0300-0303-1010-1013-1103,15,0.0015
0300-0303-1010-1013-1113,1,1e-4
0300-0303-1010-1013-1203,1,1e-4
0300-0303-1010-1013-1303,1,1e-4
0300-0303-1010-1100,7,7e-4
0300-0303-1010-1100-1103,1,1e-4
0300-0303-1010-1103,59,0.0059
0300-0303-1010-1103-1300,1,1e-4
0300-0303-1010-1110,2,2e-4
0300-0303-1010-1113,3,3e-4
0300-0303-1010-1200,8,8e-4
0300-0303-1010-1210,1,1e-4
0300-0303-1010-1300,2,2e-4
0300-0303-1013,1,1e-4
0300-0303-1110,10,0.001
0300-0310,2,2e-4
0300-0310-1010,3,3e-4
0300-1000,5,5e-4
0300-1003-1010,2,2e-4
0300-1003-1010-1203,1,1e-4
0300-1010,672,0.0672
0300-1010-1011,1,1e-4
0300-1010-1012,1,1e-4
0300-1010-1013,3,3e-4
0300-1010-1100,2,2e-4
0300-1010-1110,1,1e-4
0300-1010-1200,4,4e-4
0300-1010-1300,2,2e-4
0300-1110,5,5e-4
0301,2,2e-4
0301-0302,1,1e-4
0301-0302-1011-1012,3,3e-4
0301-0302-1011-1012-1202,1,1e-4
0301-0303,32,0.0032
0301-0303-0311-1003-1011,1,1e-4
0301-0303-1001,28,0.0028
0301-0303-1001-1003,23,0.0023
0301-0303-1001-1101,1,1e-4
0301-0303-1001-1103,2,2e-4
0301-0303-1001-1201,2,2e-4
0301-0303-1003-1011,59,0.0059
0301-0303-1011,72,0.0072
0301-0303-1011-1013,90,0.009
