Phase,Count,Frequency
0002-2001-2020,1,1e-4
0012,1,1e-4
0012-0021-0202-2020,17,0.0017
0012-0021-2020,1,1e-4
0012-0022-0202-2020,1,1e-4
0012-0202,11,0.0011
0012-0202-1020,2,2e-4
0012-0202-2011-2020,4,4e-4
0012-0202-2012-2020,2,2e-4
0012-0202-2020,55,0.0055
0012-2011-2020,1,1e-4
0012-2020,3,3e-4
0020-0202,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0112-0202-2020,1,1e-4
0021-0202,1,1e-4
0021-0202-0211-2020,8,8e-4
0021-0202-0221-2020,1,1e-4
0021-0202-2020,64,0.0064
0021-0202-2020-2100,1,1e-4
0021-0211-1210-2020,1,1e-4
0021-1020,1,1e-4
0021-2020,4,4e-4
0022,5,5e-4
0022-0102-2020,1,1e-4
0022-0102-2021,1,1e-4
0022-0202,15,0.0015
0022-0202-1201-2020,1,1e-4
0022-0202-1210-2020,1,1e-4
0022-0202-2020,139,0.0139
0022-0202-2020-2021,1,1e-4
0022-0202-2020-2102,1,1e-4
0022-0202-2020-2110,1,1e-4
0022-0202-2020-2200,1,1e-4
0022-0202-2020-2201,1,1e-4
0022-0202-2021,8,8e-4
0022-0202-2021-2201,1,1e-4
0022-0212,1,1e-4
0022-0212-2020,16,0.0016
0022-0212-2022,1,1e-4
0022-2020,17,0.0017
0022-2021,1,1e-4
0102,1,1e-4
0102-2002,1,1e-4
0102-2002-2020,2,2e-4
0102-2010,1,1e-4
0102-2020,5,5e-4
0112-0120-0202-1012-2020,1,1e-4
0112-0120-0202-2011-2020,1,1e-4
0112-0120-0202-2020,9,9e-4
0112-0121-0202,2,2e-4
0112-0121-0202-1012-1021,1,1e-4
0112-0121-0202-1012-1021-2020,2,2e-4
0112-0121-0202-1012-2020,1,1e-4
0112-0121-0202-1120-2012-2020,1,1e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2020,6,6e-4
0112-0122-0202-2012-2020,1,1e-4
0112-0122-0202-2020,1,1e-4
0112-0202,5,5e-4
0112-0202-1012-2011-2020,2,2e-4
0112-0202-1012-2020,4,4e-4
0112-0202-1120-1200-2020,1,1e-4
0112-0202-1120-2012-2020,1,1e-4
0112-0202-1120-2020,7,7e-4
0112-0202-2011-2020,6,6e-4
0112-0202-2011-2020-2201,1,1e-4
0112-0202-2012,2,2e-4
0112-0202-2012-2020,12,0.0012
0112-0202-2012-2021,3,3e-4
0112-0202-2020,37,0.0037
0112-2020,10,0.001
