parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,10,10,1,100,6.490035,-0.739231,10
2,1,01,01,1,100,-3.902968,6.629722,01
3,1,10,10,1,100,6.254482,-1.596931,10
4,2,01-10,01-10,2,72,2.439305,5.402801,01
4,2,01-10,01-10,2,28,6.2885,0.193782,10
5,2,01-10,01-10,2,87,4.891516,-0.391344,10
5,2,01-10,01-10,2,13,0.385083,5.00093,01
6,2,01-10,01-10,2,63,0.22996,6.323611,01
6,2,01-10,01-10,2,37,5.961715,0.986857,10
7,2,01-10,01-10,2,20,6.589485,1.338874,10
7,2,01-10,01-10,2,80,1.085744,6.66988,01
8,2,01-10,01-10,2,91,6.954906,1.445235,10
8,2,01-10,01-10,2,9,0.418608,6.251347,01
9,2,01-10,01-10,2,77,7.210406,3.313988,10
9,2,01-10,01-10,2,23,0.775031,6.016514,01
10,2,01-10,01-10,2,89,1.021396,7.037986,01
10,2,01-10,01-10,2,11,6.750927,3.672224,10
11,1,10,10,1,100,7.026726,-1.607008,10
12,1,10,10,1,100,6.631782,0.844273,10
13,1,10,10,1,100,6.021553,-1.410745,10
14,2,01-10,01-10,2,78,5.977171,-0.111597,10
14,2,01-10,01-10,2,22,1.014812,6.294143,01
15,1,01,01,1,100,-1.778508,7.215077,01
16,2,01-10,01-10,2,41,0.106605,6.047892,01
16,2,01-10,01-10,2,59,6.20412,1.253556,10
17,1,10,10,1,100,6.380403,-1.777701,10
18,2,01-10,01-10,2,63,1.368461,6.541212,01
18,2,01-10,01-10,2,37,6.361863,3.033245,10
19,1,01,01,1,100,-0.704282,7.439193,01
20,2,01-10,01-10,2,20,7.004396,1.086538,10
20,2,01-10,01-10,2,80,0.821134,7.468214,01
21,2,01-10,01-10,2,42,6.410224,-0.186658,10
21,2,01-10,01-10,2,58,2.132656,5.749731,01
22,2,01-10,01-10,2,99,-0.243783,7.76124,01
22,2,01-10,01-10,2,1,5.209402,2.656535,10
23,2,01-10,01-10,2,18,7.890237,0.950949,10
23,2,01-10,01-10,2,82,1.591601,6.659612,01
24,2,01-10,01-10,2,69,0.229183,5.572742,01
24,2,01-10,01-10,2,31,6.779001,-0.143762,10
25,2,01-10,01-10,2,89,6.97004,1.286597,10
25,2,01-10,01-10,2,11,0.794372,6.816632,01
26,1,01,01,1,100,-0.68564,7.379747,01
27,2,01-10,01-10,2,71,6.473145,0.689555,10
27,2,01-10,01-10,2,29,0.825394,6.50585,01
28,1,01,01,1,100,-2.193641,5.981851,01
29,2,01-10,01-10,2,96,-0.441477,6.87902,01
29,2,01-10,01-10,2,4,5.792234,2.32392,10
30,1,01,01,1,100,1.124902,7.600918,01
31,1,01,01,1,100,-0.68564,7.379747,01
32,2,01-10,01-10,2,5,4.611616,1.011093,10
32,2,01-10,01-10,2,95,-1.91751,7.252619,01
33,2,01-10,01-10,2,99,1.23392,7.210393,01
33,2,01-10,01-10,2,1,5.009142,3.819503,10
34,2,01-10,01-10,2,71,1.33123,6.816341,01
34,2,01-10,01-10,2,29,6.402811,0.325759,10
35,2,01-10,01-10,2,99,-1.002371,5.716551,01
35,2,01-10,01-10,2,1,5.163832,-0.892548,10
36,2,01-10,01-10,2,43,2.313087,7.333594,01
36,2,01-10,01-10,2,57,7.603849,0.910251,10
37,2,01-10,01-10,2,94,7.200339,0.615783,10
37,2,01-10,01-10,2,6,2.61044,6.622092,01
38,2,01-10,01-10,2,42,5.896663,1.327967,10
38,2,01-10,01-10,2,58,0.70559,6.603383,01
39,2,01-10,01-10,2,93,6.538918,0.609235,10
39,2,01-10,01-10,2,7,1.325718,5.574636,01
40,1,01,01-10,1,100,1.591884,5.896663,01
41,1,01,01,1,100,-1.66072,5.896663,01
42,2,01-10,01-10,2,87,0.327856,6.663091,01
42,2,01-10,01-10,2,13,4.398362,0.531275,10
43,1,01,01,1,100,1.091403,4.062892,01
44,1,11,11,1,100,3.77771,-0.688832,11
45,2,01-10,01-10,2,82,5.843801,0.347728,10
45,2,01-10,01-10,2,18,3.555076,5.65799,01
46,2,01-10,01-10,2,83,-0.139618,5.953765,01
46,2,01-10,01-10,2,17,4.410485,-0.656801,10
47,2,01-10,01-10,2,98,-0.33953,5.711344,01
47,2,01-10,01-10,2,2,3.609072,2.481188,10
48,2,01-10,01-10,2,83,-0.234271,4.277889,01
48,2,01-10,01-10,2,17,4.826209,-0.069554,10
49,2,01-10,01-10,2,34,2.131569,7.898243,01
49,2,01-10,01-10,2,66,7.527225,1.590941,10
50,2,01-10,01-10,2,84,7.434535,1.47921,10
50,2,01-10,01-10,2,16,2.020292,6.727761,01
51,1,10,10,1,100,6.978759,2.458248,10
52,1,10,10,1,100,5.582014,0.164429,10
