88.513,2.850	3.141,36.858
1.730,79.139
86.992,1.212	0.893,73.273
15.092,1.535	0.521,71.273
2.516,12.462
0.128,54.671
98.607,1.478	12.485,62.301
83.741,2.229	11.677,99.453
88.996,0.758
113.360,0.098
84.983,0.464	1.225,42.947
0.146,113.925
1.779,52.963
0.597,80.583
170.592,0.850	2.081,70.035
0.599,134.026
13.931,0.108
168.115,2.628
62.207,5.190	1.251,103.607
36.858,1.975	2.646,183.314
122.140,0.713	1.667,31.331
73.142,4.748	1.695,57.881
14.025,0.122	0.160,10.684
37.715,0.685
0.780,9.034
124.422,0.287	11.432,26.177
2.272,209.087
258.548,3.925	2.739,156.013
0.054,92.949
174.987,0.736	7.275,40.899
85.097,1.107	0.874,33.146
37.574,1.585	0.483,52.205
111.394,1.937	1.423,115.369
1.327,124.109
85.769,1.642	1.049,81.835
122.165,1.724	2.191,49.658
270.117,0.222
211.139,2.390	2.647,44.140
84.059,1.180	0.880,81.198
47.631,0.452	1.103,35.836
3.363,90.573
73.338,1.772	1.627,170.311
141.435,4.853	1.511,172.045
60.548,1.207	0.666,110.207
220.996,2.412	6.159,124.000
216.803,0.972
63.842,2.196	3.812,82.771
0.245,145.287
50.801,8.323	1.394,101.259
42.105,0.495	0.865,44.612
207.502,0.489	3.670,29.971
48.613,2.730	0.960,268.104
1.549,49.378
73.142,4.748	1.695,57.881
1.245,74.324
188.059,5.893
79.626,5.677	1.040,362.007
31.331,3.336	0.713,95.113
54.961,0.273	1.642,18.700
72.336,0.860	1.140,77.274
0.895,157.336
250.573,4.095
121.731,8.568	4.521,152.808
1.838,39.790
35.370,1.686	0.420,61.945
37.279,0.136
208.756,3.357	3.988,95.702
416.897,2.482	15.412,90.247
110.835,2.259	6.505,167.403
94.863,3.606	1.000,248.129
4.938,68.333
220.915,5.716
94.270,1.278	2.881,76.290
1.938,120.603
102.718,0.649	6.250,40.318
11.275,531.846
45.506,0.124	0.639,9.338
103.188,2.769	1.667,53.266
0.835,538.305
69.471,2.094	0.714,116.017
148.490,7.372
106.592,1.735	1.198,56.882
52.428,0.707	8.357,63.214
55.825,16.611	0.846,229.516
88.710,3.394	0.935,203.006
134.894,3.201
61.708,2.405
314.341,13.503	6.398,111.218
23.876,7.023	0.287,463.804
221.625,1.075
123.358,1.184	1.936,48.366
195.221,5.748	3.624,330.119
128.177,9.183	1.634,204.644
203.854,2.994
2.074,29.565
89.688,1.112	3.053,79.672
93.905,0.478	1.909,33.895
92.449,1.457	1.522,111.068
0.701,142.568
85.355,0.631	0.855,36.877
27.331,4.788	1.664,269.859
188.518,0.234
17.145,1.412	0.210,41.095
76.592,1.249	1.408,94.341
16.618,5.786	0.173,167.965
68.142,1.476	1.093,134.950
28.930,1.181	0.670,57.253
211.626,0.216
198.945,0.807
66.312,2.384	0.757,157.866
33.120,5.124	0.673,118.674
383.458,0.943
1.528,105.319
189.185,3.478
267.942,0.203	2.731,12.751
64.411,8.948	1.128,173.132
0.241,37.172
0.258,56.292
106.636,0.709	3.943,62.851
97.612,0.240	2.350,18.664
