parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,75,1.512005,5.23047,01
1,2,01-10,01-10,2,25,5.693406,-0.72239,10
2,1,01,01,1,100,-0.999616,6.3194,01
3,1,11,11,1,100,2.385819,3.573839,11
4,1,01,01,1,100,-0.396004,5.734128,01
5,2,01-10,01-10,2,99,-2.170439,5.205831,01
5,2,01-10,01-10,2,1,3.864484,-0.952929,10
6,1,01,01,1,100,-1.577649,6.499002,01
7,1,01,01,1,100,-2.458644,6.031346,01
8,2,01-10,01-10,2,19,6.642458,2.109824,10
8,2,01-10,01-10,2,81,0.11898,7.053532,01
9,2,01-10,01-10,2,80,6.417341,0.314867,10
9,2,01-10,01-10,2,20,0.768542,5.199054,01
10,2,01-10,01-10,2,68,5.11561,-1.471904,10
10,2,01-10,01-10,2,32,2.830197,4.975346,01
11,2,01-10,01-10,2,78,1.242498,6.906939,01
11,2,01-10,01-10,2,22,7.426033,0.576922,10
12,1,01,01,1,100,1.082507,6.993345,01
13,1,11,11,1,100,4.878024,2.190095,11
14,1,01,01,1,100,-1.973696,6.777436,01
15,2,01-10,01-10,2,35,1.697574,4.910816,01
15,2,01-10,01-10,2,65,7.412628,1.384102,10
16,1,10,10,1,100,7.371364,1.584689,10
17,2,01-10,01-10,2,22,1.903359,7.569117,01
17,2,01-10,01-10,2,78,7.050455,1.034321,10
18,2,01-10,01-10,2,48,6.644924,1.664271,10
18,2,01-10,01-10,2,52,0.222968,5.331904,01
19,1,01,01,1,100,-1.634965,6.0899470000000004,01
20,2,01-10,01-10,2,83,-1.395183,5.025563,01
20,2,01-10,01-10,2,17,5.117153,-0.133414,10
21,2,01-10,01-10,2,85,-0.818295,7.091198,01
21,2,01-10,01-10,2,15,5.748116,1.480483,10
22,1,10,10,1,100,5.073182,-5.134563,10
23,1,01,01,1,100,1.219159,6.758508,01
24,2,01-10,01-10,2,97,-1.061943,6.699902,01
24,2,01-10,01-10,2,3,4.824606,1.395564,10
25,2,01-10,01-10,2,95,7.468023,1.41287,10
25,2,01-10,01-10,2,5,1.95841,5.567561,01
26,2,01-10,01-10,2,46,0.592345,6.60514,01
26,2,01-10,01-10,2,54,5.892318,1.243499,10
27,1,10,10,1,100,6.482282,2.390614,10
28,1,01,01,1,100,2.870264,7.893714,01
29,2,01-10,01-10,2,39,2.543547,7.073327,01
29,2,01-10,01-10,2,61,6.699902,0.770656,10
30,2,01-10,01-10,2,96,0.971218,7.269327,01
30,2,01-10,01-10,2,4,5.857421,0.777844,10
31,2,01-10,01-10,2,34,1.632059,7.528158,01
31,2,01-10,01-10,2,66,6.888022,1.437578,10
32,2,01-10,01-10,2,73,1.329055,6.384501,01
32,2,01-10,01-10,2,27,6.512709,0.123271,10
33,2,01-10,01-10,2,15,5.921934,-0.128195,10
33,2,01-10,01-10,2,85,-0.409129,4.490569,01
34,2,01-10,01-10,2,42,7.911025,1.858756,10
34,2,01-10,01-10,2,58,1.655141,7.468444,01
35,1,10,10,1,100,7.929256,-1.543709,10
36,1,01,01,1,100,-3.883712,6.192371,01
37,1,11,11,1,100,4.635682,2.06385,11
38,2,01-10,01-10,2,83,1.488713,8.243527,01
38,2,01-10,01-10,2,17,6.372903,3.274986,10
39,2,01-10,01-10,2,22,6.325413,0.379009,10
39,2,01-10,01-10,2,78,-0.219134,5.750673,01
40,1,01,01,1,100,-1.141648,7.851987,01
41,1,01,01,1,100,0.166081,7.58986,01
42,2,01-10,01-10,2,99,0.357406,7.939447,01
42,2,01-10,01-10,2,1,5.876252,1.569754,10
43,2,01-10,01-10,2,76,6.364113,2.009358,10
43,2,01-10,01-10,2,24,1.650563,6.826335,01
44,1,01,01,1,100,1.801487,8.211695,01
45,2,01-10,01-10,2,57,1.156528,5.157845,01
45,2,01-10,01-10,2,43,7.146061,1.272334,10
46,1,00,00,1,100,1.658451,1.490723,00
47,2,01-10,01-10,2,58,0.749507,6.35996,01
47,2,01-10,01-10,2,42,6.937992,1.01308,10
48,2,01-10,01-10,2,99,6.783235,0.084187,10
48,2,01-10,01-10,2,1,3.111618,4.200873,01
49,1,01,01,1,100,1.207811,7.601043,01
50,2,01-10,01-10,2,93,1.898109,6.230524,01
50,2,01-10,01-10,2,7,6.867962,1.957997,10
51,2,01-10,01-10,2,69,1.252752,8.01777,01
51,2,01-10,01-10,2,31,6.221293,1.9757,10
