parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,022-102-210,022,022-102-210,3,0.14,-6.145763,1.177528,0.712628,0.14
1,3,022-102-210,102,022-102-210,3,0.68,0.025238,-4.903982,6.794138,0.68
1,3,022-102-210,210,022-102-210,3,0.18,5.51519,0.510195,-4.701549,0.18
2,2,012-210,210,012-210,2,0.98,1.85522,-0.250686,-4.090014,0.98
2,2,012-210,012,012-210,2,0.02,-4.178897,-0.462535,2.310967,0.02
3,4,012-111-120-201,120,012-111-120-201,4,0.05,1.558135,5.387202,-5.416541,0.05
3,4,012-111-120-201,201,012-111-120-201,4,0.39,7.112359,-5.068023,0.682062,0.39
3,4,012-111-120-201,111,012-111-120-201,4,0.25,1.558135,-0.269818,0.682062,0.25
3,4,012-111-120-201,012,012-111-120-201,4,0.31,-4.006466,-0.047201,6.905897,0.31
4,1,220,220,220,1,1,3.102679,2.108455,-4.643468,1
5,1,002,002,002,1,1,-0.474236,0.48504,5.930589,1
6,1,200,200,200,1,1,6.889674,-0.375673,-0.754839,1
7,2,022-202,022,022-202,2,0.44,-3.286911,2.855946,1.991022,0.44
7,2,022-202,202,022-202,2,0.56,1.81174,-3.233948,4.339482,0.56
8,1,102,102,102,1,1,0.317557,0.651337,4.094394,1
9,3,002-120-202,202,002-120,3,0.47,5.619866,-6.04346,1.553969,0.47
9,3,002-120-202,120,002-120,3,0.06,1.493826,3.497684,-4.412926,0.06
9,3,002-120-202,002,002-120,3,0.47,0.41746,-1.50761,6.086047,0.47
10,3,022-202-220,220,022-202-220,3,0.26,0.928409,2.3703,-3.723794,0.26
10,3,022-202-220,202,022-202-220,3,0.28,0.796366,-2.144342,2.12898,0.28
10,3,022-202-220,022,022-202-220,3,0.46,-5.527667,3.066362,1.301638,0.46
11,1,120,120,120,1,1,0.585495,8.019727,-3.650414,1
12,1,220,220,220,1,1,1.502114,2.945903,-6.721423,1
13,1,120,120,120,1,1,0.222627,5.809368,-4.96257,1
14,2,020-200,200,020-200,2,0.91,7.519742,-3.210153,0.653996,0.91
14,2,020-200,020,020-200,2,0.09,1.041973,2.135209,-0.109767,0.09
15,1,102,102,102,1,1,0.586636,-0.570962,5.198842,1
16,2,201-220,201,201,2,0.15,6.878133,-3.277091,0.311806,0.15
16,2,201-220,220,201,2,0.85,1.184987,2.010612,-2.574919,0.85
17,1,102,102,102,1,1,0.574987,-7.138251,6.39072,1
