parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,102-220,102,102-220,2,0.09,0.011945,-1.855399,6.409864,0.09
1,2,102-220,220,102-220,2,0.91,1.614584,4.652403,-5.957572,0.91
2,2,002-020,020,002-020,2,0.63,-3.720172,4.580821,-1.336352,0.63
2,2,002-020,002,002-020,2,0.37,-1.827179,-1.795202,5.104778,0.37
3,2,022-102,022,102,2,0.09,-3.502502,2.647377,-1.846892,0.09
3,2,022-102,102,102,2,0.91,0.466521,-5.324967,4.10663,0.91
4,2,120-201,201,120-201,2,0.18,3.551849,-4.919549,-0.478466,0.18
4,2,120-201,120,120-201,2,0.82,1.453873,5.49675,-6.680486,0.82
5,3,012-120-202,202,012-120-202,3,0.23,2.177825,-2.588258,4.652403,0.23
5,3,012-120-202,012,012-120-202,3,0.52,-4.142477,-0.656417,6.750379,0.52
5,3,012-120-202,120,012-120-202,3,0.25,0.030313,3.855466,0.974955,0.25
6,2,021-210,021,021-210,2,0.99,-5.133593,6.65425,0.690435,0.99
6,2,021-210,210,021-210,2,0.01,4.678347,0.337207,-4.152596,0.01
7,3,022-102-201,201,022-102-201,3,0.05,6.65425,-4.152601,0.471751,0.05
7,3,022-102-201,022,022-102-201,3,0.92,-6.038818,2.288478,5.450158,0.92
7,3,022-102-201,102,022-102-201,3,0.03,0.278225,-4.152652,7.066288,0.03
8,2,012-102,102,012-102,2,0.44,0.040739,-6.066066,6.416794,0.44
8,2,012-102,012,012-102,2,0.56,-6.599483,-0.275491,6.416794,0.56
9,3,022-102-201,022,102-201,3,0.02,-6.254524,0.315195,3.110171,0.02
9,3,022-102-201,102,102-201,3,0.83,-0.513553,-6.099574,6.582803,0.83
9,3,022-102-201,201,102-201,3,0.15,4.313396,-6.099738,1.399133,0.15
10,2,202-220,202,202-220,2,0.61,3.060571,-3.277769,0.829441,0.61
10,2,202-220,220,202-220,2,0.39,3.079532,1.470708,-3.887853,0.39
11,1,102,102,-1,1,1,-1.433872,-8.422263,7.524989,1
12,3,021-202-220,202,021-202-220,3,0.3,1.547347,-0.832911,2.174365,0.3
